法人番号,申請者1,申請者2,,申請-住所1,申請-住所2,申請-住所3,申請-住所4,申請-マンション名,申請-電話番号1,,施設名,郵便番号,施設-住所1,施設-住所2,施設-住所3,施設-住所4,施設-マンション名,施設-電話番号1,業種,,許可年月日,許可期間開始日,許可期間終了日,その他,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人番号（申請・届出者）,氏名（法人の場合は法人名）（申請・届出者）,法人の代表者の氏名（申請・届出者）,郵便番号（申請・届出者）,都道府県（申請・届出者）,市区町村（申請・届出者）,町域（申請・届出者）,番地等（申請・届出者）,マンション名等（申請・届出者）,電話番号（申請・届出者）,ファクシミリ番号（申請・届出者）,営業施設名称、屋号又は商号,郵便番号（営業施設）,都道府県（営業施設）,市区町村（営業施設）,町域（営業施設）,番地等（営業施設）,マンション名等（営業施設）,電話番号（営業施設）,営業の種類,廃業年月日,許可年月日,許可開始日,許可満了日,許可条件,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
,金宮慎一,,,,,,,,,,ベスパ　ベスパ,8410026,佐賀県,鳥栖市,本鳥栖町,537-1,フレスポ鳥栖1F,0942-84-8884,① 飲食店営業,,2022/1/31,2022/1/31,2028/2/29,　,,409,ベスパ　ベスパ,0942,0942-84-8884,,,,佐賀県　鳥栖市　本鳥栖町　537-1,佐賀県鳥栖市本鳥栖町５３７－１,フレスポ鳥栖1F,205243,41,41203,本鳥栖町,,,2022/01/31,2022/01/31,2028/02/29,,金宮慎一 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ベスパベスパ0942-84-888420524341203,24a559ab-4ae3-4dbd-aa34-a9413fb3432f,,personal,a972f387-7f29-42fa-9aa3-fafd0a420394,2022/01/31,ベスパ　ベスパ,ベスパベスパ,
1290002043868,有限会社マエダフードプランニング,前田博康,8380214,福岡県,朝倉郡筑前町,東小田３５５６番地の３,,,094-642-0454,,大隈レディースクリニック　事業所,8490501,佐賀県,杵島郡江北町,大字山口１５２２－１,,,,① 飲食店営業,,2022/1/28,2022/1/28,2028/8/31,　,,412,大隈レディースクリニック　事業所,0952,,,,,佐賀県　杵島郡江北町　大字山口１５２２－１　,佐賀県杵島郡江北町山口１５２２－１,,205681,41,41424,山口,,,2022/01/28,2022/01/28,2028/08/31,有限会社マエダフードプランニング,前田博康,094-642-0454,福岡県　朝倉郡筑前町　東小田３５５６番地の３　,福岡県朝倉郡筑前町東小田３５５６番地ノ３,,204375,福岡県,朝倉郡筑前町,東小田,,,飲食店営業,,　,1290002043868,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,大隈レディスクリニック事業所20568141424,d998ba5a-07c4-45b1-b2bc-093a2a61f57e,有限会社マエダフードプランニング204375,79165a74-54dc-490e-8410-7665d30942fa,1d3f9bd3-c59d-4cff-a4c6-8d4352109542,2022/01/28,大隈レディースクリニック　事業所,大隈レディスクリニック事業所,有限会社マエダフードプランニング
,林みつ子,,,,,,,,,,みっちゃん,8494164,佐賀県,西松浦郡有田町,仏ノ原,丙２７２１,,0955-46-2443,㉙ 漬物製造業,,2022/1/28,2022/1/28,2028/11/30,　,,411,みっちゃん,0955,0955-46-2443,,,,佐賀県　西松浦郡有田町　仏ノ原　丙２７２１,佐賀県西松浦郡有田町仏ノ原丙２７２１,,205662,41,41401,仏ノ原丙,,,2022/01/28,2022/01/28,2028/11/30,,林みつ子 ,,　　　,,,,,,,,,漬物製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,みっちゃん0955-46-244320566241401,300f3175-74dc-44f8-890f-fdb702919d36,,personal,af0b260c-efe4-4f3e-9b70-fc7aa88ca777,2022/01/28,みっちゃん,みっちゃん,
,REGMI　BIRBAHADUR,,,,,,,,,,MOON　LIGHT　RESTAURANT　＆　BAR,8410037,佐賀県,鳥栖市,本町,１丁目９６２番地,,070-1492-8163,① 飲食店営業,,2022/1/28,2022/1/28,2028/8/31,　,,409,MOON　LIGHT　RESTAURANT　＆　BAR,0942,070-1492-8163,,,,佐賀県　鳥栖市　本町　１丁目９６２番地,佐賀県鳥栖市本町１丁目９６２番地,,205244,41,41203,本町１,,,2022/01/28,2022/01/28,2028/08/31,,REGMI　BIRBAHADUR ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ＭＯＯＮＬＩＧＨＴＲＥＳＴＡＵＲＡＮＴＢＡＲ070-1492-816320524441203,55fa4bb4-f310-4e99-96c8-bc46e3f693d2,,personal,a2a1a4bf-6574-4530-88a2-6a8b3d2acee7,2022/01/28,ＭＯＯＮ　ＬＩＧＨＴ　ＲＥＳＴＡＵＲＡＮＴ　＆　ＢＡＲ,ＭＯＯＮＬＩＧＨＴＲＥＳＴＡＵＲＡＮＴＢＡＲ,
,熊谷弘行,,,,,,,,,,タクマ食品,8491322,佐賀県,鹿島市,浜町,１１８７,,0954-63-2284,㉙ 漬物製造業,,2022/1/28,2022/1/28,2028/2/29,　,,412,タクマ食品,0954,0954-63-2284,,,,佐賀県　鹿島市　浜町　１１８７,佐賀県鹿島市浜町１１８７,,205426,41,41207,浜町,,,2022/01/28,2022/01/28,2028/02/29,,熊谷弘行 ,,　　　,,,,,,,,,漬物製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,タクマ食品0954-63-228420542641207,172f0ba8-4050-4b45-a4a5-d5622228f52c,,personal,2a7c7970-193c-4a31-b2ec-062270fad463,2022/01/28,タクマ食品,タクマ食品,
,久良木はるか,,,,,,,,,,CAFE　SUPERB,8490313,佐賀県,小城市,芦刈町永田,3389番地4,,,① 飲食店営業,,2022/1/27,2022/1/27,2028/2/29,,,408,CAFE　SUPERB,0952,,,,,佐賀県　小城市　芦刈町永田　3389番地4,佐賀県小城市芦刈町永田３３８９番地４,,205435,41,41208,芦刈町永田,,,2022/01/27,2022/01/27,2028/02/29,,久良木はるか ,,　　　,,,,,,,,,飲食店営業,,,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ＣＡＦＥＳＵＰＥＲＢ20543541208,ed1fa915-9fc6-4592-b2fd-4930d100ef48,,personal,976b616b-5cd4-4635-84be-e37f11f318d2,2022/01/27,ＣＡＦＥ　ＳＵＰＥＲＢ,ＣＡＦＥＳＵＰＥＲＢ,
,原栄美,,,,,,,,,,８３coffee,8498585,佐賀県,佐賀市,八丁畷町,1-20,,,① 飲食店営業,,2022/1/27,2022/1/27,2027/11/30,供食前十分加熱処理されたものに限る,,408,８３coffee,0952,,,,,佐賀県　佐賀市　八丁畷町　1-20,佐賀県佐賀市八丁畷町１－２０,,204818,41,41201,八丁畷町,,,2022/01/27,2022/01/27,2027/11/30,,原栄美 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,８３ｃｏｆｆｅｅ20481841201,dd0cfba6-69cb-47e8-8d75-508b9ab825ae,,personal,01f7f2e8-9ae9-402b-bda0-fd7b6865be50,2022/01/27,８３ｃｏｆｆｅｅ,８３ｃｏｆｆｅｅ,
,宮地耕生,,,,,,,,,,FENICE,8410051,佐賀県,鳥栖市,元町,,,090-2969-0050,① 飲食店営業,,2022/1/26,2022/1/26,2027/11/30,供食前十分加熱処理されたものに限る,,409,FENICE,0942,090-2969-0050,,,,佐賀県　鳥栖市　元町　,佐賀県鳥栖市元町,,205255,41,41203,元町,,,2022/01/26,2022/01/26,2027/11/30,,宮地耕生 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ＦＥＮＩＣＥ090-2969-005020525541203,192aceaa-3cbd-4b68-9e68-f354d6144bd0,,personal,eff22c26-fefd-4f36-9c6e-e6561193995f,2022/01/26,ＦＥＮＩＣＥ,ＦＥＮＩＣＥ,
,野田朋子,,,,,,,,,,野田商店,8490313,佐賀県,小城市,芦刈町永田,３２８－２,,0952-66-5490,㉕ そうざい製造業,,2022/1/26,2022/1/26,2028/2/29,　,,408,野田商店,0952,0952-66-5490,,,,佐賀県　小城市　芦刈町永田　３２８－２,佐賀県小城市芦刈町永田３２８－２,,205435,41,41208,芦刈町永田,,,2022/01/26,2022/01/26,2028/02/29,,野田朋子 ,,　　　,,,,,,,,,そうざい製造業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,E,9,,,野田商店0952-66-549020543541208,79a089dc-ab77-4975-818f-c4b25a2d60ad,,personal,c43210c7-252b-4e9d-a13b-b6484594cdfe,2022/01/26,野田商店,野田商店,
5300002001457,有限会社丸福精肉店,小林信夫,8400813,佐賀県,佐賀市,唐人１丁目,２－６,,0952-22-4129,,CRAFT　MEAT　福一,8498585,佐賀県,佐賀市,八丁畷町,1-20,県内一円,,① 飲食店営業,,2021/12/14,2021/12/14,2027/11/30,供食前十分加熱処理されたものに限る,,408,CRAFT　MEAT　福一,0952,,,,,佐賀県　佐賀市　八丁畷町　1-20,佐賀県佐賀市八丁畷町１－２０,県内一円,204818,41,41201,八丁畷町,,,2021/12/14,2021/12/14,2027/11/30,有限会社丸福精肉店,小林信夫,0952-22-4129,佐賀県　佐賀市　唐人１丁目　２－６,佐賀県佐賀市唐人１丁目２－６,,204748,佐賀県,佐賀市,唐人１,,,飲食店営業,,供食前十分加熱処理されたものに限る,5300002001457,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ＣＲＡＦＴＭＥＡＴ福一20481841201,282e9f79-666b-4721-b3ac-5c9277f18bf4,有限会社丸福精肉店204748,038948d6-8fb0-45d6-912d-61602065d5d4,ceaba007-da65-453e-9f95-f0a067674595,2021/12/14,ＣＲＡＦＴ　ＭＥＡＴ　福一,ＣＲＡＦＴＭＥＡＴ福一,有限会社丸福精肉店
,田中洋子,,,,,,,,,,小料理　味彩,8491103,佐賀県,杵島郡白石町,築切,,,,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,412,小料理　味彩,0952,,,,,佐賀県　杵島郡白石町　築切　,佐賀県杵島郡白石町築切,,205686,41,41425,築切,,,2021/12/01,2021/12/01,2027/11/30,,田中洋子 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,小料理味彩20568641425,5e15804e-f5f1-4e04-9395-aee3ac9bbb37,,personal,b0a2f863-a7e6-4c4d-ac2a-64787b74a58d,2021/12/01,小料理　味彩,小料理味彩,
,鶴田博美,,,,,,,,,,スナック　ひろみ,8491106,佐賀県,杵島郡白石町,廿治,,,,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,412,スナック　ひろみ,0952,,,,,佐賀県　杵島郡白石町　廿治　,佐賀県杵島郡白石町廿治,,205689,41,41425,廿治,,,2021/12/01,2021/12/01,2027/11/30,,鶴田博美 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,スナックひろみ20568941425,3276e20f-9e68-4fbf-9fcd-74013786105a,,personal,ef3564e4-7a18-4b63-a1d0-af9594a732c0,2021/12/01,スナック　ひろみ,スナックひろみ,
9300001007047,ホテル桜株式会社,黒木伊都子,8540056,長崎県,諫早市,土師野尾町,１１２６番地,,095-722-4309,,ホテル桜,8430301,佐賀県,嬉野市,嬉野町下宿,乙１０２１,,0954-42-3000,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,412,ホテル桜,0954,0954-42-3000,,,,佐賀県　嬉野市　嬉野町下宿　乙１０２１,佐賀県嬉野市嬉野町下宿乙１０２１,,205466,41,41209,嬉野町下宿乙,,,2021/12/01,2021/12/01,2027/11/30,ホテル桜株式会社,黒木伊都子,095-722-4309,長崎県　諫早市　土師野尾町　１１２６番地,長崎県諫早市土師野尾町１１２６番地,,206705,長崎県,諫早市,土師野尾町,,,飲食店営業,,　,9300001007047,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ホテル桜0954-42-300020546641209,f9b00292-1dc9-45e3-95e1-10571e771ca9,ホテル桜株式会社206705,67df10e3-ca52-47c3-be93-9ba1d88cf3b0,ede960c5-37ee-44c3-85d4-4cff01df1a8f,2021/12/01,ホテル桜,ホテル桜,ホテル桜株式会社
,中山貴史,,,,,,,,,,トロルキッチン,8470012,佐賀県,唐津市,大名小路,3-1,,,① 飲食店営業,,2022/1/24,2022/1/24,2027/8/31,供食前十分加熱処理されたものに限る,,410,トロルキッチン,0955,,,,,佐賀県　唐津市　大名小路　3-1,佐賀県唐津市大名小路３－１,,204982,41,41202,大名小路,,,2022/01/24,2022/01/24,2027/08/31,,中山貴史 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,トロルキッチン20498241202,5f19d627-3b70-48d1-8c8d-b82e07b536cf,,personal,fe15a2ee-f549-4056-8bd2-cdefa03ac437,2022/01/24,トロルキッチン,トロルキッチン,
9300001007047,ホテル桜株式会社,黒木伊都子,8540056,長崎県,諫早市,土師野尾町,１１２６番地,,095-722-4309,,ホテル桜　ルージュ,8430301,佐賀県,嬉野市,嬉野町下宿,乙１０２１,,0954-42-3000,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,412,ホテル桜　ルージュ,0954,0954-42-3000,,,,佐賀県　嬉野市　嬉野町下宿　乙１０２１,佐賀県嬉野市嬉野町下宿乙１０２１,,205466,41,41209,嬉野町下宿乙,,,2021/12/01,2021/12/01,2027/11/30,ホテル桜株式会社,黒木伊都子,095-722-4309,長崎県　諫早市　土師野尾町　１１２６番地,長崎県諫早市土師野尾町１１２６番地,,206705,長崎県,諫早市,土師野尾町,,,飲食店営業,,　,9300001007047,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ホテル桜ルジュ0954-42-300020546641209,e7a34c9c-9a9a-4ffc-91d0-428907ae3705,ホテル桜株式会社206705,67df10e3-ca52-47c3-be93-9ba1d88cf3b0,e9dc554b-03b6-4709-9d46-297bdde82ead,2021/12/01,ホテル桜　ルージュ,ホテル桜ルジュ,ホテル桜株式会社
,豊福亜由美,,,,,,,,,,らーめん砦,8430024,佐賀県,武雄市,武雄町富岡,7754-6,プリンスビル１F,070-8566-5648,① 飲食店営業,,2021/9/30,2021/9/30,2028/5/31,　,,412,らーめん砦,0954,070-8566-5648,,,,佐賀県　武雄市　武雄町富岡　7754-6,佐賀県武雄市武雄町富岡７７５４－６,プリンスビル１F,205395,41,41206,武雄町富岡,,,2021/09/30,2021/09/30,2028/05/31,,豊福亜由美 ,,　　　,,,,,,,,,飲食店営業,,　,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,らめん砦070-8566-564820539541206,1676e78d-3d52-4512-a86f-180ae63e0224,,personal,13989fbb-901d-4fe9-a77c-f3a42d713478,2021/09/30,らーめん砦,らめん砦,
,林涼子,,,,,,,,,,林商店,8410051,佐賀県,鳥栖市,元町,,,070-2331-0219,① 飲食店営業,,2022/1/19,2022/1/19,2027/11/30,供食前十分加熱処理されたものに限る,,409,林商店,0942,070-2331-0219,,,,佐賀県　鳥栖市　元町　,佐賀県鳥栖市元町,,205255,41,41203,元町,,,2022/01/19,2022/01/19,2027/11/30,,林涼子 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,林商店070-2331-021920525541203,e1cf770a-77c1-4df9-afaa-f4e065d1aad2,,personal,3801dfe2-afcc-4db4-8690-279d57b51509,2022/01/19,林商店,林商店,
9300001007047,ホテル桜株式会社,黒木伊都子,8540056,長崎県,諫早市,土師野尾町,１１２６番地,,095-722-4309,,ホテル桜　花月,8430301,佐賀県,嬉野市,嬉野町下宿,乙１０２１,,0954-42-3000,① 飲食店営業,,2021/12/1,2021/12/1,2027/11/30,　,,412,ホテル桜　花月,0954,0954-42-3000,,,,佐賀県　嬉野市　嬉野町下宿　乙１０２１,佐賀県嬉野市嬉野町下宿乙１０２１,,205466,41,41209,嬉野町下宿乙,,,2021/12/01,2021/12/01,2027/11/30,ホテル桜株式会社,黒木伊都子,095-722-4309,長崎県　諫早市　土師野尾町　１１２６番地,長崎県諫早市土師野尾町１１２６番地,,206705,長崎県,諫早市,土師野尾町,,,飲食店営業,,　,9300001007047,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,ホテル桜花月0954-42-300020546641209,1fb7624d-e898-415c-8139-45a9c8238732,ホテル桜株式会社206705,67df10e3-ca52-47c3-be93-9ba1d88cf3b0,b38bba7d-e8f5-4d40-8f81-ff3519fd5b28,2021/12/01,ホテル桜　花月,ホテル桜花月,ホテル桜株式会社
2290001007807,昭和イーティング,鈴木治,8100004,福岡県,福岡市中央区,渡辺通,5-23-8,,092-751-1756,,森本病院内給食室,8470056,佐賀県,唐津市,坊主町,441,,,① 飲食店営業,,2021/10/21,2021/10/21,2028/8/31,　,,410,森本病院内給食室,0955,,,,,佐賀県　唐津市　坊主町　441,佐賀県唐津市坊主町４４１,,205037,41,41202,坊主町,,,2021/10/21,2021/10/21,2028/08/31,昭和イーティング,鈴木治,092-751-1756,福岡県　福岡市中央区　渡辺通　5-23-8,福岡県福岡市中央区渡辺通５－２３－８,,200358,福岡県,福岡市中央区,渡辺通５,,,飲食店営業,,　,2290001007807,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,森本病院内給食室20503741202,a20bbafa-14ab-40b1-8415-387d3da0829c,200358,personal,0c4858c0-b0a1-49e6-9c2f-e9980a3d3bef,2021/10/21,森本病院内給食室,森本病院内給食室,昭和イーティング
2290001007807,株式会社　昭和イーティング,鈴木治,8100004,福岡県,福岡市中央区,渡辺通5丁目23番8号,,,092-751-1756,092-751-1757,山のサナーレ・クリニック,8480027,佐賀県,伊万里市,立花町,323-2,,0955-23-7770,① 飲食店営業,,2021/9/9,2021/9/9,2028/2/29, ,,411,山のサナーレ・クリニック,0955,0955-23-7770,,,,佐賀県　伊万里市　立花町　323-2,佐賀県伊万里市立花町３２３－２,,205326,41,41205,立花町,,,2021/09/09,2021/09/09,2028/02/29,株式会社　昭和イーティング,鈴木治,092-751-1756,福岡県　福岡市中央区　渡辺通5丁目23番8号　,福岡県福岡市中央区渡辺通５丁目２３番８号,,200358,福岡県,福岡市中央区,渡辺通５,,,飲食店営業,, ,2290001007807,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,山のサナレクリニック0955-23-777020532641205,4517761f-dfda-4873-a201-b13a6ecaf571,株式会社昭和イーティング200358,dfc80a90-b86f-473c-9a28-5b19685833a2,dbde9519-6b09-48f6-942b-c6d71630f690,2021/09/09,山のサナーレ・クリニック,山のサナレクリニック,株式会社昭和イーティング
,青栁貴信,,,,,,,,,,相川製茶舗,,佐賀県,佐賀市,嘉瀬川河川敷,,,,① 飲食店営業,,2021/12/1,2021/12/1,2026/11/30,供食前十分加熱処理されたものに限る,,408,相川製茶舗,0952,,,,,佐賀県　佐賀市　嘉瀬川河川敷　,佐賀県佐賀市嘉瀬川河川敷,,204674,41,41201,,,,2021/12/01,2021/12/01,2026/11/30,,青栁貴信 ,,　　　,,,,,,,,,飲食店営業,,供食前十分加熱処理されたものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,相川製茶舗20467441201,73f7bc7f-570a-4d2b-938c-350b13b8e819,,personal,fd5f8aa4-08a0-4250-8227-e52c97bff2a9,2021/12/01,相川製茶舗,相川製茶舗,
,佐藤剛,,,,,,,,,,焼き鳥たけちゃん,,佐賀県,佐賀市,県内一円,,,090-3786-1545,① 飲食店営業,,2021/9/10,2021/9/10,2027/11/30,供食直前十分加熱したものに限る,,408,焼き鳥たけちゃん,0952,090-3786-1545,,,,佐賀県　佐賀市　県内一円　,佐賀県佐賀市県内一円,,204674,41,41201,,,,2021/09/10,2021/09/10,2027/11/30,,佐藤剛 ,,　　　,,,,,,,,,飲食店営業,,供食直前十分加熱したものに限る,,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,焼き鳥たけちゃん090-3786-154520467441201,1321aff1-4107-474c-9e6f-5b6fc1336cf0,,personal,26f92d50-f561-4c50-8aec-41d3b98916a0,2021/09/10,焼き鳥たけちゃん,焼き鳥たけちゃん,
1290001010159,株式会社ふくや,川原武浩,,福岡県,福岡市中央区,天神三丁目３番３号,,,092-629-3362,092-629-3375,(株)ふくや,8410051,佐賀県,鳥栖市,元町,,県内一円,,① 飲食店営業,,2021/11/30,2021/12/1,2026/11/30,供食前十分加熱処理されたものに限る,,409,(株)ふくや,0942,,,,,佐賀県　鳥栖市　元町　,佐賀県鳥栖市元町,県内一円,205255,41,41203,元町,,,2021/11/30,2021/12/01,2026/11/30,株式会社ふくや,川原武浩,092-629-3362,福岡県　福岡市中央区　天神三丁目３番３号　,福岡県福岡市中央区天神３丁目３番３号,,200299,福岡県,福岡市中央区,天神３,,,飲食店営業,,供食前十分加熱処理されたものに限る,1290001010159,408-412_佐賀県_佐賀県一括_食品衛生(許可)_2022年01月まで全件_末日_新法,M,76,,,株式会社ふくや20525541203,9a00dd37-b102-4d36-b236-7500c427d9a0,株式会社ふくや200299,5fe0cb70-d7ec-4cf8-8f7d-bb70a6d9a6d6,2564033f-027b-4878-9ad9-3a2cf7c10219,2021/11/30,株式会社ふくや,株式会社ふくや,株式会社ふくや
