https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,分割処理中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,業態,申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,ハーネス河合そば加工所,福井県,福井市山室町２―１１,福井市山室町２―１１,,0776-55-1504,麺類製造業,一般,農事組合法人　ハーネス河合,小倉 英二,福井県福井市山室町２―１１,福井県福井市山室町２―１１,,0776-55-1504,2011年12月2日,2017年8月23日,福井県指令福保第1110678,,221,ハーネス河合そば加工所,0776,0776-55-1504,,,,福井県　福井市山室町２―１１,福井県福井市山室町２―１１,,97520,18,18201,山室町,,2011/12/02,2017/08/23,,,農事組合法人　ハーネス河合,小倉 英二,0776-55-1504,福井県福井市山室町２―１１,福井県福井市山室町２―１１,,97520,福井県,福井市,山室町,福井県指令福保第1110678,,麺類製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,ハネス河合そば加工所0776-55-15049752018201,001d321a-82c1-45b3-969d-11262a55bced,農事組合法人ハーネス河合97520,448a673b-de06-433d-8298-8e318e2e3743,01206c89-d4ad-4c63-86f1-8326914f7230,2017/08/23,ハーネス河合そば加工所,ハネス河合そば加工所,農事組合法人ハーネス河合
528,ゆうせん,福井県,福井市東森田３丁目２１２,福井市東森田３丁目２１２,,0776-56-3635,飲食店,軽食,,坂下 滿一,,,,,2011年12月28日,2017年8月23日,福井県指令福保第1110723,,221,ゆうせん,0776,0776-56-3635,,,,福井県　福井市東森田３丁目２１２,福井県福井市東森田３丁目２１２,,97755,18,18201,東森田３,,2011/12/28,2017/08/23,,,,坂下 滿一,,,,,,,,,福井県指令福保第1110723,,飲食店営業, 軽食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ゆうせん0776-56-36359775518201,349fa922-dc20-41c6-a4c9-a8142f80d7e2,,personal,3049278b-a506-45ff-b53d-53e1b9aaa2db,2017/08/23,ゆうせん,ゆうせん,
529,ユトリ珈琲店,福井県,福井市石盛町817,福井市石盛町８１７,,0776-56-8531,飲食店,軽食,株式会社ユトリＰＫ,山田 雄二,福井県福井市石盛町818,福井県福井市石盛町８１８,,0776-56-8532,2006年2月28日,2017年8月23日,福井県指令福保第0610065,,221,ユトリ珈琲店,0776,0776-56-8531,,,,福井県　福井市石盛町８１７,福井県福井市石盛町８１７,,97047,18,18201,石盛町,,2006/02/28,2017/08/23,,,株式会社ユトリＰＫ,山田 雄二,0776-56-8532,福井県福井市石盛町８１８,福井県福井市石盛町８１８,,97047,福井県,福井市,石盛町,福井県指令福保第0610065,,飲食店営業, 軽食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ユトリ珈琲店0776-56-85319704718201,816502fb-59c7-438e-82c9-d2d8b0db3536,株式会社ユトリＰＫ97047,a50c85d5-7720-46c5-876b-c5e464193105,cf2208d8-1a73-4942-8614-7fc980a9e2e3,2017/08/23,ユトリ珈琲店,ユトリ珈琲店,株式会社ユトリＰＫ
530,株式会社バロー　森田店,福井県,福井市八重巻東町６―５,福井市八重巻東町６―５,,0776-56-2185,食肉販売業,一般,株式会社バロー,田代 正美,岐阜県多治見市大針町６６１番地の１,岐阜県多治見市大針町６６１番地の１,,0572-20-0811,2011年7月12日,2017年8月23日,福井県指令福保第1110478,,221,株式会社バロー　森田店,0776,0776-56-2185,,,,福井県　福井市八重巻東町６―５,福井県福井市八重巻東町６―５,,97515,18,18201,八重巻東町,,2011/07/12,2017/08/23,,,株式会社バロー,田代 正美,0572-20-0811,岐阜県多治見市大針町６６１番地の１,岐阜県多治見市大針町６６１番地ノ１,,106126,岐阜県,多治見市,大針町,福井県指令福保第1110478,,食肉販売業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,I,58,583,,株式会社バロ森田店0776-56-21859751518201,4ec866db-089c-4c2b-bff2-5e02af6560f3,株式会社バロー106126,2e05098d-8afc-4796-89c2-a3baf06199b9,1d01bf88-64b8-4c4d-b81d-57e14838f56f,2017/08/23,株式会社バロー　森田店,株式会社バロ森田店,株式会社バロー
531,株式会社バロー　森田店,福井県,福井市八重巻東町６―５,福井市八重巻東町６―５,,0776-56-2185,魚介類販売業,一般,株式会社バロー,田代 正美,岐阜県多治見市大針町６６１番地の１,岐阜県多治見市大針町６６１番地の１,,0572-20-0811,2011年7月12日,2017年8月23日,福井県指令福保第1110479,,221,株式会社バロー　森田店,0776,0776-56-2185,,,,福井県　福井市八重巻東町６―５,福井県福井市八重巻東町６―５,,97515,18,18201,八重巻東町,,2011/07/12,2017/08/23,,,株式会社バロー,田代 正美,0572-20-0811,岐阜県多治見市大針町６６１番地の１,岐阜県多治見市大針町６６１番地ノ１,,106126,岐阜県,多治見市,大針町,福井県指令福保第1110479,,魚介類販売業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,I,58,,,株式会社バロ森田店0776-56-21859751518201,4ec866db-089c-4c2b-bff2-5e02af6560f3,株式会社バロー106126,2e05098d-8afc-4796-89c2-a3baf06199b9,4f6ca2bb-f267-45b2-8027-7ccc11c484f5,2017/08/23,株式会社バロー　森田店,株式会社バロ森田店,株式会社バロー
532,株式会社バロー　森田店,福井県,福井市八重巻東町６―５,福井市八重巻東町６―５,,0776-56-2185,飲食店,そうざい,株式会社バロー,田代 正美,岐阜県多治見市大針町６６１番地の１,岐阜県多治見市大針町６６１番地の１,,0572-20-0811,2011年7月12日,2017年8月23日,福井県指令福保第1110480,,221,株式会社バロー　森田店,0776,0776-56-2185,,,,福井県　福井市八重巻東町６―５,福井県福井市八重巻東町６―５,,97515,18,18201,八重巻東町,,2011/07/12,2017/08/23,,,株式会社バロー,田代 正美,0572-20-0811,岐阜県多治見市大針町６６１番地の１,岐阜県多治見市大針町６６１番地ノ１,,106126,岐阜県,多治見市,大針町,福井県指令福保第1110480,,飲食店営業, そうざい,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,株式会社バロ森田店0776-56-21859751518201,4ec866db-089c-4c2b-bff2-5e02af6560f3,株式会社バロー106126,2e05098d-8afc-4796-89c2-a3baf06199b9,4200948d-6529-4809-856f-6f19ba9b91c7,2017/08/23,株式会社バロー　森田店,株式会社バロ森田店,株式会社バロー
533,株式会社バロー　森田店,福井県,福井市八重巻東町６―５,福井市八重巻東町６―５,,0776-56-2185,菓子製造業,一般,株式会社バロー,田代 正美,岐阜県多治見市大針町６６１番地の１,岐阜県多治見市大針町６６１番地の１,,0572-20-0811,2011年7月12日,2017年8月23日,福井県指令福保第1110481,,221,株式会社バロー　森田店,0776,0776-56-2185,,,,福井県　福井市八重巻東町６―５,福井県福井市八重巻東町６―５,,97515,18,18201,八重巻東町,,2011/07/12,2017/08/23,,,株式会社バロー,田代 正美,0572-20-0811,岐阜県多治見市大針町６６１番地の１,岐阜県多治見市大針町６６１番地ノ１,,106126,岐阜県,多治見市,大針町,福井県指令福保第1110481,,菓子製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,株式会社バロ森田店0776-56-21859751518201,4ec866db-089c-4c2b-bff2-5e02af6560f3,株式会社バロー106126,2e05098d-8afc-4796-89c2-a3baf06199b9,7bedc26e-8b8a-4933-97fc-370df6c617b1,2017/08/23,株式会社バロー　森田店,株式会社バロ森田店,株式会社バロー
534,中部フーズ株式会社　森田店,福井県,福井市八重巻東町６―５バロー森田店内,福井市八重巻東町６―５,バロー森田店内,0776-56-2185,飲食店,仕出し弁当,中部フーズ株式会社,纐纈 直孝,岐阜県多治見市高根町４丁目20,岐阜県多治見市高根町４丁目２０,,0572-29-1610,2011年7月12日,2017年8月23日,福井県指令福保第1110473,,221,中部フーズ株式会社　森田店,0776,0776-56-2185,,,,福井県　福井市八重巻東町６―５,福井県福井市八重巻東町６―５,バロー森田店内,97515,18,18201,八重巻東町,,2011/07/12,2017/08/23,,,中部フーズ株式会社,纐纈 直孝,0572-29-1610,岐阜県多治見市高根町４丁目２０,岐阜県多治見市高根町４丁目２０,,106299,岐阜県,多治見市,高根町４,福井県指令福保第1110473,,飲食店営業, 仕出し弁当,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,中部フズ株式会社森田店0776-56-21859751518201,41541473-ae3c-4fcd-aa82-c9af0002e80b,中部フーズ株式会社106299,c5dae2d5-4f97-4349-9e9a-8a6f99f9774f,fc83f393-6442-443f-b5a8-4e11bdd52d1f,2017/08/23,中部フーズ株式会社森田店,中部フズ株式会社森田店,中部フーズ株式会社
535,北陸ローヤルボトリング協業組合,福井県,福井市上野本町４丁目１０１,福井市上野本町４丁目１０１,,0776-56-0577,乳製品製造業,一般,北陸ローヤルボトリング協業組合,森田 英昭,福井県福井市上野本町４丁目１０１,福井県福井市上野本町４丁目１０１,,0776-56-0577,1969年11月18日,2017年8月23日,福井県指令福保第6910049,,221,北陸ローヤルボトリング協業組合,0776,0776-56-0577,,,,福井県　福井市上野本町４丁目１０１,福井県福井市上野本町４丁目１０１,,97067,18,18201,上野本町４,,1969/11/18,2017/08/23,,,北陸ローヤルボトリング協業組合,森田 英昭,0776-56-0577,福井県福井市上野本町４丁目１０１,福井県福井市上野本町４丁目１０１,,97067,福井県,福井市,上野本町４,福井県指令福保第6910049,,乳製品製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,北陸ロヤルボトリング協業組合0776-56-05779706718201,1230b5f3-425e-48ac-9552-3b6e826ed8b9,北陸ローヤルボトリング協業組合97067,801e933c-4ad6-48c9-b35f-bc594ca17c85,a1bba8cc-789d-4933-a87f-7ea36e1a2dfa,2017/08/23,北陸ローヤルボトリング協業組合,北陸ロヤルボトリング協業組合,北陸ローヤルボトリング協業組合
536,北陸ローヤルボトリング協業組合,福井県,福井市上野本町４丁目１０１,福井市上野本町４丁目１０１,,0776-56-0577,菓子製造業,一般,北陸ローヤルボトリング協業組合,森田 英昭,福井県福井市上野本町４丁目１０１,福井県福井市上野本町４丁目１０１,,0776-56-0577,1969年11月28日,2017年8月23日,福井県指令福保第6910053,,221,北陸ローヤルボトリング協業組合,0776,0776-56-0577,,,,福井県　福井市上野本町４丁目１０１,福井県福井市上野本町４丁目１０１,,97067,18,18201,上野本町４,,1969/11/28,2017/08/23,,,北陸ローヤルボトリング協業組合,森田 英昭,0776-56-0577,福井県福井市上野本町４丁目１０１,福井県福井市上野本町４丁目１０１,,97067,福井県,福井市,上野本町４,福井県指令福保第6910053,,菓子製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,北陸ロヤルボトリング協業組合0776-56-05779706718201,1230b5f3-425e-48ac-9552-3b6e826ed8b9,北陸ローヤルボトリング協業組合97067,801e933c-4ad6-48c9-b35f-bc594ca17c85,cf838202-3048-4d5f-b563-7fcbe9cb65e4,2017/08/23,北陸ローヤルボトリング協業組合,北陸ロヤルボトリング協業組合,北陸ローヤルボトリング協業組合
537,木下七福堂,福井県,福井市東森田４丁目２００８,福井市東森田４丁目２００８,,0776-63-6354,菓子製造業,一般,,木下 雅道,,,,,2011年1月7日,2017年8月23日,福井県指令福保第1010595,,221,木下七福堂,0776,0776-63-6354,,,,福井県　福井市東森田４丁目２００８,福井県福井市東森田４丁目２００８,,97756,18,18201,東森田４,,2011/01/07,2017/08/23,,,,木下 雅道,,,,,,,,,福井県指令福保第1010595,,菓子製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,木下七福堂0776-63-63549775618201,1c6d7dcf-6b8d-4c17-b692-1037db752358,,personal,c84d46c1-11eb-43d1-b8e1-69662d9bf745,2017/08/23,木下七福堂,木下七福堂,
522,カメイ珈琲店,福井県,福井市和田東１丁目1402パルティール成和１０１,福井市和田東１丁目１４０２,パルティール成和１０１,,飲食店,軽食,,竹森 政人,,,,,2017年8月18日,2017年8月18日,福井県指令福保第1710378,,221,カメイ珈琲店,0776,,,,,福井県　福井市和田東１丁目１４０２,福井県福井市和田東１丁目１４０２,パルティール成和１０１,97612,18,18201,和田東１,,2017/08/18,2017/08/18,,,,竹森 政人,,,,,,,,,福井県指令福保第1710378,,飲食店営業, 軽食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,カメイ珈琲店9761218201,b79001a9-e3ac-410b-8ec5-d2fed5a52f9c,,personal,02590a32-7266-4037-b8b6-9704b0bedc45,2017/08/18,カメイ珈琲店,カメイ珈琲店,
521,ＣＡＭＥＬＬＩＡ,福井県,福井市順化１丁目７―９バレービル２Ｂ,福井市順化１丁目７―９,バレービル２Ｂ,0776-28-6125,飲食店,社交飲食,,龍﨑 友美,,,,,2017年8月17日,2017年8月17日,福井県指令福保第1710379,,221,ＣＡＭＥＬＬＩＡ,0776,0776-28-6125,,,,福井県　福井市順化１丁目７―９,福井県福井市順化１丁目７―９,バレービル２Ｂ,97261,18,18201,順化１,,2017/08/17,2017/08/17,,,,龍﨑 友美,,,,,,,,,福井県指令福保第1710379,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ＣＡＭＥＬＬＩＡ0776-28-61259726118201,228f026e-adef-47e9-8129-610d7cde35cc,,personal,f39e9103-3b56-46fa-91fc-22cd39746b2e,2017/08/17,ＣＡＭＥＬＬＩＡ,ＣＡＭＥＬＬＩＡ,
520,ショークラブ　ギャップ,福井県,福井市順化２丁目１３―１４コパビル４Ｆ,福井市順化２丁目１３―１４,コパビル４Ｆ,0776-29-7707,飲食店,社交飲食,株式会社北越新社,古畑 順治,新潟県上越市大字岩木2410,新潟県上越市大字岩木２４１０,,025-512-5912,2017年8月9日,2017年8月9日,福井県指令福保第1710361,,221,ショークラブ　ギャップ,0776,0776-29-7707,,,,福井県　福井市順化２丁目１３―１４,福井県福井市順化２丁目１３―１４,コパビル４Ｆ,97262,18,18201,順化２,,2017/08/09,2017/08/09,,,株式会社北越新社,古畑 順治,025-512-5912,新潟県上越市大字岩木２４１０,新潟県上越市岩木２４１０,,88497,新潟県,上越市,岩木,福井県指令福保第1710361,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ショクラブギャップ0776-29-77079726218201,a8c42988-d8b1-409e-b8e0-8eabbb9dc830,株式会社北越新社88497,344fa750-9f91-4efd-a0e5-f634ee7e908f,c1999140-c443-4ea8-805c-2f27c98fe390,2017/08/09,ショークラブ　ギャップ,ショクラブギャップ,株式会社北越新社
517,ｍｏｕｓｔａｃｈｅ,福井県,福井市水越１丁目803,福井市水越１丁目８０３,,0776-50-2276,飲食店,社交飲食,,田中 延佳,,,,,2017年8月7日,2017年8月7日,福井県指令福保第1710310,,221,ｍｏｕｓｔａｃｈｅ,0776,0776-50-2276,,,,福井県　福井市水越１丁目８０３,福井県福井市水越１丁目８０３,,97484,18,18201,水越１,,2017/08/07,2017/08/07,,,,田中 延佳,,,,,,,,,福井県指令福保第1710310,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ｍｏｕｓｔａｃｈｅ0776-50-22769748418201,e92d0e32-b60b-46f3-adf3-67e753d1380b,,personal,50dd6f0f-4e99-4566-ae97-5d47ae4587bc,2017/08/07,ｍｏｕｓｔａｃｈｅ,ｍｏｕｓｔａｃｈｅ,
518,オステリア　ダ　シルバーノ,福井県,福井市中央１丁目１９―１１岩佐ビル　２階,福井市中央１丁目１９―１１,岩佐ビル ２階,,飲食店,食堂,,鍋木 千代,,,,,2017年8月7日,2017年8月7日,福井県指令福保第1710301,,221,オステリア　ダ　シルバーノ,0776,,,,,福井県　福井市中央１丁目１９―１１,福井県福井市中央１丁目１９―１１,岩佐ビル ２階,97308,18,18201,中央１,,2017/08/07,2017/08/07,,,,鍋木 千代,,,,,,,,,福井県指令福保第1710301,,飲食店営業, 食堂,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,オステリアダシルバノ9730818201,2dd0de8c-5aef-46ef-92db-55a86ebc6674,,personal,ee15abee-f747-48ea-aab9-da96d8287c31,2017/08/07,オステリア　ダ　シルバーノ,オステリアダシルバノ,
519,欧風食堂サラマンジェＦ,福井県,福井市中央１丁目１９―１玉村第一ビル１Ｆ,福井市中央１丁目１９―１,玉村第一ビル１Ｆ,0776-25-0151,菓子製造業,一般,,藤井 正和,,,,,2017年8月7日,2017年8月7日,福井県指令福保第1710364,,221,欧風食堂サラマンジェＦ,0776,0776-25-0151,,,,福井県　福井市中央１丁目１９―１,福井県福井市中央１丁目１９―１,玉村第一ビル１Ｆ,97308,18,18201,中央１,,2017/08/07,2017/08/07,,,,藤井 正和,,,,,,,,,福井県指令福保第1710364,,菓子製造業, 一般,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,E,9,,,欧風食堂サラマンジェＦ0776-25-01519730818201,bf720726-cfbf-4c7f-a88c-e8071060ad4d,,personal,c22e677b-e49a-4f6a-a627-7789587b94af,2017/08/07,欧風食堂サラマンジェＦ,欧風食堂サラマンジェＦ,
516,カラオケ喫茶３１０,福井県,福井市二の宮４丁目１４―１４１Ｆ,福井市二の宮４丁目１４―１４,１Ｆ,,飲食店,軽食,,佐藤 利栄,,,,,2017年7月31日,2017年7月31日,福井県指令福保第1710333,,221,カラオケ喫茶３１０,0776,,,,,福井県　福井市二の宮４丁目１４―１４,福井県福井市二ノ宮４丁目１４―１４,１Ｆ,97403,18,18201,二の宮４,,2017/07/31,2017/07/31,,,,佐藤 利栄,,,,,,,,,福井県指令福保第1710333,,飲食店営業, 軽食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,カラオケ喫茶３１０9740318201,42beb03a-42c8-4238-a281-cf403bdcf697,,personal,d1cbae56-9434-4699-90ff-434f7d30a6d1,2017/07/31,カラオケ喫茶３１０,カラオケ喫茶３１０,
515,ぼのぼの,福井県,福井市北四ツ居２丁目１４―７,福井市北四ツ居２丁目１４―７,,0776-53-8337,飲食店,軽食,有限会社ぼのぼの,松永 芳知,福井県福井市北四ツ居２丁目１４―７,福井県福井市北四ツ居２丁目１４―７,,,1991年6月28日,2017年7月27日,福井県指令福保第9110205,,221,ぼのぼの,0776,0776-53-8337,,,,福井県　福井市北四ツ居２丁目１４―７,福井県福井市北四ツ居２丁目１４―７,,97592,18,18201,北四ツ居２,,1991/06/28,2017/07/27,,,有限会社ぼのぼの,松永 芳知,,福井県福井市北四ツ居２丁目１４―７,福井県福井市北四ツ居２丁目１４―７,,97592,福井県,福井市,北四ツ居２,福井県指令福保第9110205,,飲食店営業, 軽食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ぼのぼの0776-53-83379759218201,ddc360b4-8ce5-4617-a930-514c2a363ba4,有限会社ぼのぼの97592,24ee908e-e7f7-41d1-bf1b-efc0211477e6,83449a4d-b983-47cd-8ca8-5ae9a348166b,2017/07/27,ぼのぼの,ぼのぼの,有限会社ぼのぼの
514,Ｌｏｕｎｇｅ　Ｃｏｎｎｅｃｔｉｏｎ,福井県,福井市順化２丁目２１―４加賀ビル１Ｆ　Ｄ号室,福井市順化２丁目２１―４,加賀ビル１Ｆ Ｄ号室,0776-24-2060,飲食店,社交飲食,,ＣＡＰＩＬＩ ＦＥＬＩＰＡ ＯＲＩＬＬＡＮＡ,,,,,2017年7月26日,2017年7月26日,福井県指令福保第1710329,,221,Ｌｏｕｎｇｅ　Ｃｏｎｎｅｃｔｉｏｎ,0776,0776-24-2060,,,,福井県　福井市順化２丁目２１―４,福井県福井市順化２丁目２１―４,加賀ビル１Ｆ Ｄ号室,97262,18,18201,順化２,,2017/07/26,2017/07/26,,,,ＣＡＰＩＬＩ ＦＥＬＩＰＡ ＯＲＩＬＬＡＮＡ,,,,,,,,,福井県指令福保第1710329,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,ＬｏｕｎｇｅＣｏｎｎｅｃｔｉｏｎ0776-24-20609726218201,4e4287de-478e-47f2-b0c2-3f7793a024fa,,personal,33fa5fdf-a7f4-485c-b42f-3558f5ff81a4,2017/07/26,Ｌｏｕｎｇｅ　Ｃｏｎｎｅｃｔｉｏｎ,ＬｏｕｎｇｅＣｏｎｎｅｃｔｉｏｎ,
506,Ｃａｆｅ　森のオーブン,福井県,福井市豊島１丁目４―８ゴールデンパーク豊島１０３,福井市豊島１丁目４―８,ゴールデンパーク豊島１０３,,飲食店,軽食,,早川 将樹,,,,,2001年10月5日,2017年7月24日,福井県指令福保第0110465,,221,Ｃａｆｅ　森のオーブン,0776,,,,,福井県　福井市豊島１丁目４―８,福井県福井市豊島１丁目４―８,ゴールデンパーク豊島１０３,97351,18,18201,豊島１,,2001/10/05,2017/07/24,,,,早川 将樹,,,,,,,,,福井県指令福保第0110465,,飲食店営業, 軽食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,Ｃａｆｅ森のオブン9735118201,ccd4b0e9-cce8-4a3d-83d4-e4ad977894b7,,personal,38c379ae-668c-4aba-bd98-952863ba3af1,2017/07/24,Ｃａｆｅ　森のオーブン,Ｃａｆｅ森のオブン,
507,きはちらくはち　河増店,福井県,福井市河増町２１―３５―１,福井市河増町２１―３５―１,,0776-52-7887,飲食店,社交飲食,株式会社ダイニング,林 明良,福井県福井市大和田１丁目1505,福井県福井市大和田１丁目１５０５,,0776-43-1308,2006年9月29日,2017年7月24日,福井県指令福保第0610535,,221,きはちらくはち　河増店,0776,0776-52-7887,,,,福井県　福井市河増町２１―３５―１,福井県福井市河増町２１―３５―１,,97199,18,18201,河増町,,2006/09/29,2017/07/24,,,株式会社ダイニング,林 明良,0776-43-1308,福井県福井市大和田１丁目１５０５,福井県福井市大和田１丁目１５０５,,97743,福井県,福井市,大和田１,福井県指令福保第0610535,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,きはちらくはち河増店0776-52-78879719918201,3df01dd3-4460-49b3-837d-3cb8e2c09cf9,株式会社ダイニング97743,198a61a4-3b33-4e50-bc9e-ab5786bdb8e9,d97894e4-5a8b-407f-b527-a73ad132f84d,2017/07/24,きはちらくはち　河増店,きはちらくはち河増店,株式会社ダイニング
508,花音,福井県,福井市松城町５―９徳山ビル１Ｆ,福井市松城町５―９,徳山ビル１Ｆ,0776-34-6004,飲食店,社交飲食,,西村 幸恵,,,,,2012年1月24日,2017年7月24日,福井県指令福保第1210021,,221,花音,0776,0776-34-6004,,,,福井県　福井市松城町５―９,福井県福井市松城町５―９,徳山ビル１Ｆ,97475,18,18201,松城町,,2012/01/24,2017/07/24,,,,西村 幸恵,,,,,,,,,福井県指令福保第1210021,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,花音0776-34-60049747518201,e39c7851-a1d7-4d82-8b5d-98e7ec2a1f1a,,personal,6691963f-4cef-4333-a227-6367dc3022ca,2017/07/24,花音,花音,
509,喫茶＆カラオケ　森の家,福井県,福井市日之出５丁目５―２５,福井市日之出５丁目５―２５,,0776-52-6439,飲食店,社交飲食,,酒井 桂子,,,,,2006年10月20日,2017年7月24日,福井県指令福保第0610587,,221,喫茶＆カラオケ　森の家,0776,0776-52-6439,,,,福井県　福井市日之出５丁目５―２５,福井県福井市日ノ出５丁目５―２５,,97429,18,18201,日ノ出５,,2006/10/20,2017/07/24,,,,酒井 桂子,,,,,,,,,福井県指令福保第0610587,,飲食店営業, 社交飲食,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,喫茶カラオケ森の家0776-52-64399742918201,3c569ae3-2f80-42fa-a0b1-5b0bbafdb526,,personal,36123b4a-7d7b-49ff-8eec-8494fedc0089,2017/07/24,喫茶＆カラオケ　森の家,喫茶カラオケ森の家,
510,旬味　庭,福井県,福井市四ツ井１丁目１９―２１,福井市四ツ井１丁目１９―２１,,0776-76-0022,飲食店,食堂,,松田 昭成,,,,,2012年4月20日,2017年7月24日,福井県指令福保第1210132,,221,旬味　庭,0776,0776-76-0022,,,,福井県　福井市四ツ井１丁目１９―２１,福井県福井市四ツ井１丁目１９―２１,,97523,18,18201,四ツ井１,,2012/04/20,2017/07/24,,,,松田 昭成,,,,,,,,,福井県指令福保第1210132,,飲食店営業, 食堂,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,旬味庭0776-76-00229752318201,01dead1d-ff32-48ff-b230-8d5d0957c945,,personal,6e7ebaf5-8eb0-4d1c-8640-af97098d1085,2017/07/24,旬味　庭,旬味庭,
511,中部フーズ株式会社　米松店,福井県,福井市米松２丁目２１―１８バロー米松店内,福井市米松２丁目２１―１８,バロー米松店内,0776-53-3131,飲食店,仕出し弁当,中部フーズ株式会社,纐纈 直孝,岐阜県多治見市高根町４丁目20,岐阜県多治見市高根町４丁目２０,,0572-29-1610,2006年9月28日,2017年7月24日,福井県指令福保第0610507,,221,中部フーズ株式会社　米松店,0776,0776-53-3131,,,,福井県　福井市米松２丁目２１―１８,福井県福井市米松２丁目２１―１８,バロー米松店内,97526,18,18201,米松２,,2006/09/28,2017/07/24,,,中部フーズ株式会社,纐纈 直孝,0572-29-1610,岐阜県多治見市高根町４丁目２０,岐阜県多治見市高根町４丁目２０,,106299,岐阜県,多治見市,高根町４,福井県指令福保第0610507,,飲食店営業, 仕出し弁当,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,中部フズ株式会社米松店0776-53-31319752618201,20e16020-7856-43bf-ae55-61cfbd6215cf,中部フーズ株式会社106299,c5dae2d5-4f97-4349-9e9a-8a6f99f9774f,2ce4d7eb-37ae-493f-8139-badab119c444,2017/07/24,中部フーズ株式会社米松店,中部フズ株式会社米松店,中部フーズ株式会社
512,南条,福井県,福井市豊島１丁目３―１三谷ビル１２Ｆ,福井市豊島１丁目３―１,三谷ビル１２Ｆ,0776-20-3083,飲食店,食堂,株式会社レストラン南条,山本 良孝,福井県福井市豊島１丁目３―１,福井県福井市豊島１丁目３―１,,0776-20-3083,1979年10月19日,2017年7月24日,福井県指令福保第7910144,,221,南条,0776,0776-20-3083,,,,福井県　福井市豊島１丁目３―１,福井県福井市豊島１丁目３―１,三谷ビル１２Ｆ,97351,18,18201,豊島１,,1979/10/19,2017/07/24,,,株式会社レストラン南条,山本 良孝,0776-20-3083,福井県福井市豊島１丁目３―１,福井県福井市豊島１丁目３―１,,97351,福井県,福井市,豊島１,福井県指令福保第7910144,,飲食店営業, 食堂,,,221_福井県_福井市保健所_食品衛生(許可)_2022年01月まで全件_末日,M,76,,,南条0776-20-30839735118201,b0e0875e-b6be-46ba-85a3-cb697d24c2f1,株式会社レストラン南条97351,ead1bd4b-8117-47f5-a6e6-bf8115f88da9,18717f10-35e7-47ac-a335-665218c6cdc3,2017/07/24,南条,南条,株式会社レストラン南条
