https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,n処理終了,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
確認番号,業種,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,申請者1,施設名,,申請区分,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
許可番号,業種,,営業所所在地,,,営業者氏名,屋号または商号,変更事項,,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
26板保生食ほ- 1192,飲食店営業,東京都,板橋区赤塚新町一丁目23番6号,板橋区赤塚新町１丁目２３番６号,,株式会社牛繁ドリームシステム,元気七輪焼肉　牛繁　下赤塚店,営業所名称、屋号または商号,変更,,板橋区保健所,元気七輪焼肉　牛繁　下赤塚店,03,,,,,東京都　板橋区赤塚新町１丁目２３番６号,東京都板橋区赤塚新町１丁目２３番６号,,75036,東京都,板橋区,赤塚新町１,,,,,,株式会社牛繁ドリームシステム,,,,,,,,,,26板保生食ほ- 1192,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,元気七輪焼肉　牛繁　下赤塚店,元気七輪焼肉牛繁下赤塚店,株式会社牛繁ドリームシステム
31板保生食ほ-   29,飲食店営業,東京都,板橋区高島平一丁目13番6号,板橋区高島平１丁目１３番６号,,株式会社物語コーポレーション,丸源ラーメン高島平店,代表者氏名,変更,,板橋区保健所,丸源ラーメン高島平店,03,,,,,東京都　板橋区高島平１丁目１３番６号,東京都板橋区高島平１丁目１３番６号,,75084,東京都,板橋区,高島平１,,,,,,株式会社物語コーポレーション,,,,,,,,,,31板保生食ほ-   29,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,丸源ラーメン高島平店,丸源ラメン高島平店,株式会社物語コーポレーション
2板保生食れ-   99,食料品等販売業,東京都,板橋区高島平一丁目13番6号,板橋区高島平１丁目１３番６号,,株式会社物語コーポレーション,丸源ラーメン高島平店,代表者氏名,変更,,板橋区保健所,丸源ラーメン高島平店,03,,,,,東京都　板橋区高島平１丁目１３番６号,東京都板橋区高島平１丁目１３番６号,,75084,東京都,板橋区,高島平１,,,,,,株式会社物語コーポレーション,,,,,,,,,,2板保生食れ-   99,変更,食料品販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,農業，林業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,丸源ラーメン高島平店,丸源ラメン高島平店,株式会社物語コーポレーション
27板保生食ほ-  148,飲食店営業,東京都,板橋区東坂下一丁目5番5号,板橋区東坂下１丁目５番５号,,とんでん株式会社,北海道生まれ　和食処　とんでん　志村小豆沢店,営業所名称、屋号または商号,変更,,板橋区保健所,北海道生まれ　和食処　とんでん　志村小豆沢店,03,,,,,東京都　板橋区東坂下１丁目５番５号,東京都板橋区東坂下１丁目５番５号,,75127,東京都,板橋区,東坂下１,,,,,,とんでん株式会社,,,,,,,,,,27板保生食ほ-  148,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,北海道生まれ　和食処　とんでん　志村小豆沢店,北海道生まれ和食処とんでん志村小豆沢店,とんでん株式会社
27板保生食れ-   18,食料品等販売業,東京都,板橋区東坂下一丁目5番5号,板橋区東坂下１丁目５番５号,,とんでん株式会社,北海道生まれ　和食処　とんでん　志村小豆沢店,営業所名称、屋号または商号,変更,,板橋区保健所,北海道生まれ　和食処　とんでん　志村小豆沢店,03,,,,,東京都　板橋区東坂下１丁目５番５号,東京都板橋区東坂下１丁目５番５号,,75127,東京都,板橋区,東坂下１,,,,,,とんでん株式会社,,,,,,,,,,27板保生食れ-   18,変更,食料品販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,農業，林業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,北海道生まれ　和食処　とんでん　志村小豆沢店,北海道生まれ和食処とんでん志村小豆沢店,とんでん株式会社
2板保生食ほ-  918,食肉販売業,東京都,板橋区東坂下一丁目5番5号,板橋区東坂下１丁目５番５号,,とんでん株式会社,北海道生まれ　和食処　とんでん　志村小豆沢店,営業所名称、屋号または商号,変更,,板橋区保健所,北海道生まれ　和食処　とんでん　志村小豆沢店,03,,,,,東京都　板橋区東坂下１丁目５番５号,東京都板橋区東坂下１丁目５番５号,,75127,東京都,板橋区,東坂下１,,,,,,とんでん株式会社,,,,,,,,,,2板保生食ほ-  918,変更,食肉販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,北海道生まれ　和食処　とんでん　志村小豆沢店,北海道生まれ和食処とんでん志村小豆沢店,とんでん株式会社
27板保生食ほ- 1268,飲食店営業,東京都,板橋区本町14番14号,板橋区本町１４番１４号,,伊藤　雅之,ラーメン慶次郎,住所（個人）,変更,,板橋区保健所,ラーメン慶次郎,03,,,,,東京都　板橋区本町１４番１４号,東京都板橋区本町１４番１４号,,75138,東京都,板橋区,本町,,,,,,,伊藤　雅之,,,,,,,,,27板保生食ほ- 1268,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,ラーメン慶次郎,ラメン慶次郎,
27板保生食ほ- 1268,飲食店営業,東京都,板橋区本町14番14号,板橋区本町１４番１４号,,伊藤　雅之,ラーメン慶次郎,営業設備の大要,変更,,板橋区保健所,ラーメン慶次郎,03,,,,,東京都　板橋区本町１４番１４号,東京都板橋区本町１４番１４号,,75138,東京都,板橋区,本町,,,,,,,伊藤　雅之,,,,,,,,,27板保生食ほ- 1268,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,ラーメン慶次郎,ラメン慶次郎,
31板保生食ほ-  407,飲食店営業,東京都,板橋区板橋一丁目15番1号　ＪＲ板橋駅構内,板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,株式会社ＪＲ東日本クロスステーション,ニューデイズ板橋,代表者氏名,変更,,板橋区保健所,ニューデイズ板橋,03,,,,,東京都　板橋区板橋１丁目１５番１号,東京都板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,75044,東京都,板橋区,板橋１,,,,,,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,31板保生食ほ-  407,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,ニューデイズ板橋,ニュデイズ板橋,株式会社ＪＲ東日本クロスステーション
31板保生食ほ-  407,飲食店営業,東京都,板橋区板橋一丁目15番1号　ＪＲ板橋駅構内,板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,株式会社ＪＲ東日本クロスステーション,ニューデイズ板橋,社名（法人）,変更,,板橋区保健所,ニューデイズ板橋,03,,,,,東京都　板橋区板橋１丁目１５番１号,東京都板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,75044,東京都,板橋区,板橋１,,,,,,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,31板保生食ほ-  407,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,ニューデイズ板橋,ニュデイズ板橋,株式会社ＪＲ東日本クロスステーション
31板保生食ほ-  407,飲食店営業,東京都,板橋区板橋一丁目15番1号　ＪＲ板橋駅構内,板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,株式会社ＪＲ東日本クロスステーション,ニューデイズ板橋,本社所在地（法人）,変更,,板橋区保健所,ニューデイズ板橋,03,,,,,東京都　板橋区板橋１丁目１５番１号,東京都板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,75044,東京都,板橋区,板橋１,,,,,,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,31板保生食ほ-  407,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,ニューデイズ板橋,ニュデイズ板橋,株式会社ＪＲ東日本クロスステーション
31板保生食ほ-  408,乳類販売業,東京都,板橋区板橋一丁目15番1号　ＪＲ板橋駅構内,板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,株式会社ＪＲ東日本クロスステーション,ニューデイズ板橋,代表者氏名,変更,,板橋区保健所,ニューデイズ板橋,03,,,,,東京都　板橋区板橋１丁目１５番１号,東京都板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,75044,東京都,板橋区,板橋１,,,,,,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,31板保生食ほ-  408,変更,乳類販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,卸売業，小売業,飲食料品小売業,,,,,,,,,ニューデイズ板橋,ニュデイズ板橋,株式会社ＪＲ東日本クロスステーション
31板保生食ほ-  408,乳類販売業,東京都,板橋区板橋一丁目15番1号　ＪＲ板橋駅構内,板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,株式会社ＪＲ東日本クロスステーション,ニューデイズ板橋,社名（法人）,変更,,板橋区保健所,ニューデイズ板橋,03,,,,,東京都　板橋区板橋１丁目１５番１号,東京都板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,75044,東京都,板橋区,板橋１,,,,,,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,31板保生食ほ-  408,変更,乳類販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,卸売業，小売業,飲食料品小売業,,,,,,,,,ニューデイズ板橋,ニュデイズ板橋,株式会社ＪＲ東日本クロスステーション
31板保生食ほ-  408,乳類販売業,東京都,板橋区板橋一丁目15番1号　ＪＲ板橋駅構内,板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,株式会社ＪＲ東日本クロスステーション,ニューデイズ板橋,本社所在地（法人）,変更,,板橋区保健所,ニューデイズ板橋,03,,,,,東京都　板橋区板橋１丁目１５番１号,東京都板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,75044,東京都,板橋区,板橋１,,,,,,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,31板保生食ほ-  408,変更,乳類販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,卸売業，小売業,飲食料品小売業,,,,,,,,,ニューデイズ板橋,ニュデイズ板橋,株式会社ＪＲ東日本クロスステーション
31板保生食ほ-  409,菓子製造業,東京都,板橋区板橋一丁目15番1号　ＪＲ板橋駅構内,板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,株式会社ＪＲ東日本クロスステーション,ニューデイズ板橋,代表者氏名,変更,,板橋区保健所,ニューデイズ板橋,03,,,,,東京都　板橋区板橋１丁目１５番１号,東京都板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,75044,東京都,板橋区,板橋１,,,,,,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,31板保生食ほ-  409,変更,菓子製造業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,製造業,食料品製造業,,,,,,,,,ニューデイズ板橋,ニュデイズ板橋,株式会社ＪＲ東日本クロスステーション
31板保生食ほ-  409,菓子製造業,東京都,板橋区板橋一丁目15番1号　ＪＲ板橋駅構内,板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,株式会社ＪＲ東日本クロスステーション,ニューデイズ板橋,社名（法人）,変更,,板橋区保健所,ニューデイズ板橋,03,,,,,東京都　板橋区板橋１丁目１５番１号,東京都板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,75044,東京都,板橋区,板橋１,,,,,,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,31板保生食ほ-  409,変更,菓子製造業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,製造業,食料品製造業,,,,,,,,,ニューデイズ板橋,ニュデイズ板橋,株式会社ＪＲ東日本クロスステーション
31板保生食ほ-  409,菓子製造業,東京都,板橋区板橋一丁目15番1号　ＪＲ板橋駅構内,板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,株式会社ＪＲ東日本クロスステーション,ニューデイズ板橋,本社所在地（法人）,変更,,板橋区保健所,ニューデイズ板橋,03,,,,,東京都　板橋区板橋１丁目１５番１号,東京都板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,75044,東京都,板橋区,板橋１,,,,,,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,31板保生食ほ-  409,変更,菓子製造業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,製造業,食料品製造業,,,,,,,,,ニューデイズ板橋,ニュデイズ板橋,株式会社ＪＲ東日本クロスステーション
31板保生食れ-   47,食料品等販売業,東京都,板橋区板橋一丁目15番1号　ＪＲ板橋駅構内,板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,株式会社ＪＲ東日本クロスステーション,ニューデイズ板橋,代表者氏名,変更,,板橋区保健所,ニューデイズ板橋,03,,,,,東京都　板橋区板橋１丁目１５番１号,東京都板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,75044,東京都,板橋区,板橋１,,,,,,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,31板保生食れ-   47,変更,食料品販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,農業，林業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,ニューデイズ板橋,ニュデイズ板橋,株式会社ＪＲ東日本クロスステーション
31板保生食れ-   47,食料品等販売業,東京都,板橋区板橋一丁目15番1号　ＪＲ板橋駅構内,板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,株式会社ＪＲ東日本クロスステーション,ニューデイズ板橋,社名（法人）,変更,,板橋区保健所,ニューデイズ板橋,03,,,,,東京都　板橋区板橋１丁目１５番１号,東京都板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,75044,東京都,板橋区,板橋１,,,,,,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,31板保生食れ-   47,変更,食料品販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,農業，林業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,ニューデイズ板橋,ニュデイズ板橋,株式会社ＪＲ東日本クロスステーション
31板保生食れ-   47,食料品等販売業,東京都,板橋区板橋一丁目15番1号　ＪＲ板橋駅構内,板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,株式会社ＪＲ東日本クロスステーション,ニューデイズ板橋,本社所在地（法人）,変更,,板橋区保健所,ニューデイズ板橋,03,,,,,東京都　板橋区板橋１丁目１５番１号,東京都板橋区板橋１丁目１５番１号, ＪＲ板橋駅構内,75044,東京都,板橋区,板橋１,,,,,,株式会社ＪＲ東日本クロスステーション,,,,,,,,,,31板保生食れ-   47,変更,食料品販売業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,農業，林業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,ニューデイズ板橋,ニュデイズ板橋,株式会社ＪＲ東日本クロスステーション
29板保生食ほ- 1280,飲食店営業,東京都,板橋区中台一丁目36番5号,板橋区中台１丁目３６番５号,,千葉　エリンダ,スナック　エリ,営業設備の大要,変更,,板橋区保健所,スナック　エリ,03,,,,,東京都　板橋区中台１丁目３６番５号,東京都板橋区中台１丁目３６番５号,,75108,東京都,板橋区,中台１,,,,,,,千葉　エリンダ,,,,,,,,,29板保生食ほ- 1280,変更,飲食店営業,,,,198_東京都_板橋区保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規、変更、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,スナック　エリ,スナックエリ,
