https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請者1,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,許可年月日,確認番号,許可期間開始日,許可期間終了日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業者名,"営業者
電話番号",営業所名称,営業所所在地,,,"営業所
電話番号",業種,許可年月日,許可番号,許可の有効期限FROM,許可の有効期限TO,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
名古屋市立大学生活協同組合 代表理事　村瀬みちの,881-5906,名古屋市立大学生活協同組合,名古屋市瑞穂区瑞穂町字川澄１番地　,名古屋市瑞穂区瑞穂町字川澄１番地 ,,852-7346,飲食店営業,2021/12/1,3瑞保健第1-133号,2021/12/21,2027/12/20,,245,名古屋市立大学生活協同組合,052,052-852-7346,,,,名古屋市瑞穂区瑞穂町字川澄１番地 ,愛知県名古屋市瑞穂区瑞穂町字川澄１番地,,115490,23,23108,瑞穂町,,,2021/12/01,2021/12/21,2027/12/20,名古屋市立大学生活協同組合 ,代表理事　村瀬みちの,052-881-5906,,,,,,,,3瑞保健第1-133号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,名古屋市立大学生活協同組合052-852-734611549023108,57132028-cbf2-43e1-9a1c-13e61142300b,名古屋市立大学生活協同組合　,737baad5-c1d1-4da9-8f65-60951c1f8111,77b19da2-858f-46a9-87b1-ef83a2e139f3,2021/12/01,名古屋市立大学生活協同組合,名古屋市立大学生活協同組合,名古屋市立大学生活協同組合　
株式会社ライフケアエージェンシー 代表取締役社長　野﨑　建二,809-3555,ローソン堀田通六丁目店,名古屋市瑞穂区堀田通６丁目２番地　,名古屋市瑞穂区堀田通６丁目２番地 ,,883-1801,飲食店営業,2021/12/3,3瑞保健第1-127号,2021/12/5,2028/3/20,,245,ローソン堀田通六丁目店,052,052-883-1801,,,,名古屋市瑞穂区堀田通６丁目２番地 ,愛知県名古屋市瑞穂区堀田通６丁目２番地,,115464,23,23108,堀田通６,,,2021/12/03,2021/12/05,2028/03/20,株式会社ライフケアエージェンシー ,代表取締役社長　野﨑　建二,052-809-3555,,,,,,,,3瑞保健第1-127号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ロソン堀田通六丁目店052-883-180111546423108,0da7650a-ceb4-483c-8afa-f775860d7b8a,株式会社ライフケアエージェンシー　,81bd8b3d-3ce0-4e73-8c13-46ae6a62a432,501577c1-3364-47cb-b141-ca8ce0d96884,2021/12/03,ローソン堀田通六丁目店,ロソン堀田通六丁目店,株式会社ライフケアエージェンシー　
株式会社　うな豊 代表取締役　服部 公司,851-2632,うな豊,名古屋市瑞穂区豊岡通３丁目４０番地　,名古屋市瑞穂区豊岡通３丁目４０番地 ,,851-2632,飲食店営業,2021/12/6,3瑞保健第1-138号,2021/12/21,2027/12/20,,245,うな豊,052,052-851-2632,,,,名古屋市瑞穂区豊岡通３丁目４０番地 ,愛知県名古屋市瑞穂区豊岡通３丁目４０番地,,115392,23,23108,豊岡通３,,,2021/12/06,2021/12/21,2027/12/20,株式会社　うな豊 ,代表取締役　服部 公司,052-851-2632,,,,,,,,3瑞保健第1-138号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,うな豊052-851-263211539223108,9c59a77d-aee9-48ee-a6db-ca49aa360228,株式会社うな豊　,d49dd784-95af-47d1-84af-2bfd1a733475,23ed89c0-29ee-4149-b70f-38e19e1d4ae6,2021/12/06,うな豊,うな豊,株式会社うな豊　
川村 修市,,炉端 汐路,名古屋市瑞穂区汐路町５丁目８番地　,名古屋市瑞穂区汐路町５丁目８番地 ,,853-4126,飲食店営業,2021/12/6,3瑞保健第1-139号,2021/12/21,2027/12/20,,245,炉端 汐路,052,052-853-4126,,,,名古屋市瑞穂区汐路町５丁目８番地 ,愛知県名古屋市瑞穂区汐路町５丁目８番地,,115296,23,23108,汐路町５,,,2021/12/06,2021/12/21,2027/12/20,,川村 修市,,,,,,,,,3瑞保健第1-139号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,炉端汐路052-853-412611529623108,cdcf2888-c82a-4cc2-a1eb-be9448f9a02d,,personal,b64bcb14-fd3e-42d9-a977-0d8197fb0ce0,2021/12/06,炉端　汐路,炉端汐路,
株式会社 ヤマナカ 代表取締役 中野 義久,937-9300,ヤマナカ 瑞穂店,名古屋市瑞穂区十六町２丁目２０番地の１　,名古屋市瑞穂区十六町２丁目２０番地の１,,842-7881,飲食店営業,2021/12/8,3瑞保健第1-145号,2021/12/21,2028/12/20,,245,ヤマナカ 瑞穂店,052,052-842-7881,,,,名古屋市瑞穂区十六町２丁目２０番地の１,愛知県名古屋市瑞穂区十六町２丁目２０番地ノ１,,115337,23,23108,十六町２,,,2021/12/08,2021/12/21,2028/12/20,株式会社 ヤマナカ ,代表取締役 中野 義久,052-937-9300,,,,,,,,3瑞保健第1-145号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ヤマナカ瑞穂店052-842-788111533723108,00aa94fb-7bcb-4c50-b847-398854ccf4ae,株式会社ヤマナカ　,1e109708-ae57-4636-b29f-013451802b15,9aa68098-7c2c-46d9-8a24-428b26b48188,2021/12/08,ヤマナカ　瑞穂店,ヤマナカ瑞穂店,株式会社ヤマナカ　
株式会社 ヤマナカ 代表取締役 中野 義久,937-9300,ヤマナカ 瑞穂店,名古屋市瑞穂区十六町２丁目２０番地の１　,名古屋市瑞穂区十六町２丁目２０番地の１,,842-7881,飲食店営業,2021/12/8,3瑞保健第1-144号,2021/12/21,2028/12/20,,245,ヤマナカ 瑞穂店,052,052-842-7881,,,,名古屋市瑞穂区十六町２丁目２０番地の１,愛知県名古屋市瑞穂区十六町２丁目２０番地ノ１,,115337,23,23108,十六町２,,,2021/12/08,2021/12/21,2028/12/20,株式会社 ヤマナカ ,代表取締役 中野 義久,052-937-9300,,,,,,,,3瑞保健第1-144号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ヤマナカ瑞穂店052-842-788111533723108,00aa94fb-7bcb-4c50-b847-398854ccf4ae,株式会社ヤマナカ　,1e109708-ae57-4636-b29f-013451802b15,cacd8dc4-d63b-498e-92b1-89fb12e24bde,2021/12/08,ヤマナカ　瑞穂店,ヤマナカ瑞穂店,株式会社ヤマナカ　
稲葉　典弘,,Fan,名古屋市瑞穂区東栄町３丁目６番地の３　東栄コーポ１F,名古屋市瑞穂区東栄町３丁目６番地の３,東栄コーポ１F,,飲食店営業,2021/12/13,3瑞保健第1-149号,2021/12/21,2027/12/20,,245,Fan,052,,,,,名古屋市瑞穂区東栄町３丁目６番地の３,愛知県名古屋市瑞穂区東栄町３丁目６番地ノ３,東栄コーポ１F,115384,23,23108,東栄町３,,,2021/12/13,2021/12/21,2027/12/20,,稲葉　典弘,,,,,,,,,3瑞保健第1-149号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,Ｆａｎ11538423108,2f2121a8-50ba-4849-a905-36230e400704,,personal,ac1b2ac7-cd28-4ee9-897f-cbff6fa0eb25,2021/12/13,Ｆａｎ,Ｆａｎ,
青木 光輝,,うどん あおき屋,名古屋市瑞穂区洲山町２丁目３２番地　新瑞ターミナルビル ２F,名古屋市瑞穂区洲山町２丁目３２番地,新瑞ターミナルビル ２F,858-1711,飲食店営業,2021/12/15,3瑞保健第1-150号,2021/12/21,2027/12/20,,245,うどん あおき屋,052,052-858-1711,,,,名古屋市瑞穂区洲山町２丁目３２番地,愛知県名古屋市瑞穂区洲山町２丁目３２番地,新瑞ターミナルビル ２F,115327,23,23108,洲山町２,,,2021/12/15,2021/12/21,2027/12/20,,青木 光輝,,,,,,,,,3瑞保健第1-150号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,うどんあおき屋052-858-171111532723108,216623c1-d35e-4499-b8eb-491cccd8aaf6,,personal,0415c619-cbb5-44ee-a0da-348fc23602d0,2021/12/15,うどん　あおき屋,うどんあおき屋,
青木 光輝,,珈琲館 あおき屋,名古屋市瑞穂区洲山町２丁目３２番地　新瑞ターミナルビル ２F,名古屋市瑞穂区洲山町２丁目３２番地,新瑞ターミナルビル ２F,858-1611,飲食店営業,2021/12/15,3瑞保健第1-151号,2021/12/21,2027/12/20,,245,珈琲館 あおき屋,052,052-858-1611,,,,名古屋市瑞穂区洲山町２丁目３２番地,愛知県名古屋市瑞穂区洲山町２丁目３２番地,新瑞ターミナルビル ２F,115327,23,23108,洲山町２,,,2021/12/15,2021/12/21,2027/12/20,,青木 光輝,,,,,,,,,3瑞保健第1-151号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,珈琲館あおき屋052-858-161111532723108,01e4b230-62cc-4965-a2e6-4626f5bcfcb7,,personal,ac3f3de3-c789-411c-949a-c4f794643f1e,2021/12/15,珈琲館　あおき屋,珈琲館あおき屋,
有限会社 ジェイエスコーポレーション 代表取締役 山田 耕三,842-4800,養老乃瀧 堀田店,名古屋市瑞穂区苗代町３番２５号　,名古屋市瑞穂区苗代町３番２５号, ,811-4800,飲食店営業,2021/12/16,3瑞保健第1-153号,2022/1/21,2028/1/20,,245,養老乃瀧 堀田店,052,052-811-4800,,,,名古屋市瑞穂区苗代町３番２５号,愛知県名古屋市瑞穂区苗代町３番２５号, ,115395,23,23108,苗代町,,,2021/12/16,2022/01/21,2028/01/20,有限会社 ジェイエスコーポレーション ,代表取締役 山田 耕三,052-842-4800,,,,,,,,3瑞保健第1-153号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,養老乃瀧堀田店052-811-480011539523108,1cab3f58-8ba3-48ba-8ff6-dfd8ab6089cd,有限会社ジェイエスコーポレーション　,5d0f9ae1-55a1-45f6-9e8e-07b8134edf3e,4c514835-9ef1-4559-ae37-fa580325b77a,2021/12/16,養老乃瀧　堀田店,養老乃瀧堀田店,有限会社ジェイエスコーポレーション　
公益財団法人名古屋市文化振興事業団 理事長 杉山　勝,249-9390,名古屋市東山荘,名古屋市瑞穂区初日町２丁目３番地　,名古屋市瑞穂区初日町２丁目３番地 ,,831-2672,飲食店営業,2021/12/17,3瑞保健第1-154号,2021/12/21,2026/12/20,,245,名古屋市東山荘,052,052-831-2672,,,,名古屋市瑞穂区初日町２丁目３番地 ,愛知県名古屋市瑞穂区初日町２丁目３番地,,115428,23,23108,初日町２,,,2021/12/17,2021/12/21,2026/12/20,公益財団法人名古屋市文化振興事業団 ,理事長 杉山　勝,052-249-9390,,,,,,,,3瑞保健第1-154号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,名古屋市東山荘052-831-267211542823108,36af201a-e864-4da5-aec3-42b41577113b,公益財団法人名古屋市文化振興事業団　,712de7dd-46fa-42ef-92ed-1eb79f6fd44b,92635aa5-4346-4aae-914e-d5d42038edc2,2021/12/17,名古屋市東山荘,名古屋市東山荘,公益財団法人名古屋市文化振興事業団　
株式会社 サポーレ 代表取締役 坂崎 英樹,059-228-2052,フーズパビリオン サポーレ瑞穂店,名古屋市瑞穂区初日町２丁目５７番地　,名古屋市瑞穂区初日町２丁目５７番地 ,,837-3000,飲食店営業,2021/12/17,3瑞保健第1-157号,2021/12/21,2028/12/20,,245,フーズパビリオン サポーレ瑞穂店,052,052-837-3000,,,,名古屋市瑞穂区初日町２丁目５７番地 ,愛知県名古屋市瑞穂区初日町２丁目５７番地,,115428,23,23108,初日町２,,,2021/12/17,2021/12/21,2028/12/20,株式会社 サポーレ ,代表取締役 坂崎 英樹,059-228-2052,,,,,,,,3瑞保健第1-157号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,フズパビリオンサポレ瑞穂店052-837-300011542823108,65fc68e4-3ee5-4a9f-b19b-12126f160905,株式会社サポーレ　,414dfce0-05c9-44c6-9e9e-b677e4798773,785b3999-14b9-43ab-9c04-dbbff79882ad,2021/12/17,フーズパビリオン　サポーレ瑞穂店,フズパビリオンサポレ瑞穂店,株式会社サポーレ　
株式会社 サポーレ 代表取締役 坂崎 英樹,059-228-2052,フーズパビリオン サポーレ瑞穂店,名古屋市瑞穂区初日町２丁目５７番地　,名古屋市瑞穂区初日町２丁目５７番地 ,,837-3000,飲食店営業,2021/12/17,3瑞保健第1-158号,2021/12/21,2028/12/20,,245,フーズパビリオン サポーレ瑞穂店,052,052-837-3000,,,,名古屋市瑞穂区初日町２丁目５７番地 ,愛知県名古屋市瑞穂区初日町２丁目５７番地,,115428,23,23108,初日町２,,,2021/12/17,2021/12/21,2028/12/20,株式会社 サポーレ ,代表取締役 坂崎 英樹,059-228-2052,,,,,,,,3瑞保健第1-158号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,フズパビリオンサポレ瑞穂店052-837-300011542823108,65fc68e4-3ee5-4a9f-b19b-12126f160905,株式会社サポーレ　,414dfce0-05c9-44c6-9e9e-b677e4798773,98f8af31-bcb2-44e6-9cc7-44abae0536dc,2021/12/17,フーズパビリオン　サポーレ瑞穂店,フズパビリオンサポレ瑞穂店,株式会社サポーレ　
山田 壽子,,カラオケ茶屋 花時計,名古屋市瑞穂区洲山町２丁目３０番地　クインビルＢ１,名古屋市瑞穂区洲山町２丁目３０番地, クインビルＢ１,853-5670,飲食店営業,2021/12/20,3瑞保健第1-161号,2021/12/21,2027/12/20,,245,カラオケ茶屋 花時計,052,052-853-5670,,,,名古屋市瑞穂区洲山町２丁目３０番地,愛知県名古屋市瑞穂区洲山町２丁目３０番地, クインビルＢ１,115327,23,23108,洲山町２,,,2021/12/20,2021/12/21,2027/12/20,,山田 壽子,,,,,,,,,3瑞保健第1-161号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,カラオケ茶屋花時計052-853-567011532723108,e5eb48a5-a0dd-4b46-9cc1-dec80ee7acb0,,personal,3120bca6-b1ca-4f56-b9cc-423fc27206bd,2021/12/20,カラオケ茶屋　花時計,カラオケ茶屋花時計,
鈴木　智子,,ｃａｆｅ　ｄｅ　桜,名古屋市瑞穂区松月町５丁目２６番地の１　,名古屋市瑞穂区松月町５丁目２６番地の１,,861-1310,飲食店営業,2021/12/20,3瑞保健第1-148号,2021/12/21,2027/12/20,,245,ｃａｆｅ　ｄｅ　桜,052,052-861-1310,,,,名古屋市瑞穂区松月町５丁目２６番地の１,愛知県名古屋市瑞穂区松月町５丁目２６番地ノ１,,115311,23,23108,松月町５,,,2021/12/20,2021/12/21,2027/12/20,,鈴木　智子,,,,,,,,,3瑞保健第1-148号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ｃａｆｅｄｅ桜052-861-131011531123108,41a0aab9-8d18-4b71-9573-f74b9a22e523,,personal,b0d984f5-243d-4692-935d-e2e25543199f,2021/12/20,ｃａｆｅ　ｄｅ　桜,ｃａｆｅｄｅ桜,
恒川　紀代,,くじや２００７,名古屋市瑞穂区北原町２丁目３４番地の２　,名古屋市瑞穂区北原町２丁目３４番地の２,,,飲食店営業,2021/12/22,3瑞保健第1-140号,2022/1/2,2028/7/20,,245,くじや２００７,052,,,,,名古屋市瑞穂区北原町２丁目３４番地の２,愛知県名古屋市瑞穂区北原町２丁目３４番地ノ２,,115270,23,23108,北原町２,,,2021/12/22,2022/01/02,2028/07/20,,恒川　紀代,,,,,,,,,3瑞保健第1-140号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,くじや２００７11527023108,4756a693-8ea6-474c-aac0-e3b92df5d2dd,,personal,08029a5f-41fe-463c-b510-1b983d5b8755,2021/12/22,くじや２００７,くじや２００７,
有限会社 不二泉 代表取締役 齋藤 雅冊,882-0170,ローソン 名鉄堀田駅前店,名古屋市瑞穂区塩入町４番１５号　,名古屋市瑞穂区塩入町４番１５号, ,821-7818,飲食店営業,2021/12/22,3瑞保健第1-164号,2022/1/21,2028/1/20,,245,ローソン 名鉄堀田駅前店,052,052-821-7818,,,,名古屋市瑞穂区塩入町４番１５号,愛知県名古屋市瑞穂区塩入町４番１５号, ,115291,23,23108,塩入町,,,2021/12/22,2022/01/21,2028/01/20,有限会社 不二泉 ,代表取締役 齋藤 雅冊,052-882-0170,,,,,,,,3瑞保健第1-164号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ロソン名鉄堀田駅前店052-821-781811529123108,d038ab9c-9b7a-4c36-8980-dce76335e362,有限会社不二泉　,811dddaa-7fa3-4247-a179-7bac47f8f81f,dd77f2a2-940b-462b-9aec-56f32ffb04ce,2021/12/22,ローソン　名鉄堀田駅前店,ロソン名鉄堀田駅前店,有限会社不二泉　
小島　清,,コーヒー　MOMO,名古屋市瑞穂区河岸一丁目２番２９号　,名古屋市瑞穂区河岸１丁目２番２９号, ,821-8512,飲食店営業,2021/12/24,3瑞保健第1-166号,2021/12/24,2028/1/20,,245,コーヒー　MOMO,052,052-821-8512,,,,名古屋市瑞穂区河岸１丁目２番２９号,愛知県名古屋市瑞穂区河岸１丁目２番２９号, ,115535,23,23108,河岸１,,,2021/12/24,2021/12/24,2028/01/20,,小島　清,,,,,,,,,3瑞保健第1-166号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,コヒＭＯＭＯ052-821-851211553523108,a63e7a09-c2ef-4c1e-a702-47b7cc4f2bf1,,personal,3d68631a-a357-4301-a497-f730505da484,2021/12/24,コーヒー　ＭＯＭＯ,コヒＭＯＭＯ,
金山　周司,,BAR　lantern,名古屋市瑞穂区苗代町２４番３号　ホスティー堀田　２F,名古屋市瑞穂区苗代町２４番３号,ホスティー堀田 ２F,,飲食店営業,2021/12/27,3瑞保健第1-152号,2021/12/31,2028/1/20,,245,BAR　lantern,052,,,,,名古屋市瑞穂区苗代町２４番３号,愛知県名古屋市瑞穂区苗代町２４番３号,ホスティー堀田 ２F,115395,23,23108,苗代町,,,2021/12/27,2021/12/31,2028/01/20,,金山　周司,,,,,,,,,3瑞保健第1-152号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＢＡＲｌａｎｔｅｒｎ11539523108,9aed02de-221c-472b-9bf6-76210287af52,,personal,4a44169d-420a-4ab0-9df7-ec5b1af24b1e,2021/12/27,ＢＡＲ　ｌａｎｔｅｒｎ,ＢＡＲｌａｎｔｅｒｎ,
名鉄タクシーホールディングス株式会社 代表取締役　浅野　丈夫,331-2221,名鉄交通,名古屋市瑞穂区浮島町５番１号　２Ｆ,名古屋市瑞穂区浮島町５番１号,２Ｆ,691-6347,飲食店営業,2021/12/24,3瑞保健第1-167号,2022/1/21,2029/1/20,,245,名鉄交通,052,052-691-6347,,,,名古屋市瑞穂区浮島町５番１号,愛知県名古屋市瑞穂区浮島町５番１号,２Ｆ,115214,23,23108,浮島町,,,2021/12/24,2022/01/21,2029/01/20,名鉄タクシーホールディングス株式会社 ,代表取締役　浅野　丈夫,052-331-2221,,,,,,,,3瑞保健第1-167号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,名鉄交通052-691-634711521423108,b5fbb80f-cd90-49d4-956a-0e38998014b4,名鉄タクシーホールディングス株式会社,25f79d8b-e310-49d0-a920-4dc82031335c,2ff07d1c-6493-4496-8bde-04846b6f7e67,2021/12/24,名鉄交通,名鉄交通,名鉄タクシーホールディングス株式会社
名鉄タクシーホールディングス株式会社 代表取締役　浅野　丈夫,331-2221,名鉄交通,名古屋市瑞穂区浮島町５番１号　３Ｆ,名古屋市瑞穂区浮島町５番１号,３Ｆ,691-6346,飲食店営業,2021/12/24,3瑞保健第1-168号,2022/1/21,2029/1/20,,245,名鉄交通,052,052-691-6346,,,,名古屋市瑞穂区浮島町５番１号,愛知県名古屋市瑞穂区浮島町５番１号,３Ｆ,115214,23,23108,浮島町,,,2021/12/24,2022/01/21,2029/01/20,名鉄タクシーホールディングス株式会社 ,代表取締役　浅野　丈夫,052-331-2221,,,,,,,,3瑞保健第1-168号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,名鉄交通052-691-634611521423108,d03def2e-7912-41f7-9331-29ddbb939c61,名鉄タクシーホールディングス株式会社,25f79d8b-e310-49d0-a920-4dc82031335c,e92de99d-8ed5-46b6-8454-6493eea4b848,2021/12/24,名鉄交通,名鉄交通,名鉄タクシーホールディングス株式会社
桝谷 清克,,KISSA 千佳,名古屋市瑞穂区苗代町１７番１１号　,名古屋市瑞穂区苗代町１７番１１号, ,,飲食店営業,2021/12/27,3瑞保健第1-169号,2022/1/21,2028/1/20,,245,KISSA 千佳,052,,,,,名古屋市瑞穂区苗代町１７番１１号,愛知県名古屋市瑞穂区苗代町１７番１１号, ,115395,23,23108,苗代町,,,2021/12/27,2022/01/21,2028/01/20,,桝谷 清克,,,,,,,,,3瑞保健第1-169号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＫＩＳＳＡ千佳11539523108,a3c167a2-deab-42d8-91fe-822f80da4652,,personal,4a8cbeec-dcab-4c6d-ac0f-de6cabfdeca5,2021/12/27,ＫＩＳＳＡ　千佳,ＫＩＳＳＡ千佳,
佐伯　英樹,,Ｃｈａｔｔｏ　Ｃｈｉｃｋｅｎ,名古屋市熱田区金山町一丁目１７番７号　,名古屋市熱田区金山町１丁目１７番７号, ,,飲食店営業,2021/12/2,3熱保健第1-284号,2021/12/3,2028/3/20,,245,Ｃｈａｔｔｏ　Ｃｈｉｃｋｅｎ,052,,,,,名古屋市熱田区金山町１丁目１７番７号,愛知県名古屋市熱田区金山町１丁目１７番７号, ,115548,23,23109,金山町１,,,2021/12/02,2021/12/03,2028/03/20,,佐伯　英樹,,,,,,,,,3熱保健第1-284号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＣｈａｔｔｏＣｈｉｃｋｅｎ11554823109,d5e727a8-e2db-4fd7-9130-98ca4f9d9ac9,,personal,6add7c91-6c82-4c7f-bc5b-13dbaf6da6f0,2021/12/02,Ｃｈａｔｔｏ　Ｃｈｉｃｋｅｎ,ＣｈａｔｔｏＣｈｉｃｋｅｎ,
天野　純一,,JBC cafe,名古屋市熱田区旗屋二丁目１０番１１号　,名古屋市熱田区旗屋２丁目１０番１１号, ,228-0720,飲食店営業,2021/12/14,3熱保健第1-283号,2021/12/21,2027/12/20,,245,JBC cafe,052,052-228-0720,,,,名古屋市熱田区旗屋２丁目１０番１１号,愛知県名古屋市熱田区旗屋２丁目１０番１１号, ,115606,23,23109,旗屋２,,,2021/12/14,2021/12/21,2027/12/20,,天野　純一,,,,,,,,,3熱保健第1-283号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,ＪＢＣｃａｆｅ052-228-072011560623109,8b322f36-5933-477e-8406-f5d3644e8714,,personal,b0cab2bb-d5b1-470d-af4a-24df32d5e7e1,2021/12/14,ＪＢＣ　ｃａｆｅ,ＪＢＣｃａｆｅ,
菊地　礼子,,清正,名古屋市熱田区森後町８番２５号　,名古屋市熱田区森後町８番２５号, ,682-1593,飲食店営業,2021/12/15,3熱保健第1-282号,2021/12/21,2027/12/20,,245,清正,052,052-682-1593,,,,名古屋市熱田区森後町８番２５号,愛知県名古屋市熱田区森後町８番２５号, ,115617,23,23109,森後町,,,2021/12/15,2021/12/21,2027/12/20,,菊地　礼子,,,,,,,,,3熱保健第1-282号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,清正052-682-159311561723109,1088d41a-6873-4910-82a2-535a20b29ec6,,personal,1d2b589e-e1b4-4e47-ba7f-e498d9ef23ce,2021/12/15,清正,清正,
株式会社フジオフードシステム 代表取締役　藤尾政弘,06-6360-0301,さち福や　イオンモール熱田店,名古屋市熱田区六野一丁目２番１１号　イオンモール熱田４階,名古屋市熱田区六野１丁目２番１１号 ,イオンモール熱田４階,602-7833,飲食店営業,2021/12/15,3熱保健第1-289号,2021/12/17,2029/10/20,,245,さち福や　イオンモール熱田店,052,052-602-7833,,,,名古屋市熱田区六野１丁目２番１１号 ,愛知県名古屋市熱田区六野１丁目２番１１号,イオンモール熱田４階,115615,23,23109,六野１,,,2021/12/15,2021/12/17,2029/10/20,株式会社フジオフードシステム ,代表取締役　藤尾政弘,06-6360-0301,,,,,,,,3熱保健第1-289号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生(許可)_2021年11月-2021年12月_末日_新規,M,76,,,さち福やイオンモル熱田店052-602-783311561523109,34f07af7-59b1-4879-a7ba-38a353ad6581,株式会社フジオフードシステム　,9b40801f-9c87-48bf-b080-dccbb13c6fda,f54f7f91-b96d-46c2-9709-cf736e17be41,2021/12/15,さち福や　イオンモール熱田店,さち福やイオンモル熱田店,株式会社フジオフードシステム　
