https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538,n処理終了,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,,業種,,施設-住所1,施設-マンション名,,,施設-電話番号1,申請者1,,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,その他,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232025,,愛知県,岡崎市,ローソン中岡崎店,ローソンナカオカザキテン,菓子製造業,,愛知県岡崎市中岡崎町2-11,,,,(0564)28-7491,,,430-01-010-0055,2018/12/5,2018/12/5,2018/12/5,2024/12/31,,,,,,247,ローソン中岡崎店,0564,0564-28-7491,,,,愛知県岡崎市中岡崎町2-11,愛知県岡崎市中岡崎町２－１１,,118203,23,23202,中岡崎町,,2018/12/05,2018/12/05,2018/12/05,2024/12/31,,,,,,,,,,,430-01-010-0055,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,ロソン中岡崎店0564-28-749111820323202,e5aa1a66-9b7a-4171-aa24-382a6e4455ab,,personal,59fca876-8602-4edf-9701-b2b27f231785,2018/12/05,ローソン中岡崎店,ロソン中岡崎店,
232025,,愛知県,岡崎市,庭山ライフ,ニワヤマライフ,菓子製造業,,愛知県岡崎市真福寺町字五月田94-3,,,,(0564)45-2980,,,430-01-010-0057,2018/12/11,2018/12/11,2018/12/11,2023/12/31,,,,,,247,庭山ライフ,0564,0564-45-2980,,,,愛知県岡崎市真福寺町字五月田94-3,愛知県岡崎市真福寺町字五月田９４－３,,118175,23,23202,真福寺町,,2018/12/11,2018/12/11,2018/12/11,2023/12/31,,,,,,,,,,,430-01-010-0057,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,庭山ライフ0564-45-298011817523202,daaf1c29-5ce0-42fa-b8c4-81ffef3c068f,,personal,5714e80f-bc35-4c24-9c9d-52b7bb3006a5,2018/12/11,庭山ライフ,庭山ライフ,
232025,,愛知県,岡崎市,レストラン ＣＡＮＡ,レストラン カナ,飲食店営業,,愛知県岡崎市南明大寺町4-32,パークサイドビル１階南側,,,,,,430-01-004-0088,2018/12/12,2018/12/12,2018/12/12,2024/12/31,,,,,,247,レストラン ＣＡＮＡ,0564,,,,,愛知県岡崎市南明大寺町4-32,愛知県岡崎市南明大寺町４－３２,パークサイドビル１階南側,118401,23,23202,南明大寺町,,2018/12/12,2018/12/12,2018/12/12,2024/12/31,,,,,,,,,,,430-01-004-0088,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,レストランＣＡＮＡ11840123202,d417a319-5211-4088-be11-0992c1643628,,personal,d026243d-6be3-4b83-9aab-d6350b8fdc52,2018/12/12,レストラン　ＣＡＮＡ,レストランＣＡＮＡ,
232025,,愛知県,岡崎市,つか本,ツカモト,飲食店営業,,愛知県岡崎市明大寺本町4-1,トレインサイド塚本１階,,,(0564)23-3256,,,430-01-004-0089,2018/12/25,2018/12/25,2018/12/25,2024/12/31,,,,,,247,つか本,0564,0564-23-3256,,,,愛知県岡崎市明大寺本町4-1,愛知県岡崎市明大寺本町４－１,トレインサイド塚本１階,118295,23,23202,明大寺本町４,,2018/12/25,2018/12/25,2018/12/25,2024/12/31,,,,,,,,,,,430-01-004-0089,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,つか本0564-23-325611829523202,6477fb26-f9e5-43b0-aee6-5c3ceeb73137,,personal,5316f014-3a66-499c-9e0c-d4ae145619b3,2018/12/25,つか本,つか本,
232025,,愛知県,岡崎市,Ｍ カフェ,エム カフェ,飲食店営業,,愛知県岡崎市針崎町字ﾌﾛ43-1,,,,,,,430-01-001-0063,2018/12/28,2018/12/28,2018/12/28,2024/12/31,,,,,,247,Ｍ カフェ,0564,,,,,愛知県岡崎市針崎町字ﾌﾛ43-1,愛知県岡崎市針崎町字ﾌﾛ４３－１,,118252,23,23202,針崎町,,2018/12/28,2018/12/28,2018/12/28,2024/12/31,,,,,,,,,,,430-01-001-0063,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,Ｍカフェ11825223202,34baf95f-ee5a-4c08-9c9b-14b9c54fa6ed,,personal,c02210e8-2c72-4afd-bf7d-07f436361a4d,2018/12/28,Ｍ　カフェ,Ｍカフェ,
232025,,愛知県,岡崎市,ケ・セラ・セラ,ケ・セラ・セラ,飲食店営業,,愛知県岡崎市天白町東池36-1,イエロービル２Ｆ,,,(0564)58-3311,,,430-01-004-0090,2018/12/28,2018/12/28,2019/1/1,2024/12/31,,,,,,247,ケ・セラ・セラ,0564,0564-58-3311,,,,愛知県岡崎市天白町東池36-1,愛知県岡崎市天白町東池３６－１,イエロービル２Ｆ,118191,23,23202,天白町,,2018/12/28,2018/12/28,2019/01/01,2024/12/31,,,,,,,,,,,430-01-004-0090,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ケセラセラ0564-58-331111819123202,d776ad38-171a-43a6-af8e-77263b9c8611,,personal,5d7fbde2-f497-4c4b-a93e-8d6e645ee250,2018/12/28,ケ・セラ・セラ,ケセラセラ,
232025,,愛知県,岡崎市,喫茶 天,キッサ テン,飲食店営業,,愛知県岡崎市稲熊町字4-61,,,,(0564)73-6755,,,430-01-001-0064,2019/1/7,2019/1/7,2019/1/7,2025/1/31,,,,,,247,喫茶 天,0564,0564-73-6755,,,,愛知県岡崎市稲熊町字4-61,愛知県岡崎市稲熊町字４－６１,,118068,23,23202,稲熊町,,2019/01/07,2019/01/07,2019/01/07,2025/01/31,,,,,,,,,,,430-01-001-0064,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,喫茶天0564-73-675511806823202,cbe678c9-b5c2-4ca5-a9cb-26d0c265f9f2,,personal,c0ebcd3a-398d-4605-9703-898362e7f864,2019/01/07,喫茶　天,喫茶天,
232025,,愛知県,岡崎市,オステリア オッティモ,オステリア オッティモ,飲食店営業,,愛知県岡崎市柱町字上荒子8-3,ＮＳビル ３－Ｄ,,,(0564)84-5662,,,429-01-501-0020,2011/5/13,2017/5/11,2017/6/1,2023/5/31,,,,,,247,オステリア オッティモ,0564,0564-84-5662,,,,愛知県岡崎市柱町字上荒子8-3,愛知県岡崎市柱町字上荒子８－３,ＮＳビル ３－Ｄ,118239,23,23202,柱町,,2011/05/13,2017/05/11,2017/06/01,2023/05/31,,,,,,,,,,,429-01-501-0020,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,オステリアオッティモ0564-84-566211823923202,6fc373ed-b975-475b-8ce0-4d58004b5601,,personal,a74699ff-3eaf-42b8-9c53-bddc7de8624c,2017/05/11,オステリア　オッティモ,オステリアオッティモ,
232025,,愛知県,岡崎市,まつや,マツヤ,飲食店営業,,愛知県岡崎市城南町2-7-12,,,,(0564)51-2476,,,429-01-501-0021,2011/5/18,2017/5/11,2017/6/1,2023/5/31,,,,,,247,まつや,0564,0564-51-2476,,,,愛知県岡崎市城南町2-7-12,愛知県岡崎市城南町２－７－１２,,118369,23,23202,城南町２,,2011/05/18,2017/05/11,2017/06/01,2023/05/31,,,,,,,,,,,429-01-501-0021,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,まつや0564-51-247611836923202,9bd77287-227e-40b9-a6cc-0a3e2b9efa38,,personal,8870ad60-9cf8-44bb-9897-fba0ca66d7c0,2017/05/11,まつや,まつや,
232025,,愛知県,岡崎市,ＶＡＬＫＹＲＩＥ,バルキリー,飲食店営業,,愛知県岡崎市本町通1-3,ｍｉｓｅｃｏｍビル２階,,,,,,430-01-004-0091,2019/1/9,2019/1/9,2019/1/9,2025/1/31,,,,,,247,ＶＡＬＫＹＲＩＥ,0564,,,,,愛知県岡崎市本町通1-3,愛知県岡崎市本町通１－３,ｍｉｓｅｃｏｍビル２階,118278,23,23202,本町通１,,2019/01/09,2019/01/09,2019/01/09,2025/01/31,,,,,,,,,,,430-01-004-0091,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ＶＡＬＫＹＲＩＥ11827823202,b215dcd8-e8e0-45b7-a5da-3be5927f47b6,,personal,0074cc4e-0f58-4641-b1d0-f89b189922ec,2019/01/09,ＶＡＬＫＹＲＩＥ,ＶＡＬＫＹＲＩＥ,
232025,,愛知県,岡崎市,耀苑,キエン,飲食店営業,,愛知県岡崎市鴨田町字山ﾉ圦56-1,花笑ビルルシアＢ１－２号室,,,(0564)26-1210,,,430-01-004-0093,2019/1/17,2019/1/17,2019/1/17,2025/1/31,,,,,,247,耀苑,0564,0564-26-1210,,,,愛知県岡崎市鴨田町字山ﾉ圦56-1,愛知県岡崎市鴨田町字山ノ圦５６－１,花笑ビルルシアＢ１－２号室,118125,23,23202,鴨田町,,2019/01/17,2019/01/17,2019/01/17,2025/01/31,,,,,,,,,,,430-01-004-0093,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,耀苑0564-26-121011812523202,e7697c36-61ac-4648-a33c-f8ac0a514aa3,,personal,72f5bd27-618f-4e88-aa14-a5bdb6f81d53,2019/01/17,耀苑,耀苑,
232025,,愛知県,岡崎市,カネカカフェ,カネカカフェ,飲食店営業,,愛知県岡崎市保母町北二百田13,,,,,,,430-01-004-0095,2019/1/25,2019/1/25,2019/1/25,2024/1/31,,,,,,247,カネカカフェ,0564,,,,,愛知県岡崎市保母町北二百田13,愛知県岡崎市保母町北二百田１３,,118276,23,23202,保母町,,2019/01/25,2019/01/25,2019/01/25,2024/01/31,,,,,,,,,,,430-01-004-0095,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,カネカカフェ11827623202,1d5ea29c-e75c-4e1e-a523-324a5e5835f0,,personal,0a153f6d-8200-4673-89e6-b97c68c01347,2019/01/25,カネカカフェ,カネカカフェ,
232025,,愛知県,岡崎市,レストラン ＣＡＮＡ,レストラン カナ,食肉販売業,,愛知県岡崎市南明大寺町4-32,パークサイドビル１階南側,,,,,,430-01-007-0025,2019/1/29,2019/1/29,2019/1/29,2024/12/31,,,,,,247,レストラン ＣＡＮＡ,0564,,,,,愛知県岡崎市南明大寺町4-32,愛知県岡崎市南明大寺町４－３２,パークサイドビル１階南側,118401,23,23202,南明大寺町,,2019/01/29,2019/01/29,2019/01/29,2024/12/31,,,,,,,,,,,430-01-007-0025,,食肉販売業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,I,58,583,,レストランＣＡＮＡ11840123202,d417a319-5211-4088-be11-0992c1643628,,personal,1c0d66f8-2f32-4ba4-9cdd-fb25e4b5defd,2019/01/29,レストラン　ＣＡＮＡ,レストランＣＡＮＡ,
232025,,愛知県,岡崎市,ティー フォレスト,ティー フォレスト,飲食店営業,,愛知県岡崎市明大寺町字兎ヶ入5-63,,,,(0564)77-5152,,,430-01-001-0070,2019/2/12,2019/2/12,2019/2/12,2024/2/29,,,,,,247,ティー フォレスト,0564,0564-77-5152,,,,愛知県岡崎市明大寺町字兎ヶ入5-63,愛知県岡崎市明大寺町字兎が入５－６３,,118291,23,23202,明大寺町,,2019/02/12,2019/02/12,2019/02/12,2024/02/29,,,,,,,,,,,430-01-001-0070,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ティフォレスト0564-77-515211829123202,3e437db0-7881-4efa-9965-e29cb612f2e6,,personal,fab97135-527c-4af5-8ecf-ef4ad787257e,2019/02/12,ティー　フォレスト,ティフォレスト,
232025,,愛知県,岡崎市,ＶＩＶＩＡＮＡ,ウ゛ィウ゛ィアナ,飲食店営業,,愛知県岡崎市明大寺本町4-33,第二新星ビル４１１,,,,,,430-01-004-0099,2019/2/18,2019/2/18,2019/2/18,2025/2/28,,,,,,247,ＶＩＶＩＡＮＡ,0564,,,,,愛知県岡崎市明大寺本町4-33,愛知県岡崎市明大寺本町４－３３,第二新星ビル４１１,118295,23,23202,明大寺本町４,,2019/02/18,2019/02/18,2019/02/18,2025/02/28,,,,,,,,,,,430-01-004-0099,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ＶＩＶＩＡＮＡ11829523202,5ff2b7e8-c04d-4df3-b37c-2a82d13d6fb1,,personal,d9847e72-684d-4413-8de9-91ad6a5e3d73,2019/02/18,ＶＩＶＩＡＮＡ,ＶＩＶＩＡＮＡ,
232025,,愛知県,岡崎市,Ｃｌｕｂ Ｒｏｙａｌ,クラブ ロイヤル,飲食店営業,,愛知県岡崎市南明大寺町4-32,パークサイドビル２階,,,(0564)58-3223,,,430-01-004-0101,2019/2/19,2019/2/19,2019/2/19,2025/2/28,,,,,,247,Ｃｌｕｂ Ｒｏｙａｌ,0564,0564-58-3223,,,,愛知県岡崎市南明大寺町4-32,愛知県岡崎市南明大寺町４－３２,パークサイドビル２階,118401,23,23202,南明大寺町,,2019/02/19,2019/02/19,2019/02/19,2025/02/28,,,,,,,,,,,430-01-004-0101,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ＣｌｕｂＲｏｙａｌ0564-58-322311840123202,92687134-c90f-466b-8dbf-1cb2a00f8e53,,personal,0169a9b2-4478-43c2-9a24-ec0b6f941d68,2019/02/19,Ｃｌｕｂ　Ｒｏｙａｌ,ＣｌｕｂＲｏｙａｌ,
232025,,愛知県,岡崎市,居ｚａｃ 心愛,イザック ココア,飲食店営業,,愛知県岡崎市鴨田町字東田1-4,嵯峨ビル１０１,,,,,,430-01-004-0102,2019/3/4,2019/3/4,2019/3/4,2025/3/31,,,,,,247,居ｚａｃ 心愛,0564,,,,,愛知県岡崎市鴨田町字東田1-4,愛知県岡崎市鴨田町字東田１－４,嵯峨ビル１０１,118125,23,23202,鴨田町,,2019/03/04,2019/03/04,2019/03/04,2025/03/31,,,,,,,,,,,430-01-004-0102,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,居ｚａｃ心愛11812523202,391665ee-50c3-48f5-a263-a4138ab7b8b4,,personal,39a30c77-11e0-4d41-be53-0c645151132d,2019/03/04,居ｚａｃ　心愛,居ｚａｃ心愛,
232025,,愛知県,岡崎市,曳山フーズ,ヒキヤマフーズ,飲食店営業,,愛知県岡崎市大門1-4-8,西濃運輸内,,,,,,430-01-002-0024,2019/2/21,2019/2/21,2019/2/21,2025/2/28,,,,,,247,曳山フーズ,0564,,,,,愛知県岡崎市大門1-4-8,愛知県岡崎市大門１－４－８,西濃運輸内,118374,23,23202,大門１,,2019/02/21,2019/02/21,2019/02/21,2025/02/28,,,,,,,,,,,430-01-002-0024,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,曳山フズ11837423202,5af70593-9866-4a8b-aa6d-26f9987242d7,,personal,d18c620c-15af-4769-ab76-f067a74079f5,2019/02/21,曳山フーズ,曳山フズ,
232025,,愛知県,岡崎市,ホルモン店 横ちゃん家,ホルモンテン ヨコチャンイエ,飲食店営業,,愛知県岡崎市生平町杢渕47-1,内田店舗 西,,,(0564)47-3363,,,429-01-501-0039,2011/5/25,2017/5/24,2017/6/1,2023/5/31,,,,,,247,ホルモン店 横ちゃん家,0564,0564-47-3363,,,,愛知県岡崎市生平町杢渕47-1,愛知県岡崎市生平町杢渕４７－１,内田店舗 西,118092,23,23202,生平町,,2011/05/25,2017/05/24,2017/06/01,2023/05/31,,,,,,,,,,,429-01-501-0039,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ホルモン店横ちゃん家0564-47-336311809223202,5c482df0-8e22-410f-8233-ac2d67ffb945,,personal,9757f1e4-acd9-4c9a-9652-99e99519e166,2017/05/24,ホルモン店　横ちゃん家,ホルモン店横ちゃん家,
232025,,愛知県,岡崎市,ひつじのまま,ヒツジノママ,飲食店営業,,愛知県岡崎市岡町東金山15,,,,,,,430-01-004-0100,2019/2/18,2019/2/18,2019/2/18,2024/2/29,,,,,,247,ひつじのまま,0564,,,,,愛知県岡崎市岡町東金山15,愛知県岡崎市岡町東金山１５,,118099,23,23202,岡町,,2019/02/18,2019/02/18,2019/02/18,2024/02/29,,,,,,,,,,,430-01-004-0100,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ひつじのまま11809923202,0ed2390f-94a8-46a1-b3e3-ea232a220754,,personal,a15abf99-d36c-4428-a042-7ac13402a9cc,2019/02/18,ひつじのまま,ひつじのまま,
232025,,愛知県,岡崎市,かぶらや,カブラヤ,飲食店営業,,愛知県岡崎市伝馬通4-41 1F,,,,(0564)26-3505,,,430-01-001-0073,2019/2/22,2019/2/22,2019/2/22,2025/2/28,,,,,,247,かぶらや,0564,0564-26-3505,,,,愛知県岡崎市伝馬通4-41 1F,愛知県岡崎市伝馬通４－４１１F,,118196,23,23202,伝馬通４,,2019/02/22,2019/02/22,2019/02/22,2025/02/28,,,,,,,,,,,430-01-001-0073,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,かぶらや0564-26-350511819623202,9299000a-a557-4929-a9aa-7e94475d4855,,personal,61a7bd5e-44d3-41c7-9b76-938b096d7bd0,2019/02/22,かぶらや,かぶらや,
232025,,愛知県,岡崎市,ナイト ラウンジ ココナッツ,ナイト ラウンジ ココナッツ,飲食店営業,,愛知県岡崎市板屋町167-3 2F,,,,,,,430-01-004-0108,2019/3/7,2019/3/7,2019/3/7,2025/3/31,,,,,,247,ナイト ラウンジ ココナッツ,0564,,,,,愛知県岡崎市板屋町167-3 2F,愛知県岡崎市板屋町１６７－３２F,,118057,23,23202,板屋町,,2019/03/07,2019/03/07,2019/03/07,2025/03/31,,,,,,,,,,,430-01-004-0108,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ナイトラウンジココナッツ11805723202,be370f0c-a1c2-4da2-b157-0a88bfb13bcd,,personal,3ce33191-dfae-43c8-9dd1-8acf08f6f618,2019/03/07,ナイト　ラウンジ　ココナッツ,ナイトラウンジココナッツ,
232025,,愛知県,岡崎市,Ｒｏｏｍ０３５,ルウムゼロサンゴ,飲食店営業,,愛知県岡崎市井田町字荒居98-2,,,,(0564)28-6424,,,430-01-001-0075,2019/4/2,2019/4/2,2019/4/2,2024/4/30,,,,,,247,Ｒｏｏｍ０３５,0564,0564-28-6424,,,,愛知県岡崎市井田町字荒居98-2,愛知県岡崎市井田町字荒居９８－２,,118059,23,23202,井田町,,2019/04/02,2019/04/02,2019/04/02,2024/04/30,,,,,,,,,,,430-01-001-0075,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,Ｒｏｏｍ０３５0564-28-642411805923202,13f5b9d6-3bf0-4bc3-9c09-bb7b9f98a6a2,,personal,7da43d64-7e01-4152-b698-88109763b27e,2019/04/02,Ｒｏｏｍ０３５,Ｒｏｏｍ０３５,
232025,,愛知県,岡崎市,ミールカフェ,ミールカフェ,飲食店営業,,愛知県岡崎市下佐々木町字宮畑51-7,,,,(0564)83-5882,,,430-01-001-0076,2019/3/14,2019/3/14,2019/3/14,2025/3/31,,,,,,247,ミールカフェ,0564,0564-83-5882,,,,愛知県岡崎市下佐々木町字宮畑51-7,愛知県岡崎市下佐々木町字宮畑５１－７,,118169,23,23202,下佐々木町,,2019/03/14,2019/03/14,2019/03/14,2025/03/31,,,,,,,,,,,430-01-001-0076,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ミルカフェ0564-83-588211816923202,cff4fa4c-d357-4430-bda7-92254c3a3654,,personal,f09aa649-86b7-41b1-af1a-3fe6c67ef4a3,2019/03/14,ミールカフェ,ミルカフェ,
232025,,愛知県,岡崎市,ミールカフェ,ミールカフェ,菓子製造業,,愛知県岡崎市下佐々木町字宮畑51-7,,,,(0564)83-5882,,,430-01-010-0068,2019/3/14,2019/3/14,2019/3/14,2025/3/31,,,,,,247,ミールカフェ,0564,0564-83-5882,,,,愛知県岡崎市下佐々木町字宮畑51-7,愛知県岡崎市下佐々木町字宮畑５１－７,,118169,23,23202,下佐々木町,,2019/03/14,2019/03/14,2019/03/14,2025/03/31,,,,,,,,,,,430-01-010-0068,,菓子製造業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,E,9,,,ミルカフェ0564-83-588211816923202,cff4fa4c-d357-4430-bda7-92254c3a3654,,personal,0699a0a5-ccd0-4c3d-adc9-21317bc5c507,2019/03/14,ミールカフェ,ミルカフェ,
232025,,愛知県,岡崎市,飲み処喰べ処 うさぎ,ノミドコロタベドコロ ウサギ,飲食店営業,,愛知県岡崎市江口3-6-3,,,,,,,430-01-004-0113,2019/3/20,2019/3/20,2019/3/20,2025/3/31,,,,,,247,飲み処喰べ処 うさぎ,0564,,,,,愛知県岡崎市江口3-6-3,愛知県岡崎市江口３－６－３,,118354,23,23202,江口３,,2019/03/20,2019/03/20,2019/03/20,2025/03/31,,,,,,,,,,,430-01-004-0113,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,飲み処喰べ処うさぎ11835423202,c60ab720-d931-4c83-a523-6913cdb8905a,,personal,6169a6b5-99e4-4b08-9f03-7fa5998e90de,2019/03/20,飲み処喰べ処　うさぎ,飲み処喰べ処うさぎ,
232025,,愛知県,岡崎市,台湾料理 金龍閣,タイワンリョウリ キンリュウカク,飲食店営業,,愛知県岡崎市法性寺町字猿待44-1,,,,(0564)58-4355,,,431-01-001-0002,2019/4/2,2019/4/2,2019/4/2,2025/4/30,,,,,,247,台湾料理 金龍閣,0564,0564-58-4355,,,,愛知県岡崎市法性寺町字猿待44-1,愛知県岡崎市法性寺町字猿待４４－１,,118275,23,23202,法性寺町,,2019/04/02,2019/04/02,2019/04/02,2025/04/30,,,,,,,,,,,431-01-001-0002,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,台湾料理金龍閣0564-58-435511827523202,017d7014-2917-495f-9696-905e341b70b0,,personal,c805cf76-a615-47c6-9741-3fc57c78c3fd,2019/04/02,台湾料理　金龍閣,台湾料理金龍閣,
232025,,愛知県,岡崎市,割烹 あおき,カツポウ アオキ,飲食店営業,,愛知県岡崎市中田町7-8,,,,(0564)55-0020,,,431-01-001-0004,2019/4/2,2019/4/2,2019/4/2,2025/4/30,,,,,,247,割烹 あおき,0564,0564-55-0020,,,,愛知県岡崎市中田町7-8,愛知県岡崎市中田町７－８,,118432,23,23202,中田町,,2019/04/02,2019/04/02,2019/04/02,2025/04/30,,,,,,,,,,,431-01-001-0004,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,割烹あおき0564-55-002011843223202,d3dede32-ed69-49a8-9e43-8cb988edc978,,personal,429b1cac-4c08-440a-bbcf-4c9046e6a8f5,2019/04/02,割烹　あおき,割烹あおき,
232025,,愛知県,岡崎市,ごちそう家 きどらず,ゴチソウヤ キドラズ,飲食店営業,,愛知県岡崎市大平町字大河内26-4,,,,(0564)77-6002,,,431-01-004-0002,2019/4/8,2019/4/8,2019/4/8,2025/4/30,,,,,,247,ごちそう家 きどらず,0564,0564-77-6002,,,,愛知県岡崎市大平町字大河内26-4,愛知県岡崎市大平町字大河内２６－４,,118097,23,23202,大平町,,2019/04/08,2019/04/08,2019/04/08,2025/04/30,,,,,,,,,,,431-01-004-0002,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ごちそう家きどらず0564-77-600211809723202,5b9677ee-1372-4055-b8e6-dda504d43293,,personal,45a66aaa-5e93-474e-b8fa-a9ac13f06a0d,2019/04/08,ごちそう家　きどらず,ごちそう家きどらず,
232025,,愛知県,岡崎市,ＭＯＲＩＮＥＫＯ ＣＯＦＦＥＥ,モリネコ コーヒー,飲食店営業,,愛知県岡崎市竜泉寺町字間峯ｹ平52,,,,(0564)73-2662,,,431-01-001-0003,2019/4/3,2019/4/3,2019/4/3,2025/4/30,,,,,,247,ＭＯＲＩＮＥＫＯ ＣＯＦＦＥＥ,0564,0564-73-2662,,,,愛知県岡崎市竜泉寺町字間峯ｹ平52,愛知県岡崎市竜泉寺町字間峯が平５２,,118319,23,23202,竜泉寺町,,2019/04/03,2019/04/03,2019/04/03,2025/04/30,,,,,,,,,,,431-01-001-0003,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ＭＯＲＩＮＥＫＯＣＯＦＦＥＥ0564-73-266211831923202,aaf57727-b4d9-4563-b6f7-bde905e13d68,,personal,e316fd03-d09b-4e2f-8f02-498d65d828e2,2019/04/03,ＭＯＲＩＮＥＫＯ　ＣＯＦＦＥＥ,ＭＯＲＩＮＥＫＯＣＯＦＦＥＥ,
232025,,愛知県,岡崎市,フィリピンラウンジ ＡＳＩＡ,フィリピンラウンジ エイシャ,飲食店営業,,愛知県岡崎市井田新町4-17,平安ビル２階Ｉ室,,,,,,431-01-004-0005,2019/4/10,2019/4/10,2019/4/10,2025/4/30,,,,,,247,フィリピンラウンジ ＡＳＩＡ,0564,,,,,愛知県岡崎市井田新町4-17,愛知県岡崎市井田新町４－１７,平安ビル２階Ｉ室,118058,23,23202,井田新町,,2019/04/10,2019/04/10,2019/04/10,2025/04/30,,,,,,,,,,,431-01-004-0005,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,フィリピンラウンジＡＳＩＡ11805823202,86688339-23d5-44dc-a880-873b0282d543,,personal,e8cb2b9f-e70a-4db0-9503-b3d69ddb45c4,2019/04/10,フィリピンラウンジ　ＡＳＩＡ,フィリピンラウンジＡＳＩＡ,
232025,,愛知県,岡崎市,ゆげや,ユゲヤ,飲食店営業,,愛知県岡崎市上地3-9-30,,,,(0564)58-4118,,,431-01-004-0006,2019/4/10,2019/4/10,2019/4/10,2025/4/30,,,,,,247,ゆげや,0564,0564-58-4118,,,,愛知県岡崎市上地3-9-30,愛知県岡崎市上地３－９－３０,,118463,23,23202,上地３,,2019/04/10,2019/04/10,2019/04/10,2025/04/30,,,,,,,,,,,431-01-004-0006,,飲食店営業,,,,247_愛知県_岡崎市保健所_食品衛生()_2021年11月_末日,M,76,,,ゆげや0564-58-411811846323202,4f616dc8-0502-47cf-a993-a29bb5390fe6,,personal,f6079bf5-b723-4a9d-900c-3e7e32ee5bb2,2019/04/10,ゆげや,ゆげや,
