https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,n処理終了,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-マンション名,申請者1,業種,申請区分,施設-電話番号1,開業年月日,許可年月日,確認番号,申請-電話番号1,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設の名称,施設所在地,施設所在地ビル名,営業者氏名,営業の種類,申請区分,施設電話番号,初回許可日,許可年月日（有効期間始期）,許可番号,営業者電話番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
田丸屋,東京都北区滝野川六丁目８１番１号,,遠藤正敏,飲食店営業,新規,03-3576-2300,2021/12/16,2021/12/16,3北健生食き第739号,,,196,田丸屋,03,03-3576-2300,,,,東京都北区滝野川六丁目８１番１号,東京都北区滝野川６丁目８１番１号,,74928,13,13117,滝野川６,,2021/12/16,2021/12/16,,,,遠藤正敏,,,,,,,,,3北健生食き第739号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,田丸屋03-3576-23007492813117,293ee924-fcea-4069-af59-0afcdfd92a82,,personal,1ac076ff-08bb-4f55-8c5c-acb767f4a0ee,2021/12/16,田丸屋,田丸屋,
ハニーズバー板橋店,東京都北区滝野川七丁目４番１号,JR板橋東口ビル１階,株式会社JR東日本クロスステーション,飲食店営業,新規,,2021/12/8,2021/12/8,3北健生食き第710号,050-3644-7177,,196,ハニーズバー板橋店,03,,,,,東京都北区滝野川七丁目４番１号,東京都北区滝野川７丁目４番１号,JR板橋東口ビル１階,74929,13,13117,滝野川７,,2021/12/08,2021/12/08,,,株式会社JR東日本クロスステーション,,050-3644-7177,,,,,,,,3北健生食き第710号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,ハニズバ板橋店7492913117,05776a45-9ebc-4e6c-99f8-4d941c3d9770,株式会社ＪＲ東日本クロスステーション,ae78b9ac-a867-4e93-8d83-1fc5ca8285b6,d60283b5-af69-4488-96f8-b58ac061b4d5,2021/12/08,ハニーズバー板橋店,ハニズバ板橋店,株式会社ＪＲ東日本クロスステーション
sponge,東京都北区滝野川七丁目６番１０号,板橋駅前桜ビル101,株式会社ＰＲＡＹＩＮＧ　ＲＵＮ,飲食店営業,新規,,2021/11/22,2021/11/22,3北健生食き第639号,03-6820-1201,,196,sponge,03,,,,,東京都北区滝野川七丁目６番１０号,東京都北区滝野川７丁目６番１０号,板橋駅前桜ビル101,74929,13,13117,滝野川７,,2021/11/22,2021/11/22,,,株式会社ＰＲＡＹＩＮＧ　ＲＵＮ,,03-6820-1201,,,,,,,,3北健生食き第639号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,ｓｐｏｎｇｅ7492913117,9081ad93-b06b-476f-83e1-6d1562c9069f,株式会社ＰＲＡＹＩＮＧ　ＲＵＮ,ea3b504e-302e-47cc-8cd2-292ed698912d,76d6ebcf-63c1-4834-9e7e-b990ebb8d29f,2021/11/22,ｓｐｏｎｇｅ,ｓｐｏｎｇｅ,株式会社ＰＲＡＹＩＮＧ　ＲＵＮ
生活協同組合コープみらい　コープ田端店,東京都北区田端一丁目５番７号,,生活協同組合コープみらい,飲食店営業,新規,03-3828-4681,2021/11/26,2021/11/26,3北健生食き第685号,048-864-1181,,196,生活協同組合コープみらい　コープ田端店,03,03-3828-4681,,,,東京都北区田端一丁目５番７号,東京都北区田端１丁目５番７号,,74930,13,13117,田端１,,2021/11/26,2021/11/26,,,生活協同組合コープみらい,,048-864-1181,,,,,,,,3北健生食き第685号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,生活協同組合コプみらいコプ田端店03-3828-46817493013117,e251bac7-692e-4f22-bb0e-8f81e7c81d40,生活協同組合コープみらい,e1c3f91f-7fb0-48f2-a0e0-0d70ed3bb482,f93edbe3-c4bb-4d18-a7a7-41468a3ec291,2021/11/26,生活協同組合コープみらい　コープ田端店,生活協同組合コプみらいコプ田端店,生活協同組合コープみらい
生活協同組合コープみらい　コープ田端店,東京都北区田端一丁目５番７号,,生活協同組合コープみらい,飲食店営業,新規,03-3828-4681,2021/11/26,2021/11/26,3北健生食き第684号,048-864-1181,,196,生活協同組合コープみらい　コープ田端店,03,03-3828-4681,,,,東京都北区田端一丁目５番７号,東京都北区田端１丁目５番７号,,74930,13,13117,田端１,,2021/11/26,2021/11/26,,,生活協同組合コープみらい,,048-864-1181,,,,,,,,3北健生食き第684号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,生活協同組合コプみらいコプ田端店03-3828-46817493013117,e251bac7-692e-4f22-bb0e-8f81e7c81d40,生活協同組合コープみらい,e1c3f91f-7fb0-48f2-a0e0-0d70ed3bb482,84af9b80-a588-4dc0-a963-e5804a0f69b9,2021/11/26,生活協同組合コープみらい　コープ田端店,生活協同組合コプみらいコプ田端店,生活協同組合コープみらい
生活協同組合コープみらい　コープ田端店,東京都北区田端一丁目５番７号,,生活協同組合コープみらい,飲食店営業,新規,03-3828-4681,2021/11/26,2021/11/26,3北健生食き第683号,048-864-1181,,196,生活協同組合コープみらい　コープ田端店,03,03-3828-4681,,,,東京都北区田端一丁目５番７号,東京都北区田端１丁目５番７号,,74930,13,13117,田端１,,2021/11/26,2021/11/26,,,生活協同組合コープみらい,,048-864-1181,,,,,,,,3北健生食き第683号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,生活協同組合コプみらいコプ田端店03-3828-46817493013117,e251bac7-692e-4f22-bb0e-8f81e7c81d40,生活協同組合コープみらい,e1c3f91f-7fb0-48f2-a0e0-0d70ed3bb482,f38819c5-a65d-40fa-befd-ff3891df7b9c,2021/11/26,生活協同組合コープみらい　コープ田端店,生活協同組合コプみらいコプ田端店,生活協同組合コープみらい
蒲隆𢜫庵,東京都北区田端一丁目１１番１号,,髙橋一美,飲食店営業,新規,03-5685-5501,2021/11/26,2021/11/26,3北健生食き第681号,,,196,蒲隆𢜫庵,03,03-5685-5501,,,,東京都北区田端一丁目１１番１号,東京都北区田端１丁目１１番１号,,74930,13,13117,田端１,,2021/11/26,2021/11/26,,,,髙橋一美,,,,,,,,,3北健生食き第681号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,蒲隆𢜫庵03-5685-55017493013117,399e1eff-3c31-44aa-aaa0-414a5ffe4940,,personal,4d9e140f-99e4-4a55-8bba-1ffd028840b1,2021/11/26,蒲隆𢜫庵,蒲隆𢜫庵,
バー　ハナクラ,東京都北区田端二丁目６番２５号,近藤ビル101,内田弘二,飲食店営業,新規,,2021/12/16,2021/12/16,3北健生食き第729号,,,196,バー　ハナクラ,03,,,,,東京都北区田端二丁目６番２５号,東京都北区田端２丁目６番２５号,近藤ビル101,74931,13,13117,田端２,,2021/12/16,2021/12/16,,,,内田弘二,,,,,,,,,3北健生食き第729号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,バハナクラ7493113117,c0a6f7e3-eadf-4b81-995e-69bb02b2c274,,personal,8c4f98df-0b13-451d-afd3-d553de32ada8,2021/12/16,バー　ハナクラ,バハナクラ,
ファミリーマート田端駅前店,東京都北区田端六丁目１番１号,田端アスカタワー　１Ｆ,松尾　太介,飲食店営業,新規,03-3827-4858,2021/12/9,2021/12/9,3北健生食き第701号,,,196,ファミリーマート田端駅前店,03,03-3827-4858,,,,東京都北区田端六丁目１番１号,東京都北区田端６丁目１番１号,田端アスカタワー　１Ｆ,74935,13,13117,田端６,,2021/12/09,2021/12/09,,,,松尾　太介,,,,,,,,,3北健生食き第701号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,ファミリマト田端駅前店03-3827-48587493513117,2e5abde1-4d35-4c32-a7f7-5b4a87502b51,,personal,1e4bdb2f-8f4b-4501-b8e8-a5374d4bab2b,2021/12/09,ファミリーマート田端駅前店,ファミリマト田端駅前店,
らーめん処　歩や,東京都北区田端新町一丁目１２番７号,,渡部　重信,飲食店営業,新規,03-3893-0184,2021/12/17,2021/12/17,3北健生食き第707号,,,196,らーめん処　歩や,03,03-3893-0184,,,,東京都北区田端新町一丁目１２番７号,東京都北区田端新町１丁目１２番７号,,74936,13,13117,田端新町１,,2021/12/17,2021/12/17,,,,渡部　重信,,,,,,,,,3北健生食き第707号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,らめん処歩や03-3893-01847493613117,d98345bf-27de-477a-a80a-04ed51c10b2b,,personal,8b9e40df-a1ed-4a07-8386-5567ed0a0857,2021/12/17,らーめん処　歩や,らめん処歩や,
コンプリート,東京都北区田端新町三丁目５番７号,安岡ビルディングB１,髙田　礼,飲食店営業,新規,,2021/12/14,2021/12/14,3北健生食き第703号,,,196,コンプリート,03,,,,,東京都北区田端新町三丁目５番７号,東京都北区田端新町３丁目５番７号,安岡ビルディングB１,74938,13,13117,田端新町３,,2021/12/14,2021/12/14,,,,髙田　礼,,,,,,,,,3北健生食き第703号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,コンプリト7493813117,d393a0d1-ff0f-42b9-a6aa-9d5edf435aa6,,personal,b7596c81-2352-4ffb-b2bb-a12d8b8d8ccb,2021/12/14,コンプリート,コンプリト,
豊洲市場外 酒場食堂 まさむら 田端店,東京都北区田端新町三丁目１５番１６号,平山ビル１階,株式会社ユミニム,飲食店営業,新規,03-6820-2439,2021/12/14,2021/12/14,3北健生食き第712号,03-5615-8924,,196,豊洲市場外 酒場食堂 まさむら 田端店,03,03-6820-2439,,,,東京都北区田端新町三丁目１５番１６号,東京都北区田端新町３丁目１５番１６号,平山ビル１階,74938,13,13117,田端新町３,,2021/12/14,2021/12/14,,,株式会社ユミニム,,03-5615-8924,,,,,,,,3北健生食き第712号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,豊洲市場外酒場食堂まさむら田端店03-6820-24397493813117,0c6e290d-4c53-47b2-b023-afd6f2c0d166,株式会社ユミニム,669d0849-a826-4962-9326-2bb6557f0672,892f2d7f-80e3-418c-ac13-38927fc5365f,2021/12/14,豊洲市場外　酒場食堂　まさむら　田端店,豊洲市場外酒場食堂まさむら田端店,株式会社ユミニム
酉縁,東京都北区中里一丁目９番１５号,浜野ビル1階,曽和徳義,飲食店営業,新規,03-3828-2480,2021/11/26,2021/11/26,3北健生食き第682号,,,196,酉縁,03,03-3828-2480,,,,東京都北区中里一丁目９番１５号,東京都北区中里１丁目９番１５号,浜野ビル1階,74947,13,13117,中里１,,2021/11/26,2021/11/26,,,,曽和徳義,,,,,,,,,3北健生食き第682号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,酉縁03-3828-24807494713117,f8372afd-add9-47c3-8cc9-278bf63738b2,,personal,e363e96a-87d9-4674-a63c-271e876b516f,2021/11/26,酉縁,酉縁,
おいしい地酒の店　直菊,東京都北区中里二丁目３番９号,,今井　直,飲食店営業,新規,03-3915-5745,2021/11/17,2021/11/17,3北健生食き第668号,,,196,おいしい地酒の店　直菊,03,03-3915-5745,,,,東京都北区中里二丁目３番９号,東京都北区中里２丁目３番９号,,74948,13,13117,中里２,,2021/11/17,2021/11/17,,,,今井　直,,,,,,,,,3北健生食き第668号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,おいしい地酒の店直菊03-3915-57457494813117,7c102da3-d860-4df4-b099-83a3f1336d21,,personal,a6c8a7e8-33ac-4c72-9854-3f2862f76491,2021/11/17,おいしい地酒の店　直菊,おいしい地酒の店直菊,
マルエツプチ駒込店,東京都北区中里二丁目４番７号,,株式会社マルエツ,飲食店営業,新規,03-3918-9722,2021/12/15,2021/12/15,3北健生食き第718号,03-3590-0025,,196,マルエツプチ駒込店,03,03-3918-9722,,,,東京都北区中里二丁目４番７号,東京都北区中里２丁目４番７号,,74948,13,13117,中里２,,2021/12/15,2021/12/15,,,株式会社マルエツ,,03-3590-0025,,,,,,,,3北健生食き第718号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,マルエツプチ駒込店03-3918-97227494813117,4c963be8-4c88-44ae-95dc-4ca964485df8,株式会社マルエツ,78781612-bb52-4f51-8767-238c44b2f9a1,a99e1e6d-c299-4d69-86a2-785b18e32837,2021/12/15,マルエツプチ駒込店,マルエツプチ駒込店,株式会社マルエツ
ローソン中里二丁目店,東京都北区中里二丁目２４番１,１０１号,有限会社　興栄オアシス,飲食店営業,新規,03-3917-1836,2021/11/16,2021/11/16,3北健生食き第666号,03-3917-1836,,196,ローソン中里二丁目店,03,03-3917-1836,,,,東京都北区中里二丁目２４番１,東京都北区中里２丁目２４番１,１０１号,74948,13,13117,中里２,,2021/11/16,2021/11/16,,,有限会社　興栄オアシス,,03-3917-1836,,,,,,,,3北健生食き第666号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,ロソン中里二丁目店03-3917-18367494813117,4f66fc6e-46e4-4688-aae0-7dec93f1bd39,有限会社興栄オアシス,cda605cf-a785-4480-ac92-a83e87933ad3,87005b1e-7a23-4198-b39b-6ad529a5f5ee,2021/11/16,ローソン中里二丁目店,ロソン中里二丁目店,有限会社興栄オアシス
テガルデリバリー駒込店,東京都北区中里三丁目１１番１４号,中里ハイツ１F,株式会社ＧＲＯＷＳ,飲食店営業,新規,,2021/12/21,2021/12/21,3北健生食き第706号,03-3527-1905,,196,テガルデリバリー駒込店,03,,,,,東京都北区中里三丁目１１番１４号,東京都北区中里３丁目１１番１４号,中里ハイツ１F,74949,13,13117,中里３,,2021/12/21,2021/12/21,,,株式会社ＧＲＯＷＳ,,03-3527-1905,,,,,,,,3北健生食き第706号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,テガルデリバリ駒込店7494913117,86d59f3c-4db1-40b5-88da-41260413820a,株式会社ＧＲＯＷＳ,4ffb434a-bad5-4667-883c-bd97bb36ad97,14df8e83-8998-4b74-9246-84252e2a2158,2021/12/21,テガルデリバリー駒込店,テガルデリバリ駒込店,株式会社ＧＲＯＷＳ
聖学院小学校アイコーメディカル,東京都北区中里三丁目１３番１号,,株式会社アイコーメディカル,飲食店営業,新規,,2021/12/15,2021/12/15,3北健生食き第737号,,,196,聖学院小学校アイコーメディカル,03,,,,,東京都北区中里三丁目１３番１号,東京都北区中里３丁目１３番１号,,74949,13,13117,中里３,,2021/12/15,2021/12/15,,,株式会社アイコーメディカル,,,,,,,,,,3北健生食き第737号,新規,飲食店営業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,M,76,,,聖学院小学校アイコメディカル7494913117,33198e02-fe0f-402c-9723-90020f37e432,株式会社アイコーメディカル,51b776f6-f8f8-4e26-b130-d96e1d341115,a01e2142-5aec-43e5-a537-2c193f807223,2021/12/15,聖学院小学校アイコーメディカル,聖学院小学校アイコメディカル,株式会社アイコーメディカル
スーパーＪ＆Ｍ,東京都北区上十条四丁目１５番１４号,,有限会社大原商店,食肉販売業,新規,03-3900-3059,2021/12/1,2021/12/1,3北健生食き第692号,03-3900-3059,,196,スーパーＪ＆Ｍ,03,03-3900-3059,,,,東京都北区上十条四丁目１５番１４号,東京都北区上十条４丁目１５番１４号,,74896,13,13117,上十条４,,2021/12/01,2021/12/01,,,有限会社大原商店,,03-3900-3059,,,,,,,,3北健生食き第692号,新規,食肉販売業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,I,58,583,,スパＪＭ03-3900-30597489613117,6c873041-410f-4314-8cc1-50bb05e9d131,有限会社大原商店,1c6ed94b-3a57-4048-be6d-4b39c4ad2fa1,775198f9-6032-4559-b70b-c217566fcab0,2021/12/01,スーパーＪ＆Ｍ,スパＪＭ,有限会社大原商店
炭火焼肉　あかばね,東京都北区赤羽一丁目６５番３号,アビタルフレール　１階,カワタケ商事株式会社,食肉販売業,新規,03-5939-7355,2021/11/26,2021/11/26,3北健生食き第680号,,,196,炭火焼肉　あかばね,03,03-5939-7355,,,,東京都北区赤羽一丁目６５番３号,東京都北区赤羽１丁目６５番３号,アビタルフレール　１階,74860,13,13117,赤羽１,,2021/11/26,2021/11/26,,,カワタケ商事株式会社,,,,,,,,,,3北健生食き第680号,新規,食肉販売業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,I,58,583,,炭火焼肉あかばね03-5939-73557486013117,49ac2bd4-b91b-41bc-892d-fe129bdda562,カワタケ商事株式会社,c940573b-19c7-4f7a-aa06-b4b92b64114f,ce42bda5-7a66-404b-b4f1-8469cb87c4a2,2021/11/26,炭火焼肉　あかばね,炭火焼肉あかばね,カワタケ商事株式会社
ライフアクトピア北赤羽店,東京都北区赤羽北二丁目３１番２２号,,株式会社ライフコーポレーション,食肉販売業,新規,03-5993-3171,2021/12/10,2021/12/10,3北健生食き第662号,03-3661-4001,,196,ライフアクトピア北赤羽店,03,03-5993-3171,,,,東京都北区赤羽北二丁目３１番２２号,東京都北区赤羽北２丁目３１番２２号,,74864,13,13117,赤羽北２,,2021/12/10,2021/12/10,,,株式会社ライフコーポレーション,,03-3661-4001,,,,,,,,3北健生食き第662号,新規,食肉販売業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,I,58,583,,ライフアクトピア北赤羽店03-5993-31717486413117,e1e90256-bc70-4c88-9971-cfa55f12cba3,株式会社ライフコーポレーション,3bd25a3f-d3ea-4535-9f3a-597153e6fe8c,1628fe70-d7ec-47d3-bd46-efc0b127c29e,2021/12/10,ライフアクトピア北赤羽店,ライフアクトピア北赤羽店,株式会社ライフコーポレーション
サミットストア王子店,東京都北区王子六丁目９番１０号,,サミット株式会社,魚介類販売業,新規,03-5390-0061,2021/11/19,2021/11/19,3北健生食き第619号,03-5971-5032,,196,サミットストア王子店,03,03-5390-0061,,,,東京都北区王子六丁目９番１０号,東京都北区王子６丁目９番１０号,,74889,13,13117,王子６,,2021/11/19,2021/11/19,,,サミット株式会社,,03-5971-5032,,,,,,,,3北健生食き第619号,新規,魚介類販売業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,I,58,,,サミットストア王子店03-5390-00617488913117,bcf3745b-37a7-484c-9b98-ef6e06a14e96,サミット株式会社,35b45152-04b3-4215-bbd5-be34e528993a,eb006265-ee31-4a12-a99b-c7fe857fa46e,2021/11/19,サミットストア王子店,サミットストア王子店,サミット株式会社
魚一,東京都北区上十条三丁目２２番８号,エクセル千葉１０３号,株式会社POWER DINING,魚介類販売業,新規,,2021/12/28,2021/12/28,3北健生食き第767号,03-3907-7749,,196,魚一,03,,,,,東京都北区上十条三丁目２２番８号,東京都北区上十条３丁目２２番８号,エクセル千葉１０３号,74895,13,13117,上十条３,,2021/12/28,2021/12/28,,,株式会社POWER DINING,,03-3907-7749,,,,,,,,3北健生食き第767号,新規,魚介類販売業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,I,58,,,魚一7489513117,759c15fa-4cab-4a4f-9a18-a527681aec27,株式会社ＰＯＷＥＲ　ＤＩＮＩＮＧ,0c4f045a-b4ac-4319-a04a-febcaeddd4f0,0b9e1121-087c-4753-9bef-98a8a8c2a496,2021/12/28,魚一,魚一,株式会社ＰＯＷＥＲ　ＤＩＮＩＮＧ
スーパーＪ＆Ｍ,東京都北区上十条四丁目１５番１４号,,有限会社大原商店,魚介類販売業,新規,03-3900-3059,2021/12/1,2021/12/1,3北健生食き第693号,03-3900-3059,,196,スーパーＪ＆Ｍ,03,03-3900-3059,,,,東京都北区上十条四丁目１５番１４号,東京都北区上十条４丁目１５番１４号,,74896,13,13117,上十条４,,2021/12/01,2021/12/01,,,有限会社大原商店,,03-3900-3059,,,,,,,,3北健生食き第693号,新規,魚介類販売業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,I,58,,,スパＪＭ03-3900-30597489613117,6c873041-410f-4314-8cc1-50bb05e9d131,有限会社大原商店,1c6ed94b-3a57-4048-be6d-4b39c4ad2fa1,a3aca916-1a18-4418-979c-84a057946ae4,2021/12/01,スーパーＪ＆Ｍ,スパＪＭ,有限会社大原商店
ライフアクトピア北赤羽店,東京都北区赤羽北二丁目３１番２２号,,株式会社ライフコーポレーション,魚介類販売業,新規,03-5993-3171,2021/12/10,2021/12/10,3北健生食き第663号,03-3661-4001,,196,ライフアクトピア北赤羽店,03,03-5993-3171,,,,東京都北区赤羽北二丁目３１番２２号,東京都北区赤羽北２丁目３１番２２号,,74864,13,13117,赤羽北２,,2021/12/10,2021/12/10,,,株式会社ライフコーポレーション,,03-3661-4001,,,,,,,,3北健生食き第663号,新規,魚介類販売業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,I,58,,,ライフアクトピア北赤羽店03-5993-31717486413117,e1e90256-bc70-4c88-9971-cfa55f12cba3,株式会社ライフコーポレーション,3bd25a3f-d3ea-4535-9f3a-597153e6fe8c,a938d5da-37ef-4103-b175-0d0f845f8884,2021/12/10,ライフアクトピア北赤羽店,ライフアクトピア北赤羽店,株式会社ライフコーポレーション
株式会社　魚栄水産,東京都北区滝野川五丁目１４番１０号,,株式会社魚栄水産,魚介類販売業,新規,03-3916-7661,2021/11/18,2021/11/18,3北健生食き第652号,03-3916-7661,,196,株式会社　魚栄水産,03,03-3916-7661,,,,東京都北区滝野川五丁目１４番１０号,東京都北区滝野川５丁目１４番１０号,,74927,13,13117,滝野川５,,2021/11/18,2021/11/18,,,株式会社魚栄水産,,03-3916-7661,,,,,,,,3北健生食き第652号,新規,魚介類販売業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,I,58,,,株式会社魚栄水産03-3916-76617492713117,b5555390-e01f-4ba5-b1c5-2e1e585fa09e,株式会社魚栄水産,da41fa56-6e71-4991-8365-1df3bac1deb0,43440c4f-58af-4d91-a0de-4a6f501e644b,2021/11/18,株式会社魚栄水産,株式会社魚栄水産,株式会社魚栄水産
豊洲市場外 酒場食堂 まさむら 田端店,東京都北区田端新町三丁目１５番１６号,平山ビル１階,株式会社ユミニム,魚介類販売業,新規,03-6820-2439,2021/12/14,2021/12/14,3北健生食き第713号,03-5615-8924,,196,豊洲市場外 酒場食堂 まさむら 田端店,03,03-6820-2439,,,,東京都北区田端新町三丁目１５番１６号,東京都北区田端新町３丁目１５番１６号,平山ビル１階,74938,13,13117,田端新町３,,2021/12/14,2021/12/14,,,株式会社ユミニム,,03-5615-8924,,,,,,,,3北健生食き第713号,新規,魚介類販売業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,I,58,,,豊洲市場外酒場食堂まさむら田端店03-6820-24397493813117,0c6e290d-4c53-47b2-b023-afd6f2c0d166,株式会社ユミニム,669d0849-a826-4962-9326-2bb6557f0672,e1de7e75-0b2f-430c-824c-9a66f94d6088,2021/12/14,豊洲市場外　酒場食堂　まさむら　田端店,豊洲市場外酒場食堂まさむら田端店,株式会社ユミニム
Bonnel Cafe,東京都北区上十条二丁目２３番１０号,,丹羽洋平,菓子製造業,新規,03-4296-7109,2021/12/7,2021/11/1,3北健生食き第628号,,,196,Bonnel Cafe,03,03-4296-7109,,,,東京都北区上十条二丁目２３番１０号,東京都北区上十条２丁目２３番１０号,,74894,13,13117,上十条２,,2021/12/07,2021/11/01,,,,丹羽洋平,,,,,,,,,3北健生食き第628号,新規,菓子製造業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,E,9,,,ＢｏｎｎｅｌＣａｆｅ03-4296-71097489413117,44c8d813-8ab3-404d-beef-b6502fb5bb68,,personal,070cd017-b4b2-4de8-b228-180a910527e3,2021/11/01,Ｂｏｎｎｅｌ　Ｃａｆｅ,ＢｏｎｎｅｌＣａｆｅ,
深町製パン,東京都北区東十条三丁目８番５号,,遠藤隆寛,菓子製造業,新規,03-3914-0137,2021/12/14,2021/12/14,3北健生食き第727号,,,196,深町製パン,03,03-3914-0137,,,,東京都北区東十条三丁目８番５号,東京都北区東十条３丁目８番５号,,74963,13,13117,東十条３,,2021/12/14,2021/12/14,,,,遠藤隆寛,,,,,,,,,3北健生食き第727号,新規,菓子製造業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,E,9,,,深町製パン03-3914-01377496313117,5ad0c1be-56eb-4a7a-b793-7289792542e2,,personal,93fee967-ed75-477a-8120-11c85f13e6f1,2021/12/14,深町製パン,深町製パン,
Boule de neige,東京都北区赤羽北二丁目２８番６号,,渡辺雪古,菓子製造業,新規,03-3907-1020,2021/11/22,2021/11/22,3北健生食き第664号,,,196,Boule de neige,03,03-3907-1020,,,,東京都北区赤羽北二丁目２８番６号,東京都北区赤羽北２丁目２８番６号,,74864,13,13117,赤羽北２,,2021/11/22,2021/11/22,,,,渡辺雪古,,,,,,,,,3北健生食き第664号,新規,菓子製造業,,,,196_東京都_北区保健所_食品衛生()_2021年11月-2021年12月_末日_新規、廃止,E,9,,,Ｂｏｕｌｅｄｅｎｅｉｇｅ03-3907-10207486413117,587725b0-dd04-4b43-9185-69598cb9e869,,personal,b985fbd6-58b5-4cd6-a6c2-16aaec6bde30,2021/11/22,Ｂｏｕｌｅ　ｄｅ　ｎｅｉｇｅ,Ｂｏｕｌｅｄｅｎｅｉｇｅ,
