https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,n処理終了,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,申請者1,申請-電話番号1,開業年月日,申請年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業所名称,,営業所所在地,,,営業所電話番号,業種,営業者氏名（法人にあっては法人名）,営業者電話番号（法人のみ）,初回許可日,届出年月日,許可年月日,許可番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
ラゾーナ川崎プラザ　アマリア,神奈川県川崎市,幸区堀川町７２番地１ ,幸区堀川町７２番地１,,,⑬その他の食料・飲料販売業,株式会社ブルーワンダー,06-6430-6380,,2022/1/17,,,一致の場合削除ラゾーナ川崎プラザ/ラゾーナ川崎プラザ　アマリア,142,ラゾーナ川崎プラザ　アマリア,044,,,,,神奈川県川崎市　幸区堀川町７２番地１,神奈川県川崎市幸区堀川町７２番地１,,80088,14,14132,堀川町,2022/01/17,,,,,株式会社ブルーワンダー,,06-6430-6380,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,ラゾナ川崎プラザアマリア8008814132,542fb3b6-176f-4981-8fd1-9eac27274040,株式会社ブルーワンダー,1b3e62ee-4bb0-4775-8856-02ac1aa776c6,4f855a60-75d2-405b-9971-ca11903cb8eb,2022/01/17,ラゾーナ川崎プラザ　アマリア,ラゾナ川崎プラザアマリア,株式会社ブルーワンダー
ラゾーナ川崎プラザ　ねこねこ食パン,神奈川県川崎市,幸区堀川町７２番地１ ,幸区堀川町７２番地１,,543-8000,⑬その他の食料・飲料販売業,株式会社オールハーツ・カンパニー,052-218-4800,,2022/1/19,,,一致の場合削除ラゾーナ川崎プラザ/ラゾーナ川崎プラザ　ねこねこ食パン,142,ラゾーナ川崎プラザ　ねこねこ食パン,044,044-543-8000,,,,神奈川県川崎市　幸区堀川町７２番地１,神奈川県川崎市幸区堀川町７２番地１,,80088,14,14132,堀川町,2022/01/19,,,,,株式会社オールハーツ・カンパニー,,052-218-4800,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,ラゾナ川崎プラザねこねこ食パン044-543-80008008814132,88b23f67-7a75-42a0-b2ee-bb14f78fe208,株式会社オールハーツ・カンパニー,f78e4a9a-8311-4088-a40a-632d3a614401,174acda2-1bf5-4d70-9e99-920749bb35ce,2022/01/19,ラゾーナ川崎プラザ　ねこねこ食パン,ラゾナ川崎プラザねこねこ食パン,株式会社オールハーツ・カンパニー
デジレー、ルシャドー,神奈川県川崎市,幸区堀川町７２番地１ ,幸区堀川町７２番地１,,543-8000,⑬その他の食料・飲料販売業,株式会社Ｄａｓｋａ＆Ｄｅｓｉｒｅｅ,029-879-9621,,2022/1/20,,,一致の場合削除ラゾーナ川崎プラザ/デジレー、ルシャドー,142,デジレー、ルシャドー,044,044-543-8000,,,,神奈川県川崎市　幸区堀川町７２番地１,神奈川県川崎市幸区堀川町７２番地１,,80088,14,14132,堀川町,2022/01/20,,,,,株式会社Ｄａｓｋａ＆Ｄｅｓｉｒｅｅ,,029-879-9621,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,デジレルシャド044-543-80008008814132,d183ea9f-abb6-4fed-a66d-a420fea7fbc8,株式会社Ｄａｓｋａ＆Ｄｅｓｉｒｅｅ,ae82cf12-bce6-4bc3-a8c7-2aa5f66ee635,224bb582-1048-4273-99fe-87839f6131e9,2022/01/20,デジレー、ルシャドー,デジレルシャド,株式会社Ｄａｓｋａ＆Ｄｅｓｉｒｅｅ
メリーチョコレート,神奈川県川崎市,幸区堀川町７２番地１ ,幸区堀川町７２番地１,,543-8000,⑬その他の食料・飲料販売業,株式会社メリーチョコレートカムパニー,,,2022/1/28,,,一致の場合削除南かやべ漁業協同組合/メリーチョコレート,142,メリーチョコレート,044,044-543-8000,,,,神奈川県川崎市　幸区堀川町７２番地１,神奈川県川崎市幸区堀川町７２番地１,,80088,14,14132,堀川町,2022/01/28,,,,,株式会社メリーチョコレートカムパニー,,,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,メリチョコレト044-543-80008008814132,72777590-05c4-47a4-885b-fcee57df7879,株式会社メリーチョコレートカムパニー,94cac674-83f6-4eb2-938c-646571b227dc,7e26e425-23f0-4618-935b-34e402fcb11d,2022/01/28,メリーチョコレート,メリチョコレト,株式会社メリーチョコレートカムパニー
神奈川東部ヤクルト販売株式会社　幸センター,神奈川県川崎市,幸区柳町９－１ メゾン柳１０１,幸区柳町９－１,メゾン柳１０１,544-7423,⑬その他の食料・飲料販売業,神奈川東部ヤクルト販売株式会社,788-7189,,2022/1/19,,,,142,神奈川東部ヤクルト販売株式会社　幸センター,044,044-544-7423,,,,神奈川県川崎市　幸区柳町９－１,神奈川県川崎市幸区柳町９－１,メゾン柳１０１,80099,14,14132,柳町,2022/01/19,,,,,神奈川東部ヤクルト販売株式会社,,044-788-7189,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,神奈川東部ヤクルト販売株式会社幸センタ044-544-74238009914132,4b808ea4-1588-468a-a233-0b0acfb25348,神奈川東部ヤクルト販売株式会社,6d384a36-65aa-49b4-a8a4-637d517ef344,4ad7b498-3d0b-49dd-a948-23d380e6316f,2022/01/19,神奈川東部ヤクルト販売株式会社幸センター,神奈川東部ヤクルト販売株式会社幸センタ,神奈川東部ヤクルト販売株式会社
ファーマーズマーケットセレサモス,神奈川県川崎市,幸区新塚越２０１ ,幸区新塚越２０１,,877-2220,⑦野菜果物販売業,セレサ川崎農業協同組合,877-2111,,2022/1/17,,,,142,ファーマーズマーケットセレサモス,044,044-877-2220,,,,神奈川県川崎市　幸区新塚越２０１,神奈川県川崎市幸区新塚越２０１,,80100,14,14132,新塚越,2022/01/17,,,,,セレサ川崎農業協同組合,,044-877-2111,,,,,,,,,,野菜果物販売業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,I,58,582,,ファマズマケットセレサモス044-877-22208010014132,10a27a60-b07a-4210-bf07-30ac7f76a939,セレサ川崎農業協同組合,31a689ce-aed9-486b-90ff-353b0370e280,e6dc2ec7-8e8a-45a2-bacc-d89e49fce29e,2022/01/17,ファーマーズマーケットセレサモス,ファマズマケットセレサモス,セレサ川崎農業協同組合
ファーマーズマーケットセレサモス,神奈川県川崎市,幸区南加瀬５丁目３番１号 ,幸区南加瀬５丁目３番１号, ,877-2220,⑦野菜果物販売業,セレサ川崎農業協同組合,877-2111,,2022/1/17,,,,142,ファーマーズマーケットセレサモス,044,044-877-2220,,,,神奈川県川崎市　幸区南加瀬５丁目３番１号,神奈川県川崎市幸区南加瀬５丁目３番１号, ,80093,14,14132,南加瀬５,2022/01/17,,,,,セレサ川崎農業協同組合,,044-877-2111,,,,,,,,,,野菜果物販売業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,I,58,582,,ファマズマケットセレサモス044-877-22208009314132,10a27a60-b07a-4210-bf07-30ac7f76a939,セレサ川崎農業協同組合,31a689ce-aed9-486b-90ff-353b0370e280,08e289b0-42ec-4702-9018-66ceaa617a23,2022/01/17,ファーマーズマーケットセレサモス,ファマズマケットセレサモス,セレサ川崎農業協同組合
セブン－イレブン　川崎市ノ坪西店,神奈川県川崎市,中原区市ノ坪３６－１ ,中原区市ノ坪３６－１,,,⑩コンビニエンスストア,福田　清,,,2022/1/24,,,,142,セブン－イレブン　川崎市ノ坪西店,044,,,,,神奈川県川崎市　中原区市ノ坪３６－１,神奈川県川崎市中原区市ノ坪３６－１,,80112,14,14133,市ノ坪,2022/01/24,,,,,,福田　清,,,,,,,,,,,コンビニエンスストア,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,I,58,589,5891,セブンイレブン川崎市ノ坪西店8011214133,d3f23703-5e5d-4363-8b69-273f5703b0a0,,personal,051db296-4c16-4b0c-95c3-cc8949b78b4b,2022/01/24,セブンイレブン　川崎市ノ坪西店,セブンイレブン川崎市ノ坪西店,
カフェアマルグラ,神奈川県川崎市,中原区市ノ坪２９１－８ラヴィドール元住吉２０１ ,中原区市ノ坪２９１－８,ラヴィドール元住吉２０１,,⑯コーヒー製造・加工業（飲料の製造を除く。）,田上　憲次,,,2022/1/12,,,,142,カフェアマルグラ,044,,,,,神奈川県川崎市　中原区市ノ坪２９１－８,神奈川県川崎市中原区市ノ坪２９１－８,ラヴィドール元住吉２０１,80112,14,14133,市ノ坪,2022/01/12,,,,,,田上　憲次,,,,,,,,,,,コーヒー製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,10,103,1032,カフェアマルグラ8011214133,b2bd5b07-77df-45ee-938d-b756a39baa02,,personal,1f3d22da-0314-4163-a1df-0af8f4c57a42,2022/01/12,カフェアマルグラ,カフェアマルグラ,
オフィスグリコ冷凍冷蔵庫２８２９５２,神奈川県川崎市,中原区市ノ坪３２２－７アートサービス・２Ｆ ,中原区市ノ坪３２２－７,アートサービス・２Ｆ ,050-1742-6451,⑬その他の食料・飲料販売業,グリコチャネルクリエイト株式会社,050-1742-6451,,2022/1/24,,,,142,オフィスグリコ冷凍冷蔵庫２８２９５２,044,050-1742-6451,,,,神奈川県川崎市　中原区市ノ坪３２２－７,神奈川県川崎市中原区市ノ坪３２２－７,アートサービス・２Ｆ ,80112,14,14133,市ノ坪,2022/01/24,,,,,グリコチャネルクリエイト株式会社,,050-1742-6451,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫２８２９５２050-1742-64518011214133,2b7184a3-bbac-4d8f-bbb0-4e29060b46c2,グリコチャネルクリエイト株式会社,110e5ddf-7a44-4d43-b13b-fd38fd6f1d6d,2a2c810f-0b33-47ac-8dd4-afbaa01bb668,2022/01/24,オフィスグリコ冷凍冷蔵庫２８２９５２,オフィスグリコ冷凍冷蔵庫２８２９５２,グリコチャネルクリエイト株式会社
武蔵小杉東急フードショースライス　レントスペース,神奈川県川崎市,中原区小杉町３－１３０１エクラスタワー武蔵小杉１・２Ｆ ,中原区小杉町３－１３０１,エクラスタワー武蔵小杉１・２Ｆ ,722-6109,⑬その他の食料・飲料販売業,株式会社東急百貨店,03-3477-3111,,2022/1/12,,,一致の場合削除味のデパートＭＡＲＵＫＡＭＩ/武蔵小杉東急フードショースライス　レントスペース,142,武蔵小杉東急フードショースライス　レントスペース,044,044-722-6109,,,,神奈川県川崎市　中原区小杉町３－１３０１,神奈川県川崎市中原区小杉町３－１３０１,エクラスタワー武蔵小杉１・２Ｆ ,80148,14,14133,小杉町３,2022/01/12,,,,,株式会社東急百貨店,,03-3477-3111,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,武蔵小杉東急フドショスライスレントスペス044-722-61098014814133,b644d254-b674-48af-9ead-82ee941fe821,株式会社東急百貨店,b930a847-b720-40f5-9fe5-3e1addb57c9e,50790d12-671d-45a4-97e8-7790a4d6a77a,2022/01/12,武蔵小杉東急フードショースライス　レントスペース,武蔵小杉東急フドショスライスレントスペス,株式会社東急百貨店
ＴｕｋＴｕｋネイバーズ武蔵中原店,神奈川県川崎市,中原区下小田中６丁目７－１ネイバーズ武蔵中原１Ｆ ,中原区下小田中６丁目７－１,ネイバーズ武蔵中原１Ｆ,03-6455-0735,⑥弁当販売業,株式会社Ｒｅｌｉｃ,03-6455-0735,,2022/1/21,,,,142,ＴｕｋＴｕｋネイバーズ武蔵中原店,044,03-6455-0735,,,,神奈川県川崎市　中原区下小田中６丁目７－１,神奈川県川崎市中原区下小田中６丁目７－１,ネイバーズ武蔵中原１Ｆ,80154,14,14133,下小田中６,2022/01/21,,,,,株式会社Ｒｅｌｉｃ,,03-6455-0735,,,,,,,,,,弁当販売業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,I,58,581,5811,ＴｕｋＴｕｋネイバズ武蔵中原店03-6455-07358015414133,a1bce6a7-d969-4d49-927e-903504b35d7e,株式会社Ｒｅｌｉｃ,aba631be-b12b-4aae-9f73-6c440e09b714,34b2ddc3-f0b6-4ba2-b047-3000fe401f8b,2022/01/21,ＴｕｋＴｕｋネイバーズ武蔵中原店,ＴｕｋＴｕｋネイバズ武蔵中原店,株式会社Ｒｅｌｉｃ
グランツリー武蔵小杉　清水屋,神奈川県川崎市,中原区新丸子東３丁目１１３５番－１グランツリー武蔵小杉専門店１Ｆモール催事区画 ,中原区新丸子東３丁目１１３５番－１,グランツリー武蔵小杉専門店１Ｆモール催事区画,411-7111,⑬その他の食料・飲料販売業,株式会社ブロワリテイリング,03-6261-2831,,2022/1/26,,,,142,グランツリー武蔵小杉　清水屋,044,044-411-7111,,,,神奈川県川崎市　中原区新丸子東３丁目１１３５番－１,神奈川県川崎市中原区新丸子東３丁目１１３５番－１,グランツリー武蔵小杉専門店１Ｆモール催事区画,80165,14,14133,新丸子東３,2022/01/26,,,,,株式会社ブロワリテイリング,,03-6261-2831,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,グランツリ武蔵小杉清水屋044-411-71118016514133,69a3728f-7d34-4251-a676-831c5199728a,株式会社ブロワリテイリング,76f93ce0-66c8-4dce-ab41-11b4aabb5fe9,00dc87ec-45a4-4b20-8526-a626465547ab,2022/01/26,グランツリー武蔵小杉　清水屋,グランツリ武蔵小杉清水屋,株式会社ブロワリテイリング
パティスリー雪乃下ららテラス武蔵小杉,神奈川県川崎市,中原区新丸子東３－１３０２三井シヨッピングパークららテラス武蔵小杉１０９ ,中原区新丸子東３－１３０２,三井シヨッピングパークららテラス武蔵小杉１０９ ,948-8200,⑬その他の食料・飲料販売業,株式会社スマイルダイニング,045-840-1161,,2022/1/24,,,,142,パティスリー雪乃下ららテラス武蔵小杉,044,044-948-8200,,,,神奈川県川崎市　中原区新丸子東３－１３０２,神奈川県川崎市中原区新丸子東３－１３０２,三井シヨッピングパークららテラス武蔵小杉１０９ ,80165,14,14133,新丸子東３,2022/01/24,,,,,株式会社スマイルダイニング,,045-840-1161,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,パティスリ雪乃下ららテラス武蔵小杉044-948-82008016514133,8b7e147a-d21e-4e6d-a358-1badd96f7dcd,株式会社スマイルダイニング,44a40c48-d561-442c-9275-0da1c59500f7,5af1ef11-65b8-4c2a-9a6e-e6ba784e6fe9,2022/01/24,パティスリー雪乃下ららテラス武蔵小杉,パティスリ雪乃下ららテラス武蔵小杉,株式会社スマイルダイニング
ＨＡＲＥ／ＰＡＮ　新丸子店,神奈川県川崎市,中原区新丸子町７４２ ,中原区新丸子町７４２,,387-1386,⑬その他の食料・飲料販売業,紫云株式会社,03-6432-9587,,2022/1/19,,,,142,ＨＡＲＥ／ＰＡＮ　新丸子店,044,044-387-1386,,,,神奈川県川崎市　中原区新丸子町７４２,神奈川県川崎市中原区新丸子町７４２,,80162,14,14133,新丸子町,2022/01/19,,,,,紫云株式会社,,03-6432-9587,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,ＨＡＲＥＰＡＮ新丸子店044-387-13868016214133,b6fdc83b-7b4a-4fc6-a3cc-34b08af0cdfd,紫云株式会社,7026efeb-af5f-4426-a6b5-e2b338c78d6e,13e1e28c-97ca-4d37-a0f6-8368d011fecc,2022/01/19,ＨＡＲＥ／ＰＡＮ　新丸子店,ＨＡＲＥＰＡＮ新丸子店,紫云株式会社
ｐéｔａｌａｓ　ｄｅ　ＣＨＥＩＲＯ,神奈川県川崎市,中原区上小田中２－３１－１Ｍａｐｌｅ　Ｌｅａｆ３０１ ,中原区上小田中２－３１－１,Ｍａｐｌｅ　Ｌｅａｆ３０１ ,,㉔その他の食料品製造・加工業,笠井　梨里加,,,2022/1/31,,,,142,ｐéｔａｌａｓ　ｄｅ　ＣＨＥＩＲＯ,044,,,,,神奈川県川崎市　中原区上小田中２－３１－１,神奈川県川崎市中原区上小田中２－３１－１,Ｍａｐｌｅ　Ｌｅａｆ３０１ ,80119,14,14133,上小田中２,2022/01/31,,,,,,笠井　梨里加,,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,ｐeｔａｌａｓｄｅＣＨＥＩＲＯ8011914133,6f53f165-bdac-4168-aa49-016e4c4925d1,,personal,4edcf7ff-21f5-4627-8899-06ecc4a8b292,2022/01/31,ｐéｔａｌａｓ　ｄｅ　ＣＨＥＩＲＯ,ｐeｔａｌａｓｄｅＣＨＥＩＲＯ,
ＳＷＥＥＴＳ　ＢＯＸ　武蔵中原店,神奈川県川崎市,中原区上小田中６－２１－１ＪＲ武蔵中原駅構内 ,中原区上小田中６－２１－１,ＪＲ武蔵中原駅構内 ,,⑬その他の食料・飲料販売業,株式会社京阪ザ・ストア,06-6221-3538,,2022/1/6,,,,142,ＳＷＥＥＴＳ　ＢＯＸ　武蔵中原店,044,,,,,神奈川県川崎市　中原区上小田中６－２１－１,神奈川県川崎市中原区上小田中６－２１－１,ＪＲ武蔵中原駅構内 ,80123,14,14133,上小田中６,2022/01/06,,,,,株式会社京阪ザ・ストア,,06-6221-3538,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,ＳＷＥＥＴＳＢＯＸ武蔵中原店8012314133,2a1c024b-224b-4767-88bb-cdabbbcb9be0,株式会社京阪ザ・ストア,27685a17-afca-45f1-9f5c-a10ef9c0f456,8c12266c-8af4-4240-80f3-2b2ff2f8d10b,2022/01/06,ＳＷＥＥＴＳ　ＢＯＸ　武蔵中原店,ＳＷＥＥＴＳＢＯＸ武蔵中原店,株式会社京阪ザ・ストア
天晴餃子　元住吉店,神奈川県川崎市,中原区井田中ノ町１２－４ ,中原区井田中ノ町１２－４,,751-1973,⑬その他の食料・飲料販売業,株式会社ＮＹＣ,751-1973,,2022/1/13,,,,142,天晴餃子　元住吉店,044,044-751-1973,,,,神奈川県川崎市　中原区井田中ノ町１２－４,神奈川県川崎市中原区井田中ノ町１２－４,,80111,14,14133,井田中ノ町,2022/01/13,,,,,株式会社ＮＹＣ,,044-751-1973,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,天晴餃子元住吉店044-751-19738011114133,0d4d7fa3-08e3-4ee9-85af-1033eb8910a1,株式会社ＮＹＣ,04bdf135-f17b-4d9e-9ec4-2f06135a4376,e879e971-ebac-414a-977e-25cf3ca1ed5c,2022/01/13,天晴餃子　元住吉店,天晴餃子元住吉店,株式会社ＮＹＣ
スシローＴｏＧｏ　元住吉店,神奈川県川崎市,中原区木月１－３１－３ ,中原区木月１－３１－３,,,⑥弁当販売業,株式会社あきんどスシロー,06-6368-1001,,2022/1/4,,,,142,スシローＴｏＧｏ　元住吉店,044,,,,,神奈川県川崎市　中原区木月１－３１－３,神奈川県川崎市中原区木月１－３１－３,,80134,14,14133,木月１,2022/01/04,,,,,株式会社あきんどスシロー,,06-6368-1001,,,,,,,,,,弁当販売業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,I,58,581,5811,スシロＴｏＧｏ元住吉店8013414133,8e4dc3cd-dc45-4c00-b88d-2918a9fa6346,株式会社あきんどスシロー,ecf09d40-fb84-41b6-ba5b-f0385f837a18,d7243b9a-48e7-4b23-994a-3f9a00210cd3,2022/01/04,スシローＴｏＧｏ　元住吉店,スシロＴｏＧｏ元住吉店,株式会社あきんどスシロー
セブン－イレブン　元住吉駅西口店,神奈川県川崎市,中原区木月１丁目３５番１３ ,中原区木月１丁目３５番１３,,422-8674,⑩コンビニエンスストア,株式会社有朋,433-7290,,2022/1/19,,,,142,セブン－イレブン　元住吉駅西口店,044,044-422-8674,,,,神奈川県川崎市　中原区木月１丁目３５番１３,神奈川県川崎市中原区木月１丁目３５番１３,,80134,14,14133,木月１,2022/01/19,,,,,株式会社有朋,,044-433-7290,,,,,,,,,,コンビニエンスストア,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,I,58,589,5891,セブンイレブン元住吉駅西口店044-422-86748013414133,e3f39108-a62d-49c7-9b99-55d22a0f8cae,株式会社有朋,c2a7e047-d1c0-482b-89b8-00a8a7bb576b,a3a0813e-8a30-4fb5-b4a3-8666dd2c7c5c,2022/01/19,セブンイレブン　元住吉駅西口店,セブンイレブン元住吉駅西口店,株式会社有朋
メロディ高津園,神奈川県川崎市,高津区二子３－１２－２２ ,高津区二子３－１２－２２,,819-7668,㉖集団給食施設,株式会社メロディ,,,2022/1/27,,,,142,メロディ高津園,044,044-819-7668,,,,神奈川県川崎市　高津区二子３－１２－２２,神奈川県川崎市高津区二子３－１２－２２,,80241,14,14134,二子３,2022/01/27,,,,,株式会社メロディ,,,,,,,,,,,,給食施設,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,77,,,メロディ高津園044-819-76688024114134,29d2aba8-7c1f-49f8-82dc-f8ce3aabd865,株式会社メロディ,92ecc827-6062-485b-afc6-ce73e0e06d54,95e76bc6-e01a-49ad-baf5-f77272c77835,2022/01/27,メロディ高津園,メロディ高津園,株式会社メロディ
オフィスグリコ冷凍冷蔵庫２８２６７６,神奈川県川崎市,高津区溝口１－４－１ マルイファミリー溝口・９Ｆ,高津区溝口１－４－１,マルイファミリー溝口・９Ｆ,050-1742-6451,⑬その他の食料・飲料販売業,グリコチャネルクリエイト株式会社,050-1744-1649,,2022/1/21,,,,142,オフィスグリコ冷凍冷蔵庫２８２６７６,044,050-1742-6451,,,,神奈川県川崎市　高津区溝口１－４－１,神奈川県川崎市高津区溝口１－４－１,マルイファミリー溝口・９Ｆ,80246,14,14134,溝口１,2022/01/21,,,,,グリコチャネルクリエイト株式会社,,050-1744-1649,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,オフィスグリコ冷凍冷蔵庫２８２６７６050-1742-64518024614134,f8f36ce9-21d2-4ec5-8088-370d902d3d42,グリコチャネルクリエイト株式会社,110e5ddf-7a44-4d43-b13b-fd38fd6f1d6d,364077ef-6221-4aae-b8a9-5b924c236d6e,2022/01/21,オフィスグリコ冷凍冷蔵庫２８２６７６,オフィスグリコ冷凍冷蔵庫２８２６７６,グリコチャネルクリエイト株式会社
わかばの杜保育園,神奈川県川崎市,高津区子母口３７８ ,高津区子母口３７８,,755-227,㉖集団給食施設,社会福祉法人神奈川民間保育園協会,589-6427,,2022/1/12,,,,142,わかばの杜保育園,044,044-755-2271,,,,神奈川県川崎市　高津区子母口３７８,神奈川県川崎市高津区子母口３７８,,80204,14,14134,子母口,2022/01/12,,,,,社会福祉法人神奈川民間保育園協会,,044-589-6427,,,,,,,,,,給食施設,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,M,77,,,わかばの杜保育園044-755-22718020414134,88363ee0-4c1b-40c6-a718-26a6975166b7,社会福祉法人神奈川民間保育園協会,596e877a-57f1-4ea6-8c84-99588db2cb50,3cf19c41-3b1c-443c-b306-d2d3b6cd9a5d,2022/01/12,わかばの杜保育園,わかばの杜保育園,社会福祉法人神奈川民間保育園協会
ＡＰＥＫＡＤＥ,神奈川県川崎市,高津区久末３５久末ストアー ,高津区久末３５,久末ストア,750-8400,⑬その他の食料・飲料販売業,株式会社エムアールトレーディング,822-7304,,2022/1/14,,,,142,ＡＰＥＫＡＤＥ,044,044-750-8400,,,,神奈川県川崎市　高津区久末３５,神奈川県川崎市高津区久末３５,久末ストア,80235,14,14134,久末,2022/01/14,,,,,株式会社エムアールトレーディング,,044-822-7304,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,ＡＰＥＫＡＤＥ044-750-84008023514134,909dcb69-d861-479e-a21d-925a840e565e,株式会社エムアールトレーディング,ade927f2-ad06-4cb6-a755-c70ea683551e,daa19378-0e5c-4580-b0d5-0900182875a4,2022/01/14,ＡＰＥＫＡＤＥ,ＡＰＥＫＡＤＥ,株式会社エムアールトレーディング
まいばすけっと川崎末長２丁目店,神奈川県川崎市,高津区末長２－１１－２１ ,高津区末長２－１１－２１,,860-3118,⑬その他の食料・飲料販売業,まいばすけっと株式会社,045-439-0666,,2022/1/12,,,,142,まいばすけっと川崎末長２丁目店,044,044-860-3118,,,,神奈川県川崎市　高津区末長２－１１－２１,神奈川県川崎市高津区末長２－１１－２１,,80225,14,14134,末長２,2022/01/12,,,,,まいばすけっと株式会社,,045-439-0666,,,,,,,,,,その他の食料品製造・加工業,,,,142_神奈川県_川崎市保健所_食品衛生(許可-届出)_2022年01月_末日,E,9,99,,まいばすけっと川崎末長２丁目店044-860-31188022514134,fb98a496-5bdf-433f-8f2f-6a4108251333,まいばすけっと株式会社,8a7df2f5-ddb1-4eec-98a0-1d27c7a93835,31fd4908-4701-4c12-b76d-e0377ef78c1a,2022/01/12,まいばすけっと川崎末長２丁目店,まいばすけっと川崎末長２丁目店,まいばすけっと株式会社
