https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,,業種,業態,施設-住所1,施設-マンション名,,,施設-電話番号1,申請者1,,確認番号,,,,,,,,,申請年月日,申請者4,申請者2,申請者3,申請-住所1,申請-マンション名,申請-電話番号1,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131130,2100300055,東京都,渋谷区,ドットミソ,,調味料製造・加工業,,東京都渋谷区笹塚2-1-10,スカイプラザ笹塚３０８,,,050-3708-5699,,,3渋保生食届第55号,,,,,,,,,2021/6/2,落合歩,,,,,,,,192,ドットミソ,03,050-3708-5699,,,,東京都渋谷区笹塚2-1-10,東京都渋谷区笹塚２－１－１０,スカイプラザ笹塚３０８,74490,13,13113,笹塚２,2021/06/02,,,,,,落合歩  ,,,,,,,,,3渋保生食届第55号,,調味料製造・加工業,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,94,,ドットミソ050-3708-56997449013113,dbc9cb29-ab45-4954-bd9b-69a81bbf4278,,personal,271c3182-ec35-439e-9497-65c6cdf6a4bb,2021/06/02,ドットミソ,ドットミソ,
131130,2100300054,東京都,渋谷区,アヴァンセ,,百貨店、総合スーパー,,東京都渋谷区渋谷2-24-12,渋谷スクランブルスクエアＢ２階,,,03-6427-3671,株式会社宮崎食品,,3渋保生食届第54号,,,,,,,,,2021/6/2,,,宮崎隆雄,大阪府大阪市浪速区日本橋東２丁目８番７号,,,,,192,アヴァンセ,03,03-6427-3671,,,,東京都渋谷区渋谷2-24-12,東京都渋谷区渋谷２－２４－１２,渋谷スクランブルスクエアＢ２階,74494,13,13113,渋谷２,2021/06/02,,,,,株式会社宮崎食品,  宮崎隆雄,,大阪府大阪市浪速区日本橋東２丁目８番７号,大阪府大阪市浪速区日本橋東２丁目８番７号,,154619,大阪府,大阪市浪速区,日本橋東２,3渋保生食届第54号,,百貨店、総合スーパー,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,56,561,5611,アヴァンセ03-6427-36717449413113,bb0d1c65-d79d-4a0c-97a0-af88739043b8,株式会社宮崎食品154619,caecf448-2cb1-4534-b817-a4f9193a2f83,529d142e-afd8-4874-a480-4bc6e0979857,2021/06/02,アヴァンセ,アヴァンセ,株式会社宮崎食品
131130,2100300053,東京都,渋谷区,ＲＦ１　ニュウマン新宿店,,弁当販売業,,東京都渋谷区千駄ヶ谷5-24-55,ニュウマン新宿,,,03-6380-6543,株式会社ロック・フィールド,,3渋保生食届第53号,,,,,,,,,2021/6/2,,,古塚孝志,兵庫県神戸市東灘区魚崎浜町１５番地２,,078-435-2800,,,192,ＲＦ１　ニュウマン新宿店,03,03-6380-6543,,,,東京都渋谷区千駄ヶ谷5-24-55,東京都渋谷区千駄が谷５－２４－５５,ニュウマン新宿,74512,13,13113,千駄が谷５,2021/06/02,,,,,株式会社ロック・フィールド,  古塚孝志,078-435-2800,兵庫県神戸市東灘区魚崎浜町１５番地２,兵庫県神戸市東灘区魚崎浜町１５番地２,,162972,兵庫県,神戸市東灘区,魚崎浜町,3渋保生食届第53号,,弁当販売業,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,58,581,5811,ＲＦ１ニュウマン新宿店03-6380-65437451213113,f32cf0a4-9f86-433c-97d0-b7667159023f,株式会社ロック・フィールド162972,46b44e40-8f67-4277-9074-f7b85ebab00c,0a478455-ec59-452e-b3c5-599a1a92f71c,2021/06/02,ＲＦ１　ニュウマン新宿店,ＲＦ１ニュウマン新宿店,株式会社ロック・フィールド
131130,2100300046,東京都,渋谷区,ＭＵＧＥ,,調味料製造・加工業,,東京都渋谷区富ヶ谷1-9-20,リンデン代々木公園１Ｆ,,,03-6407-0916,,,3渋保生食届第46号,,,,,,,,,2021/6/2,齋藤祐司,,,,,,,,192,ＭＵＧＥ,03,03-6407-0916,,,,東京都渋谷区富ヶ谷1-9-20,東京都渋谷区富が谷１－９－２０,リンデン代々木公園１Ｆ,74515,13,13113,富が谷１,2021/06/02,,,,,,齋藤祐司  ,,,,,,,,,3渋保生食届第46号,,調味料製造・加工業,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,94,,ＭＵＧＥ03-6407-09167451513113,00192_f32b688f-a539-4e02-8ecc-effb091342fd,,personal,20a8542e-5d6c-4ee0-a7b5-1f88bc684b08,2021/06/02,ＭＵＧＥ,ＭＵＧＥ,
131130,2100300051,東京都,渋谷区,ステラおばさんのクッキー　しぶちか,,その他の食料・飲料販売業,,東京都渋谷区道玄坂2-2-1,しぶちか,,,03-6809-0822,株式会社アントステラ,,3渋保生食届第51号,,,,,,,,,2021/6/2,,,高波健二,東京都港区白金台五丁目２２番１２号,,03-6432-5870,,,192,ステラおばさんのクッキー　しぶちか,03,03-6809-0822,,,,東京都渋谷区道玄坂2-2-1,東京都渋谷区道玄坂２－２－１,しぶちか,74518,13,13113,道玄坂２,2021/06/02,,,,,株式会社アントステラ,  高波健二,03-6432-5870,東京都港区白金台五丁目２２番１２号,東京都港区白金台５丁目２２番１２号,,73102,東京都,港区,白金台５,3渋保生食届第51号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,ステラおばさんのクッキしぶちか03-6809-08227451813113,efa6ef69-f5da-4f0a-b3b8-a953c1c5060c,株式会社アントステラ73102,5184f92a-87e2-4550-ae62-cd64bfd9611a,76999220-08c1-4b03-985e-24fbbe9c493c,2021/06/02,ステラおばさんのクッキー　しぶちか,ステラおばさんのクッキしぶちか,株式会社アントステラ
131130,2100300044,東京都,渋谷区,ねぎし渋谷道玄坂店,,食肉販売業,包装済みの食肉のみの販売,東京都渋谷区道玄坂2-29-8,道玄坂センタービル　地下１階,,,03-3770-0227,株式会社ねぎしフードサービス,,3渋保生食届第44号,,,,,,,,,2021/6/2,,代表取締役,根岸　榮治,東京都新宿区西新宿七丁目２２番３６号,三井花桐ビル４階,03-3227-3281,,,192,ねぎし渋谷道玄坂店,03,03-3770-0227,,,,東京都渋谷区道玄坂2-29-8,東京都渋谷区道玄坂２－２９－８,道玄坂センタービル　地下１階,74518,13,13113,道玄坂２,2021/06/02,,,,,株式会社ねぎしフードサービス, 代表取締役 根岸　榮治,03-3227-3281,東京都新宿区西新宿七丁目２２番３６号,東京都新宿区西新宿７丁目２２番３６号,三井花桐ビル４階,73263,東京都,新宿区,西新宿７,3渋保生食届第44号,,食肉販売業, 包装済みの食肉のみの販売,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,58,583,,ねぎし渋谷道玄坂店03-3770-02277451813113,ee2b1553-b3cd-4142-9747-b357a4a4b0f9,株式会社ねぎしフードサービス73263,162b58bf-8358-4c3c-8546-b319fc64918f,2ec68a3c-c777-49ef-a8c3-9ca62aa33873,2021/06/02,ねぎし渋谷道玄坂店,ねぎし渋谷道玄坂店,株式会社ねぎしフードサービス
131130,2100300057,東京都,渋谷区,渋谷区けやきの苑・西原,,集団給食施設,,東京都渋谷区西原2-19-1,,,,03-5453-0515,社会福祉法人　武蔵野療園,,3渋保生食届第57号,,,,,,,,,2021/6/2,,,駒野登志夫,東京都中野区江古田２－２４－１１,,03-3389-5593,,,192,渋谷区けやきの苑・西原,03,03-5453-0515,,,,東京都渋谷区西原2-19-1,東京都渋谷区西原２－１９－１,,74521,13,13113,西原２,2021/06/02,,,,,社会福祉法人　武蔵野療園,  駒野登志夫,03-3389-5593,東京都中野区江古田２－２４－１１,東京都中野区江古田２－２４－１１,,74558,東京都,中野区,江古田２,3渋保生食届第57号,,給食施設,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,M,77,,,渋谷区けやきの苑西原03-5453-05157452113113,1458720e-d1b5-442f-8055-c93f49d3f1d8,社会福祉法人武蔵野療園74558,696dc35b-9a23-4629-a8cb-166ce1126f69,387f80f9-0163-43b6-a0a5-36874d3791ed,2021/06/02,渋谷区けやきの苑・西原,渋谷区けやきの苑西原,社会福祉法人武蔵野療園
131130,2100300062,東京都,渋谷区,セブンイレブン渋谷鶯谷町店,,コンビニエンスストア,,東京都渋谷区鶯谷町19-17,,,,03-3464-7857,,,3渋保生食届第62号,,,,,,,,,2021/6/1,大槻　貞悦,,,,,,,,192,セブンイレブン渋谷鶯谷町店,03,03-3464-7857,,,,東京都渋谷区鶯谷町19-17,東京都渋谷区鶯谷町１９－１７,,74475,13,13113,鶯谷町,2021/06/01,,,,,,大槻　貞悦  ,,,,,,,,,3渋保生食届第62号,,コンビニエンスストア,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,58,589,5891,セブンイレブン渋谷鶯谷町店03-3464-78577447513113,00192_01636ae0-1a8c-48cf-9d03-314fdba15a79,,personal,ae499488-05c2-473f-91ad-3cc21fce648f,2021/06/01,セブンイレブン渋谷鶯谷町店,セブンイレブン渋谷鶯谷町店,
131130,2100300061,東京都,渋谷区,セブン－イレブン　渋谷区役所店,,コンビニエンスストア,,東京都渋谷区宇田川町1-1,渋谷区役所　１階,,,03-3461-3139,,,3渋保生食届第61号,,,,,,,,,2021/6/1,大槻　貞悦,,,,,,,,192,セブン－イレブン　渋谷区役所店,03,03-3461-3139,,,,東京都渋谷区宇田川町1-1,東京都渋谷区宇田川町１－１,渋谷区役所　１階,74476,13,13113,宇田川町,2021/06/01,,,,,,大槻　貞悦  ,,,,,,,,,3渋保生食届第61号,,コンビニエンスストア,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,58,589,5891,セブンイレブン渋谷区役所店03-3461-31397447613113,00192_67c24fa8-f271-4fc1-885d-a98abd542acf,,personal,7089dec9-f006-4a96-a3f6-b432a254280c,2021/06/01,セブンイレブン　渋谷区役所店,セブンイレブン渋谷区役所店,
131130,2100300015,東京都,渋谷区,ドトールコーヒーショップ渋谷センター街店,,その他の食料・飲料販売業,,東京都渋谷区宇田川町28-2,,,,,株式会社ドトールコーヒー,,3渋保生食届第15号,,,,,,,,,2021/6/1,,,星野正則,東京都渋谷区神南一丁目１０番１号,,03-5459-9022,,,192,ドトールコーヒーショップ渋谷センター街店,03,,,,,東京都渋谷区宇田川町28-2,東京都渋谷区宇田川町２８－２,,74476,13,13113,宇田川町,2021/06/01,,,,,株式会社ドトールコーヒー,  星野正則,03-5459-9022,東京都渋谷区神南一丁目１０番１号,東京都渋谷区神南１丁目１０番１号,,74506,東京都,渋谷区,神南１,3渋保生食届第15号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,ドトルコヒショップ渋谷センタ街店7447613113,73ede000-1371-4327-a533-9d583504711a,株式会社ドトールコーヒー74506,2ddce668-3cdb-47e7-a49d-b2c6405e867c,ea4c9bf7-35d9-4960-8856-166863b9c593,2021/06/01,ドトールコーヒーショップ渋谷センター街店,ドトルコヒショップ渋谷センタ街店,株式会社ドトールコーヒー
131130,2100300016,東京都,渋谷区,ドトールコーヒーショップ渋谷井の頭通り店,,その他の食料・飲料販売業,,東京都渋谷区宇田川町36-6,,,,03-5459-6055,株式会社ドトールコーヒー,,3渋保生食届第16号,,,,,,,,,2021/6/1,,,星野正則,東京都渋谷区神南一丁目１０番１号,,03-5459-9022,,,192,ドトールコーヒーショップ渋谷井の頭通り店,03,03-5459-6055,,,,東京都渋谷区宇田川町36-6,東京都渋谷区宇田川町３６－６,,74476,13,13113,宇田川町,2021/06/01,,,,,株式会社ドトールコーヒー,  星野正則,03-5459-9022,東京都渋谷区神南一丁目１０番１号,東京都渋谷区神南１丁目１０番１号,,74506,東京都,渋谷区,神南１,3渋保生食届第16号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,ドトルコヒショップ渋谷井の頭通り店03-5459-60557447613113,580b91de-1fb3-435b-810a-2d7db42a53eb,株式会社ドトールコーヒー74506,2ddce668-3cdb-47e7-a49d-b2c6405e867c,657c3dd8-f45f-4358-b90c-f04ff9b39cf4,2021/06/01,ドトールコーヒーショップ渋谷井の頭通り店,ドトルコヒショップ渋谷井の頭通り店,株式会社ドトールコーヒー
131130,2100300068,東京都,渋谷区,ドトールコーヒーショップ恵比寿一丁目店,,その他の食料・飲料販売業,,東京都渋谷区恵比寿1-11-1,,,,03-3447-0502,株式会社ドトールコーヒー,,3渋保生食届第68号,,,,,,,,,2021/6/1,,,星野正則,東京都渋谷区神南一丁目１０番１号,,03-5459-9022,,,192,ドトールコーヒーショップ恵比寿一丁目店,03,03-3447-0502,,,,東京都渋谷区恵比寿1-11-1,東京都渋谷区恵比寿１－１１－１,,74477,13,13113,恵比寿１,2021/06/01,,,,,株式会社ドトールコーヒー,  星野正則,03-5459-9022,東京都渋谷区神南一丁目１０番１号,東京都渋谷区神南１丁目１０番１号,,74506,東京都,渋谷区,神南１,3渋保生食届第68号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,ドトルコヒショップ恵比寿一丁目店03-3447-05027447713113,380ac186-e495-4382-9442-d9e94499cff3,株式会社ドトールコーヒー74506,2ddce668-3cdb-47e7-a49d-b2c6405e867c,8cfc3a3a-b0c0-428c-9139-3176140a4519,2021/06/01,ドトールコーヒーショップ恵比寿一丁目店,ドトルコヒショップ恵比寿一丁目店,株式会社ドトールコーヒー
131130,2100300028,東京都,渋谷区,ビオセボン　恵比寿店,,百貨店、総合スーパー,,東京都渋谷区恵比寿4-3-1,クイズ２階,,,03-6432-5682,ビオセボン・ジャポン株式会社,,3渋保生食届第28号,,,,,,,,,2021/6/1,,,岡田尚也,千葉県千葉市美浜区中瀬１丁目５番地１,,03-3527-2033,,,192,ビオセボン　恵比寿店,03,03-6432-5682,,,,東京都渋谷区恵比寿4-3-1,東京都渋谷区恵比寿４－３－１,クイズ２階,74480,13,13113,恵比寿４,2021/06/01,,,,,ビオセボン・ジャポン株式会社,  岡田尚也,03-3527-2033,千葉県千葉市美浜区中瀬１丁目５番地１,千葉県千葉市美浜区中瀬１丁目５番地１,,67424,千葉県,千葉市美浜区,中瀬１,3渋保生食届第28号,,百貨店、総合スーパー,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,56,561,5611,ビオセボン恵比寿店03-6432-56827448013113,00192_f1624030-cfa7-4ad1-8568-2335a1509c4f,ビオセボン・ジャポン株式会社67424,8a43a18b-19f1-42c9-b5e8-3b6f90176e61,a015bbbd-6a3f-43e8-ad3f-85cacbcb41c8,2021/06/01,ビオセボン　恵比寿店,ビオセボン恵比寿店,ビオセボン・ジャポン株式会社
131130,2100300031,東京都,渋谷区,サッポロビール本社棟販売所,,弁当販売業,,東京都渋谷区恵比寿4-20-1,,,,,株式会社サッポロライオン,,3渋保生食届第31号,,,,,,,,,2021/6/1,,,三宅祐一郎,東京都中央区銀座７丁目９番２０号,,03-6264-6031,,,192,サッポロビール本社棟販売所,03,,,,,東京都渋谷区恵比寿4-20-1,東京都渋谷区恵比寿４－２０－１,,74480,13,13113,恵比寿４,2021/06/01,,,,,株式会社サッポロライオン,  三宅祐一郎,03-6264-6031,東京都中央区銀座７丁目９番２０号,東京都中央区銀座７丁目９番２０号,,72959,東京都,中央区,銀座７,3渋保生食届第31号,,弁当販売業,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,58,581,5811,サッポロビル本社棟販売所7448013113,255c7643-6034-479b-a64a-c7818fd88a7d,株式会社サッポロライオン72959,3eace463-356d-45d5-a2de-2df3d77ec6c4,1cb0f6cb-afeb-47c6-8553-aaf1d613efae,2021/06/01,サッポロビール本社棟販売所,サッポロビル本社棟販売所,株式会社サッポロライオン
131130,2100300007,東京都,渋谷区,銀座ライオン恵比寿ガーデンプレイス　グラススクエア店,,その他の食料・飲料販売業,,東京都渋谷区恵比寿4-20-3,恵比寿ガーデンプレイスタワー　Ｂ１Ｆグラススクエア,,,03-5424-1271,株式会社サッポロライオン,,3渋保生食届第7号,,,,,,,,,2021/6/1,,,三宅祐一郎,東京都中央区銀座７丁目９番２０号,,03-6264-6034,,,192,銀座ライオン恵比寿ガーデンプレイス　グラススクエア店,03,03-5424-1271,,,,東京都渋谷区恵比寿4-20-3,東京都渋谷区恵比寿４－２０－３,恵比寿ガーデンプレイスタワー　Ｂ１Ｆグラススクエア,74480,13,13113,恵比寿４,2021/06/01,,,,,株式会社サッポロライオン,  三宅祐一郎,03-6264-6034,東京都中央区銀座７丁目９番２０号,東京都中央区銀座７丁目９番２０号,,72959,東京都,中央区,銀座７,3渋保生食届第7号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,銀座ライオン恵比寿ガデンプレイスグラススクエア店03-5424-12717448013113,313cf999-4afa-4ca9-a89e-cca75f5a2d12,株式会社サッポロライオン72959,3eace463-356d-45d5-a2de-2df3d77ec6c4,0518e9f9-6099-4cf0-8053-a6efc6cc7a6f,2021/06/01,銀座ライオン恵比寿ガーデンプレイス　グラススクエア店,銀座ライオン恵比寿ガデンプレイスグラススクエア店,株式会社サッポロライオン
131130,2100300066,東京都,渋谷区,セブンイレブン代官山駅東店,,コンビニエンスストア,,東京都渋谷区恵比寿西1-31-16,アルス代官山　１階,,,03-3780-5616,合同会社ＭＭＡ,,3渋保生食届第66号,,,,,,,,,2021/6/1,,代表社員,松田　美貴,東京都渋谷区恵比寿西一丁目３１番１６号,,090-5992-2730,,,192,セブンイレブン代官山駅東店,03,03-3780-5616,,,,東京都渋谷区恵比寿西1-31-16,東京都渋谷区恵比寿西１－３１－１６,アルス代官山　１階,74481,13,13113,恵比寿西１,2021/06/01,,,,,合同会社ＭＭＡ, 代表社員 松田　美貴,090-5992-2730,東京都渋谷区恵比寿西一丁目３１番１６号,東京都渋谷区恵比寿西１丁目３１番１６号,,74481,東京都,渋谷区,恵比寿西１,3渋保生食届第66号,,コンビニエンスストア,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,58,589,5891,セブンイレブン代官山駅東店03-3780-56167448113113,00192_816f2f7e-a207-449c-825e-e86b19e1c0cc,合同会社ＭＭＡ74481,8ceba811-dc08-4a02-9801-8387c98dd3bc,40ecbd1b-9ed8-4a76-b324-3d785ebecf37,2021/06/01,セブンイレブン代官山駅東店,セブンイレブン代官山駅東店,合同会社ＭＭＡ
131130,2100300009,東京都,渋谷区,恵比壽ビヤホール　恵比寿西口店,,その他の食料・飲料販売業,,東京都渋谷区恵比寿南1-1-1,ヒューマックスビル　Ｂ１Ｆ,,,03-3719-0557,株式会社サッポロライオン,,3渋保生食届第9号,,,,,,,,,2021/6/1,,,三宅祐一郎,東京都中央区銀座７丁目９番２０号,,03-6264-6031,,,192,恵比壽ビヤホール　恵比寿西口店,03,03-3719-0557,,,,東京都渋谷区恵比寿南1-1-1,東京都渋谷区恵比寿南１－１－１,ヒューマックスビル　Ｂ１Ｆ,74483,13,13113,恵比寿南１,2021/06/01,,,,,株式会社サッポロライオン,  三宅祐一郎,03-6264-6031,東京都中央区銀座７丁目９番２０号,東京都中央区銀座７丁目９番２０号,,72959,東京都,中央区,銀座７,3渋保生食届第9号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,恵比壽ビヤホル恵比寿西口店03-3719-05577448313113,93833d8a-4db9-42ce-b3c7-63fcbdc22ce0,株式会社サッポロライオン72959,3eace463-356d-45d5-a2de-2df3d77ec6c4,6b372664-4d1e-4bc2-b7cc-588fcd978dc0,2021/06/01,恵比壽ビヤホール　恵比寿西口店,恵比壽ビヤホル恵比寿西口店,株式会社サッポロライオン
131130,2100300008,東京都,渋谷区,銀座ライオン　アトレ恵比寿店,,その他の食料・飲料販売業,,東京都渋谷区恵比寿南1-5-5,アトレ恵比寿　６Ｆ,,,03-5791-7871,株式会社サッポロライオン,,3渋保生食届第8号,,,,,,,,,2021/6/1,,,三宅祐一郎,東京都中央区銀座７丁目９番２０号,,03-6264-6031,,,192,銀座ライオン　アトレ恵比寿店,03,03-5791-7871,,,,東京都渋谷区恵比寿南1-5-5,東京都渋谷区恵比寿南１－５－５,アトレ恵比寿　６Ｆ,74483,13,13113,恵比寿南１,2021/06/01,,,,,株式会社サッポロライオン,  三宅祐一郎,03-6264-6031,東京都中央区銀座７丁目９番２０号,東京都中央区銀座７丁目９番２０号,,72959,東京都,中央区,銀座７,3渋保生食届第8号,,その他の食料品製造・加工業,(包装),,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,銀座ライオンアトレ恵比寿店03-5791-78717448313113,f32c9ec0-1e64-447d-9e5c-7a1eca981273,株式会社サッポロライオン72959,3eace463-356d-45d5-a2de-2df3d77ec6c4,c58b0736-b868-452a-b2ce-6def9a0b7b51,2021/06/01,銀座ライオン　アトレ恵比寿店,銀座ライオンアトレ恵比寿店,株式会社サッポロライオン
131130,2100300026,東京都,渋谷区,アトレ恵比寿ＲＦ１,,弁当販売業,,東京都渋谷区恵比寿南1-5-5,,,,03-3444-3628,株式会社ロック・フィールド,,3渋保生食届第26号,,,,,,,,,2021/6/1,,,古塚孝志,兵庫県神戸市東灘区魚崎浜町１５番地２,,,,,192,アトレ恵比寿ＲＦ１,03,03-3444-3628,,,,東京都渋谷区恵比寿南1-5-5,東京都渋谷区恵比寿南１－５－５,,74483,13,13113,恵比寿南１,2021/06/01,,,,,株式会社ロック・フィールド,  古塚孝志,,兵庫県神戸市東灘区魚崎浜町１５番地２,兵庫県神戸市東灘区魚崎浜町１５番地２,,162972,兵庫県,神戸市東灘区,魚崎浜町,3渋保生食届第26号,,弁当販売業,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,58,581,5811,アトレ恵比寿ＲＦ１03-3444-36287448313113,017405d1-758d-4c7b-87e7-2002c69fc3b8,株式会社ロック・フィールド162972,46b44e40-8f67-4277-9074-f7b85ebab00c,e331517f-d7b1-450e-bac6-02dcd48c3954,2021/06/01,アトレ恵比寿ＲＦ１,アトレ恵比寿ＲＦ１,株式会社ロック・フィールド
131130,2100300035,東京都,渋谷区,融合・アジアンサラダ,,弁当販売業,,東京都渋谷区恵比寿南1-5-5,アトレ恵比寿３Ｆ,,,080-8302-5789,株式会社ロック・フィールド,,3渋保生食届第35号,,,,,,,,,2021/6/1,,,古塚孝志,兵庫県神戸市東灘区魚崎浜町１５番地２,,078-435-2800,,,192,融合・アジアンサラダ,03,080-8302-5789,,,,東京都渋谷区恵比寿南1-5-5,東京都渋谷区恵比寿南１－５－５,アトレ恵比寿３Ｆ,74483,13,13113,恵比寿南１,2021/06/01,,,,,株式会社ロック・フィールド,  古塚孝志,078-435-2800,兵庫県神戸市東灘区魚崎浜町１５番地２,兵庫県神戸市東灘区魚崎浜町１５番地２,,162972,兵庫県,神戸市東灘区,魚崎浜町,3渋保生食届第35号,,弁当販売業,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,58,581,5811,融合アジアンサラダ080-8302-57897448313113,8f29e795-a506-4317-83bc-2bd33cb5eae9,株式会社ロック・フィールド162972,46b44e40-8f67-4277-9074-f7b85ebab00c,7dbb4dcb-9b59-4327-acbc-29ef3329542a,2021/06/01,融合・アジアンサラダ,融合アジアンサラダ,株式会社ロック・フィールド
131130,2100300021,東京都,渋谷区,ザ・ガーデン自由が丘　恵比寿店,,百貨店、総合スーパー,,東京都渋谷区恵比寿南1-6-1,アトレ恵比寿西館地下１階,,,03-6712-2711,株式会社シェルガーデン,,3渋保生食届第21号,,,,,,,,,2021/6/1,,,稲富仁,東京都目黒区自由が丘２丁目２３番１号,,03-3261-5939,,,192,ザ・ガーデン自由が丘　恵比寿店,03,03-6712-2711,,,,東京都渋谷区恵比寿南1-6-1,東京都渋谷区恵比寿南１－６－１,アトレ恵比寿西館地下１階,74483,13,13113,恵比寿南１,2021/06/01,,,,,株式会社シェルガーデン,  稲富仁,03-3261-5939,東京都目黒区自由が丘２丁目２３番１号,東京都目黒区自由が丘２丁目２３番１号,,73919,東京都,目黒区,自由が丘２,3渋保生食届第21号,,百貨店、総合スーパー,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,I,56,561,5611,ザガデン自由が丘恵比寿店03-6712-27117448313113,a8e5a312-9c05-4b91-95e8-f734891091c7,株式会社シェルガーデン73919,416a5fdf-098d-4b9c-9e1f-60d6612058f3,d2c5c36a-2a11-48bf-95bc-f780ab31d2ec,2021/06/01,ザ・ガーデン自由が丘　恵比寿店,ザガデン自由が丘恵比寿店,株式会社シェルガーデン
131130,2100300067,東京都,渋谷区,春翠堂鍼灸院,,農産保存食料品製造・加工業,,東京都渋谷区恵比寿南3-11-6,カナルーチェ１０２,,,070-5559-1863,,,3渋保生食届第67号,,,,,,,,,2021/6/1,山下佳絵,,,,,,,,192,春翠堂鍼灸院,03,070-5559-1863,,,,東京都渋谷区恵比寿南3-11-6,東京都渋谷区恵比寿南３－１１－６,カナルーチェ１０２,74485,13,13113,恵比寿南３,2021/06/01,,,,,,山下佳絵  ,,,,,,,,,3渋保生食届第67号,,農産保存食料品製造・加工業,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,93,,春翠堂鍼灸院070-5559-18637448513113,c199702e-22fb-40cc-aa8f-07c0729b7d71,,personal,54a6430d-d3d5-4c3f-a646-27c0c9629c85,2021/06/01,春翠堂鍼灸院,春翠堂鍼灸院,
131130,2100300041,東京都,渋谷区,ドレスとサラダ,,その他の食料品製造・加工業,,東京都渋谷区桜丘町4-21,作本ビル　１階　Ｋ－２,,,050-7118-7034,合同会社Ｊａｍｘ　Ｔｅｃｈ,,3渋保生食届第41号,,,,,,,,,2021/6/1,,代表社員,末永　尋也,北海道北広島市希望ヶ丘三丁目１番地３６,,050-7118-7034,,,192,ドレスとサラダ,03,050-7118-7034,,,,東京都渋谷区桜丘町4-21,東京都渋谷区桜丘町４－２１,作本ビル　１階　Ｋ－２,74488,13,13113,桜丘町,2021/06/01,,,,,合同会社Ｊａｍｘ　Ｔｅｃｈ, 代表社員 末永　尋也,050-7118-7034,北海道北広島市希望ヶ丘三丁目１番地３６,北海道北広島市希望が丘３丁目１番地３６,,16696,北海道,北広島市,希望が丘３,3渋保生食届第41号,,その他の食料品製造・加工業,,,,192_東京都_渋谷区保健所_食品衛生(届出)_2021年12月まで全件_末日,E,9,99,,ドレスとサラダ050-7118-70347448813113,3a3ab32e-1eaf-4727-9653-a27724c61323,合同会社Ｊａｍｘ　Ｔｅｃｈ16696,a68cd814-93e9-44ba-a799-a5a115791d04,ada51af0-9bc9-4c71-adba-f547f17c4110,2021/06/01,ドレスとサラダ,ドレスとサラダ,合同会社Ｊａｍｘ　Ｔｅｃｈ
