https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請者1,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,許可年月日,確認番号,許可期間開始日,許可期間終了日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業者名,"営業者
電話番号",営業所名称,営業所所在地,,,"営業所
電話番号",業種,許可年月日,許可番号,許可の有効期限FROM,許可の有効期限TO,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
株式会社　木曽路 代表取締役社長　内田　豊稔,872-1811,木曽路　守山店,名古屋市守山区元郷一丁目５０５番地　,名古屋市守山区元郷１丁目５０５番地 ,,768-3511,魚介類販売業,2021/10/18,3守保健第1-207号,2021/11/1,2028/9/20,,245,木曽路　守山店,052,052-768-3511,,,,名古屋市守山区元郷１丁目５０５番地 ,愛知県名古屋市守山区元郷１丁目５０５番地,,117007,23,23113,元郷１,,,2021/10/18,2021/11/01,2028/09/20,株式会社　木曽路 ,代表取締役社長　内田　豊稔,052-872-1811,,,,,,,,3守保健第1-207号,,魚介類販売業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,I,58,,,木曽路守山店052-768-351111700723113,6ea18aae-0f1d-4260-be6e-c21f94eca3b8,株式会社木曽路　,544e9221-e756-49cd-adef-9dbc1eb803ef,ef9e4389-cf58-4e50-800f-5e70f3b82cd4,2021/10/18,木曽路　守山店,木曽路守山店,株式会社木曽路　
ユニー株式会社 代表取締役　関口　憲司,0587-24-8000,ピアゴ守山店,名古屋市守山区東山町１２番２６号　,名古屋市守山区東山町１２番２６号, ,793-2181,飲食店営業,2021/10/27,3守保健第1-210号,2021/11/21,2027/11/20,,245,ピアゴ守山店,052,052-793-2181,,,,名古屋市守山区東山町１２番２６号,愛知県名古屋市守山区東山町１２番２６号, ,117037,23,23113,東山町,,,2021/10/27,2021/11/21,2027/11/20,ユニー株式会社 ,代表取締役　関口　憲司,0587-24-8000,,,,,,,,3守保健第1-210号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ピアゴ守山店052-793-218111703723113,c22757a7-dbfb-445e-9e94-2b2907063f9a,ユニー株式会社,db223e55-a2d7-466e-8586-7bd009411f18,db4ba226-e9c9-481f-a196-dce7b158690d,2021/10/27,ピアゴ守山店,ピアゴ守山店,ユニー株式会社
ユニー株式会社 代表取締役　関口　憲司,0587-24-8000,ピアゴ守山店,名古屋市守山区東山町１２番２６号　,名古屋市守山区東山町１２番２６号, ,793-2181,食肉販売業,2021/10/27,3守保健第1-211号,2021/11/21,2027/11/20,,245,ピアゴ守山店,052,052-793-2181,,,,名古屋市守山区東山町１２番２６号,愛知県名古屋市守山区東山町１２番２６号, ,117037,23,23113,東山町,,,2021/10/27,2021/11/21,2027/11/20,ユニー株式会社 ,代表取締役　関口　憲司,0587-24-8000,,,,,,,,3守保健第1-211号,,食肉販売業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,I,58,583,,ピアゴ守山店052-793-218111703723113,c22757a7-dbfb-445e-9e94-2b2907063f9a,ユニー株式会社,db223e55-a2d7-466e-8586-7bd009411f18,cf165267-81b3-4713-9897-3778d0b6061e,2021/10/27,ピアゴ守山店,ピアゴ守山店,ユニー株式会社
ユニー株式会社 代表取締役　関口　憲司,0587-24-8000,ピアゴ守山店,名古屋市守山区東山町１２番２６号　,名古屋市守山区東山町１２番２６号, ,793-2181,魚介類販売業,2021/10/27,3守保健第1-212号,2021/11/21,2027/11/20,,245,ピアゴ守山店,052,052-793-2181,,,,名古屋市守山区東山町１２番２６号,愛知県名古屋市守山区東山町１２番２６号, ,117037,23,23113,東山町,,,2021/10/27,2021/11/21,2027/11/20,ユニー株式会社 ,代表取締役　関口　憲司,0587-24-8000,,,,,,,,3守保健第1-212号,,魚介類販売業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,I,58,,,ピアゴ守山店052-793-218111703723113,c22757a7-dbfb-445e-9e94-2b2907063f9a,ユニー株式会社,db223e55-a2d7-466e-8586-7bd009411f18,446a7a63-ba55-4085-acef-5c0b2a4ba4fd,2021/10/27,ピアゴ守山店,ピアゴ守山店,ユニー株式会社
香村　博,,アンズカフェ,名古屋市守山区鳥羽見二丁目４番３号　,名古屋市守山区鳥羽見２丁目４番３号, ,,飲食店営業,2021/10/27,3守保健第1-213号,2021/11/21,2027/11/20,,245,アンズカフェ,052,,,,,名古屋市守山区鳥羽見２丁目４番３号,愛知県名古屋市守山区鳥羽見２丁目４番３号, ,117043,23,23113,鳥羽見２,,,2021/10/27,2021/11/21,2027/11/20,,香村　博,,,,,,,,,3守保健第1-213号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,アンズカフェ11704323113,439fb6f4-c14c-4e5f-b517-f2deb1032c71,,personal,f6e1d6e0-4b85-43ac-bd00-b726c5b378b7,2021/10/27,アンズカフェ,アンズカフェ,
小山　桂子,,たこ焼・焼そば　てんてん,名古屋市守山区東山町１６番１７号　,名古屋市守山区東山町１６番１７号, ,052-793-7411,飲食店営業,2021/11/1,3守保健第1-216号,2021/11/21,2027/11/20,,245,たこ焼・焼そば　てんてん,052,052-793-7411,,,,名古屋市守山区東山町１６番１７号,愛知県名古屋市守山区東山町１６番１７号, ,117037,23,23113,東山町,,,2021/11/01,2021/11/21,2027/11/20,,小山　桂子,,,,,,,,,3守保健第1-216号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,たこ焼焼そばてんてん052-793-741111703723113,86adcabc-b8a2-4ca6-be40-f0ac81f9bb2f,,personal,cebd8723-b936-482f-a3a2-6709dd897456,2021/11/01,たこ焼・焼そば　てんてん,たこ焼焼そばてんてん,
桑原　靖行,,Balthus,名古屋市守山区長栄１２番１７号　,名古屋市守山区長栄１２番１７号, ,,飲食店営業,2021/11/5,3守保健第1-217号,2021/11/6,2028/10/20,,245,Balthus,052,,,,,名古屋市守山区長栄１２番１７号,愛知県名古屋市守山区長栄１２番１７号, ,117051,23,23113,長栄,,,2021/11/05,2021/11/06,2028/10/20,,桑原　靖行,,,,,,,,,3守保健第1-217号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,Ｂａｌｔｈｕｓ11705123113,56d9b70e-1cca-4fb9-8e39-b26813707e95,,personal,f403a088-a6d2-40a0-935c-25a2638135e8,2021/11/05,Ｂａｌｔｈｕｓ,Ｂａｌｔｈｕｓ,
株式会社　マリノ 代表取締役　水野　由太佳,052-702-1100,やっぱりステーキ　守山店,名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７　,名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７ ,,052-799-4929,飲食店営業,2021/11/5,3守保健第1-220号,2021/11/10,2028/7/20,,245,やっぱりステーキ　守山店,052,052-799-4929,,,,名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７ ,愛知県名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７,,116980,23,23113,中志段味,,,2021/11/05,2021/11/10,2028/07/20,株式会社　マリノ ,代表取締役　水野　由太佳,052-702-1100,,,,,,,,3守保健第1-220号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,やっぱりステキ守山店052-799-492911698023113,90f69e01-8dd6-4794-8820-ccd9d146674a,株式会社マリノ　,0c2ff2e0-2f8e-4511-b346-b407831615a8,f570de31-2c30-48f4-be28-603b842e540d,2021/11/05,やっぱりステーキ　守山店,やっぱりステキ守山店,株式会社マリノ　
チタカ・インターナショナル・フーズ株式会社 代表取締役　角　嘉一郎,0568-23-3301,ケンタッキーフライドチキン　志段味店,名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７　,名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７ ,,,飲食店営業,2021/11/5,3守保健第1-196号,2021/11/8,2028/7/20,,245,ケンタッキーフライドチキン　志段味店,052,,,,,名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７ ,愛知県名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７,,116980,23,23113,中志段味,,,2021/11/05,2021/11/08,2028/07/20,チタカ・インターナショナル・フーズ株式会社 ,代表取締役　角　嘉一郎,0568-23-3301,,,,,,,,3守保健第1-196号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ケンタッキフライドチキン志段味店11698023113,46953f3f-d6c7-4372-a106-d2cfd229e6ef,チタカ・インターナショナル・フーズ株式会社,11483cd5-ea89-45d3-8690-719ddb1127b8,06cebc2f-a93a-48a7-b821-0d903010d9ae,2021/11/05,ケンタッキーフライドチキン　志段味店,ケンタッキフライドチキン志段味店,チタカ・インターナショナル・フーズ株式会社
株式会社トラムスコープ 代表取締役　加藤敦揮,0566-70-7258,スペイン窯　パンのトラ　志段味店,名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７番　,名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７番 ,,768-5668,飲食店営業,2021/11/5,3守保健第1-206号,2021/11/12,2028/7/20,,245,スペイン窯　パンのトラ　志段味店,052,052-768-5668,,,,名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７番 ,愛知県名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７番,,116980,23,23113,中志段味,,,2021/11/05,2021/11/12,2028/07/20,株式会社トラムスコープ ,代表取締役　加藤敦揮,0566-70-7258,,,,,,,,3守保健第1-206号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,スペイン窯パンのトラ志段味店052-768-566811698023113,744c9ce3-675f-4ba9-9a85-a338e1fd9713,株式会社トラムスコープ　,e19ba2b4-ec85-4bd2-ba2e-985a919a2345,b1fc0fd8-328c-4771-bda3-86e6e27701bc,2021/11/05,スペイン窯　パンのトラ　志段味店,スペイン窯パンのトラ志段味店,株式会社トラムスコープ　
株式会社トラムスコープ 代表取締役　加藤敦揮,0566-70-7258,スペイン窯　パンのトラ　志段味店,名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７番　,名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７番 ,,768-5668,菓子製造業,2021/11/5,3守保健第1-205号,2021/11/12,2028/7/20,,245,スペイン窯　パンのトラ　志段味店,052,052-768-5668,,,,名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７番 ,愛知県名古屋市守山区中志段味特定土地区画整理事業地内７３街区９７番,,116980,23,23113,中志段味,,,2021/11/05,2021/11/12,2028/07/20,株式会社トラムスコープ ,代表取締役　加藤敦揮,0566-70-7258,,,,,,,,3守保健第1-205号,,菓子製造業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,E,9,,,スペイン窯パンのトラ志段味店052-768-566811698023113,744c9ce3-675f-4ba9-9a85-a338e1fd9713,株式会社トラムスコープ　,e19ba2b4-ec85-4bd2-ba2e-985a919a2345,f0abb00a-7ad2-425d-a76a-e155ed9d0e0d,2021/11/05,スペイン窯　パンのトラ　志段味店,スペイン窯パンのトラ志段味店,株式会社トラムスコープ　
株式会社オオツカ 代表取締役　大塚　祥吉,791-1903,オステリア NICO,名古屋市守山区大字上志段味字東谷２０７４番地６６　,名古屋市守山区大字上志段味字東谷２０７４番地６６,,737-3070,飲食店営業,2021/11/9,3守保健第1-203号,2021/11/12,2028/7/20,,245,オステリア NICO,052,052-737-3070,,,,名古屋市守山区大字上志段味字東谷２０７４番地６６,愛知県名古屋市守山区上志段味字東谷２０７４番地６６,,116961,23,23113,上志段味,,,2021/11/09,2021/11/12,2028/07/20,株式会社オオツカ ,代表取締役　大塚　祥吉,052-791-1903,,,,,,,,3守保健第1-203号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,オステリアＮＩＣＯ052-737-307011696123113,a2e0e8be-b250-4842-b706-44e9f2a100a6,株式会社オオツカ　,1c2c4f1f-10f2-4d21-99b3-4ca67fe35538,3a2186b1-1574-475c-b7e8-81973c38ae61,2021/11/09,オステリア　ＮＩＣＯ,オステリアＮＩＣＯ,株式会社オオツカ　
株式会社　後藤食品 代表取締役　後藤金成,0561-84-4631,すし華守山店,名古屋市守山区新守山２８３０番地　アピタ新守山店内,名古屋市守山区新守山２８３０番地, アピタ新守山店内,050-3531-8188,飲食店営業,2021/11/10,3守保健第1-221号,2021/11/21,2027/11/20,,245,すし華守山店,052,050-3531-8188,,,,名古屋市守山区新守山２８３０番地,愛知県名古屋市守山区新守山２８３０番地, アピタ新守山店内,117068,23,23113,新守山,,,2021/11/10,2021/11/21,2027/11/20,株式会社　後藤食品 ,代表取締役　後藤金成,0561-84-4631,,,,,,,,3守保健第1-221号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,すし華守山店050-3531-818811706823113,873b1ce2-d6c8-4d9a-be40-dc8a0cfc1439,株式会社後藤食品　,78a9bb1e-4ef3-457a-bd0c-c638661c2914,c4bbde5e-0c21-45dc-ac24-d1e4231b1f1a,2021/11/10,すし華守山店,すし華守山店,株式会社後藤食品　
株式会社　岐阜タンメンBBC 代表取締役　嶋津　真樹,0586-64-9401,カプサイメン　名古屋守山店,名古屋市守山区白山二丁目７１０番地　,名古屋市守山区白山２丁目７１０番地 ,,890-1732,飲食店営業,2021/11/12,3守保健第1-214号,2021/11/22,2028/3/20,,245,カプサイメン　名古屋守山店,052,052-890-1732,,,,名古屋市守山区白山２丁目７１０番地 ,愛知県名古屋市守山区白山２丁目７１０番地,,117025,23,23113,白山２,,,2021/11/12,2021/11/22,2028/03/20,株式会社　岐阜タンメンBBC ,代表取締役　嶋津　真樹,0586-64-9401,,,,,,,,3守保健第1-214号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,カプサイメン名古屋守山店052-890-173211702523113,2389ec03-d9df-4616-8c5a-64747d6af721,株式会社岐阜タンメンＢＢＣ　,30dd86ea-b2b5-465a-b6e8-b29dbe85d4d7,8359fe0a-3074-4881-91aa-c05627ef0151,2021/11/12,カプサイメン　名古屋守山店,カプサイメン名古屋守山店,株式会社岐阜タンメンＢＢＣ　
鈴木　正見,,ライラック,名古屋市守山区町北４番２８号　,名古屋市守山区町北４番２８号, ,052-791-5274,飲食店営業,2021/11/12,3守保健第1-222号,2021/11/21,2027/11/20,,245,ライラック,052,052-791-5274,,,,名古屋市守山区町北４番２８号,愛知県名古屋市守山区町北４番２８号, ,117045,23,23113,町北,,,2021/11/12,2021/11/21,2027/11/20,,鈴木　正見,,,,,,,,,3守保健第1-222号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ライラック052-791-527411704523113,ccbd0d35-3abd-40f6-8e6a-05a9a46262d3,,personal,8fc10787-d868-41cf-a6a9-4729bb62cd14,2021/11/12,ライラック,ライラック,
カネ美食品株式会社 代表取締役　園部明義,879-6111,カネ美食品(株)　守山店,名古屋市守山区東山町１２番２６号　ピアゴ守山店内,名古屋市守山区東山町１２番２６号, ピアゴ守山店内,725-8931,飲食店営業,2021/11/15,3守保健第1-223号,2021/11/21,2027/11/20,,245,カネ美食品(株)　守山店,052,052-725-8931,,,,名古屋市守山区東山町１２番２６号,愛知県名古屋市守山区東山町１２番２６号, ピアゴ守山店内,117037,23,23113,東山町,,,2021/11/15,2021/11/21,2027/11/20,カネ美食品株式会社 ,代表取締役　園部明義,052-879-6111,,,,,,,,3守保健第1-223号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,カネ美食品株式会社守山店052-725-893111703723113,4a04ded2-5c37-497a-b369-23d11a842324,カネ美食品株式会社,f7141404-4e66-47c1-abde-47afb9a66b03,f6b7a7c3-80c1-44ea-ab1e-982004a84714,2021/11/15,カネ美食品株式会社守山店,カネ美食品株式会社守山店,カネ美食品株式会社
窪田　豊仁,,F＆..　パスタとグルテンフリーのお菓子,名古屋市守山区弁天が丘１０２番地　山の手荘１０３,名古屋市守山区弁天が丘１０２番地 ,山の手荘１０３,886-0451,飲食店営業,2021/11/16,3守保健第1-218号,2021/11/17,2028/9/20,,245,F＆..　パスタとグルテンフリーのお菓子,052,052-886-0451,,,,名古屋市守山区弁天が丘１０２番地 ,愛知県名古屋市守山区弁天が丘１０２番地,山の手荘１０３,117006,23,23113,弁天が丘,,,2021/11/16,2021/11/17,2028/09/20,,窪田　豊仁,,,,,,,,,3守保健第1-218号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,Ｆパスタとグルテンフリのお菓子052-886-045111700623113,fbaca1cc-a33f-4044-b0b2-44e8d5f23894,,personal,21cc87bb-6121-44a7-a37a-6bab9a53ceed,2021/11/16,Ｆ＆．．　パスタとグルテンフリーのお菓子,Ｆパスタとグルテンフリのお菓子,
窪田　豊仁,,F＆..　パスタとグルテンフリーのお菓子,名古屋市守山区弁天が丘１０２番地　山の手荘１０３,名古屋市守山区弁天が丘１０２番地 ,山の手荘１０３,886-0451,菓子製造業,2021/11/16,3守保健第1-219号,2021/11/17,2028/9/20,,245,F＆..　パスタとグルテンフリーのお菓子,052,052-886-0451,,,,名古屋市守山区弁天が丘１０２番地 ,愛知県名古屋市守山区弁天が丘１０２番地,山の手荘１０３,117006,23,23113,弁天が丘,,,2021/11/16,2021/11/17,2028/09/20,,窪田　豊仁,,,,,,,,,3守保健第1-219号,,菓子製造業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,E,9,,,Ｆパスタとグルテンフリのお菓子052-886-045111700623113,fbaca1cc-a33f-4044-b0b2-44e8d5f23894,,personal,8291b7af-0263-45c5-9abf-85ddc2a547b3,2021/11/16,Ｆ＆．．　パスタとグルテンフリーのお菓子,Ｆパスタとグルテンフリのお菓子,
岩室　清勝,,コメダ珈琲　守山瀬古店,名古屋市守山区瀬古東三丁目１２０６番地　,名古屋市守山区瀬古東３丁目１２０６番地 ,,791-3181,飲食店営業,2021/11/26,3守保健第1-225号,2021/12/21,2027/12/20,,245,コメダ珈琲　守山瀬古店,052,052-791-3181,,,,名古屋市守山区瀬古東３丁目１２０６番地 ,愛知県名古屋市守山区瀬古東３丁目１２０６番地,,117074,23,23113,瀬古東３,,,2021/11/26,2021/12/21,2027/12/20,,岩室　清勝,,,,,,,,,3守保健第1-225号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,コメダ珈琲守山瀬古店052-791-318111707423113,5ed3b783-d64a-4555-a82c-359a536229d2,,personal,d7e1f343-aa76-4bd2-a976-3bf1973b829f,2021/11/26,コメダ珈琲　守山瀬古店,コメダ珈琲守山瀬古店,
株式会社　大丸　　 代表取締役　　小澤隆生,052-792-9717,凛家,名古屋市守山区村前町４０番地の６　,名古屋市守山区村前町４０番地の６,,052-792-9717,そうざい製造業,2021/11/26,3守保健第1-197号,2021/12/7,2028/8/20,,245,凛家,052,052-792-9717,,,,名古屋市守山区村前町４０番地の６,愛知県名古屋市守山区村前町４０番地ノ６,,116995,23,23113,村前町,,,2021/11/26,2021/12/07,2028/08/20,株式会社　大丸　　 ,代表取締役　小澤隆生,052-792-9717,,,,,,,,3守保健第1-197号,,そうざい製造業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,E,9,,,凛家052-792-971711699523113,a2258c3c-6aa9-4910-9634-6fd561a69730,株式会社大丸　,2e21a3b4-f217-4375-8ca8-44cdf0f4e30f,cfcd9bde-698e-4658-a29a-53dc580dc587,2021/11/26,凛家,凛家,株式会社大丸　
内村　永子,,デリコム名古屋緑店,名古屋市緑区境松一丁目４１７番地　グリーンバレー境松１号,名古屋市緑区境松１丁目４１７番地 ,グリーンバレー境松１号,629-7717,飲食店営業,2021/10/5,3緑保健第1-202号,2021/10/21,2027/10/20,,245,デリコム名古屋緑店,052,052-629-7717,,,,名古屋市緑区境松１丁目４１７番地 ,愛知県名古屋市緑区境松１丁目４１７番地,グリーンバレー境松１号,117283,23,23114,境松１,,,2021/10/05,2021/10/21,2027/10/20,,内村　永子,,,,,,,,,3緑保健第1-202号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,デリコム名古屋緑店052-629-771711728323114,1f24f28d-1a7d-4651-b504-c7f5c9549a6f,,personal,8c9770f5-a13b-449b-882e-42ddd9cf703d,2021/10/05,デリコム名古屋緑店,デリコム名古屋緑店,
株式会社　ＳＢＩＣ 代表取締役　鬼頭宏昌,253-5512,マロンカフェ　緑店,名古屋市緑区境松二丁目３１７番地　ライオンズガーデン鳴海壱番館１階２号室,名古屋市緑区境松２丁目３１７番地 ,ライオンズガーデン鳴海壱番館１階２号室,693-8454,飲食店営業,2021/10/5,3緑保健第1-204号,2021/10/21,2027/10/20,,245,マロンカフェ　緑店,052,052-693-8454,,,,名古屋市緑区境松２丁目３１７番地 ,愛知県名古屋市緑区境松２丁目３１７番地,ライオンズガーデン鳴海壱番館１階２号室,117284,23,23114,境松２,,,2021/10/05,2021/10/21,2027/10/20,株式会社　ＳＢＩＣ ,代表取締役　鬼頭宏昌,052-253-5512,,,,,,,,3緑保健第1-204号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,マロンカフェ緑店052-693-845411728423114,57ea7cbf-07c7-47d2-bd32-faa47a3e8686,株式会社ＳＢＩＣ　,aa94e3c8-8c93-4612-80d4-667b315a95bb,2e736d3e-2b46-4fa2-a7e1-d25d0e75cc29,2021/10/05,マロンカフェ　緑店,マロンカフェ緑店,株式会社ＳＢＩＣ　
株式会社　松柏苑 代表取締役　熊谷　圭太,613-9332,チャレンジ食堂　松柏苑,名古屋市緑区有松１８０８番地　,名古屋市緑区有松１８０８番地 ,,613-9332,飲食店営業,2021/10/8,3緑保健第1-203号,2021/10/8,2027/12/20,,245,チャレンジ食堂　松柏苑,052,052-613-9332,,,,名古屋市緑区有松１８０８番地 ,愛知県名古屋市緑区有松１８０８番地,,117289,23,23114,有松,,,2021/10/08,2021/10/08,2027/12/20,株式会社　松柏苑 ,代表取締役　熊谷　圭太,052-613-9332,,,,,,,,3緑保健第1-203号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,チャレンジ食堂松柏苑052-613-933211728923114,cb181365-f251-440f-b0ff-ff8db0f65bea,株式会社松柏苑　,ac51122c-c72f-440c-ac27-f5f15b1fed53,f59c2cf7-7eb7-4f71-a3a2-3a2309dbf05c,2021/10/08,チャレンジ食堂　松柏苑,チャレンジ食堂松柏苑,株式会社松柏苑　
諏訪　達久,,ＭＯＭＯＦＵＫＵ　ＣＡＦＥ,名古屋市緑区大将ケ根二丁目１２６０番地　,名古屋市緑区大将ケ根２丁目１２６０番地 ,,825-3977,飲食店営業,2021/10/11,3緑保健第1-208号,2021/10/21,2027/10/20,,245,ＭＯＭＯＦＵＫＵ　ＣＡＦＥ,052,052-825-3977,,,,名古屋市緑区大将ケ根２丁目１２６０番地 ,愛知県名古屋市緑区大将が根２丁目１２６０番地,,117286,23,23114,大将が根２,,,2021/10/11,2021/10/21,2027/10/20,,諏訪　達久,,,,,,,,,3緑保健第1-208号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＭＯＭＯＦＵＫＵＣＡＦＥ052-825-397711728623114,41ea6283-0ddf-42a0-8e2a-278036ebb1d1,,personal,c25cf870-8439-47e6-b6d9-c03752052562,2021/10/11,ＭＯＭＯＦＵＫＵ　ＣＡＦＥ,ＭＯＭＯＦＵＫＵＣＡＦＥ,
ザ・フェニックス株式会社 代表取締役　藤井　鋼,625-4952,ＢＢＱコート,名古屋市緑区大高町字上塩田２６番地の１　,名古屋市緑区大高町字上塩田２６番地の１,,625-4952,飲食店営業,2021/10/13,3緑保健第1-209号,2021/10/21,2027/10/20,,245,ＢＢＱコート,052,052-625-4952,,,,名古屋市緑区大高町字上塩田２６番地の１,愛知県名古屋市緑区大高町字上塩田２６番地ノ１,,117117,23,23114,大高町,,,2021/10/13,2021/10/21,2027/10/20,ザ・フェニックス株式会社 ,代表取締役　藤井　鋼,052-625-4952,,,,,,,,3緑保健第1-209号,,飲食店営業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,M,76,,,ＢＢＱコト052-625-495211711723114,12517e5e-9049-426e-9e9d-71ddcba6f165,ザ・フェニックス株式会社,b7ec2892-800e-49a5-8f37-73b9f98c87c3,0256d1b6-1f3e-4d91-9842-e41872437fb2,2021/10/13,ＢＢＱコート,ＢＢＱコト,ザ・フェニックス株式会社
株式会社アンウェーブ 代表取締役　志波　正人,825-4748,パティスリーエス（ptisserie Es-T）,名古屋市緑区鳴海町字三皿２０番地の３　１F,名古屋市緑区鳴海町字三皿２０番地の３,１F,825-4748,菓子製造業,2021/10/14,3緑保健第1-211号,2021/10/14,2028/6/20,,245,パティスリーエス（ptisserie Es-T）,052,052-825-4748,,,,名古屋市緑区鳴海町字三皿２０番地の３,愛知県名古屋市緑区鳴海町字三皿２０番地ノ３,１F,117138,23,23114,鳴海町,,,2021/10/14,2021/10/14,2028/06/20,株式会社アンウェーブ ,代表取締役　志波　正人,052-825-4748,,,,,,,,3緑保健第1-211号,,菓子製造業,,,,245_愛知県_名古屋市保健所_食品衛生()_2021年10月-2021年11月_末日,E,9,,,パティスリエスｐｔｉｓｓｅｒｉｅＥｓＴ052-825-474811713823114,7acd1912-c5d5-4c19-9b64-4c261e55448f,株式会社アンウェーブ　,d872716a-a4ed-4b5d-9718-5c7a12932171,db24b0fb-741f-4729-bfb3-89d27415b0fc,2021/10/14,パティスリーエス（ｐｔｉｓｓｅｒｉｅ　Ｅｓ－Ｔ）,パティスリエスｐｔｉｓｓｅｒｉｅＥｓＴ,株式会社アンウェーブ　
