https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請区分,申請者1,,,申請者2,,申請-電話番号1,施設-住所1,施設-マンション名,施設-電話番号1,,,施設名,業種,業態,確認番号,許可期間開始日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請等種別,申請者＿申請者名,申請者＿役職名,申請者＿その他役職名,申請者＿代表者,,申請者＿電話番号,所在地１,所在地２,施設＿所在地電話番号,施設＿名称（屋号・商号）１,施設＿名称（屋号・商号）２,,業種,種目（営業の種類）（給食の種類）,許可番号,許可開始日,初回許可年月日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
新規申請,波平　明美,,,,,,国頭郡伊江村川平４２３－１,,,７３　ＣＡＦＥ,,７３　ＣＡＦＥ　,飲食店営業,カフェー,第01202100649号,R04.01.20,R04.01.20,,465,７３　ＣＡＦＥ　,0980,,,,,国頭郡伊江村川平４２３－１,沖縄県国頭郡伊江村川平４２３－１,,216132,47,47315,川平,,2022/01/20,,2022/01/20,,,波平　明美 ,,,,,,,,,第01202100649号,新規,飲食店営業, カフェー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,７３ＣＡＦＥ21613247315,4b230d48-a699-43f8-8af0-a5d248670498,,personal,c43fa430-aa57-4c74-a05a-45155d809240,2022/01/20,７３　ＣＡＦＥ　,７３ＣＡＦＥ,
新規申請,田場　典善,,,,,,名護市名護４５５８－８,,,とり八,,とり八　,飲食店営業,パーラー,第01202100598号,R03.12.16,R03.12.16,,465,とり八　,0980,,,,,名護市名護４５５８－８,沖縄県名護市名護４５５８－８,,215751,47,47209,名護,,2021/12/16,,2021/12/16,,,田場　典善 ,,,,,,,,,第01202100598号,新規,飲食店営業, パーラー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,とり八21575147209,a8e4b6b4-3f7a-4ad9-b9e8-c442130740f9,,personal,4e4f3615-0046-4044-8266-e6635a48cc47,2021/12/16,とり八　,とり八,
新規申請,山城　結,,,,,,名護市為又２０１－３,,,ｍｏｒｅｐａｋｕ,,ｍｏｒｅｐａｋｕ　,菓子製造業,菓子製造業,第01202100585号,R03.12.08,R03.12.08,,465,ｍｏｒｅｐａｋｕ　,0980,,,,,名護市為又２０１－３,沖縄県名護市為又２０１－３,,215752,47,47209,為又,,2021/12/08,,2021/12/08,,,山城　結 ,,,,,,,,,第01202100585号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,ｍｏｒｅｐａｋｕ21575247209,46ddda9b-5e99-4f29-a3f1-c5a1781cc33a,,personal,3ae37a39-5a56-4c60-9a13-7d441fb01343,2021/12/08,ｍｏｒｅｐａｋｕ　,ｍｏｒｅｐａｋｕ,
新規申請,与那嶺　徹,,,,,,名護市宮里１－２２－１１,,,割烹居酒屋　たけの子,,割烹居酒屋　たけの子　,飲食店営業,居酒屋,第01202100584号,R03.12.08,R03.12.08,,465,割烹居酒屋　たけの子　,0980,,,,,名護市宮里１－２２－１１,沖縄県名護市宮里１－２２－１１,,215759,47,47209,宮里１,,2021/12/08,,2021/12/08,,,与那嶺　徹 ,,,,,,,,,第01202100584号,新規,飲食店営業, 居酒屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,割烹居酒屋たけの子21575947209,254c5be1-79e6-4329-8ede-d4d508a604cf,,personal,f34dc02b-61e7-4aca-8152-6e567fc6b76f,2021/12/08,割烹居酒屋　たけの子　,割烹居酒屋たけの子,
新規申請,崎濱　秀信,,,,,,名護市大南２－１２－１７,,,一番寿し,,一番寿し　,飲食店営業,寿司屋,第01202100589号,R03.12.09,R03.12.09,,465,一番寿し　,0980,,,,,名護市大南２－１２－１７,沖縄県名護市大南２－１２－１７,,215783,47,47209,大南２,,2021/12/09,,2021/12/09,,,崎濱　秀信 ,,,,,,,,,第01202100589号,新規,飲食店営業, 寿司屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,一番寿し21578347209,496f7bfa-71a6-4817-8fac-382a3d27f992,,personal,ef9d9d18-c93c-4e53-bacc-eea74cdaf86a,2021/12/09,一番寿し　,一番寿し,
新規申請,新城　勝行,,,,,,国頭郡今帰仁村今泊５１０１,,,今帰仁ハーブ園,,今帰仁ハーブ園　,飲食店営業,臨時営業80L,第01202100623号,R03.12.28,R03.12.28,,465,今帰仁ハーブ園　,0980,,,,,国頭郡今帰仁村今泊５１０１,沖縄県国頭郡今帰仁村今泊５１０１,,216198,47,47306,今泊,,2021/12/28,,2021/12/28,,,新城　勝行 ,,,,,,,,,第01202100623号,新規,飲食店営業, 臨時営業80L,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,今帰仁ハブ園21619847306,de4becfc-f50d-4e26-8472-2be66c41bdd8,,personal,259f991a-b8fa-4c5d-9be1-d9e9cfb2c233,2021/12/28,今帰仁ハーブ園　,今帰仁ハブ園,
新規申請,名嘉山　健,,,,,,沖縄県全域,（沖縄８００　す　９８５３）,,あちこーこ,,あちこーこ　,飲食店営業,自動車営業80L,第01202100576号,R03.12.06,R03.12.06,,465,あちこーこ　,,,,,,沖縄県全域,沖縄県全域,（沖縄８００　す　９８５３）,,47,,,,2021/12/06,,2021/12/06,,,名嘉山　健 ,,,,,,,,,第01202100576号,新規,飲食店営業, 自動車営業80L,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,あちここ,bb6c7964-051e-445e-aec6-b8e73bfdbceb,,personal,04279bbe-7a71-4ac4-adc3-effd1f03df8f,2021/12/06,あちこーこ　,あちここ,
新規申請,大嶺　育子,,,,,,国頭郡本部町崎本部４８５６,,,かふーず,,かふーず　,菓子製造業,菓子製造業,第01202100580号,R03.12.08,R03.12.08,,465,かふーず　,0980,,,,,国頭郡本部町崎本部４８５６,沖縄県国頭郡本部町崎本部４８５６,,216235,47,47308,崎本部,,2021/12/08,,2021/12/08,,,大嶺　育子 ,,,,,,,,,第01202100580号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,かふず21623547308,23397250-2c7c-42b2-80a3-2b083a347db6,,personal,6d1149a7-667b-491c-b3f4-ee824cfc1632,2021/12/08,かふーず　,かふず,
新規申請,熱海　慎哉,,,,,,国頭郡本部町具志堅２８４,,,ＮＥＧＲＩＬ　ＣＯＦＦＥＥ,,ＮＥＧＲＩＬ　ＣＯＦＦＥＥ　,飲食店営業,カフェー,第01202100605号,R03.12.21,R03.12.21,,465,ＮＥＧＲＩＬ　ＣＯＦＦＥＥ　,0980,,,,,国頭郡本部町具志堅２８４,沖縄県国頭郡本部町具志堅２８４,,216233,47,47308,具志堅,,2021/12/21,,2021/12/21,,,熱海　慎哉 ,,,,,,,,,第01202100605号,新規,飲食店営業, カフェー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ＮＥＧＲＩＬＣＯＦＦＥＥ21623347308,49629e2b-76cd-4a39-a6ac-fdc5d6b1784d,,personal,16066879-5e03-4ae2-8336-3f638eb94b01,2021/12/21,ＮＥＧＲＩＬ　ＣＯＦＦＥＥ　,ＮＥＧＲＩＬＣＯＦＦＥＥ,
新規申請,比嘉　みどり,,,,,,国頭郡本部町大浜８６１－７,,,ガジュマル（そば屋）,,ガジュマル（そば屋）　,飲食店営業,そば屋,第01202100577号,R03.12.06,R03.12.06,,465,ガジュマル（そば屋）　,0980,,,,,国頭郡本部町大浜８６１－７,沖縄県国頭郡本部町大浜８６１－７,,216230,47,47308,大浜,,2021/12/06,,2021/12/06,,,比嘉　みどり ,,,,,,,,,第01202100577号,新規,飲食店営業, そば屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ガジュマルそば屋21623047308,3b49f916-ff8e-44ff-8fb5-925e3ab4cc45,,personal,ec272aa0-24bb-4fdf-a78c-5c98bcd6d046,2021/12/06,ガジュマル（そば屋）　,ガジュマルそば屋,
新規申請,五十嵐　悠輔,,,,,,名護市饒平名２７４－２,,,笑縁門,,笑縁門　,飲食店営業,居酒屋,第01202100599号,R03.12.16,R03.12.16,,465,笑縁門　,0980,,,,,名護市饒平名２７４－２,沖縄県名護市饒平名２７４－２,,215771,47,47209,饒平名,,2021/12/16,,2021/12/16,,,五十嵐　悠輔 ,,,,,,,,,第01202100599号,新規,飲食店営業, 居酒屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,笑縁門21577147209,cb26d648-194f-4983-854b-434edce01ba8,,personal,c482d012-836e-433a-ac77-5165c0141281,2021/12/16,笑縁門　,笑縁門,
新規申請,浦崎　幸美,,,,,,国頭郡今帰仁村今泊１５７,,,アンダギーの店　ひよこちゃん,,アンダギーの店　ひよこちゃん　,菓子製造業,菓子製造業,第01202100595号,R03.12.14,R03.12.14,,465,アンダギーの店　ひよこちゃん　,0980,,,,,国頭郡今帰仁村今泊１５７,沖縄県国頭郡今帰仁村今泊１５７,,216198,47,47306,今泊,,2021/12/14,,2021/12/14,,,浦崎　幸美 ,,,,,,,,,第01202100595号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,アンダギの店ひよこちゃん21619847306,dc6399bc-f4c9-4470-b61c-dfbea880845d,,personal,a173f6af-78fe-419b-b5ed-dc2717f89a9a,2021/12/14,アンダギーの店　ひよこちゃん　,アンダギの店ひよこちゃん,
新規申請,浦崎　幸美,,,,,,国頭郡今帰仁村今泊１５７,,,アンダギーの店　ひよこちゃん,,アンダギーの店　ひよこちゃん　,漬物製造業,漬物製造,第01202100594号,R03.12.14,R03.12.14,,465,アンダギーの店　ひよこちゃん　,0980,,,,,国頭郡今帰仁村今泊１５７,沖縄県国頭郡今帰仁村今泊１５７,,216198,47,47306,今泊,,2021/12/14,,2021/12/14,,,浦崎　幸美 ,,,,,,,,,第01202100594号,新規,漬物製造業, 漬物製造,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,アンダギの店ひよこちゃん21619847306,dc6399bc-f4c9-4470-b61c-dfbea880845d,,personal,863489a1-d5c0-4f9f-b5d4-e5526c6f5444,2021/12/14,アンダギーの店　ひよこちゃん　,アンダギの店ひよこちゃん,
新規申請,浦崎　幸美,,,,,,国頭郡今帰仁村今泊１５７,,,アンダギーの店　ひよこちゃん,,アンダギーの店　ひよこちゃん　,密封包装食品製造業,密封包装,第01202100593号,R03.12.14,R03.12.14,,465,アンダギーの店　ひよこちゃん　,0980,,,,,国頭郡今帰仁村今泊１５７,沖縄県国頭郡今帰仁村今泊１５７,,216198,47,47306,今泊,,2021/12/14,,2021/12/14,,,浦崎　幸美 ,,,,,,,,,第01202100593号,新規,密封包装食品製造業, 密封包装,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,アンダギの店ひよこちゃん21619847306,dc6399bc-f4c9-4470-b61c-dfbea880845d,,personal,0f337841-9ae4-484b-b144-3d807da968d8,2021/12/14,アンダギーの店　ひよこちゃん　,アンダギの店ひよこちゃん,
新規申請,石丸　圭子,,,,,,国頭郡今帰仁村謝名４４９－３－１Ｆ,,,ＵＮＤＥＲ　ＴＨＥ　ＣＨＥＲＲＹ　ＭＯＯＮ,,ＵＮＤＥＲ　ＴＨＥ　ＣＨＥＲＲＹ　ＭＯＯＮ　,飲食店営業,レストラン,第01202100592号,R03.12.14,R03.12.14,,465,ＵＮＤＥＲ　ＴＨＥ　ＣＨＥＲＲＹ　ＭＯＯＮ　,0980,,,,,国頭郡今帰仁村謝名４４９－３,沖縄県国頭郡今帰仁村謝名４４９－３,１Ｆ,216207,47,47306,謝名,,2021/12/14,,2021/12/14,,,石丸　圭子 ,,,,,,,,,第01202100592号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ＵＮＤＥＲＴＨＥＣＨＥＲＲＹＭＯＯＮ21620747306,9b62c6a9-7796-4f71-a7e0-757fc5153ee0,,personal,128d86cd-3068-4420-a908-9b555cf179dd,2021/12/14,ＵＮＤＥＲ　ＴＨＥ　ＣＨＥＲＲＹ　ＭＯＯＮ　,ＵＮＤＥＲＴＨＥＣＨＥＲＲＹＭＯＯＮ,
新規申請,眞栄田　麻美,,,,,,名護市宇茂佐の森１－２－８－１Ｆ,,,ＱＷＡＣＨＩ,,ＱＷＡＣＨＩ　,菓子製造業,菓子製造業,第01202100615号,R03.12.23,R03.12.23,,465,ＱＷＡＣＨＩ　,0980,,,,,名護市宇茂佐の森１－２－８,沖縄県名護市宇茂佐ノ森１－２－８,１Ｆ,215724,47,47209,宇茂佐,,2021/12/23,,2021/12/23,,,眞栄田　麻美 ,,,,,,,,,第01202100615号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,ＱＷＡＣＨＩ21572447209,593bb685-e3a3-4e36-bed0-25c691feb700,,personal,e4afcdce-deba-4c5a-9e79-af5976dbce8b,2021/12/23,ＱＷＡＣＨＩ　,ＱＷＡＣＨＩ,
新規申請,上地　亜由美,,,,,,名護市大中１－３－５,,,そうわメガネコーヒー,,そうわメガネコーヒー　,飲食店営業,カフェー,第01202100604号,R03.12.20,R03.12.20,,465,そうわメガネコーヒー　,0980,,,,,名護市大中１－３－５,沖縄県名護市大中１－３－５,,215795,47,47209,大中１,,2021/12/20,,2021/12/20,,,上地　亜由美 ,,,,,,,,,第01202100604号,新規,飲食店営業, カフェー,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,そうわメガネコヒ21579547209,efb52347-fa20-4b8e-93cd-75ee9b6ea2f4,,personal,92dde40b-0df8-40ab-a8c2-5bbc82e3ec8e,2021/12/20,そうわメガネコーヒー　,そうわメガネコヒ,
新規申請,源古　陽子,,,,,,国頭郡国頭村奥間３８４－１,,,Ｆｌｅｕｒ　ｄｅ　ｓｏｌｅｉｌ,,Ｆｌｅｕｒ　ｄｅ　ｓｏｌｅｉｌ　,菓子製造業,菓子製造業,第01202100666号,R04.01.25,R04.01.25,,465,Ｆｌｅｕｒ　ｄｅ　ｓｏｌｅｉｌ　,0980,,,,,国頭郡国頭村奥間３８４－１,沖縄県国頭郡国頭村奥間３８４－１,,216182,47,47301,奥間,,2022/01/25,,2022/01/25,,,源古　陽子 ,,,,,,,,,第01202100666号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,Ｆｌｅｕｒｄｅｓｏｌｅｉｌ21618247301,4d508919-f4b7-4a4b-9492-a5469cd05db4,,personal,d016a525-bac3-46e0-8c41-7e7ef5c66a11,2022/01/25,Ｆｌｅｕｒ　ｄｅ　ｓｏｌｅｉｌ　,Ｆｌｅｕｒｄｅｓｏｌｅｉｌ,
新規申請,株式会社ユニラボ,代表取締役,,佐々木　孝仁,代表取締役　佐々木　孝仁,,国頭郡本部町谷茶２９－６,,,マリンバー,,マリンバー　,飲食店営業,レストラン,第01202100596号,R03.12.15,R03.12.15,,465,マリンバー　,0980,,,,,国頭郡本部町谷茶２９－６,沖縄県国頭郡本部町谷茶２９－６,,216239,47,47308,谷茶,,2021/12/15,,2021/12/15,,株式会社ユニラボ,代表取締役　佐々木　孝仁,,,,,,,,,第01202100596号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,マリンバ21623947308,81589179-f7a4-486d-a636-50d53bd935dd,株式会社ユニラボ,6146ac7e-694a-4f76-a98e-628ccbe5e5fa,fc8582d9-3d36-40e6-996f-2600b35622ba,2021/12/15,マリンバー　,マリンバ,株式会社ユニラボ
新規申請,田﨑　裕,,,,,,国頭郡本部町大浜８６３－１,かりゆしマンションＢ棟１０４号,,ＴＨＥ　ＫＥＹ　ＢＡＫＥＲＹ,,ＴＨＥ　ＫＥＹ　ＢＡＫＥＲＹ　,菓子製造業,菓子製造業,第01202100610号,R03.12.22,R03.12.22,,465,ＴＨＥ　ＫＥＹ　ＢＡＫＥＲＹ　,0980,,,,,国頭郡本部町大浜８６３－１,沖縄県国頭郡本部町大浜８６３－１,かりゆしマンションＢ棟１０４号,216230,47,47308,大浜,,2021/12/22,,2021/12/22,,,田﨑　裕 ,,,,,,,,,第01202100610号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,ＴＨＥＫＥＹＢＡＫＥＲＹ21623047308,9e3eef95-3404-468e-b5a0-ed02f5f1b62b,,personal,30437387-da35-4f3f-a9b2-a30d6ae49000,2021/12/22,ＴＨＥ　ＫＥＹ　ＢＡＫＥＲＹ　,ＴＨＥＫＥＹＢＡＫＥＲＹ,
新規申請,喜納　薫,,,,,,国頭郡伊江村東江前３５５,,,ふばがさ,,ふばがさ　,飲食店営業,居酒屋,第01202100648号,R04.01.20,R04.01.20,,465,ふばがさ　,0980,,,,,国頭郡伊江村東江前３５５,沖縄県国頭郡伊江村東江前３５５,,216136,47,47315,東江前,,2022/01/20,,2022/01/20,,,喜納　薫 ,,,,,,,,,第01202100648号,新規,飲食店営業, 居酒屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ふばがさ21613647315,11c3a15a-af83-406f-96fd-9319a6522af7,,personal,e870526d-9782-4132-a4e0-40f2b856eefa,2022/01/20,ふばがさ　,ふばがさ,
新規申請,山内　利晃,,,,,,名護市中山４３０,,,ゆしの風,,ゆしの風　,飲食店営業,レストラン,第01202100634号,R04.01.11,R04.01.11,,465,ゆしの風　,0980,,,,,名護市中山４３０,沖縄県名護市中山４３０,,215750,47,47209,中山,,2022/01/11,,2022/01/11,,,山内　利晃 ,,,,,,,,,第01202100634号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ゆしの風21575047209,87b2f353-affd-42ed-8e66-6de0f5eee030,,personal,457d3846-addf-4fa6-83dc-7a1e5d5610fb,2022/01/11,ゆしの風　,ゆしの風,
新規申請,大城　啓子,,,,,,名護市大北１－２１－１４,,,カラオケ喫茶　乾杯Ⅱ,,カラオケ喫茶　乾杯Ⅱ　,飲食店営業,居酒屋,第01202100600号,R03.12.16,R03.12.16,,465,カラオケ喫茶　乾杯Ⅱ　,0980,,,,,名護市大北１－２１－１４,沖縄県名護市大北１－２１－１４,,215800,47,47209,大北１,,2021/12/16,,2021/12/16,,,大城　啓子 ,,,,,,,,,第01202100600号,新規,飲食店営業, 居酒屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,カラオケ喫茶乾杯Ⅱ21580047209,cf29a218-0fb3-47ba-95a6-d13aec7da4de,,personal,a5e69088-7538-4c51-a088-b0c8853fb743,2021/12/16,カラオケ喫茶　乾杯Ⅱ　,カラオケ喫茶乾杯Ⅱ,
新規申請,具志堅　裕子,,,,,,国頭郡本部町大浜８５８－３,,,キッチン　ぱぷりか,,キッチン　ぱぷりか　,飲食店営業,弁当屋,第01202100603号,R03.12.20,R03.12.20,,465,キッチン　ぱぷりか　,0980,,,,,国頭郡本部町大浜８５８－３,沖縄県国頭郡本部町大浜８５８－３,,216230,47,47308,大浜,,2021/12/20,,2021/12/20,,,具志堅　裕子 ,,,,,,,,,第01202100603号,新規,飲食店営業, 弁当屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,キッチンぱぷりか21623047308,259ed741-5141-4dce-af9b-6f9799167d82,,personal,34a6e076-a12f-4503-821d-ae8b13df882c,2021/12/20,キッチン　ぱぷりか　,キッチンぱぷりか,
新規申請,細川　真知子,,,,,,国頭郡本部町大浜８７４－１,,,ちゅらサージ沖縄,,ちゅらサージ沖縄　,菓子製造業,菓子製造業,第01202100619号,R03.12.23,R03.12.23,,465,ちゅらサージ沖縄　,0980,,,,,国頭郡本部町大浜８７４－１,沖縄県国頭郡本部町大浜８７４－１,,216230,47,47308,大浜,,2021/12/23,,2021/12/23,,,細川　真知子 ,,,,,,,,,第01202100619号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,ちゅらサジ沖縄21623047308,84198eab-ac5b-456a-b5b9-468b991a309d,,personal,eb7b12e4-f65d-4404-af93-040465175d00,2021/12/23,ちゅらサージ沖縄　,ちゅらサジ沖縄,
新規申請,比嘉　るり子,,,,,,国頭郡今帰仁村謝名１９－１,,,美ら島食堂,,美ら島食堂　,飲食店営業,食堂,第01202100597号,R03.12.15,R03.12.15,,465,美ら島食堂　,0980,,,,,国頭郡今帰仁村謝名１９－１,沖縄県国頭郡今帰仁村謝名１９－１,,216207,47,47306,謝名,,2021/12/15,,2021/12/15,,,比嘉　るり子 ,,,,,,,,,第01202100597号,新規,飲食店営業, 食堂,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,美ら島食堂21620747306,4d9780ca-bb7c-4f30-b81a-243e5cf74231,,personal,6fceb894-fa01-4ca3-92cf-67562401d550,2021/12/15,美ら島食堂　,美ら島食堂,
新規申請,大城　昌三,,,,,,国頭郡今帰仁村仲宗根２７９,,,スナック　今帰仁　花道,,スナック　今帰仁　花道　,飲食店営業,スナック,第01202100602号,R03.12.16,R03.12.16,,465,スナック　今帰仁　花道　,0980,,,,,国頭郡今帰仁村仲宗根２７９,沖縄県国頭郡今帰仁村仲宗根２７９,,216212,47,47306,仲宗根,,2021/12/16,,2021/12/16,,,大城　昌三 ,,,,,,,,,第01202100602号,新規,飲食店営業, スナック,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,スナック今帰仁花道21621247306,83543859-7350-4036-ba79-1f1b70061aaf,,personal,cb049800-2af0-4a72-8982-ba66e4b70d8b,2021/12/16,スナック　今帰仁　花道　,スナック今帰仁花道,
新規申請,親田　久美子,,,,,,国頭郡国頭村辺土名２１７０－１,,,パーラーピットイン,,パーラーピットイン　,菓子製造業,菓子製造業,第01202100624号,R04.01.04,R04.01.04,,465,パーラーピットイン　,0980,,,,,国頭郡国頭村辺土名２１７０－１,沖縄県国頭郡国頭村辺土名２１７０－１,,216193,47,47301,辺土名,,2022/01/04,,2022/01/04,,,親田　久美子 ,,,,,,,,,第01202100624号,新規,菓子製造業, 菓子製造業,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,E,9,,,パラピットイン21619347301,19666b46-8f97-4441-8b38-fe829fab5690,,personal,803921bf-4bf2-466d-908b-5b2116b3973d,2022/01/04,パーラーピットイン　,パラピットイン,
新規申請,湧川　直治,,,,,,名護市大南２－１２－２３,,,市,,市　,飲食店営業,弁当屋,第01202100609号,R03.12.22,R03.12.22,,465,市　,0980,,,,,名護市大南２－１２－２３,沖縄県名護市大南２－１２－２３,,215783,47,47209,大南２,,2021/12/22,,2021/12/22,,,湧川　直治 ,,,,,,,,,第01202100609号,新規,飲食店営業, 弁当屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,市21578347209,e42008cb-f609-4b2e-85c5-bef928b3e7d5,,personal,b944e26b-f822-4139-b458-a7aa238fd864,2021/12/22,市　,市,
新規申請,玉城　和明,,,,,,名護市運天原７２８－１,,,ほるとの丘,,ほるとの丘　,飲食店営業,レストラン,第01202100618号,R03.12.23,R03.12.23,,465,ほるとの丘　,0980,,,,,名護市運天原７２８－１,沖縄県名護市運天原７２８－１,,215725,47,47209,運天原,,2021/12/23,,2021/12/23,,,玉城　和明 ,,,,,,,,,第01202100618号,新規,飲食店営業, レストラン,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,ほるとの丘21572547209,3bebaf5d-a5b7-4baf-a57e-912c89aeb960,,personal,06d8179b-78a9-461e-af77-6e2d3cb99b4d,2021/12/23,ほるとの丘　,ほるとの丘,
新規申請,仲宗根　康夫,,,,,,国頭郡本部町渡久地６,,,仲宗根ストアー,,仲宗根ストアー　,飲食店営業,弁当屋,第01202100622号,R03.12.27,R03.12.27,,465,仲宗根ストアー　,0980,,,,,国頭郡本部町渡久地６,沖縄県国頭郡本部町渡久地６,,216240,47,47308,渡久地,,2021/12/27,,2021/12/27,,,仲宗根　康夫 ,,,,,,,,,第01202100622号,新規,飲食店営業, 弁当屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,仲宗根ストア21624047308,1c86ecbc-ffcb-476f-9fc2-9d8ea1f3c525,,personal,c2e5b397-6815-4a15-843f-c71175b0aeee,2021/12/27,仲宗根ストアー　,仲宗根ストア,
新規申請,平田　和摩,,,,,,国頭郡本部町辺名地９５３,,,美やま,,美やま　,飲食店営業,居酒屋,第01202100606号,R03.12.21,R03.12.21,,465,美やま　,0980,,,,,国頭郡本部町辺名地９５３,沖縄県国頭郡本部町辺名地９５３,,216248,47,47308,辺名地,,2021/12/21,,2021/12/21,,,平田　和摩 ,,,,,,,,,第01202100606号,新規,飲食店営業, 居酒屋,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,美やま21624847308,78a4f84b-66a8-4627-a39e-acceb871aec2,,personal,e6586c75-e26f-4688-bad0-59de13deb346,2021/12/21,美やま　,美やま,
新規申請,古堅　三枝,,,,,,名護市城１－９－１　１－Ｄ,,,スナック　パール,,スナック　パール　,飲食店営業,ﾅｲﾄｽﾅｯｸ,第01202100625号,R04.01.04,R04.01.04,,465,スナック　パール　,0980,,,,,名護市城１－９－１　,沖縄県名護市城１－９－１,１－Ｄ,215777,47,47209,城１,,2022/01/04,,2022/01/04,,,古堅　三枝 ,,,,,,,,,第01202100625号,新規,飲食店営業, ﾅｲﾄｽﾅｯｸ,,,465_沖縄県_北部保健所_食品衛生()_2021年12月-2022年02月_末日,M,76,,,スナックパル21577747209,7545d4f1-d88f-489c-8b58-70c8ef84dcbc,,personal,588ba636-dd77-4668-974f-42320a4dd321,2022/01/04,スナック　パール　,スナックパル,
