https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,,業種,業態,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者1,法人番号,申請-住所1,申請-マンション名,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,その他,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自治体コード,行番号,都道府県名,市区町村名,営業施設名称、屋号又は商号,営業施設名称、屋号又は商号（フリガナ）,営業の種類,業態,営業施設所在地,営業施設方書,緯度,経度,営業施設電話番号,法人名,法人番号,法人住所,,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
27207,fBiz00000556350000000001,大阪府,高槻市,,,① 飲食店営業,バー,,,,,,,,,,6112,2021/7/16,2021/7/16,2021/7/16,2027/7/31,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,,,,,,,,大阪府,,,27,,,,2021/07/16,2021/07/16,2021/07/16,2027/07/31,,,,,,,,,,,6112,,飲食店営業, バー,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,,b5e39cb8-38d9-48aa-934f-dc7e23050119,,personal,0c33f1d8-cc52-446f-965b-01dc0a7e2637,2021/07/16,,,
27207,fBiz00000597180000000001,大阪府,高槻市,,,① 飲食店営業,委託給食,,,,,,,,,,6720,2021/7/16,2021/7/16,2021/7/16,2027/7/31,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,,,,,,,,大阪府,,,27,,,,2021/07/16,2021/07/16,2021/07/16,2027/07/31,,,,,,,,,,,6720,,飲食店営業, 委託給食,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,,b5e39cb8-38d9-48aa-934f-dc7e23050119,,personal,46f463d2-8fae-4b3a-8282-573f0f452120,2021/07/16,,,
27207,fBiz00000661790000000137,大阪府,高槻市,なか卯摂津富田店,ナカウセッツトンダテン,⑬ その他の食料・飲料販売業,飲食店営業,大阪府高槻市富田町１丁目6番5号,,34.836313,135.593695,,株式会社なか卯,6010401089907,東京都港区港南二丁目１８番１号,,,,,,,,届出,,届出 ,,,288,なか卯摂津富田店,072,,,,,大阪府高槻市富田町１丁目6番5号,大阪府高槻市富田町１丁目６番５号,,158184,27,27207,富田町１,,,,,,株式会社なか卯,,,東京都港区港南二丁目１８番１号,東京都港区港南２丁目１８番１号,,73073,東京都,港区,港南２,,,食料品販売業, 飲食店営業,届出 ,6010401089907,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,A,58,581,5811,なか卯摂津富田店15818427207,5ead3c99-3ca0-44cf-8be4-570e4f404344,株式会社なか卯73073,983ab79e-0a74-4283-a305-96232b02b1c7,90b4a60f-b2ab-4e29-90af-a874248e98da,2021/12/01,なか卯摂津富田店,なか卯摂津富田店,株式会社なか卯
27207,fBiz00000661790000000187,大阪府,高槻市,なか卯高槻津之江店,ナカウタカツキツノエテン,⑬ その他の食料・飲料販売業,飲食店営業,大阪府高槻市津之江町1-45-8,,34.838998,135.608276,,株式会社なか卯,6010401089907,東京都港区港南二丁目１８番１号,,,,,,,,届出,,届出 ,,,288,なか卯高槻津之江店,072,,,,,大阪府高槻市津之江町1-45-8,大阪府高槻市津ノ江町１－４５－８,,158171,27,27207,津ノ江町１,,,,,,株式会社なか卯,,,東京都港区港南二丁目１８番１号,東京都港区港南２丁目１８番１号,,73073,東京都,港区,港南２,,,食料品販売業, 飲食店営業,届出 ,6010401089907,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,A,58,581,5811,なか卯高槻津之江店15817127207,a8a9a580-295b-4344-a019-435efdfbaf59,株式会社なか卯73073,983ab79e-0a74-4283-a305-96232b02b1c7,252e6e04-8b1e-47bb-b1b7-fc83d00988b6,2021/12/01,なか卯高槻津之江店,なか卯高槻津之江店,株式会社なか卯
27207,fBiz00000691410000000001,大阪府,高槻市,アンティーク,アンティーク,① 飲食店営業,軽食・喫茶,大阪府高槻市寿町１丁目６－２０,,34.828739,135.596483,,株式会社雲井,8120901031405,大阪府高槻市富田町６丁目１５番１８号,,6120,2021/9/30,2021/9/30,2021/9/30,2027/9/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,アンティーク,072,,,,,大阪府高槻市寿町１丁目６－２０,大阪府高槻市寿町１丁目６－２０,,158091,27,27207,寿町１,,2021/09/30,2021/09/30,2021/09/30,2027/09/30,株式会社雲井,,,大阪府高槻市富田町６丁目１５番１８号,大阪府高槻市富田町６丁目１５番１８号,,158189,大阪府,高槻市,富田町６,6120,,飲食店営業, 軽食・喫茶,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,8120901031405,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,アンティク15809127207,e14d4f0d-e4a9-460b-a322-1d39099a5386,株式会社雲井158189,37e57df0-9854-4c34-8863-4ad6a95b4a93,e662a03f-6fe8-4719-a637-48df2b402411,2021/09/30,アンティーク,アンティク,株式会社雲井
27207,fBiz00000796020000000001,大阪府,高槻市,かきｓｏｌａ,カキソラ,① 飲食店営業,居酒屋,大阪府高槻市芥川町２丁目２４－３,,34.853634,135.615159,,,,,,6183,2021/10/18,2021/10/18,2021/10/18,2027/10/31,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,かきｓｏｌａ,072,,,,,大阪府高槻市芥川町２丁目２４－３,大阪府高槻市芥川町２丁目２４－３,,157983,27,27207,芥川町２,,2021/10/18,2021/10/18,2021/10/18,2027/10/31,,,,,,,,,,,6183,,飲食店営業, 居酒屋,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,かきｓｏｌａ15798327207,f51250be-6916-4997-ae38-7e2000d29a5b,,personal,aa9d17b9-606e-4b3b-94c3-b543bb084603,2021/10/18,かきｓｏｌａ,かきｓｏｌａ,
27207,fBiz00000914080000000001,大阪府,高槻市,Ｒｅｖｉｃ,リヴィック,① 飲食店営業,バー,大阪府高槻市城北町２丁目１１－３,Ｂｅｌｌｅ　Ｅｐｏｑｕｅ　地下１階,34.849257,135.624284,,,,,,6161,2021/10/13,2021/10/13,2021/10/13,2027/10/31,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,Ｒｅｖｉｃ,072,,,,,大阪府高槻市城北町２丁目１１－３,大阪府高槻市城北町２丁目１１－３,Ｂｅｌｌｅ　Ｅｐｏｑｕｅ　地下１階,158134,27,27207,城北町２,,2021/10/13,2021/10/13,2021/10/13,2027/10/31,,,,,,,,,,,6161,,飲食店営業, バー,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,Ｒｅｖｉｃ15813427207,47bb0fb6-c0b5-435e-9c8c-8b9b3419678a,,personal,18dd2d48-8978-447f-afc3-6024ef7cab82,2021/10/13,Ｒｅｖｉｃ,Ｒｅｖｉｃ,
27207,fBiz00001006770000000002,大阪府,高槻市,壽酒造株式会社,コトブキシュゾウカブシキガイシャ ,㉑ 酒類製造業,,大阪府高槻市富田町３丁目２６ー１２ ,,34.832904,135.592296,072-696-0003,,,,,6814,2021/11/15,2021/11/15,2021/11/15,2027/11/30,,許可,条件なし,許可、条件なし,,,288,壽酒造株式会社,072,072-696-0003,,,,大阪府高槻市富田町３丁目２６ー１２ ,大阪府高槻市富田町３丁目２６－１２,,158186,27,27207,富田町３,,2021/11/15,2021/11/15,2021/11/15,2027/11/30,,,,,,,,,,,6814,,酒類製造業,,許可、条件なし,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,E,10,,,壽酒造株式会社072-696-000315818627207,2318d4a2-dc65-4a7b-a1ca-71b3628bd3a6,,personal,7c096c2a-4054-4107-9b3d-b6a6f27becd7,2021/11/15,壽酒造株式会社,壽酒造株式会社,
27207,fBiz00001007210000000004,大阪府,高槻市,石修堂,セキシュウドウ,① 飲食店営業,露店営業,大阪府高槻市内一円,,34.844038,135.623089,,廣石元,,,,6213,2021/11/15,2021/11/15,2021/11/15,2026/11/30,,許可,露店による営業に限る。,許可、露店による営業に限る。,,,288,石修堂,,,,,,大阪府高槻市内一円,大阪府高槻市内一円,,,27,,,,2021/11/15,2021/11/15,2021/11/15,2026/11/30,,廣石元,,,,,,,,,6213,,飲食店営業, 露店営業,許可、露店による営業に限る。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,石修堂,d038b90f-b45b-450a-b476-bd1f6a2e5e14,,personal,be8b4804-f145-450f-93af-bb0c66c82e81,2021/11/15,石修堂,石修堂,
27207,fBiz00001009590000000419,大阪府,高槻市,高槻きれいにするえもん,タカツキキレイニスルエモン,⑫ 自動販売機による販売業（コップ式自動販売機（自動洗浄・屋内設置）及び営業許可の対象となる自動販売機を除く）,,大阪府高槻市大樋町２６－１１,北大樋ハイツ１Ｆ,34.825886,135.626899,,株式会社ロッテ,1011101044248,東京都新宿区西新宿3-20-1,,,,,,,,届出,,届出 ,,,288,高槻きれいにするえもん,072,,,,,大阪府高槻市大樋町２６－１１,大阪府高槻市北大樋町２６－１１,北大樋ハイツ１Ｆ,158074,27,27207,北大樋町,,,,,,株式会社ロッテ,,,東京都新宿区西新宿3-20-1,東京都新宿区西新宿３－２０－１,,73259,東京都,新宿区,西新宿３,,,コップ式自動販売機,,届出 ,1011101044248,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,I,61,612,,高槻きれいにするえもん15807427207,81e748f9-b66f-4534-8486-61bc380f0f98,株式会社ロッテ73259,0745455f-f8f9-431c-a43c-052b625c6f18,6c917366-3aa0-4d8a-a26a-424a1c879200,2021/12/01,高槻きれいにするえもん,高槻きれいにするえもん,株式会社ロッテ
27207,fBiz00001040170000000001,大阪府,高槻市,ｓｕｄ,スド,① 飲食店営業,軽食・喫茶,大阪府高槻市富田町３丁目２４－３　２階,,34.833835,135.591643,,南実咲,,,,6176,2021/10/6,2021/10/6,2021/10/6,2027/10/31,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,ｓｕｄ,072,,,,,大阪府高槻市富田町３丁目２４－３　２階,大阪府高槻市富田町３丁目２４－３２階,,158186,27,27207,富田町３,,2021/10/06,2021/10/06,2021/10/06,2027/10/31,,南実咲,,,,,,,,,6176,,飲食店営業, 軽食・喫茶,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ｓｕｄ15818627207,5f169801-459a-4740-8ebe-81c1a0a9c5a7,,personal,cb3b1152-846d-4b02-a90b-af51400da0bf,2021/10/06,ｓｕｄ,ｓｕｄ,
27207,fBiz00001057380000000002,大阪府,高槻市,ひなたぼっこ商店,ヒナタボッコショウテン,① 飲食店営業,軽食・喫茶,大阪府高槻市浦堂２丁目２１－１,,34.865683,135.601482,,株式会社ひなたぼっこ,5120901018025,大阪府高槻市郡家新町１３－３,,6177,2021/10/14,2021/10/14,2021/10/14,2027/10/31,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,ひなたぼっこ商店,072,,,,,大阪府高槻市浦堂２丁目２１－１,大阪府高槻市浦堂２丁目２１－１,,158011,27,27207,浦堂２,,2021/10/14,2021/10/14,2021/10/14,2027/10/31,株式会社ひなたぼっこ,,,大阪府高槻市郡家新町１３－３,大阪府高槻市郡家新町１３－３,,158079,大阪府,高槻市,郡家新町,6177,,飲食店営業, 軽食・喫茶,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,5120901018025,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ひなたぼっこ商店15801127207,2a24b066-eecd-418c-8b78-3a4dfd54847e,株式会社ひなたぼっこ158079,8d7e9cac-abc8-447a-bd8d-61b15d4399fc,17fc9d46-f314-4b29-968e-d1b53bd01cad,2021/10/14,ひなたぼっこ商店,ひなたぼっこ商店,株式会社ひなたぼっこ
27207,fBiz00001675890000000003,大阪府,高槻市,増田商店,マスダショウテン,⑦ 野菜果物販売業,小売り,大阪府高槻市栄町2－5－9,,34.826884,135.60012,,増田眞一,,,,,,,,,,届出,,届出 ,,,288,増田商店,072,,,,,大阪府高槻市栄町2－5－9,大阪府高槻市栄町２－５－９,,158107,27,27207,栄町２,,,,,,,増田眞一,,,,,,,,,,,野菜果物販売業, 小売り,届出 ,,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,I,58,582,,増田商店15810727207,05834b6c-f521-4fb9-96c0-58c9e5458dd7,,personal,aa68ed2c-db4c-4356-ba30-bc8ec1fb3c42,2021/12/01,増田商店,増田商店,
27207,fBiz00001091760000000001,大阪府,高槻市,ｃｉｅｌｏ　ｋｉｔｃｈｅｎ,シエロ　キッチン,① 飲食店営業,自動車（Ⅲ型）,大阪府高槻市内一円,,34.850275,135.61978,,株式会社写楽,4130001058442,大阪府大阪市東淀川区瑞光１－１１－２６－２Ｆ,,6180,2021/10/4,2021/10/4,2021/10/4,2026/10/31,,許可,営業車は「なにわ８００せ３１７７」に限る。／生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、営業車は「なにわ８００せ３１７７」に限る。／生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,ｃｉｅｌｏ　ｋｉｔｃｈｅｎ,,,,,,大阪府高槻市内一円,大阪府高槻市内一円,,,27,,,,2021/10/04,2021/10/04,2021/10/04,2026/10/31,株式会社写楽,,,大阪府大阪市東淀川区瑞光１－１１－２６－２Ｆ,大阪府大阪市東淀川区瑞光１－１１－２６－２Ｆ,,154764,大阪府,大阪市東淀川区,瑞光１,6180,,飲食店営業, 自動車（Ⅲ型）,許可、営業車は「なにわ８００せ３１７７」に限る。／生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,4130001058442,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ｃｉｅｌｏｋｉｔｃｈｅｎ,8ccb7aaa-f51b-47ab-b0fa-cf2f9cf9eb36,株式会社写楽154764,abdec55e-8190-4163-8d22-bea7268e3bb6,6ca03f1e-125c-4235-a8e6-5659ec20c7e2,2021/10/04,ｃｉｅｌｏ　ｋｉｔｃｈｅｎ,ｃｉｅｌｏｋｉｔｃｈｅｎ,株式会社写楽
27207,fBiz00001097320000000002,大阪府,高槻市,ぷれいすＢｅ,プレイスビー,① 飲食店営業,委託給食,大阪府高槻市郡家本町５－２,,34.853957,135.596541,,株式会社ＬＥＯＣ,7010401086168,東京都千代田区大手町１丁目１番３号,,6181,2021/10/12,2021/10/12,2021/10/12,2027/10/31,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,ぷれいすＢｅ,072,,,,,大阪府高槻市郡家本町５－２,大阪府高槻市郡家本町５－２,,158080,27,27207,郡家本町,,2021/10/12,2021/10/12,2021/10/12,2027/10/31,株式会社ＬＥＯＣ,,,東京都千代田区大手町１丁目１番３号,東京都千代田区大手町１丁目１番３号,,72838,東京都,千代田区,大手町１,6181,,飲食店営業, 委託給食,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,7010401086168,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ぷれいすＢｅ15808027207,411101e4-0d8c-41a8-8cd2-9744a282ac2d,株式会社ＬＥＯＣ72838,ef67796b-dbb6-4b19-9d2b-76eeb967d115,0988730c-a02e-460e-85b5-729c060ceb53,2021/10/12,ぷれいすＢｅ,ぷれいすＢｅ,株式会社ＬＥＯＣ
27207,fBiz00001103150000000001,大阪府,高槻市,Ｔｒｏｐｉｃａｌ　Ｃａｆｅ　＆　Ｂａｒ　ＳＰＡＭ,トロピカルカフェアンドバー　スパム,① 飲食店営業,バー,大阪府高槻市高槻町１３－１０,土屋第２ビル　１Ｆ,34.850034,135.620253,,株式会社Ｗｏｏｄｓ,2120901034314,大阪府高槻市城北町２－２－９　,杉山商事ビル２Ｆ,6184,2021/10/25,2021/10/25,2021/10/25,2027/10/31,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,Ｔｒｏｐｉｃａｌ　Ｃａｆｅ　＆　Ｂａｒ　ＳＰＡＭ,072,,,,,大阪府高槻市高槻町１３－１０,大阪府高槻市高槻町１３－１０,土屋第２ビル　１Ｆ,158142,27,27207,高槻町,,2021/10/25,2021/10/25,2021/10/25,2027/10/31,株式会社Ｗｏｏｄｓ,,,大阪府高槻市城北町２－２－９　,大阪府高槻市城北町２－２－９,杉山商事ビル２Ｆ,158134,大阪府,高槻市,城北町２,6184,,飲食店営業, バー,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,2120901034314,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ＴｒｏｐｉｃａｌＣａｆｅＢａｒＳＰＡＭ15814227207,ad42f155-5951-4732-a78f-9427fcb397ed,株式会社Ｗｏｏｄｓ158134,6d4ada12-b975-475c-aa3d-5069b7f68842,ad8c8b22-513b-4ac5-9b34-141f7cb64456,2021/10/25,Ｔｒｏｐｉｃａｌ　Ｃａｆｅ　＆　Ｂａｒ　ＳＰＡＭ,ＴｒｏｐｉｃａｌＣａｆｅＢａｒＳＰＡＭ,株式会社Ｗｏｏｄｓ
27207,fBiz00001134190000000002,大阪府,高槻市,BIRD,バード,① 飲食店営業,バー,大阪府高槻市城北町２丁目２－１２　２Ｆ,,34.849155,135.622817,072-676-3661,有限会社ジェイ・ケイズ,2120902010438,大阪府高槻市城北町１－２－８,,6829,2021/11/24,2021/11/24,2021/11/24,2027/11/30,,許可,生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,,,288,BIRD,072,072-676-3661,,,,大阪府高槻市城北町２丁目２－１２　２Ｆ,大阪府高槻市城北町２丁目２－１２２Ｆ,,158134,27,27207,城北町２,,2021/11/24,2021/11/24,2021/11/24,2027/11/30,有限会社ジェイ・ケイズ,,,大阪府高槻市城北町１－２－８,大阪府高槻市城北町１－２－８,,158133,大阪府,高槻市,城北町１,6829,,飲食店営業, バー,許可、生食用食肉の加工及び調理を禁ずる。／ふぐの処理を禁ずる。,2120902010438,288_大阪府_高槻市保健所_食品衛生()_2021年12月まで全件_末日,M,76,,,ＢＩＲＤ072-676-366115813427207,64831686-d4d7-4339-90c4-4a78d750a835,有限会社ジェイ・ケイズ158133,f97fe99e-334a-43d7-b56f-b14a457fa65f,0d51b546-cd3c-4dbe-b8de-58dcb9e37eb0,2021/11/24,ＢＩＲＤ,ＢＩＲＤ,有限会社ジェイ・ケイズ
