https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,n処理終了,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請年月日,申請者1,申請者2,申請-電話番号1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,その他,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,令3年11月29日,森田  浩,,,有限会社森田浩商店,熊本市中央区帯山7丁目4-88,熊本市中央区帯山７丁目４－８８,,382-3163,野菜果物販売業,,指令（食保）第6670号,,423,有限会社森田浩商店,096,096-382-3163,,,,熊本市中央区帯山７丁目４－８８,熊本県熊本市中央区帯山７丁目４－８８,,207828,43,43101,帯山７,2021/11/29,,,,,,森田  浩 ,,,,,,,,,指令（食保）第6670号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,有限会社森田浩商店096-382-316320782843101,eb322988-aa35-4ca8-a45b-a347087bc521,,personal,9f3d96db-8879-4deb-b388-702d30ff7696,2021/11/29,有限会社森田浩商店,有限会社森田浩商店,
890,令3年11月29日,羽山  京子,,,羽山青果,熊本市北区植木町富応1307-2,熊本市北区植木町富応１３０７－２,,,野菜果物販売業,,指令（食保）第6785号,,423,羽山青果,096,,,,,熊本市北区植木町富応１３０７－２,熊本県熊本市北区植木町富応１３０７－２,,208570,43,43105,植木町富応,2021/11/29,,,,,,羽山  京子 ,,,,,,,,,指令（食保）第6785号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,羽山青果20857043105,43c3be0d-9463-44e2-b202-d0feb37560c2,,personal,7fc2366a-e4c5-4875-926d-257100b33f38,2021/11/29,羽山青果,羽山青果,
892,令3年11月30日,山﨑  裕子,,,Ｙ  ＳＰＡＣＥ,熊本市中央区上水前寺2丁目4-24上水前寺ﾊﾟﾚｽ1F,熊本市中央区上水前寺２丁目４－２４,上水前寺ﾊﾟﾚｽ１F,381-1935,その他の食料・飲料販売業,,指令（食保）第6876号,,423,Ｙ  ＳＰＡＣＥ,096,096-381-1935,,,,熊本市中央区上水前寺２丁目４－２４,熊本県熊本市中央区上水前寺２丁目４－２４,上水前寺ﾊﾟﾚｽ１F,207835,43,43101,上水前寺２,2021/11/30,,,,,,山﨑  裕子 ,,,,,,,,,指令（食保）第6876号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,ＹＳＰＡＣＥ096-381-193520783543101,1901141e-4357-45b8-b10b-c37ec6d448b8,,personal,cdb6a105-9cb3-4338-9d41-0b980bdaea75,2021/11/30,Ｙ　ＳＰＡＣＥ,ＹＳＰＡＣＥ,
896,令3年11月30日,田口  修一郎,,,田口商店,熊本市中央区国府3丁目14-3,熊本市中央区国府３丁目１４－３,,,野菜果物販売業,,指令（食保）第6686号,,423,田口商店,096,,,,,熊本市中央区国府３丁目１４－３,熊本県熊本市中央区国府３丁目１４－３,,207872,43,43101,国府３,2021/11/30,,,,,,田口  修一郎 ,,,,,,,,,指令（食保）第6686号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,田口商店20787243101,41092742-a3f9-4a15-be69-bbc7df4823fa,,personal,d4f167f0-c2f7-4a3a-9695-06034d548f1f,2021/11/30,田口商店,田口商店,
907,令3年11月30日,林  朋樹,,,おばあちゃんの野菜屋,熊本市南区城南町東阿高1039,熊本市南区城南町東阿高１０３９,,0964-28-0831,野菜果物販売業,,指令（食保）第6717号,,423,おばあちゃんの野菜屋,0964,0964-28-0831,,,,熊本市南区城南町東阿高１０３９,熊本県熊本市南区城南町東阿高１０３９,,208405,43,43104,城南町東阿高,2021/11/30,,,,,,林  朋樹 ,,,,,,,,,指令（食保）第6717号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,おばあちゃんの野菜屋0964-28-083120840543104,64af4f75-5628-4fbe-9a52-2b54b7700ac0,,personal,bd9bec23-0364-4a5d-a582-0bbf711e4cc0,2021/11/30,おばあちゃんの野菜屋,おばあちゃんの野菜屋,
908,令3年11月30日,林  朋樹,,,おばあちゃんの野菜屋,熊本市南区城南町東阿高1039,熊本市南区城南町東阿高１０３９,,0964-28-0831,その他の食料・飲料販売業,,指令（食保）第6719号,,423,おばあちゃんの野菜屋,0964,0964-28-0831,,,,熊本市南区城南町東阿高１０３９,熊本県熊本市南区城南町東阿高１０３９,,208405,43,43104,城南町東阿高,2021/11/30,,,,,,林  朋樹 ,,,,,,,,,指令（食保）第6719号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,おばあちゃんの野菜屋0964-28-083120840543104,64af4f75-5628-4fbe-9a52-2b54b7700ac0,,personal,611eaca7-ad69-406e-9f26-13f186d9e8c0,2021/11/30,おばあちゃんの野菜屋,おばあちゃんの野菜屋,
913,令3年11月30日,中村  直明,,,有限会社カネテル,熊本市西区田崎町430-9,熊本市西区田崎町４３０－９,,324-8809,野菜果物販売業,,指令（食保）第6740号,,423,有限会社カネテル,096,096-324-8809,,,,熊本市西区田崎町４３０－９,熊本県熊本市西区田崎町４３０－９,,208293,43,43103,田崎町,2021/11/30,,,,,,中村  直明 ,,,,,,,,,指令（食保）第6740号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,有限会社カネテル096-324-880920829343103,6541a29d-8369-4b06-9435-2ac35cca8433,,personal,b72ea4ed-0544-422b-bab9-d34b0df66443,2021/11/30,有限会社カネテル,有限会社カネテル,
956,令3年11月30日,社会福祉法人長寿の森,神成  裕介,,かじお温泉翔裕園,熊本市北区梶尾町1700-1,熊本市北区梶尾町１７００－１,,346-3300,集団給食施設,,指令（食保）第6821号,,423,かじお温泉翔裕園,096,096-346-3300,,,,熊本市北区梶尾町１７００－１,熊本県熊本市北区梶尾町１７００－１,,208597,43,43105,梶尾町,2021/11/30,,,,,社会福祉法人長寿の森,神成  裕介,,,,,,,,,指令（食保）第6821号,,給食施設,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,M,77,,,かじお温泉翔裕園096-346-330020859743105,7ec44ff3-bd68-4c0f-bbfc-679039ea1730,社会福祉法人長寿の森,5454cb21-1123-4987-a267-1aa7e033e709,97697fa1-a6a2-40c2-acc3-b1fa7d542fb6,2021/11/30,かじお温泉翔裕園,かじお温泉翔裕園,社会福祉法人長寿の森
968,令3年11月30日,㈱丸菱ホールディングス,本田  雅裕,,ＷＨＯＬＥ  ＳＱＵＡＲＥ,熊本市中央区上通町9-13ﾄｰｶﾝﾏﾝｼｮﾝ1F,熊本市中央区上通町９－１３,ﾄｰｶﾝﾏﾝｼｮﾝ１F,,その他の食料・飲料販売業,,指令（食保）第6680号,,423,ＷＨＯＬＥ  ＳＱＵＡＲＥ,096,,,,,熊本市中央区上通町９－１３,熊本県熊本市中央区上通町９－１３,ﾄｰｶﾝﾏﾝｼｮﾝ１F,207836,43,43101,上通町,2021/11/30,,,,,㈱丸菱ホールディングス,本田  雅裕,,,,,,,,,指令（食保）第6680号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,ＷＨＯＬＥＳＱＵＡＲＥ20783643101,0800bddb-6d69-42c9-80e6-8f57df51e34c,株式会社丸菱ホールディングス,30bffcd5-c9b4-49ad-8bc6-6ddd4cd9cd3d,06dceb41-5f0b-4e6b-957a-7a5f285aad40,2021/11/30,ＷＨＯＬＥ　ＳＱＵＡＲＥ,ＷＨＯＬＥＳＱＵＡＲＥ,株式会社丸菱ホールディングス
969,令3年11月30日,三城  敏幸,,,八百健,熊本市中央区渡鹿3丁目1-60,熊本市中央区渡鹿３丁目１－６０,,371-9247,野菜果物販売業,,指令（食保）第6681号,,423,八百健,096,096-371-9247,,,,熊本市中央区渡鹿３丁目１－６０,熊本県熊本市中央区渡鹿３丁目１－６０,,207939,43,43101,渡鹿３,2021/11/30,,,,,,三城  敏幸 ,,,,,,,,,指令（食保）第6681号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,八百健096-371-924720793943101,e370ae8a-37e2-40b7-b538-f808c01b8d15,,personal,0bf60747-116a-4958-81e0-11336fb21204,2021/11/30,八百健,八百健,
980,令3年11月30日,谷口  靖典,,,喫茶  ロマン,熊本市中央区大江4丁目1-32,熊本市中央区大江４丁目１－３２,,,コーヒー製造・加工業（飲料の製造を除く。）,,指令（食保）第6756号,,423,喫茶  ロマン,096,,,,,熊本市中央区大江４丁目１－３２,熊本県熊本市中央区大江４丁目１－３２,,207817,43,43101,大江４,2021/11/30,,,,,,谷口  靖典 ,,,,,,,,,指令（食保）第6756号,,コーヒー製造・加工業,（飲料の製造を除く。）,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,10,103,1032,喫茶ロマン20781743101,f859de4a-764d-43ff-99b6-0a445ea101da,,personal,13f94f1d-7828-4ae2-b85f-db75c53d06e2,2021/11/30,喫茶　ロマン,喫茶ロマン,
982,令3年11月30日,㈱岩田コーポレーション,岩田  英志,,株式会社岩田コーポレーション（あんたがたどこさ）,熊本市北区和泉町168-18,熊本市北区和泉町１６８－１８,,245-5211,その他の食料・飲料販売業,,指令（食保）第6758号,,423,株式会社岩田コーポレーション（あんたがたどこさ）,096,096-245-5211,,,,熊本市北区和泉町１６８－１８,熊本県熊本市北区和泉町１６８－１８,,208543,43,43105,和泉町,2021/11/30,,,,,㈱岩田コーポレーション,岩田  英志,,,,,,,,,指令（食保）第6758号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,株式会社岩田コポレションあんたがたどこさ096-245-521120854343105,5a4467f7-c825-4615-9b83-7f887fa22f7e,株式会社岩田コーポレーション,f96f9064-18fd-4083-adcc-e3ae117a01fc,c94c47be-e148-4990-9001-78309a53a467,2021/11/30,株式会社岩田コーポレーション（あんたがたどこさ）,株式会社岩田コポレションあんたがたどこさ,株式会社岩田コーポレーション
983,令3年11月30日,本田  惠子,,,本田青果,熊本市北区植木町山本726-1,熊本市北区植木町山本７２６－１,,,野菜果物販売業,,指令（食保）第6760号,,423,本田青果,096,,,,,熊本市北区植木町山本７２６－１,熊本県熊本市北区植木町山本７２６－１,,208585,43,43105,植木町山本,2021/11/30,,,,,,本田  惠子 ,,,,,,,,,指令（食保）第6760号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,本田青果20858543105,f8cf2392-2dff-4725-8de5-4a1100bdc046,,personal,744fbc7b-4fba-4eef-8cbf-b3fe2830241c,2021/11/30,本田青果,本田青果,
984,令3年11月30日,本田  惠子,,,本田青果,熊本市北区植木町岩野山下3724-1,熊本市北区植木町岩野山下３７２４－１,,272-1704,野菜果物販売業,,指令（食保）第6761号,,423,本田青果,096,096-272-1704,,,,熊本市北区植木町岩野山下３７２４－１,熊本県熊本市北区植木町岩野山下３７２４－１,,208549,43,43105,植木町岩野,2021/11/30,,,,,,本田  惠子 ,,,,,,,,,指令（食保）第6761号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,本田青果096-272-170420854943105,f154e1c6-03b5-4a08-af3b-8989fea263fb,,personal,1db76b2c-1773-44c1-9f39-641147ec0091,2021/11/30,本田青果,本田青果,
986,令3年11月30日,西川  妙子,,,西川青果,熊本市西区小島8丁目9-13,熊本市西区小島８丁目９－１３,,329-4146,野菜果物販売業,,指令（食保）第6763号,,423,西川青果,096,096-329-4146,,,,熊本市西区小島８丁目９－１３,熊本県熊本市西区小島８丁目９－１３,,208222,43,43103,小島８,2021/11/30,,,,,,西川  妙子 ,,,,,,,,,指令（食保）第6763号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,西川青果096-329-414620822243103,b4b551e2-32fc-4ba1-88b3-be485d75fd87,,personal,dfbb64f1-2e6a-4806-b929-27912f591fb8,2021/11/30,西川青果,西川青果,
995,令3年11月30日,長尾  夢琳,,,香港府,熊本市北区龍田弓削1丁目14-37ｸﾞﾘｰﾝﾋﾙ武蔵1F,熊本市北区龍田弓削１丁目１４－３７,ｸﾞﾘｰﾝﾋﾙ武蔵１F,,その他の食料・飲料販売業,,指令（食保）第6775号,,423,香港府,096,,,,,熊本市北区龍田弓削１丁目１４－３７,熊本県熊本市北区竜田弓削１丁目１４－３７,ｸﾞﾘｰﾝﾋﾙ武蔵１F,208655,43,43105,竜田弓削１,2021/11/30,,,,,,長尾  夢琳 ,,,,,,,,,指令（食保）第6775号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,香港府20865543105,72ad62c7-77a8-46e3-af4f-098287caca4f,,personal,24b4f4f8-f751-4a03-8a0b-e0eb74f8b4e6,2021/11/30,香港府,香港府,
997,令3年11月30日,西岡  哲也,,,西岡青果,熊本市南区幸田2丁目9-24,熊本市南区幸田２丁目９－２４,,,野菜果物販売業,,指令（食保）第6777号,,423,西岡青果,096,,,,,熊本市南区幸田２丁目９－２４,熊本県熊本市南区幸田２丁目９－２４,,208369,43,43104,幸田２,2021/11/30,,,,,,西岡  哲也 ,,,,,,,,,指令（食保）第6777号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,西岡青果20836943104,4da9f129-0378-4767-b7f4-130864da51d7,,personal,ab06639e-0db8-4466-a73e-f4c34eead6ac,2021/11/30,西岡青果,西岡青果,
1001,令3年11月30日,㈲竹田津青果,竹田津  真理,,㈲竹田津青果,熊本市北区植木町岩野15-1,熊本市北区植木町岩野１５－１,,,野菜果物販売業,,指令（食保）第6786号,,423,㈲竹田津青果,096,,,,,熊本市北区植木町岩野１５－１,熊本県熊本市北区植木町岩野１５－１,,208549,43,43105,植木町岩野,2021/11/30,,,,,㈲竹田津青果,竹田津  真理,,,,,,,,,指令（食保）第6786号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,有限会社竹田津青果20854943105,33d35daa-b864-49ba-8d10-af48728104e7,有限会社竹田津青果,a6f26e41-3fea-4198-9a45-b14398da9131,741e9a1f-620a-4728-ac2c-fbe98439fdf3,2021/11/30,有限会社竹田津青果,有限会社竹田津青果,有限会社竹田津青果
1015,令3年12月01日,満所  義則,,,ファミリーマート熊本富合店,熊本市南区富合町古閑1083-3,熊本市南区富合町古閑１０８３－３,,320-0855,コンビニエンスストア,,指令（食保）第6790号,,423,ファミリーマート熊本富合店,096,096-320-0855,,,,熊本市南区富合町古閑１０８３－３,熊本県熊本市南区富合町古閑１０８３－３,,208446,43,43104,富合町古閑,2021/12/01,,,,,,満所  義則 ,,,,,,,,,指令（食保）第6790号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ファミリマト熊本富合店096-320-085520844643104,e32e70a9-d3d7-4901-8e72-27f67e4250e4,,personal,71b98aac-2142-492f-95e3-e2c5fbbaae75,2021/12/01,ファミリーマート熊本富合店,ファミリマト熊本富合店,
1025,令3年12月02日,坂口信之,,,セブン‐イレブン熊本鶴羽田店,熊本市北区鶴羽田１丁目１０－６,熊本市北区鶴羽田１丁目１０－６,,,コンビニエンスストア,,指令（食保）第51061号,,423,セブン‐イレブン熊本鶴羽田店,096,,,,,熊本市北区鶴羽田１丁目１０－６,熊本県熊本市北区鶴羽田１丁目１０－６,,208659,43,43105,鶴羽田１,2021/12/02,,,,,,坂口信之 ,,,,,,,,,指令（食保）第51061号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,セブンイレブン熊本鶴羽田店20865943105,63de885a-6d0c-47ee-880c-25d2462cd3f2,,personal,830b64a6-cb54-48a4-9ad4-8a3e648e4be7,2021/12/02,セブンイレブン熊本鶴羽田店,セブンイレブン熊本鶴羽田店,
1040,令3年12月02日,村﨑  孝明,,,Ｌ’ａｓｐｅｒｇｅ  ｂｌａｎｃｈｅ  ラスぺルジュ  ブランシュ,熊本市中央区上通町5-41熊八長屋3F-B,熊本市中央区上通町５－４１,熊八長屋３FB,351-6030,農産保存食料品製造・加工業,,指令（食保）第6833号,,423,Ｌ’ａｓｐｅｒｇｅ  ｂｌａｎｃｈｅ  ラスぺルジュ  ブランシュ,096,096-351-6030,,,,熊本市中央区上通町５－４１,熊本県熊本市中央区上通町５－４１,熊八長屋３FB,207836,43,43101,上通町,2021/12/02,,,,,,村﨑  孝明 ,,,,,,,,,指令（食保）第6833号,,農産保存食料品製造・加工業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,93,,Ｌａｓｐｅｒｇｅｂｌａｎｃｈｅラスぺルジュブランシュ096-351-603020783643101,38f250dd-cd1d-45fe-b429-c588a6b151c5,,personal,c2944869-f469-42ed-92e2-0b695fab4e6f,2021/12/02,Ｌ＇ａｓｐｅｒｇｅ　ｂｌａｎｃｈｅ　ラスぺルジュ　ブランシュ,Ｌａｓｐｅｒｇｅｂｌａｎｃｈｅラスぺルジュブランシュ,
1049,令3年12月05日,㈲熊川食品,岡田憲子,,有限会社熊川食品,熊本市西区田崎町484,熊本市西区田崎町４８４,,323-2440,その他の食料・飲料販売業,,指令（食保）第51096号,,423,有限会社熊川食品,096,096-323-2440,,,,熊本市西区田崎町４８４,熊本県熊本市西区田崎町４８４,,208293,43,43103,田崎町,2021/12/05,,,,,㈲熊川食品,岡田憲子,,,,,,,,,指令（食保）第51096号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,有限会社熊川食品096-323-244020829343103,1c95689b-177f-45a1-b4d8-7d661af66ff2,有限会社熊川食品,1c56a85e-ac3f-4d17-8036-6d49e21cfd96,e346cb54-ada5-45a1-84b2-d45513c68b6c,2021/12/05,有限会社熊川食品,有限会社熊川食品,有限会社熊川食品
1050,令3年12月06日,長野  光,,,セブン-イレブン熊本四方寄町店,熊本市北区四方寄町1596-10,熊本市北区四方寄町１５９６－１０,,245-3375,コンビニエンスストア,,指令（食保）第6884号,,423,セブン-イレブン熊本四方寄町店,096,096-245-3375,,,,熊本市北区四方寄町１５９６－１０,熊本県熊本市北区四方寄町１５９６－１０,,208704,43,43105,四方寄町,2021/12/06,,,,,,長野  光 ,,,,,,,,,指令（食保）第6884号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,セブンイレブン熊本四方寄町店096-245-337520870443105,2a48d05a-0001-47ee-8ece-fb652389ef2b,,personal,dbfdac59-4d73-4e3d-a070-67930e1d640e,2021/12/06,セブンイレブン熊本四方寄町店,セブンイレブン熊本四方寄町店,
1061,令3年12月07日,内田  勝久,,,ローソン熊本麻生田三丁目店,熊本市北区麻生田3丁目14-20,熊本市北区麻生田３丁目１４－２０,,,コンビニエンスストア,,指令（食保）第6893号,,423,ローソン熊本麻生田三丁目店,096,,,,,熊本市北区麻生田３丁目１４－２０,熊本県熊本市北区麻生田３丁目１４－２０,,208538,43,43105,麻生田３,2021/12/07,,,,,,内田  勝久 ,,,,,,,,,指令（食保）第6893号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本麻生田三丁目店20853843105,f14c3a2e-bcf1-4ebe-b77e-36edc859b1a1,,personal,568953dd-7db5-451b-b855-ae737db7a283,2021/12/07,ローソン熊本麻生田三丁目店,ロソン熊本麻生田三丁目店,
1062,令3年12月07日,内田  勝久,,,ローソン熊本清水新地七丁目店,熊本市北区清水新地7丁目9-25,熊本市北区清水新地７丁目９－２５,,,コンビニエンスストア,,指令（食保）第6895号,,423,ローソン熊本清水新地七丁目店,096,,,,,熊本市北区清水新地７丁目９－２５,熊本県熊本市北区清水新地７丁目９－２５,,208623,43,43105,清水新地７,2021/12/07,,,,,,内田  勝久 ,,,,,,,,,指令（食保）第6895号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本清水新地七丁目店20862343105,7379454f-be25-48d9-8847-a1c14fdabadd,,personal,a2f2dc3b-007b-483e-a8c4-354b40dd68a4,2021/12/07,ローソン熊本清水新地七丁目店,ロソン熊本清水新地七丁目店,
181,令3年09月27日,竹添  元治,,,竹添商店,熊本市南区御幸笛田ﾖｼﾉﾓﾄ1293-1,熊本市南区御幸笛田ﾖｼﾉﾓﾄ１２９３－１,,,野菜果物販売業,,指令（食保）第5381号,,423,竹添商店,,,,,,熊本市南区御幸笛田ﾖｼﾉﾓﾄ１２９３－１,熊本県熊本市南区御幸笛田ﾖｼノﾓﾄ１２９３－１,,208331,43,43104,,2021/09/27,,,,,,竹添  元治 ,,,,,,,,,指令（食保）第5381号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,竹添商店20833143104,875d109b-e88b-4465-9daf-fc079700f7d8,,personal,5316b96e-fc5c-4074-9ed1-b4c9a6134e88,2021/09/27,竹添商店,竹添商店,
1066,令3年12月07日,浦山  中,,,ローソン熊本辛島町,熊本市中央区辛島町6-2,熊本市中央区辛島町６－２,,323-7909,コンビニエンスストア,,指令（食保）第6903号,,423,ローソン熊本辛島町,096,096-323-7909,,,,熊本市中央区辛島町６－２,熊本県熊本市中央区辛島町６－２,,207838,43,43101,辛島町,2021/12/07,,,,,,浦山  中 ,,,,,,,,,指令（食保）第6903号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本辛島町096-323-790920783843101,3b50f8d3-0603-49df-ba24-8588585ec9b3,,personal,75760d94-afa5-49b1-ac19-8df42bc54827,2021/12/07,ローソン熊本辛島町,ロソン熊本辛島町,
1067,令3年12月07日,松尾  香織,,,ローソン熊本下南部三丁目店,熊本市東区下南部3丁目17-1,熊本市東区下南部３丁目１７－１,,349-7227,コンビニエンスストア,,指令（食保）第6904号,,423,ローソン熊本下南部三丁目店,096,096-349-7227,,,,熊本市東区下南部３丁目１７－１,熊本県熊本市東区下南部３丁目１７－１,,208095,43,43102,下南部３,2021/12/07,,,,,,松尾  香織 ,,,,,,,,,指令（食保）第6904号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本下南部三丁目店096-349-722720809543102,5a7b7af7-a5d5-42e0-bfa2-76f7e72f9615,,personal,c22a8dca-f6e3-4e10-8d5a-8c6bb632df58,2021/12/07,ローソン熊本下南部三丁目店,ロソン熊本下南部三丁目店,
1071,令3年12月07日,赤﨑早織,,,おるが農園,熊本市北区龍田3-7-6,熊本市北区龍田３－７－６,,,野菜果物販売業,,指令（食保）第51110号,,423,おるが農園,096,,,,,熊本市北区龍田３－７－６,熊本県熊本市北区竜田３－７－６,,208643,43,43105,竜田３,2021/12/07,,,,,,赤﨑早織 ,,,,,,,,,指令（食保）第51110号,,野菜果物販売業,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,582,,おるが農園20864343105,43ccfce9-22c7-4fb8-be04-8653ee024eb0,,personal,8990ae2c-e719-40bd-a36b-3eebb30e59b2,2021/12/07,おるが農園,おるが農園,
1073,令3年12月07日,上村  明生,,,くすりのウエムラ,熊本市南区川口町1932-1,熊本市南区川口町１９３２－１,,223-2270,その他の食料・飲料販売業,,指令（食保）第6916号,,423,くすりのウエムラ,096,096-223-2270,,,,熊本市南区川口町１９３２－１,熊本県熊本市南区川口町１９３２－１,,208361,43,43104,川口町,2021/12/07,,,,,,上村  明生 ,,,,,,,,,指令（食保）第6916号,,その他の食料品製造・加工業,(包装),,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,E,9,99,,くすりのウエムラ096-223-227020836143104,136a8c51-cacd-4cf9-9e0f-db2442da207b,,personal,ce78fabb-d486-4964-8234-af13f93b3a58,2021/12/07,くすりのウエムラ,くすりのウエムラ,
1078,令3年12月08日,合同会社ＫＡＷＡＮＯ,河野  博也,,ローソン熊本画図下無田店,熊本市東区画図町下無田1475-1,熊本市東区画図町下無田１４７５－１,,370-2255,コンビニエンスストア,,指令（食保）第6919号,,423,ローソン熊本画図下無田店,096,096-370-2255,,,,熊本市東区画図町下無田１４７５－１,熊本県熊本市東区画図町下無田１４７５－１,,208022,43,43102,画図町下無田,2021/12/08,,,,,合同会社ＫＡＷＡＮＯ,河野  博也,,,,,,,,,指令（食保）第6919号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本画図下無田店096-370-225520802243102,55837e25-8296-46d1-b126-5b2a13827ae2,合同会社ＫＡＷＡＮＯ,e2ce0786-da19-4120-b654-cdbe2423125f,293e3097-660e-4f0c-9d0f-d5941093d285,2021/12/08,ローソン熊本画図下無田店,ロソン熊本画図下無田店,合同会社ＫＡＷＡＮＯ
1079,令3年12月08日,合同会社ＫＡＷＡＮＯ,河野  博也,,ローソン熊本画図重富店,熊本市東区画図町重富1002-1,熊本市東区画図町重富１００２－１,,370-0175,コンビニエンスストア,,指令（食保）第6920号,,423,ローソン熊本画図重富店,096,096-370-0175,,,,熊本市東区画図町重富１００２－１,熊本県熊本市東区画図町重富１００２－１,,208020,43,43102,画図町重富,2021/12/08,,,,,合同会社ＫＡＷＡＮＯ,河野  博也,,,,,,,,,指令（食保）第6920号,,コンビニエンスストア,,,,423_熊本県_熊本市保健所_食品衛生(届出)_2021年09月-2022年02月_末日_新規,I,58,589,5891,ロソン熊本画図重富店096-370-017520802043102,8144dd98-d845-4709-b5b8-5404bdffbb1c,合同会社ＫＡＷＡＮＯ,e2ce0786-da19-4120-b654-cdbe2423125f,47ae0da9-0d78-456f-ac4e-cd929c43cfb2,2021/12/08,ローソン熊本画図重富店,ロソン熊本画図重富店,合同会社ＫＡＷＡＮＯ
