https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,n処理終了,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,業種,申請者1,申請-住所1,申請-電話番号1,開業年月日,許可年月日,確認番号,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設＿名称（屋号・商号）,所在地,,,施設＿電話番号（所在地）,業種,申請者＿申請者名,申請者＿住所,申請者＿電話番号,初回許可年月日,許可年月日,許可番号,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
信貴めし,生駒郡三郷町南畑   １－２１７８,生駒郡三郷町南畑,１－２１７８,0745-72-0101,飲食店営業,株式会社   泉郷,生駒郡三郷町立野北   ２－１０－３５,0745-72-0101,R03.08.18,R03.08.18,第421160号,,321,信貴めし,0745,0745-72-0101,,,,生駒郡三郷町南畑,奈良県生駒郡三郷町南畑,１－２１７８,174004,29,29343,南畑,,2021/08/18,2021/08/18,,,株式会社   泉郷,,0745-72-0101,生駒郡三郷町立野北   ２－１０－３５,奈良県生駒郡三郷町立野北２－１０－３５,,174020,奈良県,生駒郡三郷町,立野北２,第421160号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,信貴めし0745-72-010117400429343,69458565-216f-49f7-8392-ec4b1f15c744,株式会社　泉郷174020,b6e81232-b6e0-48c1-b8ab-8e3a2e5c2c8a,7142b399-1354-44a7-a000-2e9126e32f9d,2021/08/18,信貴めし,信貴めし,株式会社　泉郷
近江牛畜産   さかえ,大和郡山市高田町   ２７０－３,大和郡山市高田町,２７０－３,,飲食店営業,株式会社ＡＲＵＫＡＭＡＮ,大和郡山市高田町   ２７０－３,0743-53-5964,R03.08.18,R03.08.18,第421161号,,321,近江牛畜産   さかえ,0743,,,,,大和郡山市高田町,奈良県大和郡山市高田町,２７０－３,172871,29,29203,高田町,,2021/08/18,2021/08/18,,,株式会社ＡＲＵＫＡＭＡＮ,,0743-53-5964,大和郡山市高田町   ２７０－３,奈良県大和郡山市高田町２７０－３,,172871,奈良県,大和郡山市,高田町,第421161号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,近江牛畜産さかえ17287129203,5d6ddc20-b5a6-4ba9-94d4-bf2a396c1084,株式会社ＡＲＵＫＡＭＡＮ172871,769140c1-751f-4fd6-bf4f-1687a3835cf9,ce701087-1f2b-440d-8be7-f4420f064461,2021/08/18,近江牛畜産　さかえ,近江牛畜産さかえ,株式会社ＡＲＵＫＡＭＡＮ
アニソンカラオケバー   ＪＪ,大和郡山市南郡山町   １９３－１０,大和郡山市南郡山町,１９３－１０,,飲食店営業,植栗   真実,,,R03.08.18,R03.08.18,第421162号,,321,アニソンカラオケバー   ＪＪ,0743,,,,,大和郡山市南郡山町,奈良県大和郡山市南郡山町,１９３－１０,172912,29,29203,南郡山町,,2021/08/18,2021/08/18,,,,植栗   真実,,,,,,,,,第421162号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,アニソンカラオケバＪＪ17291229203,10cd1ce5-a0a5-440a-80b7-54790e03c32c,,personal,55dbcec9-c392-458b-bdf4-479ad5e82b7c,2021/08/18,アニソンカラオケバー　ＪＪ,アニソンカラオケバＪＪ,
株式会社クックワン,生駒郡斑鳩町幸前   １－１１－５０,生駒郡斑鳩町幸前,１－１１－５０,0745-75-7511,菓子製造業,株式会社クックワン,生駒郡斑鳩町幸前   １－１１－５０,0745-75-7511,R03.08.18,R03.08.18,第421163号,,321,株式会社クックワン,0745,0745-75-7511,,,,生駒郡斑鳩町幸前,奈良県生駒郡斑鳩町幸前,１－１１－５０,173927,29,29344,幸前,,2021/08/18,2021/08/18,,,株式会社クックワン,,0745-75-7511,生駒郡斑鳩町幸前   １－１１－５０,奈良県生駒郡斑鳩町幸前１－１１－５０,,173988,奈良県,生駒郡斑鳩町,幸前１,第421163号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,株式会社クックワン0745-75-751117392729344,430b0781-aec7-4ea8-acd0-61a12e425c2d,株式会社クックワン173988,2410e7c1-7de9-4bf1-8e09-f8adb0710be5,f04a4fa6-3d95-4137-8f5f-6428e5242cd0,2021/08/18,株式会社クックワン,株式会社クックワン,株式会社クックワン
株式会社クックワン,生駒郡斑鳩町幸前   １－１１－５０,生駒郡斑鳩町幸前,１－１１－５０,0745-75-7511,そうざい製造業,株式会社クックワン,生駒郡斑鳩町幸前   １－１１－５０,0745-75-7511,R03.08.18,R03.08.18,第421164号,,321,株式会社クックワン,0745,0745-75-7511,,,,生駒郡斑鳩町幸前,奈良県生駒郡斑鳩町幸前,１－１１－５０,173927,29,29344,幸前,,2021/08/18,2021/08/18,,,株式会社クックワン,,0745-75-7511,生駒郡斑鳩町幸前   １－１１－５０,奈良県生駒郡斑鳩町幸前１－１１－５０,,173988,奈良県,生駒郡斑鳩町,幸前１,第421164号,,そうざい製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,株式会社クックワン0745-75-751117392729344,430b0781-aec7-4ea8-acd0-61a12e425c2d,株式会社クックワン173988,2410e7c1-7de9-4bf1-8e09-f8adb0710be5,e8cb27d2-87e2-4bc5-8057-d391ed47cf05,2021/08/18,株式会社クックワン,株式会社クックワン,株式会社クックワン
らーめん   Ｇ   文福,香芝市下田東   ３－１２１４－８,香芝市下田東,３－１２１４－８,0745-60-3074,飲食店営業,小林   みゆき,,,R03.08.18,R03.08.18,第821355号,,322,らーめん   Ｇ   文福,0745,0745-60-3074,,,,香芝市下田東,奈良県香芝市下田東,３－１２１４－８,173616,29,29210,下田,,2021/08/18,2021/08/18,,,,小林   みゆき,,,,,,,,,第821355号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,らめんＧ文福0745-60-307417361629210,f97efe5b-6adb-4391-a16c-658209a89c54,,personal,0341033b-4d1a-4aca-9905-e29fdded9bfd,2021/08/18,らーめん　Ｇ　文福,らめんＧ文福,
スナック   忍,葛城市東室   ２０７－１新庄プラザ南棟６号,葛城市東室 ２０７－１,新庄プラザ南棟６号,,飲食店営業,中川   マサエ,,,R03.08.18,R03.08.18,第821356号,,322,スナック   忍,0745,,,,,葛城市東室 ２０７－１,奈良県葛城市東室２０７－１,新庄プラザ南棟６号,173707,29,29211,東室,,2021/08/18,2021/08/18,,,,中川   マサエ,,,,,,,,,第821356号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,スナック忍17370729211,349fbc2c-ffd6-45a0-9b00-1b5e76151976,,personal,f50e47c9-f99a-48b9-a19c-6b5bb3077767,2021/08/18,スナック　忍,スナック忍,
富喜屋,吉野郡上北山村河合３６０－１０,吉野郡上北山村河合３６０－１０,,07468-3-0017,飲食店営業,福嶋   千草,,,R03.08.18,R03.08.18,第521058号,,324,富喜屋,07468,07468-3-0017,,,,吉野郡上北山村河合３６０－１０,奈良県吉野郡上北山村河合３６０－１０,,174442,29,29451,河合,,2021/08/18,2021/08/18,,,,福嶋   千草,,,,,,,,,第521058号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,富喜屋07468-3-001717444229451,5a499722-7b12-4d31-8736-03a38ad574c5,,personal,285e0f79-c558-4b10-af2c-c5f496887a69,2021/08/18,富喜屋,富喜屋,
上北山特産加工センター,吉野郡上北山村河合５３３－１,吉野郡上北山村河合５３３－１,,,食肉処理業,原口   清隆,,,R03.08.18,R03.08.18,第521060号,,324,上北山特産加工センター,07468,,,,,吉野郡上北山村河合５３３－１,奈良県吉野郡上北山村河合５３３－１,,174442,29,29451,河合,,2021/08/18,2021/08/18,,,,原口   清隆,,,,,,,,,第521060号,,食肉販売業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,I,58,583,,上北山特産加工センタ17444229451,325f532a-3001-45d6-ac10-66ebf95dcf8f,,personal,d5442841-c94a-4e26-958f-eb7439daa573,2021/08/18,上北山特産加工センター,上北山特産加工センタ,
梅屋商店,吉野郡上北山村小橡３６３,吉野郡上北山村小橡３６３,,07468-2-0048,魚介類販売業,梅屋   武,,,R03.08.18,R03.08.18,第521059号,,324,梅屋商店,07468,07468-2-0048,,,,吉野郡上北山村小橡３６３,奈良県吉野郡上北山村小橡３６３,,174443,29,29451,小橡,,2021/08/18,2021/08/18,,,,梅屋   武,,,,,,,,,第521059号,,魚介類販売業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,I,58,,,梅屋商店07468-2-004817444329451,eb099d0c-00cc-43cf-b9f2-e71ba0b43b35,,personal,62eaac1c-52e4-4b55-be2e-6bf1e115653a,2021/08/18,梅屋商店,梅屋商店,
チロル堂,生駒市元町   １－４－６,生駒市元町,１－４－６,0743-85-6664,飲食店営業,一般社団法人無限,生駒市小平尾町   ５７－１,0743-85-6664,R03.08.17,R03.08.17,第421154号,,321,チロル堂,0743,0743-85-6664,,,,生駒市元町,奈良県生駒市元町１－４－６,,173533,29,29209,元町１,,2021/08/17,2021/08/17,,,一般社団法人無限,,0743-85-6664,生駒市小平尾町   ５７－１,奈良県生駒市小平尾町５７－１,,173488,奈良県,生駒市,小平尾町,第421154号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,チロル堂0743-85-666417353329209,1942aa2c-a5e6-4736-b9ae-8232bd6e525e,一般社団法人無限173488,5a611af7-1a56-4d37-b06f-45b261dda99b,856bc2f0-5812-4c4f-b37a-e66ed18cc729,2021/08/17,チロル堂,チロル堂,一般社団法人無限
おしどり。天理インター店,天理市櫟本町   ２２６１－１－２,天理市櫟本町,２２６１－１－２,0743-65-3530,食肉販売業,丸山   健一,,,R03.08.17,R03.08.17,第421155号,,321,おしどり。天理インター店,0743,0743-65-3530,,,,天理市櫟本町,奈良県天理市櫟本町,２２６１－１－２,172941,29,29204,櫟本町,,2021/08/17,2021/08/17,,,,丸山   健一,,,,,,,,,第421155号,,食肉販売業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,I,58,583,,おしどり天理インタ店0743-65-353017294129204,238c382d-4b99-4eab-84d6-6c7b406ad800,,personal,4627bc93-f484-4670-8253-032ebfa53c18,2021/08/17,おしどり。天理インター店,おしどり天理インタ店,
おしどり。天理インター店,天理市櫟本町   ２２６１－１－２,天理市櫟本町,２２６１－１－２,0743-65-3530,そうざい製造業,丸山   健一,,,R03.08.17,R03.08.17,第421156号,,321,おしどり。天理インター店,0743,0743-65-3530,,,,天理市櫟本町,奈良県天理市櫟本町,２２６１－１－２,172941,29,29204,櫟本町,,2021/08/17,2021/08/17,,,,丸山   健一,,,,,,,,,第421156号,,そうざい製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,おしどり天理インタ店0743-65-353017294129204,238c382d-4b99-4eab-84d6-6c7b406ad800,,personal,ff395cd8-5647-4c36-9a15-cf111c5e470e,2021/08/17,おしどり。天理インター店,おしどり天理インタ店,
盛こう,生駒市谷田町   １６００アントレいこま①   １Ｆ   １０６号室,生駒市谷田町 １６００,アントレいこま① １Ｆ １０６号室,0743-75-2101,飲食店営業,大庭   裕次郎,,,R03.08.17,R03.08.17,第421157号,,321,盛こう,0743,0743-75-2101,,,,生駒市谷田町 １６００,奈良県生駒市谷田町１６００,アントレいこま① １Ｆ １０６号室,173505,29,29209,谷田町,,2021/08/17,2021/08/17,,,,大庭   裕次郎,,,,,,,,,第421157号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,盛こう0743-75-210117350529209,0a70ee54-5e69-4af0-801c-e32a0df06d20,,personal,14238395-7103-4f84-be65-b7cf6d2b5f29,2021/08/17,盛こう,盛こう,
Ｓｍｉｌｅ,大和郡山市南郡山町   ２３８－９,大和郡山市南郡山町,２３８－９,0743-52-3505,飲食店営業,平瀬   有希,,,R03.08.17,R03.08.17,第421165号,,321,Ｓｍｉｌｅ,0743,0743-52-3505,,,,大和郡山市南郡山町,奈良県大和郡山市南郡山町,２３８－９,172912,29,29203,南郡山町,,2021/08/17,2021/08/17,,,,平瀬   有希,,,,,,,,,第421165号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,Ｓｍｉｌｅ0743-52-350517291229203,9eb07358-bef5-4531-850c-c69fc383b146,,personal,64b4422c-8e63-44fa-a4ff-b09ac9f925ca,2021/08/17,Ｓｍｉｌｅ,Ｓｍｉｌｅ,
Ｂｏｎ   Ｃａｆｅ,大和郡山市満願寺町   ６０－１,大和郡山市満願寺町,６０－１,0743-55-7772,菓子製造業,社会福祉法人萌,大和郡山市小泉町   ７３－１,0743-54-0821,R03.08.17,R03.08.17,第421169号,,321,Ｂｏｎ   Ｃａｆｅ,0743,0743-55-7772,,,,大和郡山市満願寺町,奈良県大和郡山市満願寺町,６０－１,172909,29,29203,満願寺町,,2021/08/17,2021/08/17,,,社会福祉法人萌,,0743-54-0821,大和郡山市小泉町   ７３－１,奈良県大和郡山市小泉町７３－１,,172846,奈良県,大和郡山市,小泉町,第421169号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,ＢｏｎＣａｆｅ0743-55-777217290929203,a4c13938-5724-4168-b1ec-1584813d6569,社会福祉法人萌172846,aec865fe-c26d-40a2-9001-6f1d994c5a35,56f540cf-4248-47d0-a67e-fb585b37110d,2021/08/17,Ｂｏｎ　Ｃａｆｅ,ＢｏｎＣａｆｅ,社会福祉法人萌
肉のまんの,生駒市鹿ノ台南   ２－３－２１,生駒市鹿ノ台南,２－３－２１,0743-79-3611,飲食店営業,橋本   哲夫,,,R03.08.17,R03.08.17,第421158号,,321,肉のまんの,0743,0743-79-3611,,,,生駒市鹿ノ台南,奈良県生駒市鹿ノ台南２－３－２１,,173500,29,29209,鹿ノ台南２,,2021/08/17,2021/08/17,,,,橋本   哲夫,,,,,,,,,第421158号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,肉のまんの0743-79-361117350029209,45a849e3-e57a-4e41-a7de-5911263e5827,,personal,11401524-dc8d-40a6-a012-be6cac4da209,2021/08/17,肉のまんの,肉のまんの,
肉のまんの,生駒市鹿ノ台南   ２－３－２１,生駒市鹿ノ台南,２－３－２１,0743-79-3611,食肉販売業,橋本   哲夫,,,R03.08.17,R03.08.17,第421159号,,321,肉のまんの,0743,0743-79-3611,,,,生駒市鹿ノ台南,奈良県生駒市鹿ノ台南２－３－２１,,173500,29,29209,鹿ノ台南２,,2021/08/17,2021/08/17,,,,橋本   哲夫,,,,,,,,,第421159号,,食肉販売業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,I,58,583,,肉のまんの0743-79-361117350029209,45a849e3-e57a-4e41-a7de-5911263e5827,,personal,54c590d6-dc71-4349-870d-3ace5ee82dd1,2021/08/17,肉のまんの,肉のまんの,
Ｓｍｉｌｅ,大和郡山市南郡山町   ２３８－９,大和郡山市南郡山町,２３８－９,0743-52-3505,そうざい製造業,平瀬   有希,,,R03.08.17,R03.08.17,第421168号,,321,Ｓｍｉｌｅ,0743,0743-52-3505,,,,大和郡山市南郡山町,奈良県大和郡山市南郡山町,２３８－９,172912,29,29203,南郡山町,,2021/08/17,2021/08/17,,,,平瀬   有希,,,,,,,,,第421168号,,そうざい製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,Ｓｍｉｌｅ0743-52-350517291229203,9eb07358-bef5-4531-850c-c69fc383b146,,personal,d78f796e-6807-41ac-83ca-88641dae8350,2021/08/17,Ｓｍｉｌｅ,Ｓｍｉｌｅ,
株式会社   品川工業所,磯城郡田原本町八尾   ５０８,磯城郡田原本町八尾,５０８,0744-32-4055,飲食店営業,村上給食株式会社,東大阪市稲田新町   ３－４－１１,06-6746-1050,R03.08.17,R03.08.17,第821349号,,322,株式会社   品川工業所,0744,0744-32-4055,,,,磯城郡田原本町八尾,奈良県磯城郡田原本町八尾,５０８,174160,29,29363,八尾,,2021/08/17,2021/08/17,,,村上給食株式会社,,06-6746-1050,東大阪市稲田新町   ３－４－１１,大阪府東大阪市稲田新町３－４－１１,,161746,大阪府,東大阪市,稲田新町３,第821349号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,株式会社品川工業所0744-32-405517416029363,8044f23f-e6c1-40ce-8d50-a2f10ab1ffc4,村上給食株式会社161746,90696831-9b78-4781-b532-edd9697ecb20,c0107396-66d0-4ce3-a7e4-da791f77bc54,2021/08/17,株式会社　品川工業所,株式会社品川工業所,村上給食株式会社
つきひゆい,磯城郡田原本町黒田   ４４３－５,磯城郡田原本町黒田,４４３－５,0744-47-3018,飲食店営業,名阪食品株式会社,桜井市吉備   ４５２－７,0744-43-8103,R03.08.16,R03.08.16,第821348号,,322,つきひゆい,0744,0744-47-3018,,,,磯城郡田原本町黒田,奈良県磯城郡田原本町黒田,４４３－５,174133,29,29363,黒田,,2021/08/16,2021/08/16,,,名阪食品株式会社,,0744-43-8103,桜井市吉備   ４５２－７,奈良県桜井市吉備４５２－７,,173162,奈良県,桜井市,吉備,第821348号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,つきひゆい0744-47-301817413329363,6b1748d8-d7a1-469a-b56f-ecd4bcd8bcfa,名阪食品株式会社173162,c8d83771-25d8-4cf9-84b0-e8b2a48479ab,80d6cd1d-4562-4efe-98ec-fa7f989bcef5,2021/08/16,つきひゆい,つきひゆい,名阪食品株式会社
小仲坊,吉野郡下北山村前鬼３０,吉野郡下北山村前鬼３０,,07468-5-2210,飲食店営業,五鬼助   義之,,,R03.08.16,R03.08.16,第521057号,,324,小仲坊,07468,07468-5-2210,,,,吉野郡下北山村前鬼３０,奈良県吉野郡下北山村前鬼３０,,174514,29,29450,前鬼,,2021/08/16,2021/08/16,,,,五鬼助   義之,,,,,,,,,第521057号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,小仲坊07468-5-221017451429450,3d3650f9-d42e-4373-a06a-7e49c3c2536e,,personal,f7ce0dfa-df64-4aed-9022-fca563b687d2,2021/08/16,小仲坊,小仲坊,
ＴＡＫＯｍｏｃｏ,大和郡山市矢田町   ５５１２－６,大和郡山市矢田町,５５１２－６,,飲食店営業,石井   かおり,,,R03.08.13,R03.08.13,第421153号,,321,ＴＡＫＯｍｏｃｏ,0743,,,,,大和郡山市矢田町,奈良県大和郡山市矢田町,５５１２－６,172917,29,29203,矢田町,,2021/08/13,2021/08/13,,,,石井   かおり,,,,,,,,,第421153号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,ＴＡＫＯｍｏｃｏ17291729203,fa3cd689-0470-49ba-a357-4166d6104152,,personal,018169be-21de-48de-94a2-38b37f33991e,2021/08/13,ＴＡＫＯｍｏｃｏ,ＴＡＫＯｍｏｃｏ,
直売所わかば,吉野郡大淀町今木８２６－１,吉野郡大淀町今木８２６－１,,0745-67-0805,飲食店営業,社会福祉法人ひまわり,磯城郡三宅町伴堂８５０,0745-42-2919,R03.08.13,R03.08.13,第521056号,,324,直売所わかば,0745,0745-67-0805,,,,吉野郡大淀町今木８２６－１,奈良県吉野郡大淀町今木８２６－１,,174419,29,29442,今木,,2021/08/13,2021/08/13,,,社会福祉法人ひまわり,,0745-42-2919,磯城郡三宅町伴堂８５０,奈良県磯城郡三宅町伴堂８５０,,174170,奈良県,磯城郡三宅町,伴堂,第521056号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,直売所わかば0745-67-080517441929442,845a5b25-c898-4128-bef8-3b4d6d185628,社会福祉法人ひまわり174170,7fa4460d-085d-4a0d-95e2-d0ca7dad44ca,477bb775-b077-4833-bb81-c67ef874086d,2021/08/13,直売所わかば,直売所わかば,社会福祉法人ひまわり
上徳,生駒市北田原町   ２４５９－６,生駒市北田原町,２４５９－６,0743-78-1980,飲食店営業,阪上   逸子,,,R03.08.12,R03.08.12,第421152号,,321,上徳,0743,0743-78-1980,,,,生駒市北田原町,奈良県生駒市北田原町,２４５９－６,173485,29,29209,北田原町,,2021/08/12,2021/08/12,,,,阪上   逸子,,,,,,,,,第421152号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,上徳0743-78-198017348529209,c854e659-0f8c-43f2-9dfd-b542cf7ff989,,personal,9e20c669-0197-406f-8c2f-bcd8583c0ef3,2021/08/12,上徳,上徳,
らーめん奈々   横田店,大和郡山市横田町   ７５－１,大和郡山市横田町,７５－１,0743-89-2388,菓子製造業,森本   竜司,,,R03.08.11,R03.08.11,第421144号,,321,らーめん奈々   横田店,0743,0743-89-2388,,,,大和郡山市横田町,奈良県大和郡山市横田町,７５－１,172928,29,29203,横田町,,2021/08/11,2021/08/11,,,,森本   竜司,,,,,,,,,第421144号,,菓子製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,らめん奈横田店0743-89-238817292829203,9df55ff1-577e-4b76-9d4c-4aee9eff802f,,personal,ad01f243-6274-4e2a-89b5-ffc8ed1ba7e0,2021/08/11,らーめん奈々　横田店,らめん奈横田店,
らーめん奈々   横田店,大和郡山市横田町   ７５－１,大和郡山市横田町,７５－１,0743-89-2388,麺類製造業,森本   竜司,,,R03.08.11,R03.08.11,第421145号,,321,らーめん奈々   横田店,0743,0743-89-2388,,,,大和郡山市横田町,奈良県大和郡山市横田町,７５－１,172928,29,29203,横田町,,2021/08/11,2021/08/11,,,,森本   竜司,,,,,,,,,第421145号,,麺類製造業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,E,9,,,らめん奈横田店0743-89-238817292829203,9df55ff1-577e-4b76-9d4c-4aee9eff802f,,personal,03b8f48a-2c52-426c-b159-61c889e9d4af,2021/08/11,らーめん奈々　横田店,らめん奈横田店,
杏箭（あんずや）,生駒市北田原町   ２２６３－１,生駒市北田原町,２２６３－１,0743-78-1939,飲食店営業,稲田   ケイ子,,,R03.08.11,R03.08.11,第421146号,,321,杏箭（あんずや）,0743,0743-78-1939,,,,生駒市北田原町,奈良県生駒市北田原町,２２６３－１,173485,29,29209,北田原町,,2021/08/11,2021/08/11,,,,稲田   ケイ子,,,,,,,,,第421146号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,杏箭あんずや0743-78-193917348529209,6eeae1cf-2e7d-415e-9308-66b8652d8527,,personal,b6c56918-ea41-4fb6-a050-865f0e1001ea,2021/08/11,杏箭（あんずや）,杏箭あんずや,
旬海   ハーベス東生駒,生駒市東生駒   １－５ハーベス東生駒店内,生駒市東生駒,１－５ハーベス東生駒店内,0743-75-8015,魚介類販売業,七海水産株式会社,大和郡山市馬司町   ６４２－２,0743-58-4773,R03.08.11,R03.08.11,第421147号,,321,旬海   ハーベス東生駒,0743,0743-75-8015,,,,生駒市東生駒,奈良県生駒市東生駒１－５,ハーベス東生駒店内,173519,29,29209,東生駒１,,2021/08/11,2021/08/11,,,七海水産株式会社,,0743-58-4773,大和郡山市馬司町   ６４２－２,奈良県大和郡山市馬司町６４２－２,,172908,奈良県,大和郡山市,馬司町,第421147号,,魚介類販売業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,I,58,,,旬海ハベス東生駒0743-75-801517351929209,d19dfe18-14e8-4737-a23a-4e1c5c3241fe,七海水産株式会社172908,7d8651f8-0855-4a61-b434-71cac623fb09,02ea3913-c1a1-4863-8362-1dd67fe47d5a,2021/08/11,旬海　ハーベス東生駒,旬海ハベス東生駒,七海水産株式会社
豆豆菜菜,生駒市上町   ４９５－１,生駒市上町,４９５－１,0743-76-0777,飲食店営業,関西商事株式会社,北葛城郡上牧町桜ケ丘   ３－１－１６,0745-73-0401,R03.08.11,R03.08.11,第421148号,,321,豆豆菜菜,0743,0743-76-0777,,,,生駒市上町,奈良県生駒市上町,４９５－１,173482,29,29209,上町,,2021/08/11,2021/08/11,,,関西商事株式会社,,0745-73-0401,北葛城郡上牧町桜ケ丘   ３－１－１６,奈良県北葛城郡上牧町桜が丘３－１－１６,,174305,奈良県,北葛城郡上牧町,桜が丘３,第421148号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,豆豆菜菜0743-76-077717348229209,73a051b6-a079-4fe1-aded-112f450148b6,関西商事株式会社174305,f32b8fe5-e62d-4fa5-8f6a-4355b81c72f1,4c8e4367-3d4c-4fe8-a7e3-cef3beb50479,2021/08/11,豆豆菜菜,豆豆菜菜,関西商事株式会社
Ｓｈｉｎ³,生駒市あすか野北   １－１－４,生駒市あすか野北,１－１－４,0743-78-4533,飲食店営業,奥開   博行,,,R03.08.11,R03.08.11,第421149号,,321,Ｓｈｉｎ³,0743,0743-78-4533,,,,生駒市あすか野北,奈良県生駒市あすか野北１－１－４,,173468,29,29209,あすか野北１,,2021/08/11,2021/08/11,,,,奥開   博行,,,,,,,,,第421149号,,飲食店営業,,,,321-324_奈良県_奈良県一括_食品衛生(許可)_2021年08-09月_末日,M,76,,,Ｓｈｉｎ³0743-78-453317346829209,f136bdaa-c0fb-4192-b153-591aaceb845b,,personal,0f8c3d89-1ef2-460a-ad7c-12b5905a7ab6,2021/08/11,Ｓｈｉｎ³,Ｓｈｉｎ³,
