,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,空欄,空欄,,,,,,マンション,なんだこいつ,,,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名のフリガナ,業種,業態,施設-住所1,施設-マンション名,,,施設-電話番号1,申請者1,法人番号,申請-住所1,確認番号,許可年月日,許可年月日,許可期間開始日,許可期間終了日,廃業年月日,申請区分,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自治体コード,行番号,都道府県名,市区町村名,営業施設名称、屋号又は商号,営業施設名称、屋号又は商号（フリガナ）,営業の種類,業態,営業施設所在地,営業施設方書,緯度,経度,営業施設電話番号,法人名,法人番号,法人住所,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
10202,fBiz00000497960000000059,群馬県,高崎市,クスリのアオキ上並榎店,クスリノアオキカミナミエテン,⑪ 百貨店、総合スーパー,ドラッグストア,群馬県高崎市上並榎町40番地2,,2/4/1900,5/17/1900,027-381-6151,株式会社クスリのアオキ,2220001008745 ,石川県白山市松本町２５１２番地,,,,,,,届出,,,,高崎市保健所,クスリのアオキ上並榎店,027,027-381-6151,,,,群馬県高崎市上並榎町40番地2,群馬県高崎市上並榎町４０番地２,,60071,群馬県,高崎市,上並榎町,,,,,,株式会社クスリのアオキ,,,石川県白山市松本町２５１２番地,石川県白山市松本町２５１２番地,,96433,石川県,白山市,松本町,,届出,百貨店、総合スーパー, ドラッグストア,,2220001008745,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,クスリのアオキ上並榎店,クスリのアオキ上並榎店,株式会社クスリのアオキ,,1,,,,,クスリノアオキカミナミエテン
10202,fBiz00001772090000000001,群馬県,高崎市,はま寿司　高崎問屋町店,ハマズシ　タカサキトンヤマチテン,⑬ その他の食料・飲料販売業,,群馬県高崎市問屋町1-10-20,,2/4/1900,5/18/1900,0273-60-3701,株式会社はま寿司,7010401052896 ,東京都港区港南2-18-1,,,,,,,届出,,,,高崎市保健所,はま寿司　高崎問屋町店,027,0273-60-3701,,,,群馬県高崎市問屋町1-10-20,群馬県高崎市問屋町１－１０－２０,,60135,群馬県,高崎市,問屋町１,,,,,,株式会社はま寿司,,,東京都港区港南2-18-1,東京都港区港南２－１８－１,,73073,東京都,港区,港南２,,届出,食料品販売業,,,7010401052896,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,はま寿司　高崎問屋町店,はま寿司高崎問屋町店,株式会社はま寿司,はま寿司,1,宿泊業，飲食サービス業,飲食店,食堂，レストラン（専門料理店を除く）,食堂，レストラン（専門料理店を除く）,ハマズシ　タカサキトンヤマチテン
10202,fBiz00000497960000000119,群馬県,高崎市,クスリのアオキ飯塚店,クスリノアオキイイヅカテン,⑪ 百貨店、総合スーパー,ドラッグストア,群馬県高崎市飯塚町723-1,,2/4/1900,5/18/1900,027-360-3001,株式会社クスリのアオキ,2220001008745 ,石川県白山市松本町２５１２番地,,,,,,,届出,,,,高崎市保健所,クスリのアオキ飯塚店,027,027-360-3001,,,,群馬県高崎市飯塚町723-1,群馬県高崎市飯塚町７２３－１,,60044,群馬県,高崎市,飯塚町,,,,,,株式会社クスリのアオキ,,,石川県白山市松本町２５１２番地,石川県白山市松本町２５１２番地,,96433,石川県,白山市,松本町,,届出,百貨店、総合スーパー, ドラッグストア,,2220001008745,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,クスリのアオキ飯塚店,クスリのアオキ飯塚店,株式会社クスリのアオキ,,2,,,,,クスリノアオキイイヅカテン
10202,fBiz00000497960000000121,群馬県,高崎市,クスリのアオキ飯塚店,クスリノアオキイイヅカテン,⑪ 百貨店、総合スーパー,ドラッグストア,群馬県高崎市飯塚町723-1,,2/4/1900,5/18/1900,027-360-3001,株式会社クスリのアオキ,2220001008745 ,石川県白山市松本町２５１２番地,,,,,,,届出,,,,高崎市保健所,クスリのアオキ飯塚店,027,027-360-3001,,,,群馬県高崎市飯塚町723-1,群馬県高崎市飯塚町７２３－１,,60044,群馬県,高崎市,飯塚町,,,,,,株式会社クスリのアオキ,,,石川県白山市松本町２５１２番地,石川県白山市松本町２５１２番地,,96433,石川県,白山市,松本町,,届出,百貨店、総合スーパー, ドラッグストア,,2220001008745,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,クスリのアオキ飯塚店,クスリのアオキ飯塚店,株式会社クスリのアオキ,,2,,,,,クスリノアオキイイヅカテン
10202,fBiz00000497960000000127,群馬県,高崎市,クスリのアオキ新町店,クスリノアオキシンマチテン,⑪ 百貨店、総合スーパー,ドラッグストア,群馬県高崎市新町1803番地,,2/4/1900,5/18/1900,0274-25-8745,株式会社クスリのアオキ,2220001008745 ,石川県白山市松本町２５１２番地,,,,,,,届出,,,,高崎市保健所,クスリのアオキ新町店,0274,0274-25-8745,,,,群馬県高崎市新町1803番地,群馬県高崎市新町１８０３番地,,60222,群馬県,高崎市,新町,,,,,,株式会社クスリのアオキ,,,石川県白山市松本町２５１２番地,石川県白山市松本町２５１２番地,,96433,石川県,白山市,松本町,,届出,百貨店、総合スーパー, ドラッグストア,,2220001008745,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,クスリのアオキ新町店,クスリのアオキ新町店,株式会社クスリのアオキ,,1,,,,,クスリノアオキシンマチテン
10202,fBiz00000497960000000136,群馬県,高崎市,クスリのアオキ上佐野店,クスリノアオキカミサノテン,⑪ 百貨店、総合スーパー,ドラッグストア,群馬県高崎市上佐野町674番地1,,2/4/1900,5/18/1900,027-386-6770,株式会社クスリのアオキ,2220001008745 ,石川県白山市松本町２５１２番地,,,,,,,届出,,,,高崎市保健所,クスリのアオキ上佐野店,027,027-386-6770,,,,群馬県高崎市上佐野町674番地1,群馬県高崎市上佐野町６７４番地１,,60067,群馬県,高崎市,上佐野町,,,,,,株式会社クスリのアオキ,,,石川県白山市松本町２５１２番地,石川県白山市松本町２５１２番地,,96433,石川県,白山市,松本町,,届出,百貨店、総合スーパー, ドラッグストア,,2220001008745,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,クスリのアオキ上佐野店,クスリのアオキ上佐野店,株式会社クスリのアオキ,,1,,,,,クスリノアオキカミサノテン
10202,fBiz00000497960000000151,群馬県,高崎市,クスリのアオキ箕郷店,クスリノアオキミサトテン,⑪ 百貨店、総合スーパー,ドラッグストア,群馬県高崎市箕郷町上芝605番地1,,2/4/1900,5/17/1900,027-381-8113,株式会社クスリのアオキ,2220001008745 ,石川県白山市松本町２５１２番地,,,,,,,届出,,,,高崎市保健所,クスリのアオキ箕郷店,027,027-381-8113,,,,群馬県高崎市箕郷町上芝605番地1,群馬県高崎市箕郷町上芝６０５番地１,,60237,群馬県,高崎市,箕郷町上芝,,,,,,株式会社クスリのアオキ,,,石川県白山市松本町２５１２番地,石川県白山市松本町２５１２番地,,96433,石川県,白山市,松本町,,届出,百貨店、総合スーパー, ドラッグストア,,2220001008745,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,クスリのアオキ箕郷店,クスリのアオキ箕郷店,株式会社クスリのアオキ,,1,,,,,クスリノアオキミサトテン
10202,fBiz00000497960000000154,群馬県,高崎市,クスリのアオキ中泉店,クスリノアオキナカイズミテン,⑪ 百貨店、総合スーパー,ドラッグストア,群馬県高崎市中泉町609番地7,,2/4/1900,5/18/1900,027-329-5827,株式会社クスリのアオキ,2220001008745 ,石川県白山市松本町２５１２番地,,,,,,,届出,,,,高崎市保健所,クスリのアオキ中泉店,027,027-329-5827,,,,群馬県高崎市中泉町609番地7,群馬県高崎市中泉町６０９番地７,,60226,群馬県,高崎市,中泉町,,,,,,株式会社クスリのアオキ,,,石川県白山市松本町２５１２番地,石川県白山市松本町２５１２番地,,96433,石川県,白山市,松本町,,届出,百貨店、総合スーパー, ドラッグストア,,2220001008745,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,クスリのアオキ中泉店,クスリのアオキ中泉店,株式会社クスリのアオキ,,1,,,,,クスリノアオキナカイズミテン
10202,fBiz00000497960000000215,群馬県,高崎市,クスリのアオキ上中居店,クスリノアオキカミナカイテン,⑪ 百貨店、総合スーパー,ドラッグストア,群馬県高崎市上中居町318番地1,,2/4/1900,5/18/1900,027-393-6157,株式会社クスリのアオキ,2220001008745 ,石川県白山市松本町２５１２番地,,,,,,,届出,,,,高崎市保健所,クスリのアオキ上中居店,027,027-393-6157,,,,群馬県高崎市上中居町318番地1,群馬県高崎市上中居町３１８番地１,,60070,群馬県,高崎市,上中居町,,,,,,株式会社クスリのアオキ,,,石川県白山市松本町２５１２番地,石川県白山市松本町２５１２番地,,96433,石川県,白山市,松本町,,届出,百貨店、総合スーパー, ドラッグストア,,2220001008745,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,クスリのアオキ上中居店,クスリのアオキ上中居店,株式会社クスリのアオキ,,1,,,,,クスリノアオキカミナカイテン
10202,fBiz00000497960000000218,群馬県,高崎市,クスリのアオキ倉賀野店,クスリノアオキクラガノテン,⑪ 百貨店、総合スーパー,ドラッグストア,群馬県高崎市倉賀野町1600番地1,,2/4/1900,5/18/1900,027-393-6082,株式会社クスリのアオキ,2220001008745 ,石川県白山市松本町２５１２番地,,,,,,,届出,,,,高崎市保健所,クスリのアオキ倉賀野店,027,027-393-6082,,,,群馬県高崎市倉賀野町1600番地1,群馬県高崎市倉賀野町１６００番地１,,60081,群馬県,高崎市,倉賀野町,,,,,,株式会社クスリのアオキ,,,石川県白山市松本町２５１２番地,石川県白山市松本町２５１２番地,,96433,石川県,白山市,松本町,,届出,百貨店、総合スーパー, ドラッグストア,,2220001008745,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,クスリのアオキ倉賀野店,クスリのアオキ倉賀野店,株式会社クスリのアオキ,,1,,,,,クスリノアオキクラガノテン
10202,fBiz00000497960000000226,群馬県,高崎市,クスリのアオキ上豊岡店,クスリノアオキカミトヨオカテン,⑪ 百貨店、総合スーパー,ドラッグストア,群馬県高崎市上豊岡町578番地5,,2/4/1900,5/17/1900,027-395-0232,株式会社クスリのアオキ,2220001008745 ,石川県白山市松本町２５１２番地,,,,,,,届出,,,,高崎市保健所,クスリのアオキ上豊岡店,027,027-395-0232,,,,群馬県高崎市上豊岡町578番地5,群馬県高崎市上豊岡町５７８番地５,,60069,群馬県,高崎市,上豊岡町,,,,,,株式会社クスリのアオキ,,,石川県白山市松本町２５１２番地,石川県白山市松本町２５１２番地,,96433,石川県,白山市,松本町,,届出,百貨店、総合スーパー, ドラッグストア,,2220001008745,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,クスリのアオキ上豊岡店,クスリのアオキ上豊岡店,株式会社クスリのアオキ,,1,,,,,クスリノアオキカミトヨオカテン
10202,fBiz00000497960000000230,群馬県,高崎市,クスリのアオキ北原店,クスリノアオキキタハラテン,⑪ 百貨店、総合スーパー,ドラッグストア,群馬県高崎市北原町863番地,,2/4/1900,5/18/1900,027-395-0562,株式会社クスリのアオキ,2220001008745 ,石川県白山市松本町２５１２番地,,,,,,,届出,,,,高崎市保健所,クスリのアオキ北原店,027,027-395-0562,,,,群馬県高崎市北原町863番地,群馬県高崎市北原町８６３番地,,60216,群馬県,高崎市,北原町,,,,,,株式会社クスリのアオキ,,,石川県白山市松本町２５１２番地,石川県白山市松本町２５１２番地,,96433,石川県,白山市,松本町,,届出,百貨店、総合スーパー, ドラッグストア,,2220001008745,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,クスリのアオキ北原店,クスリのアオキ北原店,株式会社クスリのアオキ,,1,,,,,クスリノアオキキタハラテン
10202,fBiz00000500640000000001,群馬県,高崎市,ファミリーマート高崎宮元町,ファミリーマートタカサキミヤモトチョウ,⑩ コンビニエンスストア,,群馬県高崎市宮元町２２９番地,,2/4/1900,5/18/1900,,,,,,,,,,,届出,,,,高崎市保健所,ファミリーマート高崎宮元町,027,,,,,群馬県高崎市宮元町２２９番地,群馬県高崎市宮元町２２９番地,,60170,群馬県,高崎市,宮元町,,,,,,,,,,,,,,,,,届出,コンビニエンスストア,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,ファミリーマート高崎宮元町,ファミリマト高崎宮元町,,ファミリーマート,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,ファミリーマートタカサキミヤモトチョウ
10202,fBiz00000504430000000041,群馬県,高崎市,ベックスコーヒーショップ高崎店,ベックスコーヒーショップタカサキテン,⑬ その他の食料・飲料販売業,,群馬県高崎市八島町222,JR高崎駅　新幹線改札内,2/4/1900,5/18/1900,9098335787,株式会社ＪＲ東日本クロスステーション,3011101042662 ,東京都渋谷区千駄ヶ谷５丁目３３番８号,,,,,,,届出,,,,高崎市保健所,ベックスコーヒーショップ高崎店,027,090-9833-5787,,,,群馬県高崎市八島町222,群馬県高崎市八島町２２２,JR高崎駅　新幹線改札内,60174,群馬県,高崎市,八島町,,,,,,株式会社ＪＲ東日本クロスステーション,,,東京都渋谷区千駄ヶ谷５丁目３３番８号,東京都渋谷区千駄が谷５丁目３３番８号,,74512,東京都,渋谷区,千駄が谷５,,届出,食料品販売業,,,3011101042662,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,ベックスコーヒーショップ高崎店,ベックスコヒショップ高崎店,株式会社ＪＲ東日本クロスステーション,,1,,,,,ベックスコーヒーショップタカサキテン
10202,fBiz00000504430000000042,群馬県,高崎市,ベックスコーヒーショップ高崎新幹線店,ベックスコーヒーショップタカサキシンカンセンテン,⑬ その他の食料・飲料販売業,,群馬県高崎市八島町222,JR高崎駅　新幹線改札内（新幹線待合室内）,2/4/1900,5/18/1900,,株式会社ＪＲ東日本クロスステーション,3011101042662 ,東京都渋谷区千駄ヶ谷５丁目３３番８号,,,,,,,届出,,,,高崎市保健所,ベックスコーヒーショップ高崎新幹線店,027,,,,,群馬県高崎市八島町222,群馬県高崎市八島町２２２,JR高崎駅　新幹線改札内（新幹線待合室内）,60174,群馬県,高崎市,八島町,,,,,,株式会社ＪＲ東日本クロスステーション,,,東京都渋谷区千駄ヶ谷５丁目３３番８号,東京都渋谷区千駄が谷５丁目３３番８号,,74512,東京都,渋谷区,千駄が谷５,,届出,食料品販売業,,,3011101042662,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,ベックスコーヒーショップ高崎新幹線店,ベックスコヒショップ高崎新幹線店,株式会社ＪＲ東日本クロスステーション,,2,,,,,ベックスコーヒーショップタカサキシンカンセンテン
