https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,n処理終了,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,施設名,施設名2,郵便番号,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請-住所1,申請-マンション名,申請-電話番号1,業種,確認番号,許可年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,ＢＩＴＴＥＲ,,9500087,新潟県,新潟市中央区東大通１丁目６番２９号共同ビル　２階,新潟市中央区東大通１丁目６番２９号,共同ビル ２階,025-282-7383,藤田　涼,,,,,飲食店営業,2445,R 3.12.21,,151,ＢＩＴＴＥＲ,025,025-282-7383,,,,新潟県　新潟市中央区東大通１丁目６番２９号,新潟県新潟市中央区東大通１丁目６番２９号,共同ビル ２階,83889,15,15103,東大通１,,,2021/12/21,,,,藤田　涼 ,,,,,,,,,2445,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,ＢＩＴＴＥＲ025-282-73838388915103,9afb50b6-9aa4-4ba2-a678-7a56c498a71d,,personal,e504c94e-645a-405b-b32e-73c01751c69b,2021/12/21,ＢＩＴＴＥＲ,ＢＩＴＴＥＲ,
4,シナモンキッチンカー　,練馬 ８３０ す ５２６,,新潟県,県内一円,県内一円,,,株式会社アニメイトカフェ,安永　明弘,東京都豊島区東池袋三丁目２番１号,,03-5995-2200,飲食店営業,2573,R 4. 1.21,,151,シナモンキッチンカー　,,,,,,新潟県　県内一円,新潟県県内一円,練馬 ８３０ す ５２６,,15,,,,,2022/01/21,,,株式会社アニメイトカフェ,安永　明弘,03-5995-2200,東京都豊島区東池袋三丁目２番１号,東京都豊島区東池袋３丁目２番１号,,74832,東京都,豊島区,東池袋３,2573,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,シナモンキッチンカ,59ceabb7-3716-4ead-9b56-261af19043c5,株式会社アニメイトカフェ74832,aebcc071-da65-4873-a0e1-338bd47699b8,57aff0e1-1bfc-48ad-9a04-96b6b99eb6d5,2022/01/21,シナモンキッチンカー　,シナモンキッチンカ,株式会社アニメイトカフェ
5,絹いもや　,新潟８００ せ ２８８０,,新潟県,県内一円,県内一円,,,株式会社大倉屋,大倉　雄二,新潟県新潟市北区嘉山一丁目２番１８号,,025-387-2017,飲食店営業,2489,R 4. 1. 4,,151,絹いもや　,,,,,,新潟県　県内一円,新潟県県内一円,新潟８００ せ ２８８０,,15,,,,,2022/01/04,,,株式会社大倉屋,大倉　雄二,025-387-2017,新潟県新潟市北区嘉山一丁目２番１８号,新潟県新潟市北区嘉山１丁目２番１８号,,83173,新潟県,新潟市北区,嘉山１,2489,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,絹いもや,498cb2dc-6e88-4694-a776-0ceda70ad2c2,株式会社大倉屋83173,13219026-abf8-4246-a067-17487fa7f36f,e797e4c7-325a-4183-9d48-8ec4076c27c0,2022/01/04,絹いもや　,絹いもや,株式会社大倉屋
6,合同会社ＬｉｆｅＳｔｙｌｅ　,新潟４８０ と ６２３,,新潟県,県内一円,県内一円,,,合同会社ＬｉｆｅＳｔｙｌｅ,清野　功一郎,新潟県新潟市秋葉区北上新田８３０番地３,,,飲食店営業,2585,R 4. 1.26,,151,合同会社ＬｉｆｅＳｔｙｌｅ　,,,,,,新潟県　県内一円,新潟県県内一円,新潟４８０ と ６２３,,15,,,,,2022/01/26,,,合同会社ＬｉｆｅＳｔｙｌｅ,清野　功一郎,,新潟県新潟市秋葉区北上新田８３０番地３,新潟県新潟市秋葉区北上新田８３０番地３,,84394,新潟県,新潟市秋葉区,北上新田,2585,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,合同会社ＬｉｆｅＳｔｙｌｅ,38d02346-3bdd-41ba-b76b-35bae3ad2fd8,合同会社ＬｉｆｅＳｔｙｌｅ84394,d058e499-05cc-4929-b4c8-c8ea389377e3,90957857-5bc0-4fd0-bdeb-9d1e52e9b1a4,2022/01/26,合同会社ＬｉｆｅＳｔｙｌｅ　,合同会社ＬｉｆｅＳｔｙｌｅ,合同会社ＬｉｆｅＳｔｙｌｅ
3,Ｋｉｔｃｈｅｎ　ｃａｒ　ＯｍａＯｍａ　,新潟 ８００ せ ２７０３,,新潟県,県内一円,県内一円,,,松尾　優,,,,,飲食店営業,2484,R 4. 1. 4,,151,Ｋｉｔｃｈｅｎ　ｃａｒ　ＯｍａＯｍａ　,,,,,,新潟県　県内一円,新潟県県内一円,新潟 ８００ せ ２７０３,,15,,,,,2022/01/04,,,,松尾　優 ,,,,,,,,,2484,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,ＫｉｔｃｈｅｎｃａｒＯｍａＯｍａ,2a524887-1ea9-4715-9a76-de9d5ea483df,,personal,8081a3d9-f10f-4893-9dca-78f62bca1968,2022/01/04,Ｋｉｔｃｈｅｎ　ｃａｒ　ＯｍａＯｍａ　,ＫｉｔｃｈｅｎｃａｒＯｍａＯｍａ,
81,日本料理　浜浦,,9518151,新潟県,新潟市中央区浜浦町１丁目８７番地,新潟市中央区浜浦町１丁目８７番地,,025-266-1215,佐々木　慎太郎,,,,,飲食店営業,2389,R 3.12.17,,151,日本料理　浜浦,025,025-266-1215,,,,新潟県　新潟市中央区浜浦町１丁目８７番地,新潟県新潟市中央区浜浦町１丁目８７番地,,83874,15,15103,浜浦町１,,,2021/12/17,,,,佐々木　慎太郎 ,,,,,,,,,2389,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,日本料理浜浦025-266-12158387415103,307f82be-b168-45e7-83f5-be52ea70c011,,personal,aeabf418-fbd9-43fd-af5d-91d6488a3904,2021/12/17,日本料理　浜浦,日本料理浜浦,
83,手しごとの店　ちくら,,9500901,新潟県,新潟市中央区弁天１丁目１番１６号サンテラス石宮　１階,新潟市中央区弁天１丁目１番１６号,サンテラス石宮　１階,025-250-0380,株式会社酒麺亭潤,松本　潤一,新潟県燕市小牧４０６番地１８,,0256-47-0388,飲食店営業,2318,R 3.12. 8,,151,手しごとの店　ちくら,025,025-250-0380,,,,新潟県　新潟市中央区弁天１丁目１番１６号,新潟県新潟市中央区弁天１丁目１番１６号,サンテラス石宮　１階,83951,15,15103,弁天１,,,2021/12/08,,,株式会社酒麺亭潤,松本　潤一,0256-47-0388,新潟県燕市小牧４０６番地１８,新潟県燕市小牧４０６番地１８,,87725,新潟県,燕市,小牧,2318,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,手しごとの店ちくら025-250-03808395115103,af6301a5-5f3f-42ce-b4bf-d6f36f04120c,株式会社酒麺亭潤87725,2a8dac97-41d4-499d-b27d-65cb9e9d56bc,686103e9-79d2-46e6-9fd1-1543176bb8fe,2021/12/08,手しごとの店　ちくら,手しごとの店ちくら,株式会社酒麺亭潤
82,Ｏｓｔｅｒｉａ　Ｂｅｎｅｄｅｔｔａ,,9500916,新潟県,新潟市中央区米山１丁目１番２６号ＴＯＭＯＳ米山２０１,新潟市中央区米山１丁目１番２６号,ＴＯＭＯＳ米山２０１,025-250-0244,若林　淳,,,,,飲食店営業,2309,R 3.12. 6,,151,Ｏｓｔｅｒｉａ　Ｂｅｎｅｄｅｔｔａ,025,025-250-0244,,,,新潟県　新潟市中央区米山１丁目１番２６号,新潟県新潟市中央区米山１丁目１番２６号,ＴＯＭＯＳ米山２０１,84066,15,15103,米山１,,,2021/12/06,,,,若林　淳 ,,,,,,,,,2309,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,ＯｓｔｅｒｉａＢｅｎｅｄｅｔｔａ025-250-02448406615103,5453e093-f305-45a2-a029-a86336658d6e,,personal,464eb4b7-33f2-4663-b749-d72d2e59c9da,2021/12/06,Ｏｓｔｅｒｉａ　Ｂｅｎｅｄｅｔｔａ,ＯｓｔｅｒｉａＢｅｎｅｄｅｔｔａ,
85,ローソンアパリゾート新潟駅前大通店,,9500088,新潟県,新潟市中央区万代５丁目１番１号,新潟市中央区万代５丁目１番１号,,025-250-0860,株式会社瀧,大瀧　仁郎,新潟県新潟市西区坂井東五丁目２１番４号,,025-260-1026,飲食店営業,2630,R 4. 1.31,,151,ローソンアパリゾート新潟駅前大通店,025,025-250-0860,,,,新潟県　新潟市中央区万代５丁目１番１号,新潟県新潟市中央区万代５丁目１番１号,,83883,15,15103,万代５,,,2022/01/31,,,株式会社瀧,大瀧　仁郎,025-260-1026,新潟県新潟市西区坂井東五丁目２１番４号,新潟県新潟市西区坂井東５丁目２１番４号,,84766,新潟県,新潟市西区,坂井東５,2630,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,ロソンアパリゾト新潟駅前大通店025-250-08608388315103,b9c82d27-8792-4ee9-b544-52c0602b3eb6,株式会社瀧84766,82c5bb20-8cd9-4b47-9e4c-5547e596bc5e,995bbef5-c72d-498a-a6e6-a56258be99c8,2022/01/31,ローソンアパリゾート新潟駅前大通店,ロソンアパリゾト新潟駅前大通店,株式会社瀧
86,Ｂｒｅａｋｔｈｒｏｕｇｈ,,9500088,新潟県,新潟市中央区万代５丁目１番１号アパホテル１９階,新潟市中央区万代５丁目１番１号,アパホテル１９階,025-385-6500,企業組合しおざわ異業種研究会,宮田　俊之,新潟県南魚沼市塩沢１６５番地１,,025-782-1699,飲食店営業,2518,R 4. 1.12,,151,Ｂｒｅａｋｔｈｒｏｕｇｈ,025,025-385-6500,,,,新潟県　新潟市中央区万代５丁目１番１号,新潟県新潟市中央区万代５丁目１番１号,アパホテル１９階,83883,15,15103,万代５,,,2022/01/12,,,企業組合しおざわ異業種研究会,宮田　俊之,025-782-1699,新潟県南魚沼市塩沢１６５番地１,新潟県南魚沼市塩沢１６５番地１,,90149,新潟県,南魚沼市,塩沢,2518,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,Ｂｒｅａｋｔｈｒｏｕｇｈ025-385-65008388315103,f7220016-bf24-481f-b6fb-456bcbf33779,企業組合しおざわ異業種研究会90149,f1afa142-0313-4fd8-bd2c-87004a4edbec,eb8af5e4-1d42-46ce-9119-eb1d23cb3cc5,2022/01/12,Ｂｒｅａｋｔｈｒｏｕｇｈ,Ｂｒｅａｋｔｈｒｏｕｇｈ,企業組合しおざわ異業種研究会
87,ＶＡＮＳＡＮ新潟駅前店,,9500088,新潟県,新潟市中央区万代５丁目１番１号アパホテル１階,新潟市中央区万代５丁目１番１号,アパホテル１階,025-250-0808,企業組合しおざわ異業種研究会,宮田　俊之,新潟県南魚沼市塩沢１６５番地１,,025-782-1699,飲食店営業,2579,R 4. 1.25,,151,ＶＡＮＳＡＮ新潟駅前店,025,025-250-0808,,,,新潟県　新潟市中央区万代５丁目１番１号,新潟県新潟市中央区万代５丁目１番１号,アパホテル１階,83883,15,15103,万代５,,,2022/01/25,,,企業組合しおざわ異業種研究会,宮田　俊之,025-782-1699,新潟県南魚沼市塩沢１６５番地１,新潟県南魚沼市塩沢１６５番地１,,90149,新潟県,南魚沼市,塩沢,2579,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,ＶＡＮＳＡＮ新潟駅前店025-250-08088388315103,d7e9903a-edd7-430e-96a7-7a3d4f69e420,企業組合しおざわ異業種研究会90149,f1afa142-0313-4fd8-bd2c-87004a4edbec,164d17dc-161b-403d-b5c2-73e0b384f084,2022/01/25,ＶＡＮＳＡＮ新潟駅前店,ＶＡＮＳＡＮ新潟駅前店,企業組合しおざわ異業種研究会
88,魚沼さんちのおすそわけ　アパホテル店,,9500088,新潟県,新潟市中央区万代５丁目１番１号アパホテル１階,新潟市中央区万代５丁目１番１号,アパホテル１階,025-250-0660,企業組合しおざわ異業種研究会,宮田　俊之,新潟県南魚沼市塩沢１６５番地１,,025-782-1699,飲食店営業,2511,R 4. 1.12,,151,魚沼さんちのおすそわけ　アパホテル店,025,025-250-0660,,,,新潟県　新潟市中央区万代５丁目１番１号,新潟県新潟市中央区万代５丁目１番１号,アパホテル１階,83883,15,15103,万代５,,,2022/01/12,,,企業組合しおざわ異業種研究会,宮田　俊之,025-782-1699,新潟県南魚沼市塩沢１６５番地１,新潟県南魚沼市塩沢１６５番地１,,90149,新潟県,南魚沼市,塩沢,2511,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,魚沼さんちのおすそわけアパホテル店025-250-06608388315103,d9b9286c-188f-4166-afd3-2293bcf33957,企業組合しおざわ異業種研究会90149,f1afa142-0313-4fd8-bd2c-87004a4edbec,6f38d4eb-46a8-4367-9fec-87c2487fe7f1,2022/01/12,魚沼さんちのおすそわけ　アパホテル店,魚沼さんちのおすそわけアパホテル店,企業組合しおざわ異業種研究会
89,廣新米穀,,9500088,新潟県,新潟市中央区万代５丁目１番１号アパホテル１階,新潟市中央区万代５丁目１番１号,アパホテル１階,025-250-0366,有限会社共栄社,小河原　淳,東京都新宿区喜久井町２番地,ＡＰＡ早稲田ビル５階,03-6233-7102,飲食店営業,2621,R 4. 1.28,,151,廣新米穀,025,025-250-0366,,,,新潟県　新潟市中央区万代５丁目１番１号,新潟県新潟市中央区万代５丁目１番１号,アパホテル１階,83883,15,15103,万代５,,,2022/01/28,,,有限会社共栄社,小河原　淳,03-6233-7102,東京都新宿区喜久井町２番地,東京都新宿区喜久井町２番地,ＡＰＡ早稲田ビル５階,73204,東京都,新宿区,喜久井町,2621,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,廣新米穀025-250-03668388315103,600b479d-89c3-44c0-b688-3333525cd5ac,有限会社共栄社73204,21cec73a-ddd0-4522-95a5-d5f65593c2ef,9b589a23-4a88-4392-bd92-f233a9d1e5eb,2022/01/28,廣新米穀,廣新米穀,有限会社共栄社
90,スナック　ｋａｚｕ,,9500088,新潟県,新潟市中央区万代５丁目４番８号,新潟市中央区万代５丁目４番８号,,025-243-8066,山森　香苗,,,,,飲食店営業,2284,R 3.12. 1,,151,スナック　ｋａｚｕ,025,025-243-8066,,,,新潟県　新潟市中央区万代５丁目４番８号,新潟県新潟市中央区万代５丁目４番８号,,83883,15,15103,万代５,,,2021/12/01,,,,山森　香苗 ,,,,,,,,,2284,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,スナックｋａｚｕ025-243-80668388315103,680e6556-d5f5-43e5-bcd6-698a140091bf,,personal,34a21e16-9410-4708-8a7d-597f1ed051d0,2021/12/01,スナック　ｋａｚｕ,スナックｋａｚｕ,
91,焼肉ロッヂ東新潟店,,9500814,新潟県,新潟市東区逢谷内３丁目５１９番地１,新潟市東区逢谷内３丁目５１９番地１,,025-270-8881,株式会社バッチ・グー,大原　久二男,新潟県新潟市東区逢谷内三丁目５１９番地１,,,飲食店営業,2598,R 4. 1.27,,151,焼肉ロッヂ東新潟店,025,025-270-8881,,,,新潟県　新潟市東区逢谷内３丁目５１９番地１,新潟県新潟市東区逢谷内３丁目５１９番地１,,83328,15,15102,逢谷内３,,,2022/01/27,,,株式会社バッチ・グー,大原　久二男,,新潟県新潟市東区逢谷内三丁目５１９番地１,新潟県新潟市東区逢谷内３丁目５１９番地１,,83328,新潟県,新潟市東区,逢谷内３,2598,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,焼肉ロッヂ東新潟店025-270-88818332815102,b9dce8f2-9ee8-4e5c-abcb-7ddfc945a3d2,株式会社バッチ・グー83328,788322bc-d114-41e0-b1db-1115a09231e5,271f503a-682f-44f1-9245-50458fcc2bef,2022/01/27,焼肉ロッヂ東新潟店,焼肉ロッヂ東新潟店,株式会社バッチ・グー
92,あんずお肉の工場直売所　新潟河渡店,,9500033,新潟県,新潟市東区河渡新町１丁目７番９号,新潟市東区河渡新町１丁目７番９号,,025-288-6607,株式会社よね蔵,山田　美江子,新潟県三条市須頃１丁目４１番地,,0256-64-7432,食肉販売業,2373,R 3.12.14,,151,あんずお肉の工場直売所　新潟河渡店,025,025-288-6607,,,,新潟県　新潟市東区河渡新町１丁目７番９号,新潟県新潟市東区河渡新町１丁目７番９号,,83368,15,15102,河渡新町１,,,2021/12/14,,,株式会社よね蔵,山田　美江子,0256-64-7432,新潟県三条市須頃１丁目４１番地,新潟県三条市須頃１丁目４１番地,,86153,新潟県,三条市,須頃１,2373,,食肉販売業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,I,58,583,,あんずお肉の工場直売所新潟河渡店025-288-66078336815102,221bae38-b3e4-4e3d-9990-cf78cc54633a,株式会社よね蔵86153,8bec5185-91ae-4763-964f-de1b1407ec9d,d27720ce-95cd-4095-abd7-4c08300c5835,2021/12/14,あんずお肉の工場直売所　新潟河渡店,あんずお肉の工場直売所新潟河渡店,株式会社よね蔵
93,あんずお肉の工場直売所　新潟河渡店,,9500033,新潟県,新潟市東区河渡新町１丁目７番９号,新潟市東区河渡新町１丁目７番９号,,025-288-6607,株式会社よね蔵,山田　美江子,新潟県三条市須頃１丁目４１番地,,0256-64-7432,飲食店営業,2374,R 3.12.14,,151,あんずお肉の工場直売所　新潟河渡店,025,025-288-6607,,,,新潟県　新潟市東区河渡新町１丁目７番９号,新潟県新潟市東区河渡新町１丁目７番９号,,83368,15,15102,河渡新町１,,,2021/12/14,,,株式会社よね蔵,山田　美江子,0256-64-7432,新潟県三条市須頃１丁目４１番地,新潟県三条市須頃１丁目４１番地,,86153,新潟県,三条市,須頃１,2374,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,あんずお肉の工場直売所新潟河渡店025-288-66078336815102,221bae38-b3e4-4e3d-9990-cf78cc54633a,株式会社よね蔵86153,8bec5185-91ae-4763-964f-de1b1407ec9d,4e181fad-be3e-46c6-b5dc-c6ea614700b4,2021/12/14,あんずお肉の工場直売所　新潟河渡店,あんずお肉の工場直売所新潟河渡店,株式会社よね蔵
94,八ちゃんラーメン,,9500891,新潟県,新潟市東区上木戸１丁目１２番１号,新潟市東区上木戸１丁目１２番１号,,025-384-8157,株式会社八ちゃんラーメン,草野　崇,新潟県新潟市南区新飯田２６２２番地８,,025-386-2203,飲食店営業,2384,R 3.12.14,,151,八ちゃんラーメン,025,025-384-8157,,,,新潟県　新潟市東区上木戸１丁目１２番１号,新潟県新潟市東区上木戸１丁目１２番１号,,83347,15,15102,上木戸１,,,2021/12/14,,,株式会社八ちゃんラーメン,草野　崇,025-386-2203,新潟県新潟市南区新飯田２６２２番地８,新潟県新潟市南区新飯田２６２２番地８,,84614,新潟県,新潟市南区,新飯田,2384,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,八ちゃんラメン025-384-81578334715102,26547007-3f48-4528-a7c1-642c8e6b387f,株式会社八ちゃんラーメン84614,dc0e24d0-0a40-4535-bf18-16ca2aa9d3eb,ce61f3bc-99a9-4fd5-b2c5-1a2d3421108d,2021/12/14,八ちゃんラーメン,八ちゃんラメン,株式会社八ちゃんラーメン
95,元祖中津からあげもり山　東新潟店,,9500834,新潟県,新潟市東区石山団地９番２号１階,新潟市東区石山団地９番２号,１階,025-250-0252,有限会社ＣＩＲＣＬＥ．ＳＥＶＥＮ,中野　則司,新潟県新潟市東区中島２丁目１番２７-３２５号,,025-277-2743,飲食店営業,2393,R 3.12.17,,151,元祖中津からあげもり山　東新潟店,025,025-250-0252,,,,新潟県　新潟市東区石山団地９番２号,新潟県新潟市東区石山団地９番２号,１階,83317,15,15102,石山団地,,,2021/12/17,,,有限会社ＣＩＲＣＬＥ．ＳＥＶＥＮ,中野　則司,025-277-2743,新潟県新潟市東区中島２丁目１番２７-３２５号,新潟県新潟市東区中島２丁目１番２７－３２５号,,83458,新潟県,新潟市東区,中島２,2393,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,元祖中津からあげもり山東新潟店025-250-02528331715102,7727c7d0-3a7e-4dda-aef3-f0f8b02b6df9,有限会社ＣＩＲＣＬＥ．ＳＥＶＥＮ83458,5ae21b4a-8bea-4854-8943-0d75294e7561,1a56ff86-3ac5-4ef8-8399-c27b850d50c4,2021/12/17,元祖中津からあげもり山　東新潟店,元祖中津からあげもり山東新潟店,有限会社ＣＩＲＣＬＥ．ＳＥＶＥＮ
96,まぐろ節中華そば　温知,,9500005,新潟県,新潟市東区太平２丁目２番１号,新潟市東区太平２丁目２番１号,,025-383-8833,岡　宏樹,,,,,飲食店営業,2321,R 3.12. 8,,151,まぐろ節中華そば　温知,025,025-383-8833,,,,新潟県　新潟市東区太平２丁目２番１号,新潟県新潟市東区太平２丁目２番１号,,83419,15,15102,太平２,,,2021/12/08,,,,岡　宏樹 ,,,,,,,,,2321,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,まぐろ節中華そば温知025-383-88338341915102,0bc9d4ff-025c-4598-940f-323054932794,,personal,a492ee29-7a03-4504-9556-d817ab374b9b,2021/12/08,まぐろ節中華そば　温知,まぐろ節中華そば温知,
97,張園　イオン新潟東店,,9500813,新潟県,新潟市東区大形本町３丁目１番２号１階フードコート内,新潟市東区大形本町３丁目１番２号,１階フードコート内,025-288-6490,ＡＳＡ商事株式会社,近藤　宗柏,新潟県新潟市中央区南長潟２３番８号,,,飲食店営業,2382,R 3.12.14,,151,張園　イオン新潟東店,025,025-288-6490,,,,新潟県　新潟市東区大形本町３丁目１番２号,新潟県新潟市東区大形本町３丁目１番２号,１階フードコート内,83335,15,15102,大形本町３,,,2021/12/14,,,ＡＳＡ商事株式会社,近藤　宗柏,,新潟県新潟市中央区南長潟２３番８号,新潟県新潟市中央区南長潟２３番８号,,83998,新潟県,新潟市中央区,南長潟,2382,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,張園イオン新潟東店025-288-64908333515102,f4613398-36a7-403a-a08e-65d5e1547c43,ＡＳＡ商事株式会社83998,3740a8e9-e11c-403e-97eb-98642c8d5ffb,962807a2-fc1b-46bf-9d05-a49ba9b13721,2021/12/14,張園　イオン新潟東店,張園イオン新潟東店,ＡＳＡ商事株式会社
98,セレモニー椿おおがた,,9500813,新潟県,新潟市東区大形本町３丁目３番３３号,新潟市東区大形本町３丁目３番３３号,,0120-108-401,株式会社福宝,石塚　福栄,新潟県新潟市南区根岸１５１１番地,,025-362-1657,飲食店営業,2590,R 4. 1.26,,151,セレモニー椿おおがた,025,0120-108-401,,,,新潟県　新潟市東区大形本町３丁目３番３３号,新潟県新潟市東区大形本町３丁目３番３３号,,83335,15,15102,大形本町３,,,2022/01/26,,,株式会社福宝,石塚　福栄,025-362-1657,新潟県新潟市南区根岸１５１１番地,新潟県新潟市南区根岸１５１１番地,,84620,新潟県,新潟市南区,根岸,2590,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,セレモニ椿おおがた0120-108-4018333515102,e6701ab2-4436-426e-88b7-8a63b20c0f9d,株式会社福宝84620,083910a1-6f80-4510-aa79-26972b39ac00,c23005e9-1888-4120-9eb8-5413deb619a6,2022/01/26,セレモニー椿おおがた,セレモニ椿おおがた,株式会社福宝
99,吟醸味噌らーめん　まごころ亭　海老ケ瀬店,,9500813,新潟県,新潟市東区大形本町５丁目１８番１２号,新潟市東区大形本町５丁目１８番１２号,,025-250-0356,角中株式会社,田中　大樹,新潟県村上市坂町２４６５番地１,,025-282-7003,飲食店営業,2319,R 3.12. 8,,151,吟醸味噌らーめん　まごころ亭　海老ケ瀬店,025,025-250-0356,,,,新潟県　新潟市東区大形本町５丁目１８番１２号,新潟県新潟市東区大形本町５丁目１８番１２号,,83337,15,15102,大形本町５,,,2021/12/08,,,角中株式会社,田中　大樹,025-282-7003,新潟県村上市坂町２４６５番地１,新潟県村上市坂町２４６５番地１,,87622,新潟県,村上市,坂町,2319,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,吟醸味噌らめんまごころ亭海老ケ瀬店025-250-03568333715102,da8f223b-3f23-4e94-a048-9610e4fd0d4c,角中株式会社87622,21f07499-b3db-4680-8641-9a959db73593,d3de2d31-b091-44c6-aa52-555c27daed42,2021/12/08,吟醸味噌らーめん　まごころ亭　海老ケ瀬店,吟醸味噌らめんまごころ亭海老ケ瀬店,角中株式会社
100,Ｊａｃｋｉｅ　Ｓｍｏｋｅ,,9500841,新潟県,新潟市東区中野山５丁目１８番３０号,新潟市東区中野山５丁目１８番３０号,,025-256-8201,株式会社ｔｏＭＩＮＤ,和田 篤志,新潟県新潟市東区中野山五丁目１８‐３０,,025-256-8196,飲食店営業,2631,R 4. 1.31,,151,Ｊａｃｋｉｅ　Ｓｍｏｋｅ,025,025-256-8201,,,,新潟県　新潟市東区中野山５丁目１８番３０号,新潟県新潟市東区中野山５丁目１８番３０号,,83464,15,15102,中野山５,,,2022/01/31,,,株式会社ｔｏＭＩＮＤ,和田 篤志,025-256-8196,新潟県新潟市東区中野山五丁目１８‐３０,新潟県新潟市東区中野山５丁目１８－３０,,83464,新潟県,新潟市東区,中野山５,2631,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,ＪａｃｋｉｅＳｍｏｋｅ025-256-82018346415102,0c165d31-4f4c-41c2-beb5-84d66ef83445,株式会社ｔｏＭＩＮＤ83464,94eec6df-2e6e-4a01-9149-d8e4b0c9c0a4,d51c69a9-0909-4fc6-85fe-91ee68463eb4,2022/01/31,Ｊａｃｋｉｅ　Ｓｍｏｋｅ,ＪａｃｋｉｅＳｍｏｋｅ,株式会社ｔｏＭＩＮＤ
101,セブン‐イレブン新潟浜町店,,9500046,新潟県,新潟市東区浜町１番１９号,新潟市東区浜町１番１９号,,025-271-0676,白柏　知春,,,,,飲食店営業,2400,R 3.12.17,,151,セブン‐イレブン新潟浜町店,025,025-271-0676,,,,新潟県　新潟市東区浜町１番１９号,新潟県新潟市東区浜町１番１９号,,83484,15,15102,浜町,,,2021/12/17,,,,白柏　知春 ,,,,,,,,,2400,,飲食店営業,,,,151_新潟県_新潟市保健所_食品衛生()_2021年12月-2022年01月_末日,M,76,,,セブンイレブン新潟浜町店025-271-06768348415102,6d9e5ae9-8ba1-40c6-8e88-e74eada51722,,personal,1d880270-f7a7-4563-81d4-351f32525730,2021/12/17,セブンイレブン新潟浜町店,セブンイレブン新潟浜町店,
