https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請区分,,,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,,,業種,その他,,確認番号,,,開業年月日,申請年月日,,許可年月日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人,新規,11118,,セブンイレブン　道の駅マリンドリーム能生店,糸魚川市大字能生小泊３５９６－２,糸魚川市大字能生小泊３５９６－２,,025-566-3456,,株式会社能生町観光物産センター,代表取締役社長　池亀　郁雄,糸魚川市大字能生小泊３５９６番地の２,糸魚川市大字能生小泊３５９６番地の２,,025-566-3456,,,① 飲食店営業,,,1 - 80,0,0,2021年09月23日,2021年09月21日,2021年09月22日,2021年09月23日,2027年05月31日,,,,,,160,セブンイレブン　道の駅マリンドリーム能生店,025,025-566-3456,,,,糸魚川市大字能生小泊３５９６－２,新潟県糸魚川市能生小泊３５９６－２,,88099,15,15216,能生小泊,2021/09/21,2021/09/23,2021/09/23,,2027/05/31,株式会社能生町観光物産センター,,025-566-3456,糸魚川市大字能生小泊３５９６番地の２,新潟県糸魚川市能生小泊３５９６番地ノ２,,88099,新潟県,糸魚川市,能生小泊,1 - 80,新規,飲食店営業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,セブンイレブン道の駅マリンドリム能生店025-566-34568809915216,92dc78b4-a13b-4752-b874-ee1bd1afc0c9,株式会社能生町観光物産センター88099,8ca62798-a9e9-425b-bda6-5d1606d6a1ce,025ffed0-4636-4b75-bb95-3afcfb16adb2,2021/09/23,セブンイレブン　道の駅マリンドリーム能生店,セブンイレブン道の駅マリンドリム能生店,株式会社能生町観光物産センター
法人,新規,11118,,セブンイレブン　道の駅マリンドリーム能生店,糸魚川市大字能生小泊３５９６－２,糸魚川市大字能生小泊３５９６－２,,025-566-3456,,株式会社能生町観光物産センター,代表取締役社長　池亀　郁雄,糸魚川市大字能生小泊３５９６番地の２,糸魚川市大字能生小泊３５９６番地の２,,025-566-3456,,,① 魚介類販売業（包装済みの魚介類のみの販売）,調理行為をしないこと,,3     ‐56  ,0,0,,令和 3年 10月 21日,,,,,,,,,160,セブンイレブン　道の駅マリンドリーム能生店,025,025-566-3456,,,,糸魚川市大字能生小泊３５９６－２,新潟県糸魚川市能生小泊３５９６－２,,88099,15,15216,能生小泊,2021/10/21,,,,,株式会社能生町観光物産センター,,025-566-3456,糸魚川市大字能生小泊３５９６番地の２,新潟県糸魚川市能生小泊３５９６番地ノ２,,88099,新潟県,糸魚川市,能生小泊,3     ‐56  ,新規,魚介類販売業,,調理行為をしないこと,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,セブンイレブン道の駅マリンドリム能生店025-566-34568809915216,92dc78b4-a13b-4752-b874-ee1bd1afc0c9,株式会社能生町観光物産センター88099,8ca62798-a9e9-425b-bda6-5d1606d6a1ce,2c507d8c-719f-4d3c-90d8-5965451ac1a5,2021/10/21,セブンイレブン　道の駅マリンドリーム能生店,セブンイレブン道の駅マリンドリム能生店,株式会社能生町観光物産センター
法人,新規,11118,,セブンイレブン　道の駅マリンドリーム能生店,糸魚川市大字能生小泊３５９６－２,糸魚川市大字能生小泊３５９６－２,,025-566-3456,,株式会社能生町観光物産センター,代表取締役社長　池亀　郁雄,糸魚川市大字能生小泊３５９６番地の２,糸魚川市大字能生小泊３５９６番地の２,,025-566-3456,,,② 食肉販売業（包装済みの食肉のみの販売）,,,3     ‐56  ,0,0,,令和 3年 10月 21日,,,,,,,,,160,セブンイレブン　道の駅マリンドリーム能生店,025,025-566-3456,,,,糸魚川市大字能生小泊３５９６－２,新潟県糸魚川市能生小泊３５９６－２,,88099,15,15216,能生小泊,2021/10/21,,,,,株式会社能生町観光物産センター,,025-566-3456,糸魚川市大字能生小泊３５９６番地の２,新潟県糸魚川市能生小泊３５９６番地ノ２,,88099,新潟県,糸魚川市,能生小泊,3     ‐56  ,新規,食肉販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,583,,セブンイレブン道の駅マリンドリム能生店025-566-34568809915216,92dc78b4-a13b-4752-b874-ee1bd1afc0c9,株式会社能生町観光物産センター88099,8ca62798-a9e9-425b-bda6-5d1606d6a1ce,e162e04c-3030-4769-8409-35489524ee1b,2021/10/21,セブンイレブン　道の駅マリンドリーム能生店,セブンイレブン道の駅マリンドリム能生店,株式会社能生町観光物産センター
法人,新規,11118,,セブンイレブン　道の駅マリンドリーム能生店,糸魚川市大字能生小泊３５９６－２,糸魚川市大字能生小泊３５９６－２,,025-566-3456,,株式会社能生町観光物産センター,代表取締役社長　池亀　郁雄,糸魚川市大字能生小泊３５９６番地の２,糸魚川市大字能生小泊３５９６番地の２,,025-566-3456,,,③ 乳類販売業,,,3     ‐56  ,0,0,,令和 3年 10月 21日,,,,,,,,,160,セブンイレブン　道の駅マリンドリーム能生店,025,025-566-3456,,,,糸魚川市大字能生小泊３５９６－２,新潟県糸魚川市能生小泊３５９６－２,,88099,15,15216,能生小泊,2021/10/21,,,,,株式会社能生町観光物産センター,,025-566-3456,糸魚川市大字能生小泊３５９６番地の２,新潟県糸魚川市能生小泊３５９６番地ノ２,,88099,新潟県,糸魚川市,能生小泊,3     ‐56  ,新規,乳類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,セブンイレブン道の駅マリンドリム能生店025-566-34568809915216,92dc78b4-a13b-4752-b874-ee1bd1afc0c9,株式会社能生町観光物産センター88099,8ca62798-a9e9-425b-bda6-5d1606d6a1ce,064caf2a-8cb4-4fe4-9472-60b92ed7a20c,2021/10/21,セブンイレブン　道の駅マリンドリーム能生店,セブンイレブン道の駅マリンドリム能生店,株式会社能生町観光物産センター
法人,新規,11118,,セブンイレブン　道の駅マリンドリーム能生店,糸魚川市大字能生小泊３５９６－２,糸魚川市大字能生小泊３５９６－２,,025-566-3456,,株式会社能生町観光物産センター,代表取締役社長　池亀　郁雄,糸魚川市大字能生小泊３５９６番地の２,糸魚川市大字能生小泊３５９６番地の２,,025-566-3456,,,⑩ コンビニエンスストア,,弁当、冷凍食品、調理パン、麺他,3     ‐56  ,0,0,,令和 3年 9月 21日,,,,,,,,,160,セブンイレブン　道の駅マリンドリーム能生店,025,025-566-3456,,,,糸魚川市大字能生小泊３５９６－２,新潟県糸魚川市能生小泊３５９６－２,,88099,15,15216,能生小泊,2021/09/21,,,,,株式会社能生町観光物産センター,,025-566-3456,糸魚川市大字能生小泊３５９６番地の２,新潟県糸魚川市能生小泊３５９６番地ノ２,,88099,新潟県,糸魚川市,能生小泊,3     ‐56  ,新規,コンビニエンスストア,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,589,5891,セブンイレブン道の駅マリンドリム能生店025-566-34568809915216,92dc78b4-a13b-4752-b874-ee1bd1afc0c9,株式会社能生町観光物産センター88099,8ca62798-a9e9-425b-bda6-5d1606d6a1ce,83f4c5c6-21ba-46a4-ac1c-420873efbef5,2021/09/21,セブンイレブン　道の駅マリンドリーム能生店,セブンイレブン道の駅マリンドリム能生店,株式会社能生町観光物産センター
法人,継続,10919,,マリンドリーム能生　新カニかに館,糸魚川市大字能生小泊３５９６の２,糸魚川市大字能生小泊３５９６ー２,,025-566-3456,,株式会社　能生町観光物産センター,代表取締役　池亀　郁雄,糸魚川市大字能生小泊３５９６の２,糸魚川市大字能生小泊３５９６ー２,,025-566-3456,,,飲食店営業（一般食堂）,,,1 - 19,0,0,2014年03月29日,2019年05月24日,2019年05月30日,2019年05月31日,2024年05月31日,,,,,,160,マリンドリーム能生　新カニかに館,025,025-566-3456,,,,糸魚川市大字能生小泊３５９６ー２,新潟県糸魚川市能生小泊３５９６－２,,88099,15,15216,能生小泊,2019/05/24,2014/03/29,2019/05/31,,2024/05/31,株式会社　能生町観光物産センター,,025-566-3456,糸魚川市大字能生小泊３５９６ー２,新潟県糸魚川市能生小泊３５９６－２,,88099,新潟県,糸魚川市,能生小泊,1 - 19,継続,飲食店営業,（一般食堂）,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,マリンドリム能生新カニかに館025-566-34568809915216,72f24e44-caa7-42e9-8fba-e92b77812ed1,株式会社能生町観光物産センター88099,8ca62798-a9e9-425b-bda6-5d1606d6a1ce,918688ee-4ebd-4bda-9a72-ab60cc168280,2019/05/31,マリンドリーム能生　新カニかに館,マリンドリム能生新カニかに館,株式会社能生町観光物産センター
法人,新規,11118,,セブンイレブン　道の駅マリンドリーム能生店,糸魚川市大字能生小泊３５９６－２,糸魚川市大字能生小泊３５９６－２,,025-566-3456,,株式会社能生町観光物産センター,代表取締役社長　池亀　郁雄,糸魚川市大字能生小泊３５９６番地の２,糸魚川市大字能生小泊３５９６番地の２,,025-566-3456,,,魚介類販売業,調理行為をしないこと,,1 - 114,0,0,2018年02月22日,2018年02月19日,2018年02月21日,2018年02月22日,2023年05月31日,,,,2021年09月20日,,160,セブンイレブン　道の駅マリンドリーム能生店,025,025-566-3456,,,,糸魚川市大字能生小泊３５９６－２,新潟県糸魚川市能生小泊３５９６－２,,88099,15,15216,能生小泊,2018/02/19,2018/02/22,2018/02/22,,2023/05/31,株式会社能生町観光物産センター,,025-566-3456,糸魚川市大字能生小泊３５９６番地の２,新潟県糸魚川市能生小泊３５９６番地ノ２,,88099,新潟県,糸魚川市,能生小泊,1 - 114,新規,魚介類販売業,,調理行為をしないこと,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,セブンイレブン道の駅マリンドリム能生店025-566-34568809915216,92dc78b4-a13b-4752-b874-ee1bd1afc0c9,株式会社能生町観光物産センター88099,8ca62798-a9e9-425b-bda6-5d1606d6a1ce,455d4ac6-e236-40b0-bf67-8585aa263719,2018/02/22,セブンイレブン　道の駅マリンドリーム能生店,セブンイレブン道の駅マリンドリム能生店,株式会社能生町観光物産センター
法人,新規,11118,,セブンイレブン　道の駅マリンドリーム能生店,糸魚川市大字能生小泊３５９６－２,糸魚川市大字能生小泊３５９６－２,,025-566-3456,,株式会社能生町観光物産センター,代表取締役社長　池亀　郁雄,糸魚川市大字能生小泊３５９６番地の２,糸魚川市大字能生小泊３５９６番地の２,,025-566-3456,,,食肉販売業,包装食肉の販売に限る,,1 - 114,0,0,2018年02月22日,2018年02月19日,2018年02月21日,2018年02月22日,2023年05月31日,,,,2021年09月20日,,160,セブンイレブン　道の駅マリンドリーム能生店,025,025-566-3456,,,,糸魚川市大字能生小泊３５９６－２,新潟県糸魚川市能生小泊３５９６－２,,88099,15,15216,能生小泊,2018/02/19,2018/02/22,2018/02/22,,2023/05/31,株式会社能生町観光物産センター,,025-566-3456,糸魚川市大字能生小泊３５９６番地の２,新潟県糸魚川市能生小泊３５９６番地ノ２,,88099,新潟県,糸魚川市,能生小泊,1 - 114,新規,食肉販売業,,包装食肉の販売に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,583,,セブンイレブン道の駅マリンドリム能生店025-566-34568809915216,92dc78b4-a13b-4752-b874-ee1bd1afc0c9,株式会社能生町観光物産センター88099,8ca62798-a9e9-425b-bda6-5d1606d6a1ce,592dd649-d6f3-47f4-978d-c7d736e95671,2018/02/22,セブンイレブン　道の駅マリンドリーム能生店,セブンイレブン道の駅マリンドリム能生店,株式会社能生町観光物産センター
法人,新規,11118,,セブンイレブン　道の駅マリンドリーム能生店,糸魚川市大字能生小泊３５９６－２,糸魚川市大字能生小泊３５９６－２,,025-566-3456,,株式会社能生町観光物産センター,代表取締役社長　池亀　郁雄,糸魚川市大字能生小泊３５９６番地の２,糸魚川市大字能生小泊３５９６番地の２,,025-566-3456,,,豆腐販売業,,,2 - 17,0,0,2018年02月22日,2018年02月19日,2018年02月21日,2018年02月22日,2023年05月31日,,,,2021年09月20日,,160,セブンイレブン　道の駅マリンドリーム能生店,025,025-566-3456,,,,糸魚川市大字能生小泊３５９６－２,新潟県糸魚川市能生小泊３５９６－２,,88099,15,15216,能生小泊,2018/02/19,2018/02/22,2018/02/22,,2023/05/31,株式会社能生町観光物産センター,,025-566-3456,糸魚川市大字能生小泊３５９６番地の２,新潟県糸魚川市能生小泊３５９６番地ノ２,,88099,新潟県,糸魚川市,能生小泊,2 - 17,新規,豆腐製造業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,,,セブンイレブン道の駅マリンドリム能生店025-566-34568809915216,92dc78b4-a13b-4752-b874-ee1bd1afc0c9,株式会社能生町観光物産センター88099,8ca62798-a9e9-425b-bda6-5d1606d6a1ce,ff650534-213e-4c91-a880-00b40f78a5d2,2018/02/22,セブンイレブン　道の駅マリンドリーム能生店,セブンイレブン道の駅マリンドリム能生店,株式会社能生町観光物産センター
法人,新規,11118,,セブンイレブン　道の駅マリンドリーム能生店,糸魚川市大字能生小泊３５９６－２,糸魚川市大字能生小泊３５９６－２,,025-566-3456,,株式会社能生町観光物産センター,代表取締役社長　池亀　郁雄,糸魚川市大字能生小泊３５９６番地の２,糸魚川市大字能生小泊３５９６番地の２,,025-566-3456,,,乳類販売業,,,1 - 114,0,0,2018年02月22日,2018年02月19日,2018年02月21日,2018年02月22日,2023年05月31日,,,,2021年09月20日,,160,セブンイレブン　道の駅マリンドリーム能生店,025,025-566-3456,,,,糸魚川市大字能生小泊３５９６－２,新潟県糸魚川市能生小泊３５９６－２,,88099,15,15216,能生小泊,2018/02/19,2018/02/22,2018/02/22,,2023/05/31,株式会社能生町観光物産センター,,025-566-3456,糸魚川市大字能生小泊３５９６番地の２,新潟県糸魚川市能生小泊３５９６番地ノ２,,88099,新潟県,糸魚川市,能生小泊,1 - 114,新規,乳類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,セブンイレブン道の駅マリンドリム能生店025-566-34568809915216,92dc78b4-a13b-4752-b874-ee1bd1afc0c9,株式会社能生町観光物産センター88099,8ca62798-a9e9-425b-bda6-5d1606d6a1ce,4305d7ac-ef06-4578-9f3b-b953cabe8b29,2018/02/22,セブンイレブン　道の駅マリンドリーム能生店,セブンイレブン道の駅マリンドリム能生店,株式会社能生町観光物産センター
法人,新規,11118,,セブンイレブン　道の駅マリンドリーム能生店,糸魚川市大字能生小泊３５９６－２,糸魚川市大字能生小泊３５９６－２,,025-566-3456,,株式会社能生町観光物産センター,代表取締役社長　池亀　郁雄,糸魚川市大字能生小泊３５９６番地の２,糸魚川市大字能生小泊３５９６番地の２,,025-566-3456,,,冷凍食品販売業,,,2 - 17,0,0,2018年02月22日,2018年02月19日,2018年02月21日,2018年02月22日,2023年05月31日,,,,2021年09月20日,,160,セブンイレブン　道の駅マリンドリーム能生店,025,025-566-3456,,,,糸魚川市大字能生小泊３５９６－２,新潟県糸魚川市能生小泊３５９６－２,,88099,15,15216,能生小泊,2018/02/19,2018/02/22,2018/02/22,,2023/05/31,株式会社能生町観光物産センター,,025-566-3456,糸魚川市大字能生小泊３５９６番地の２,新潟県糸魚川市能生小泊３５９６番地ノ２,,88099,新潟県,糸魚川市,能生小泊,2 - 17,新規,冷凍食品製造業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,,,セブンイレブン道の駅マリンドリム能生店025-566-34568809915216,92dc78b4-a13b-4752-b874-ee1bd1afc0c9,株式会社能生町観光物産センター88099,8ca62798-a9e9-425b-bda6-5d1606d6a1ce,0d47100a-2cfb-4b3d-bf38-bb2308fb4331,2018/02/22,セブンイレブン　道の駅マリンドリーム能生店,セブンイレブン道の駅マリンドリム能生店,株式会社能生町観光物産センター
法人,継続,10427,,ナカシマ糸魚川店,糸魚川市横町５－１２－７２,糸魚川市横町５－１２－７２,,025-552-0117,,株式会社　ナカシマ,代表取締役　中嶋　悠一,糸魚川市大字能生７０３３,糸魚川市大字能生７０３３,,025-566-3600,,,飲食店営業（その他）,,,1 - 90,0,0,2004年12月02日,2020年10月28日,2020年11月05日,2020年11月06日,2025年11月30日,,,,,,160,ナカシマ糸魚川店,025,025-552-0117,,,,糸魚川市横町５－１２－７２,新潟県糸魚川市横町５－１２－７２,,88032,15,15216,横町５,2020/10/28,2004/12/02,2020/11/06,,2025/11/30,株式会社　ナカシマ,,025-566-3600,糸魚川市大字能生７０３３,新潟県糸魚川市能生７０３３,,88098,新潟県,糸魚川市,能生,1 - 90,継続,飲食店営業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,ナカシマ糸魚川店025-552-01178803215216,6dea7b88-2429-46bc-ae81-811404b885f7,株式会社ナカシマ88098,d85e8685-d071-4045-a2fa-8b8897627789,32a15c14-b00b-4add-8892-fd058fc63022,2020/11/06,ナカシマ糸魚川店,ナカシマ糸魚川店,株式会社ナカシマ
法人,継続,10427,,ナカシマ糸魚川店,糸魚川市横町５－１２－７２,糸魚川市横町５－１２－７２,,025-552-0117,,株式会社　ナカシマ,代表取締役　中嶋　悠一,糸魚川市大字能生７０３３,糸魚川市大字能生７０３３,,025-566-3600,,,菓子製造業,,,1 - 90,0,0,2004年12月02日,2020年10月28日,2020年11月05日,2020年11月06日,2025年11月30日,,,,,,160,ナカシマ糸魚川店,025,025-552-0117,,,,糸魚川市横町５－１２－７２,新潟県糸魚川市横町５－１２－７２,,88032,15,15216,横町５,2020/10/28,2004/12/02,2020/11/06,,2025/11/30,株式会社　ナカシマ,,025-566-3600,糸魚川市大字能生７０３３,新潟県糸魚川市能生７０３３,,88098,新潟県,糸魚川市,能生,1 - 90,継続,菓子製造業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,,,ナカシマ糸魚川店025-552-01178803215216,6dea7b88-2429-46bc-ae81-811404b885f7,株式会社ナカシマ88098,d85e8685-d071-4045-a2fa-8b8897627789,aba88ed9-49e3-46c1-ad4a-28913bab249c,2020/11/06,ナカシマ糸魚川店,ナカシマ糸魚川店,株式会社ナカシマ
法人,新規,11099,,株式会社ナカシマ本社工場,糸魚川市大字能生２８３９－１,糸魚川市大字能生２８３９－１,,025-566-3644,,株式会社ナカシマ,代表取締役　中嶋　悠一,糸魚川市大字能生７０３３番地,糸魚川市大字能生７０３３番地,,025-566-3600,,,菓子製造業,,,1 - 78,0,0,2017年10月13日,2017年10月02日,2017年10月12日,2017年10月13日,2023年05月31日,,,,,,160,株式会社ナカシマ本社工場,025,025-566-3644,,,,糸魚川市大字能生２８３９－１,新潟県糸魚川市能生２８３９－１,,88098,15,15216,能生,2017/10/02,2017/10/13,2017/10/13,,2023/05/31,株式会社ナカシマ,,025-566-3600,糸魚川市大字能生７０３３番地,新潟県糸魚川市能生７０３３番地,,88098,新潟県,糸魚川市,能生,1 - 78,新規,菓子製造業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,,,株式会社ナカシマ本社工場025-566-36448809815216,b9e2708c-881c-4c03-989b-35f6474c4bc3,株式会社ナカシマ88098,d85e8685-d071-4045-a2fa-8b8897627789,cb1f665b-f84b-442f-b216-78d2c6c7849e,2017/10/13,株式会社ナカシマ本社工場,株式会社ナカシマ本社工場,株式会社ナカシマ
法人,新規,10897,,セブンイレブン糸魚川能生インター店,糸魚川市大字寺山７８－５,糸魚川市大字寺山７８－５,,025-566-5275,,株式会社　鉾,代表取締役　伊藤　なつ江,糸魚川市大字木浦１９８６６,糸魚川市大字木浦１９８６６,,025-566-4223,,,① 魚介類販売業（包装済みの魚介類のみの販売）,包装魚介類の販売に限る。,,3     ‐96  ,0,0,,令和 3年 11月 11日,,,,,,,,,160,セブンイレブン糸魚川能生インター店,025,025-566-5275,,,,糸魚川市大字寺山７８－５,新潟県糸魚川市寺山７８－５,,88090,15,15216,寺山,2021/11/11,,,,,株式会社　鉾,,025-566-4223,糸魚川市大字木浦１９８６６,新潟県糸魚川市木浦１９８６６,,88072,新潟県,糸魚川市,木浦,3     ‐96  ,新規,魚介類販売業,,包装魚介類の販売に限る。,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,セブンイレブン糸魚川能生インタ店025-566-52758809015216,77509062-228b-4c41-88d4-8e6ed27d0d78,株式会社鉾88072,a6f1ef69-ee0f-48ab-8d28-812f7c806347,836d2ac0-e525-4be8-b98e-1d955d40d468,2021/11/11,セブンイレブン糸魚川能生インター店,セブンイレブン糸魚川能生インタ店,株式会社鉾
法人,新規,10897,,セブンイレブン糸魚川能生インター店,糸魚川市大字寺山７８－５,糸魚川市大字寺山７８－５,,025-566-5275,,株式会社　鉾,代表取締役　伊藤　なつ江,糸魚川市大字木浦１９８６６,糸魚川市大字木浦１９８６６,,025-566-4223,,,② 食肉販売業（包装済みの食肉のみの販売）,包装食肉の販売に限る,,3     ‐96  ,0,0,,令和 3年 11月 11日,,,,,,,,,160,セブンイレブン糸魚川能生インター店,025,025-566-5275,,,,糸魚川市大字寺山７８－５,新潟県糸魚川市寺山７８－５,,88090,15,15216,寺山,2021/11/11,,,,,株式会社　鉾,,025-566-4223,糸魚川市大字木浦１９８６６,新潟県糸魚川市木浦１９８６６,,88072,新潟県,糸魚川市,木浦,3     ‐96  ,新規,食肉販売業,,包装食肉の販売に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,583,,セブンイレブン糸魚川能生インタ店025-566-52758809015216,77509062-228b-4c41-88d4-8e6ed27d0d78,株式会社鉾88072,a6f1ef69-ee0f-48ab-8d28-812f7c806347,6ff9c81e-e864-449d-83db-ef63a4c7828c,2021/11/11,セブンイレブン糸魚川能生インター店,セブンイレブン糸魚川能生インタ店,株式会社鉾
法人,新規,10897,,セブンイレブン糸魚川能生インター店,糸魚川市大字寺山７８－５,糸魚川市大字寺山７８－５,,025-566-5275,,株式会社　鉾,代表取締役　伊藤　なつ江,糸魚川市大字木浦１９８６６,糸魚川市大字木浦１９８６６,,025-566-4223,,,③ 乳類販売業,,,3     ‐96  ,0,0,,令和 3年 11月 11日,,,,,,,,,160,セブンイレブン糸魚川能生インター店,025,025-566-5275,,,,糸魚川市大字寺山７８－５,新潟県糸魚川市寺山７８－５,,88090,15,15216,寺山,2021/11/11,,,,,株式会社　鉾,,025-566-4223,糸魚川市大字木浦１９８６６,新潟県糸魚川市木浦１９８６６,,88072,新潟県,糸魚川市,木浦,3     ‐96  ,新規,乳類販売業,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,,,セブンイレブン糸魚川能生インタ店025-566-52758809015216,77509062-228b-4c41-88d4-8e6ed27d0d78,株式会社鉾88072,a6f1ef69-ee0f-48ab-8d28-812f7c806347,a9d8a522-9c24-41b2-a968-b31d5614bb68,2021/11/11,セブンイレブン糸魚川能生インター店,セブンイレブン糸魚川能生インタ店,株式会社鉾
法人,新規,10897,,セブンイレブン糸魚川能生インター店,糸魚川市大字寺山７８－５,糸魚川市大字寺山７８－５,,025-566-5275,,株式会社　鉾,代表取締役　伊藤　なつ江,糸魚川市大字木浦１９８６６,糸魚川市大字木浦１９８６６,,025-566-4223,,,⑩ コンビニエンスストア,,,3     ‐96  ,0,0,,令和 3年 11月 11日,,,,,,,,,160,セブンイレブン糸魚川能生インター店,025,025-566-5275,,,,糸魚川市大字寺山７８－５,新潟県糸魚川市寺山７８－５,,88090,15,15216,寺山,2021/11/11,,,,,株式会社　鉾,,025-566-4223,糸魚川市大字木浦１９８６６,新潟県糸魚川市木浦１９８６６,,88072,新潟県,糸魚川市,木浦,3     ‐96  ,新規,コンビニエンスストア,,,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,I,58,589,5891,セブンイレブン糸魚川能生インタ店025-566-52758809015216,77509062-228b-4c41-88d4-8e6ed27d0d78,株式会社鉾88072,a6f1ef69-ee0f-48ab-8d28-812f7c806347,5ca1980f-c8ae-419f-9510-2c9dafa95d47,2021/11/11,セブンイレブン糸魚川能生インター店,セブンイレブン糸魚川能生インタ店,株式会社鉾
法人,継続,10897,,セブンイレブン糸魚川能生インター店,糸魚川市大字寺山７８－５,糸魚川市大字寺山７８－５,,025-566-5275,,株式会社　鉾,代表取締役　伊藤　なつ江,糸魚川市大字木浦１９８６６,糸魚川市大字木浦１９８６６,,025-566-4223,,,飲食店営業（食品調理）,簡易な調理に限る,,1 - 4,0,0,2013年12月13日,2019年05月08日,2019年05月16日,2019年05月17日,2024年05月31日,,,,,,160,セブンイレブン糸魚川能生インター店,025,025-566-5275,,,,糸魚川市大字寺山７８－５,新潟県糸魚川市寺山７８－５,,88090,15,15216,寺山,2019/05/08,2013/12/13,2019/05/17,,2024/05/31,株式会社　鉾,,025-566-4223,糸魚川市大字木浦１９８６６,新潟県糸魚川市木浦１９８６６,,88072,新潟県,糸魚川市,木浦,1 - 4,継続,飲食店営業,（食品調理）,簡易な調理に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,M,76,,,セブンイレブン糸魚川能生インタ店025-566-52758809015216,77509062-228b-4c41-88d4-8e6ed27d0d78,株式会社鉾88072,a6f1ef69-ee0f-48ab-8d28-812f7c806347,d2a78f3d-56ff-49da-acf2-46eb2839991b,2019/05/17,セブンイレブン糸魚川能生インター店,セブンイレブン糸魚川能生インタ店,株式会社鉾
法人,継続,10897,,セブンイレブン糸魚川能生インター店,糸魚川市大字寺山７８－５,糸魚川市大字寺山７８－５,,025-566-5275,,株式会社　鉾,代表取締役　伊藤　なつ江,糸魚川市大字木浦１９８６６,糸魚川市大字木浦１９８６６,,025-566-4223,,,菓子製造業,揚げる行為に限る,,1 - 4,0,0,2013年12月13日,2019年05月08日,2019年05月16日,2019年05月17日,2024年05月31日,,,,,,160,セブンイレブン糸魚川能生インター店,025,025-566-5275,,,,糸魚川市大字寺山７８－５,新潟県糸魚川市寺山７８－５,,88090,15,15216,寺山,2019/05/08,2013/12/13,2019/05/17,,2024/05/31,株式会社　鉾,,025-566-4223,糸魚川市大字木浦１９８６６,新潟県糸魚川市木浦１９８６６,,88072,新潟県,糸魚川市,木浦,1 - 4,継続,菓子製造業,,揚げる行為に限る,,160_新潟県_糸魚川保健所_食品衛生()_2022年01月まで全件_末日 ,E,9,,,セブンイレブン糸魚川能生インタ店025-566-52758809015216,77509062-228b-4c41-88d4-8e6ed27d0d78,株式会社鉾88072,a6f1ef69-ee0f-48ab-8d28-812f7c806347,ea78c092-86f8-4a70-89d4-a324d81a433c,2019/05/17,セブンイレブン糸魚川能生インター店,セブンイレブン糸魚川能生インタ店,株式会社鉾
