https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,n処理終了,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請者1,申請者2,申請-住所0,申請-住所1,申請-マンション名,施設名,施設-住所1,施設-住所0,施設-住所2,施設-マンション名,施設-電話番号1,業種,業態,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
株式会社　西鉄ストア,秋澤壮一,筑紫野市針摺中央二丁目１６－１４　レガネット朝倉街道２階,筑紫野市針摺中央２丁目１６－１４,レガネット朝倉街道２階,スピナマートさくら通り,福岡県,北九州市八幡東区平野二丁目１１－１,北九州市八幡東区平野２丁目１１－１,,093-662-1214,① 飲食店営業,弁当屋,2021-50059,2021/11/1,2021/11/1,2021/11/1,2027/10/31,,390,スピナマートさくら通り,093,093-662-1214,,,,福岡県　北九州市八幡東区平野２丁目１１－１,福岡県北九州市八幡東区平野２丁目１１－１,,199330,40,40108,平野２,,2021/11/01,2021/11/01,2021/11/01,2027/10/31,株式会社　西鉄ストア,秋澤壮一,,筑紫野市針摺中央２丁目１６－１４,福岡県筑紫野市針摺中央２丁目１６－１４,レガネット朝倉街道２階,202312,福岡県,筑紫野市,針摺中央２,2021-50059,,飲食店営業, 弁当屋,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,スピナマトさくら通り093-662-121419933040108,4eb9e754-15fe-42e6-a141-3244622879e7,株式会社西鉄ストア202312,7e046a6a-3ce2-4be5-abf2-3beb16550866,077216d0-1c30-4518-9d1b-a07ff2bfd061,2021/11/01,スピナマートさくら通り,スピナマトさくら通り,株式会社西鉄ストア
株式会社　西鉄ストア,秋澤壮一,筑紫野市針摺中央二丁目１６－１４　レガネット朝倉街道２階,筑紫野市針摺中央２丁目１６－１４,レガネット朝倉街道２階,スピナマート中井店,福岡県,北九州市小倉北区中井四丁目８－１,北九州市小倉北区中井４丁目８－１,,093-562-1055,① 飲食店営業,,2021-20861,2021/11/22,2021/11/22,2022/1/1,2027/12/31,,390,スピナマート中井店,093,093-562-1055,,,,福岡県　北九州市小倉北区中井４丁目８－１,福岡県北九州市小倉北区中井４丁目８－１,,198822,40,40106,中井４,,2021/11/22,2021/11/22,2022/01/01,2027/12/31,株式会社　西鉄ストア,秋澤壮一,,筑紫野市針摺中央２丁目１６－１４,福岡県筑紫野市針摺中央２丁目１６－１４,レガネット朝倉街道２階,202312,福岡県,筑紫野市,針摺中央２,2021-20861,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,スピナマト中井店093-562-105519882240106,5e08ccb7-4bfa-4238-87ab-739628ed26f4,株式会社西鉄ストア202312,7e046a6a-3ce2-4be5-abf2-3beb16550866,76921836-7355-4e77-b863-6875f777aea0,2021/11/22,スピナマート中井店,スピナマト中井店,株式会社西鉄ストア
株式会社かば田食品,椛田稔久,北九州市八幡西区八枝５－４－５２,北九州市八幡西区八枝５－４－５２,,かば田サンリブ高須,福岡県,北九州市若松区高須南２－２－１　サンリブ高須内１F,北九州市若松区高須南２－２－１,サンリブ高須内１F,093-862-0733,④ 魚介類販売業,,2021-60376,2021/11/9,2021/11/9,2021/11/9,2027/11/30,,390,かば田サンリブ高須,093,093-862-0733,,,,福岡県　北九州市若松区高須南２－２－１,福岡県北九州市若松区高須南２－２－１,サンリブ高須内１F,198510,40,40103,高須南２,,2021/11/09,2021/11/09,2021/11/09,2027/11/30,株式会社かば田食品,椛田稔久,,北九州市八幡西区八枝５－４－５２,福岡県北九州市八幡西区八枝５－４－５２,,199771,福岡県,北九州市八幡西区,八枝５,2021-60376,,魚介類販売業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,I,58,,,かば田サンリブ高須093-862-073319851040103,1f710490-de5b-4ba9-bedb-002955d616f0,株式会社かば田食品199771,b4600bd8-dc53-414c-9f86-84d0e3c11fec,f5b9a405-1951-402b-9e1b-9b39df29869b,2021/11/09,かば田サンリブ高須,かば田サンリブ高須,株式会社かば田食品
株式会社イーティーズ,原田航太,糟屋郡新宮町下府２丁目１２番地２４,糟屋郡新宮町下府２丁目１２番地２４,,イーティーズ門司大里店,福岡県,北九州市門司区不老町一丁目４－１ダイレックス門司大里店内,北九州市門司区不老町１丁目４－１,ダイレックス門司大里店内,,① 飲食店営業,飲食店営業,2021-20841,2021/11/24,2021/11/24,2021/11/24,2027/11/30,,390,イーティーズ門司大里店,093,,,,,福岡県　北九州市門司区不老町１丁目４－１,福岡県北九州市門司区不老町１丁目４－１,ダイレックス門司大里店内,198355,40,40101,不老町１,,2021/11/24,2021/11/24,2021/11/24,2027/11/30,株式会社イーティーズ,原田航太,,糟屋郡新宮町下府２丁目１２番地２４,福岡県糟屋郡新宮町下府２丁目１２番地２４,,204065,福岡県,糟屋郡新宮町,下府２,2021-20841,,飲食店営業, 飲食店営業,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,イティズ門司大里店19835540101,5cab66d1-2d1f-4329-a505-45c51d7a6dae,株式会社イーティーズ204065,57d920e4-e3c6-4525-9024-65040702c5c5,02d5c970-0c68-4af1-a252-9934f5e39992,2021/11/24,イーティーズ門司大里店,イティズ門司大里店,株式会社イーティーズ
大三ミート産業株式会社,大家大,田川市大字伊加利１８２４番地,田川市大字伊加利１８２４番地,,ダイレックス門司大里店,福岡県,北九州市門司区不老町一丁目４－１ダイレックス門司大里店内,北九州市門司区不老町１丁目４－１,ダイレックス門司大里店内,,③ 食肉販売業,,2021-20758,2021/11/24,2021/11/24,2021/11/24,2027/11/30,,390,ダイレックス門司大里店,093,,,,,福岡県　北九州市門司区不老町１丁目４－１,福岡県北九州市門司区不老町１丁目４－１,ダイレックス門司大里店内,198355,40,40101,不老町１,,2021/11/24,2021/11/24,2021/11/24,2027/11/30,大三ミート産業株式会社,大家大,,田川市大字伊加利１８２４番地,福岡県田川市伊加利１８２４番地,,201574,福岡県,田川市,伊加利,2021-20758,,食肉販売業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,I,58,583,,ダイレックス門司大里店19835540101,74fb1261-e8f1-4d80-86f4-bbd7da8a3ec6,大三ミート産業株式会社201574,f440d104-2ced-47a7-80d0-f98dbe5bcd9d,0832f88d-b976-4332-a056-156573420924,2021/11/24,ダイレックス門司大里店,ダイレックス門司大里店,大三ミート産業株式会社
大黒天物産株式会社,大賀昭司,倉敷市堀南７０４番地の５,倉敷市堀南７０４番地の５,,ラ・ムー小倉沼店,福岡県,北九州市小倉南区沼南町一丁目２－６,北九州市小倉南区沼南町１丁目２－６,,,① 飲食店営業,,2021-20789,2021/11/11,2021/11/11,2021/12/1,2027/11/30,,390,ラ・ムー小倉沼店,093,,,,,福岡県　北九州市小倉南区沼南町１丁目２－６,福岡県北九州市小倉南区沼南町１丁目２－６,,199022,40,40107,沼南町１,,2021/11/11,2021/11/11,2021/12/01,2027/11/30,大黒天物産株式会社,大賀昭司,,倉敷市堀南７０４番地の５,岡山県倉敷市堀南７０４番地ノ５,,181404,岡山県,倉敷市,堀南,2021-20789,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,ラム小倉沼店19902240107,a9efcf40-1b22-4c06-9671-3d02216e608a,大黒天物産株式会社181404,98216dfa-af3a-43ae-a10e-c91c39f9f062,4d5b1bb6-ea0c-4cf5-bd29-130364becd24,2021/11/11,ラ・ムー小倉沼店,ラム小倉沼店,大黒天物産株式会社
大黒天物産株式会社,大賀昭司,倉敷市堀南７０４番地の５,倉敷市堀南７０４番地の５,,ラ・ムー小倉沼店,福岡県,北九州市小倉南区沼南町一丁目２－６,北九州市小倉南区沼南町１丁目２－６,,,① 飲食店営業,総合スーパーマッケト,2021-20790,2021/11/11,2021/11/11,2021/12/1,2027/11/30,,390,ラ・ムー小倉沼店,093,,,,,福岡県　北九州市小倉南区沼南町１丁目２－６,福岡県北九州市小倉南区沼南町１丁目２－６,,199022,40,40107,沼南町１,,2021/11/11,2021/11/11,2021/12/01,2027/11/30,大黒天物産株式会社,大賀昭司,,倉敷市堀南７０４番地の５,岡山県倉敷市堀南７０４番地ノ５,,181404,岡山県,倉敷市,堀南,2021-20790,,飲食店営業, 総合スーパーマッケト,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,ラム小倉沼店19902240107,a9efcf40-1b22-4c06-9671-3d02216e608a,大黒天物産株式会社181404,98216dfa-af3a-43ae-a10e-c91c39f9f062,f54163f8-43ed-4984-8edc-886739bb093a,2021/11/11,ラ・ムー小倉沼店,ラム小倉沼店,大黒天物産株式会社
大黒天物産株式会社,大賀昭司,倉敷市堀南７０４番地の５,倉敷市堀南７０４番地の５,,ラ・ムー小倉沼店,福岡県,北九州市小倉南区沼南町一丁目２－６,北九州市小倉南区沼南町１丁目２－６,,,③ 食肉販売業,総合スーパーマッケト,2021-20792,2021/11/11,2021/11/11,2021/12/1,2027/11/30,,390,ラ・ムー小倉沼店,093,,,,,福岡県　北九州市小倉南区沼南町１丁目２－６,福岡県北九州市小倉南区沼南町１丁目２－６,,199022,40,40107,沼南町１,,2021/11/11,2021/11/11,2021/12/01,2027/11/30,大黒天物産株式会社,大賀昭司,,倉敷市堀南７０４番地の５,岡山県倉敷市堀南７０４番地ノ５,,181404,岡山県,倉敷市,堀南,2021-20792,,食肉販売業, 総合スーパーマッケト,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,I,58,583,,ラム小倉沼店19902240107,a9efcf40-1b22-4c06-9671-3d02216e608a,大黒天物産株式会社181404,98216dfa-af3a-43ae-a10e-c91c39f9f062,76d62b5c-7a9e-4e47-92b5-19ff96909a9b,2021/11/11,ラ・ムー小倉沼店,ラム小倉沼店,大黒天物産株式会社
大黒天物産株式会社,大賀昭司,倉敷市堀南７０４番地の５,倉敷市堀南７０４番地の５,,ラ・ムー小倉沼店,福岡県,北九州市小倉南区沼南町一丁目２－６,北九州市小倉南区沼南町１丁目２－６,,,⑪ 菓子製造業,総合スーパーマッケト,2021-20791,2021/11/11,2021/11/11,2021/12/1,2027/11/30,,390,ラ・ムー小倉沼店,093,,,,,福岡県　北九州市小倉南区沼南町１丁目２－６,福岡県北九州市小倉南区沼南町１丁目２－６,,199022,40,40107,沼南町１,,2021/11/11,2021/11/11,2021/12/01,2027/11/30,大黒天物産株式会社,大賀昭司,,倉敷市堀南７０４番地の５,岡山県倉敷市堀南７０４番地ノ５,,181404,岡山県,倉敷市,堀南,2021-20791,,菓子製造業, 総合スーパーマッケト,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,E,9,,,ラム小倉沼店19902240107,a9efcf40-1b22-4c06-9671-3d02216e608a,大黒天物産株式会社181404,98216dfa-af3a-43ae-a10e-c91c39f9f062,05b23e55-14a2-446e-ad63-8f9418b7738b,2021/11/11,ラ・ムー小倉沼店,ラム小倉沼店,大黒天物産株式会社
有限会社　浜本水産,濱本　竜嗣,北九州市門司区東門司１－１２－３１,北九州市門司区東門司１－１２－３１,,有限会社浜本水産,福岡県,北九州市門司区東門司１丁目１２－３１,北九州市門司区東門司１丁目１２－３１,,093-332-7277,④ 魚介類販売業,,2021-10103,2021/11/30,2021/11/30,2021/12/1,2027/11/30,,390,有限会社浜本水産,093,093-332-7277,,,,福岡県　北九州市門司区東門司１丁目１２－３１,福岡県北九州市門司区東門司１丁目１２－３１,,198345,40,40101,東門司１,,2021/11/30,2021/11/30,2021/12/01,2027/11/30,有限会社　浜本水産,濱本　竜嗣,,北九州市門司区東門司１－１２－３１,福岡県北九州市門司区東門司１－１２－３１,,198345,福岡県,北九州市門司区,東門司１,2021-10103,,魚介類販売業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,I,58,,,有限会社浜本水産093-332-727719834540101,bb2a9eda-9b78-48cb-9977-31e15cdac0e2,有限会社浜本水産198345,2e85e6b8-4503-454a-9b60-03c3078fcfe6,63e8c872-e7b6-427e-a446-acd7669f31ea,2021/11/30,有限会社浜本水産,有限会社浜本水産,有限会社浜本水産
中神智行,,,,,Loop,福岡県,北九州市小倉北区堺町一丁目５－５ニュー南国ビル　B1F,北九州市小倉北区堺町１丁目５－５,ニュー南国ビル B１F,,① 飲食店営業,,2021-20796,2021/11/10,2021/11/10,2021/11/10,2027/11/30,,390,Loop,093,,,,,福岡県　北九州市小倉北区堺町１丁目５－５,福岡県北九州市小倉北区堺町１丁目５－５,ニュー南国ビル B１F,198760,40,40106,堺町１,,2021/11/10,2021/11/10,2021/11/10,2027/11/30,,中神智行 ,,,,,,,,,2021-20796,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,Ｌｏｏｐ19876040106,a2a5b4a8-0bcd-499a-92d7-115295db40ef,,personal,28e4940b-c152-403c-9d70-3f6da6c3dc9c,2021/11/10,Ｌｏｏｐ,Ｌｏｏｐ,
社会福祉法人　天満会,吉田全満,北九州市小倉南区舞ケ丘２丁目１番４６号,北九州市小倉南区舞ケ丘２丁目１番４６号,,就労継続支援センターどりーむ,福岡県,北九州市小倉南区舞ケ丘二丁目１－４６,北九州市小倉南区舞ケ丘２丁目１－４６,,093-963-0285,⑪ 菓子製造業,,2021-20153,2021/11/12,2021/11/12,2021/11/12,2027/11/30,,390,就労継続支援センターどりーむ,093,093-963-0285,,,,福岡県　北九州市小倉南区舞ケ丘２丁目１－４６,福岡県北九州市小倉南区舞が丘２丁目１－４６,,199202,40,40107,舞が丘２,,2021/11/12,2021/11/12,2021/11/12,2027/11/30,社会福祉法人　天満会,吉田全満,,北九州市小倉南区舞ケ丘２丁目１番４６号,福岡県北九州市小倉南区舞が丘２丁目１番４６号,,199202,福岡県,北九州市小倉南区,舞が丘２,2021-20153,,菓子製造業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,E,9,,,就労継続支援センタどりむ093-963-028519920240107,77085238-c11c-4cb8-ba5b-3be4f6982fdf,社会福祉法人天満会199202,6ab4b60f-25b7-4cbd-bf52-76b57c5bc6c6,c01e713c-ddf9-4dc7-b93e-f8ca9e8cd26c,2021/11/12,就労継続支援センターどりーむ,就労継続支援センタどりむ,社会福祉法人天満会
株式会社ＷＡＶＥ　ＧＲＯＵＰ,友近誠則,北九州市小倉北区船場町２－６オリエントビル２０３,北九州市小倉北区船場町２－６,オリエントビル２０３,家康,福岡県,北九州市小倉北区魚町一丁目４－１ザボビル９Ｆ,北九州市小倉北区魚町１丁目４－１,ザボビル９Ｆ,093-531-8522,① 飲食店営業,,2021-20847,2021/11/30,2021/11/30,2021/11/30,2027/11/30,,390,家康,093,093-531-8522,,,,福岡県　北九州市小倉北区魚町１丁目４－１,福岡県北九州市小倉北区魚町１丁目４－１,ザボビル９Ｆ,198680,40,40106,魚町１,,2021/11/30,2021/11/30,2021/11/30,2027/11/30,株式会社ＷＡＶＥ　ＧＲＯＵＰ,友近誠則,,北九州市小倉北区船場町２－６,福岡県北九州市小倉北区船場町２－６,オリエントビル２０３,198801,福岡県,北九州市小倉北区,船場町,2021-20847,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,家康093-531-852219868040106,ef49caaa-a0b1-4456-9d2e-859325f467db,株式会社ＷＡＶＥ　ＧＲＯＵＰ198801,03baf64b-c0ab-461e-be6a-ec9630cfa23f,55afa51e-0a3b-44e1-a451-517bc8ed5382,2021/11/30,家康,家康,株式会社ＷＡＶＥ　ＧＲＯＵＰ
佐藤健,,,,,Members bar Grep,福岡県,北九州市八幡東区中央二丁目３－１８,北九州市八幡東区中央２丁目３－１８,,,① 飲食店営業,バー,2021-50073,2021/11/29,2021/11/30,2021/12/1,2027/11/30,,390,Members bar Grep,093,,,,,福岡県　北九州市八幡東区中央２丁目３－１８,福岡県北九州市八幡東区中央２丁目３－１８,,199297,40,40108,中央２,,2021/11/29,2021/11/30,2021/12/01,2027/11/30,,佐藤健 ,,,,,,,,,2021-50073,,飲食店営業, バー,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,ＭｅｍｂｅｒｓｂａｒＧｒｅｐ19929740108,0f18d4b6-b532-4249-acab-b90d001c61d1,,personal,aaee4652-378c-443a-a6c7-a6a89848da24,2021/11/30,Ｍｅｍｂｅｒｓ　ｂａｒ　Ｇｒｅｐ,ＭｅｍｂｅｒｓｂａｒＧｒｅｐ,
ＪＲ九州ファーストフーズ株式会社,永田史郎,福岡市博多区博多駅東１－１０－７,福岡市博多区博多駅東１－１０－７,,シナボンシアトルズベストコーヒー　イオンモール八幡東店,福岡県,北九州市八幡東区東田三丁目２－１０２,北九州市八幡東区東田３丁目２,１０２,093-638-8111,⑪ 菓子製造業,,2021-60417,2021/11/17,2021/11/17,2021/11/17,2028/11/30,,390,シナボンシアトルズベストコーヒー　イオンモール八幡東店,093,093-638-8111,,,,福岡県　北九州市八幡東区東田３丁目２,福岡県北九州市八幡東区東田３丁目２,１０２,199362,40,40108,東田３,,2021/11/17,2021/11/17,2021/11/17,2028/11/30,ＪＲ九州ファーストフーズ株式会社,永田史郎,,福岡市博多区博多駅東１－１０－７,福岡県福岡市博多区博多駅東１－１０－７,,200143,福岡県,福岡市博多区,博多駅東１,2021-60417,,菓子製造業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,E,9,,,シナボンシアトルズベストコヒイオンモル八幡東店093-638-811119936240108,a38dc5a5-b676-43c5-9ee9-e8127912fcd5,ＪＲ九州ファーストフーズ株式会社200143,20e8bb7c-0db5-430c-8eac-03c7f3673dd4,10881c46-0529-4ed6-ba31-b1f5cf15fcd7,2021/11/17,シナボンシアトルズベストコーヒー　イオンモール八幡東店,シナボンシアトルズベストコヒイオンモル八幡東店,ＪＲ九州ファーストフーズ株式会社
株式会社宇佐餅,藤井強作,北九州市八幡東区祇園１丁目６－１,北九州市八幡東区祇園１丁目６－１,,宇佐餅イオン戸畑店,福岡県,北九州市戸畑区汐井町２－２－１F,北九州市戸畑区汐井町２－２,１F,,① 飲食店営業,アイスクリーム店,2021-60406,2021/11/17,2021/11/17,2021/11/17,2027/11/30,,390,宇佐餅イオン戸畑店,093,,,,,福岡県　北九州市戸畑区汐井町２－２,福岡県北九州市戸畑区汐井町２－２,１F,198583,40,40105,汐井町,,2021/11/17,2021/11/17,2021/11/17,2027/11/30,株式会社宇佐餅,藤井強作,,北九州市八幡東区祇園１丁目６－１,福岡県北九州市八幡東区祇園１丁目６－１,,199269,福岡県,北九州市八幡東区,祇園１,2021-60406,,飲食店営業, アイスクリーム店,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,宇佐餅イオン戸畑店19858340105,8db86b64-a95d-462b-aa93-4a586e0d5968,株式会社宇佐餅199269,4f074761-5ea6-4842-9242-7a882022c51c,afe0f17e-fdd8-400c-a86f-2755e67a9435,2021/11/17,宇佐餅イオン戸畑店,宇佐餅イオン戸畑店,株式会社宇佐餅
株式会社宇佐餅,藤井強作,北九州市八幡東区祇園１丁目６－１,北九州市八幡東区祇園１丁目６－１,,宇佐餅イオン戸畑店,福岡県,北九州市戸畑区汐井町２－２－１F,北九州市戸畑区汐井町２－２,１F,,⑫ アイスクリーム類製造業,アイスクリーム店,2021-60407,2021/11/17,2021/11/17,2021/11/17,2027/11/30,,390,宇佐餅イオン戸畑店,093,,,,,福岡県　北九州市戸畑区汐井町２－２,福岡県北九州市戸畑区汐井町２－２,１F,198583,40,40105,汐井町,,2021/11/17,2021/11/17,2021/11/17,2027/11/30,株式会社宇佐餅,藤井強作,,北九州市八幡東区祇園１丁目６－１,福岡県北九州市八幡東区祇園１丁目６－１,,199269,福岡県,北九州市八幡東区,祇園１,2021-60407,,アイスクリーム類製造業, アイスクリーム店,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,E,9,,,宇佐餅イオン戸畑店19858340105,8db86b64-a95d-462b-aa93-4a586e0d5968,株式会社宇佐餅199269,4f074761-5ea6-4842-9242-7a882022c51c,bd418a95-91be-4fe4-9c80-937926513717,2021/11/17,宇佐餅イオン戸畑店,宇佐餅イオン戸畑店,株式会社宇佐餅
ＪＲ九州ファーストフーズ株式会社,永田史朗,福岡市博多区博多駅東１丁目１０番７号,福岡市博多区博多駅東１丁目１０番７号,,シナボン・シアトルズベストコーヒー,福岡県,北九州市八幡東区東田三丁目２－１０２,北九州市八幡東区東田３丁目２,１０２,093-638-8111,① 飲食店営業,カフェ,2021-60409,2021/11/17,2021/11/17,2021/11/17,2028/11/30,,390,シナボン・シアトルズベストコーヒー,093,093-638-8111,,,,福岡県　北九州市八幡東区東田３丁目２,福岡県北九州市八幡東区東田３丁目２,１０２,199362,40,40108,東田３,,2021/11/17,2021/11/17,2021/11/17,2028/11/30,ＪＲ九州ファーストフーズ株式会社,永田史朗,,福岡市博多区博多駅東１丁目１０番７号,福岡県福岡市博多区博多駅東１丁目１０番７号,,200143,福岡県,福岡市博多区,博多駅東１,2021-60409,,飲食店営業, カフェ,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,シナボンシアトルズベストコヒ093-638-811119936240108,5b375f50-cd8b-4159-96de-1adaa5453703,ＪＲ九州ファーストフーズ株式会社200143,20e8bb7c-0db5-430c-8eac-03c7f3673dd4,da448810-ec28-4a56-85ad-593ac47ac5b2,2021/11/17,シナボン・シアトルズベストコーヒー,シナボンシアトルズベストコヒ,ＪＲ九州ファーストフーズ株式会社
ＪＲ九州ファーストフーズ株式会社,永田史朗,福岡市博多区博多駅東１丁目１０番７号,福岡市博多区博多駅東１丁目１０番７号,,シナボンシアトルズベストコーヒー　ビエラ小倉店,福岡県,北九州市小倉北区浅野１丁目1-1　ＶＩＥＲＲＡ小倉３Ｆ,北九州市小倉北区浅野１丁目１－１,ＶＩＥＲＲＡ小倉３Ｆ,,⑪ 菓子製造業,,2021-20840,2021/11/22,2021/11/22,2021/11/22,2028/6/30,,390,シナボンシアトルズベストコーヒー　ビエラ小倉店,093,,,,,福岡県　北九州市小倉北区浅野１丁目１－１,福岡県北九州市小倉北区浅野１丁目１－１,ＶＩＥＲＲＡ小倉３Ｆ,198653,40,40106,浅野１,,2021/11/22,2021/11/22,2021/11/22,2028/06/30,ＪＲ九州ファーストフーズ株式会社,永田史朗,,福岡市博多区博多駅東１丁目１０番７号,福岡県福岡市博多区博多駅東１丁目１０番７号,,200143,福岡県,福岡市博多区,博多駅東１,2021-20840,,菓子製造業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,E,9,,,シナボンシアトルズベストコヒビエラ小倉店19865340106,ae8b44c8-cabf-4751-9591-3863def2cf9f,ＪＲ九州ファーストフーズ株式会社200143,20e8bb7c-0db5-430c-8eac-03c7f3673dd4,ec9d45ca-03d3-43f7-93fb-43cdfb0d1559,2021/11/22,シナボンシアトルズベストコーヒー　ビエラ小倉店,シナボンシアトルズベストコヒビエラ小倉店,ＪＲ九州ファーストフーズ株式会社
株式会社ボナー,歌野繁美,北九州市小倉北区熊本２－１０－１０,北九州市小倉北区熊本２－１０－１０,,コロッケ倶楽部　黒崎カムズ通り店,福岡県,北九州市八幡西区黒崎一丁目１２－１２,北九州市八幡西区黒崎１丁目１２－１２,,,① 飲食店営業,カラオケ店,2021-60424,2021/11/8,2021/11/8,2021/12/1,2027/11/30,,390,コロッケ倶楽部　黒崎カムズ通り店,093,,,,,福岡県　北九州市八幡西区黒崎１丁目１２－１２,福岡県北九州市八幡西区黒崎１丁目１２－１２,,199429,40,40109,黒崎１,,2021/11/08,2021/11/08,2021/12/01,2027/11/30,株式会社ボナー,歌野繁美,,北九州市小倉北区熊本２－１０－１０,福岡県北九州市小倉北区熊本２－１０－１０,,198743,福岡県,北九州市小倉北区,熊本２,2021-60424,,飲食店営業, カラオケ店,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,コロッケ倶楽部黒崎カムズ通り店19942940109,a2720997-48a4-4a95-a721-9249002a86d7,株式会社ボナー198743,cd4ed5e5-64e4-4e21-a4ac-144fd7c67c8d,df057c02-5d7c-48af-b5df-89069296e268,2021/11/08,コロッケ倶楽部　黒崎カムズ通り店,コロッケ倶楽部黒崎カムズ通り店,株式会社ボナー
株式会社嬉藏,日髙栄作,北九州市小倉北区上富野一丁目５‐１６,北九州市小倉北区上富野１丁目５－１６,,鉄なべ魚町店,福岡県,北九州市小倉北区魚町１丁目４－１５,北九州市小倉北区魚町１丁目４－１５,,093-513-8100,① 飲食店営業,,2021-20775,2021/11/1,2021/11/1,2021/12/1,2027/11/30,,390,鉄なべ魚町店,093,093-513-8100,,,,福岡県　北九州市小倉北区魚町１丁目４－１５,福岡県北九州市小倉北区魚町１丁目４－１５,,198680,40,40106,魚町１,,2021/11/01,2021/11/01,2021/12/01,2027/11/30,株式会社嬉藏,日髙栄作,,北九州市小倉北区上富野１丁目５－１６,福岡県北九州市小倉北区上富野１丁目５－１６,,198710,福岡県,北九州市小倉北区,上富野１,2021-20775,,飲食店営業,,,,390_福岡県_北九州市保健所_食品衛生()_2021年11月_末日（仮設除く）,M,76,,,鉄なべ魚町店093-513-810019868040106,0f15f6a4-4cdc-4085-b26e-aac4c8c305e6,株式会社嬉藏198710,c71cca3a-266c-49d2-b0d8-689dee8f1e9c,8c8fcbe3-e033-43bf-ad9b-98477331ad21,2021/11/01,鉄なべ魚町店,鉄なべ魚町店,株式会社嬉藏
